DOI,nouns
10.1103/PhysRevA.81.052106,quantum communication|quantum network|nonlocality|fiber|bin|qubit|analyzer|nature|bin|qubit|qubit|pair|polarization|qubit|bin|qubit|analyzer|utba|bin|qubit|basis|nature|light|clauser|holt|inequality|measurement|basis|dimension|bloch|sphere|experiment|qubit|fiber|link|suitability|scheme|world|set|entanglement|entanglement|type|degree|freedom|scale|possibility|nonlocality|protocol|bin|entanglement
10.1103/PhysRevLett.105.030407,quantum teleportation|quantum network|preparation|photon|hybrid|vector|polarization|state|requirement|knowledge|state|reconstruction|protocol|state|preparation|number|demonstration|date|qubit|preparation|qubit|hybrid|state|family|vector|polarization|beam|photon|state|photon|spin|momentum|state|spin|orbit|state|tomography|polarization|tomography|fidelity|vector|polarization|state|door|couple|photon|atom|plasmon|nanostructure
10.1103/PhysRevLett.105.060502,phase|gate|exchange|fermionic|spin|wave|spin|chain|protocol|qubit|phase|gate|phase|photon|excitation|character|position|fermionic|excitation|spin|wave|spin|chain|photon|storage|interface|photon|spin|wave|imperfection|gate
10.1103/PhysRevLett.105.250403,quantum|tomography|tomography|multiqubit|quantum|register|information|part|density|operator|approximation|state|measurement|effort|uncertainty|density|matrix|tomography|qubit|dicke|state
10.1103/PhysRevA.82.010301,photon|photon|àöswap|gate|photon|photon|root|swap|gate|level|lambda|photon|reflection|geometry|lambda|memory|qubit|state|lambda|control|field|gate|gate|merit|gate|computation
10.2478/s11772-010-0050-7,quantum computing|quantum dot|quantum cryptography|technology|photon|device|progress|nanofabrication|realization|nanodevice|photon|nature|photon|state|distribution|qkd|exchange|key|transmission|pulse|photon|control|qubit|step|field|state|cavity|quantum|electrodynamic|device|realization|photon|generation|detection|resolution|technology|property|attention|description|source|crystal|microcavite|device|realization|photon|source|demand|class|photon|detector|nanowire|photon|detector|sspds|fabrication|area|coverage|photon|number|capability
10.1364/OE.18.020475,quantum circuit|quantum circuit|polarization|qubit|circuit|quantum|logic|gate|lithium|circuit|property|generation|transmission|process|photon|chip|circuit|component|chip|information|process|scheme|set|transformation|modal|qubit|mode|analyzer|device|component|state|path|mode|rotator|state|angle|mode|space|pauli|spin|operator|gate|qubit|photon|cnot|gate|element|set|logic|gate|polarization|mode|number|photon|serve|control|target|qubit|dispersion|cnot|circuit|path|component|simulation|transformation|power|couple|mode|waveguide|polarization|sensitivity|pockel|coefficient|society|america
10.1080/15421406.2010.485118,quantum|information|crystal|field|information|introduction|crystal|cell|plate|generation|state|polarization|momentum|photon|transfer|qubit|information|spin|momentum|photon|hong|mandel|coalescence|mode|beam|splitter|photon|nonzero|momentum|quantum|clone|momentum|qubit
10.1103/PhysRevB.81.085325,quantum computing|quantum computing|quantum simulation|computation|silicon|cavity|architecture|donor|crystal|silicon|cavity|initialization|manipulation|detection|ion|trap|scheme|requirement|position|donor|build|block|gate|silicon|device|realization|qubit|gate|initialization|readout|qubit|consideration|state|art|value|parameter|architecture|error|gate|fault|computation|quantum|optic
10.1103/PhysRevA.82.012304,reference|frame|distribution|distribution|protocol|pair|qubit|key|partner|environment|reference|frame|direction|particle|delivery|phase|basis|state|protocol|gate|setup|scenario|earth|satellite|link|photon|waveguide|rate|qubit|source|rate|state|protocol|noise|generalization|protocol|scheme|qutrit
10.1103/PhysRevLett.104.123601,quantum|tomography|photon|quantum|tomography|bendersky|phy|rev|lett|estimation|element|matrix|quantum|resource|number|qubit|idea|estimation|matrix|element|fidelity|channel|set|state|photon|source|algorithm|tomography|number|channel|polarization|qubit|one|advantage
10.1103/PhysRevA.82.012328,quantum computing|cluster state|chain|quantum|wire|measurement|alternative|circuit|proceed|measurement|resource|state|spin|graph|lattice|valence|bond|ground|state|chain|particle|affleck|kennedy|lieb|tasaki|aklt|resource|state|simulation|aklt|state|optic|fidelity|measurement|quantum|experiment|logic|gate|chain|particle|aklt|state|polarization|biphoton|level|pair|photon|spatio|mode|qubit|aklt|state|qubit|unitary|measurement|biphoton|mbqc|biphoton|measurement|optic|photodetection
10.1103/PhysRevA.82.024303,quantum dot|quantum circuit|quantum simulator|anyon|anyon|anyon|braid|unit|statistic|han|phy|rev|lett|qubit|statistic|qubit|unit|statistic|order|unit|kind|charge|excitation|integer|unit|electron|lattice|array|advantage|metrology
10.1038/NPHYS1777,quantum computing|quantum computing|quantum computing|cluster state|way|valence|bond|way|computation|spin|spin|resource|challenge|resource|task|production|body|ground|state|resource|way|ground|state|effort|alternative|ground|state|spin|candidate|valence|bond|state|affleck|kennedy|lieb|aklt|ground|state|body|hamiltonian|chain|resource|way|aklt|state|qubit|quantum|logic|gate
10.1073/pnas.1005720107,quantum computer|quantum computer|quantum gate|quantum teleportation|quantum teleportation|quantum communication|quantum state|teleportation|realization|quantum|qubit|gate|year|interest|transfer|distance|ingredient|distance|technology|quantum|computation|interest|scheme|chuang|nature|qubit|help|state|construction|multiparticle|state|entanglement|state|measurement|qubit|gate|feasibility|scheme|constraint|computation|nontrivial|module|scheme|teleportation|quantum|gate|qubit|fidelity|photon|interferometer|gate|photon|hyperentanglement|phase|gate|principle|capability|gate|experiment|step|realization|optic|quantum|information|process
10.1088/1367-2630/12/11/113046,quantum computing|cluster state|cluster state|cluster state|cluster state|cluster state|entanglement|variable|entanglement|property|resource|variable|aim|quadrature|eigenstate|squeeze|nature|approximation|definition|concept|teleportation|quantum|wire|language|matrix|product|state|entanglement|property|wire|qubit|bipartite|entanglement|entanglement|width|entanglement|measure|van|den|nest|phy|rev|lett|definition|context|loss|argument|state|difference|property|gaussian|loss|rate|amount|entanglement|implication|potential|analogue|measurement|computation
10.1080/09500340.2010.495460,cluster state|cluster state|cluster state|cluster state|cluster state|cluster state|cluster state|cluster state|environment|decoherence|entanglement|large|photon|fusion|gate|construction|way|fusion|gate|storage|aim|qubit|hope|amount|entanglement
10.1038/nature09150,quantum device|matter|spin|interaction|colloidal|hetero|interplay|light|matter|basis|matter|interaction|principle|gate|state|device|principle|optical|ose|control|scheme|spin|semiconductor|potential|spin|dimension|semiconductor|matter|couple|nanoscale|experiment|enhancement|matter|interaction|need|finesse|device|scale|integration|ose|energy|detune|cavity|colloidal|metal|semiconductor|core|shell|hetero|nanostructure|metal|surface|plasmon|semiconductor|exciton|transition|ose|exhibit|polarization|dependence|mechanism|spin|manipulation|colloidal|nanostructure|plasmon|exciton|resonant|nature|tailor|spin|manipulation|tune|plasmon|resonance|intensity|frequency|pathway|matter|spin|interaction|plasmon|exciton|resonant|couple|nanostructure|basis|information|process|nanoscale|nanostructure|matter|interaction|test|bed|field|nano|biophotonic|nano
10.1364/OE.18.027938,quantum bit|quantum cryptography|blind|detector|detector|distribution|qkd|eavesdropper|wave|illumination|trigger|pulse|voltage|circuit|nat|photon|attack|key|error|rate|qber|detector|illumination|outcome|detector|qkd|avalanche|photo|diode|apds|illumination|blind|detector|pulse|pause|transmission|plug|play|inertia|illumination|eavesdropping|society|america
10.1142/S0219749910006265,quantum repeater|cluster state|cluster state|cluster state|cluster state|module|scale|quantum|information|process|quantum|computation|ability|gate|number|qubit|module|atom|cavity|ancilla|module|network|architecture|advantage|switch|mechanism|possibility|control|pulse|atom|cavity|architecture|circuit|chip|basis|processor|node
10.1103/PhysRevLett.105.093601,quantum dot|quantum dot|quantum dot|quantum dot|quantum dot|cluster state|cluster state|cluster state|cluster state|photon|polarization|qubit|emitter|proposal|string|dot|proposal|phase|gate|entanglement|dot|string|interpair|couple|cavity|wave|guide|cluster|sheet|importance|fact|resource|computation|error|proposal|technology|photon|frequency|constraint|resonance|energy
10.1049/el.2010.0959,limitation|transmission|qubit|fibre|telecom|traffic|limitation|exchange|qubit|fibre|telecom|traffic|noise|photon|signal|limitation|direction|respect|channel
10.1016/j.optcom.2009.10.078,energy|constraint|logic|question|constraint|nature|field|place|realization|gate|emission|space|phase|gate|qubit|error|probability|number|photon|field|qubit|possibility|photon|modulation|detail|level|level|scheme|transparency|eit|nonlinearity|absorption|error|probability|order|number|photon|eit|couple|field|right
10.1103/PhysRevA.82.053814,quantum state|photon pair|photon pair|photon|scale|qubit|state|photon|scale|sekatski|brunner|branciard|phy|rev|lett|side|type|clone|machine|qubit|detection|scheme|threshold|detector|side|photon|detector|side|correlation|measurement|entanglement|entanglement|state|importance|detection|loophole|entanglement|violation|experiment|preparation|state|entanglement|inequality|loophole|entanglement|state|robustness|loss|amplification
10.1103/PhysRevB.81.045309,quantum dot|quantum dot|interface|spin|couple|qubit|matter|qubit|build|block|quantum|communication|network|interface|wave|field|spin|cavity|electron|couple|laser|field|interaction|write|read
10.1103/PhysRevB.81.193301,quantum dot|quantum dot|quantum dot|quantum dot|couple|ina|gaas|crystal|microcavity|distance|interaction|ina|gaas|crystal|microcavity|couple|cavity|measurement|excitation|state|increase|state|emission|cavity|couple|excitation|intensity|step|realization|logic|gate|state|qubit
10.1134/S0030400X10020037,quantum communication|photon pair|crystal|source|path|polarization|entanglement|wavelength|phase|crystal|source|path|polarization|rate|mode|fiber|photon|interference|visibility|source|protocol|distribution|entanglement|transfer|qubit|entanglement|photon|source
10.1103/PhysRevA.81.062339,quantum communication|teleportation|information|degree|freedom|photon|state|finite|biphoton|state|wave|form|spread|variant|teleportation|expression|fidelity|teleportation|complex|state|utility|qubit|receiver
10.1103/PhysRevA.82.055801,measurement|qubit|measurement|statistic|observable|qubit|outcome|operator|measure|detection|transverse|position|displacement|detection|scheme|worker|measurement|observable|eigenvector|technology|multipixel|liquid|crystal|display|addition|qudit|tool|information|protocol|qubit|qudit
10.1038/nature10119,quantum bit|quantum system|classicality|contrast|physics|quantum|theory|property|uncertainty|principle|manifestation|alternative|theory|probability|distribution|variable|property|measurement|measurement|theory|conflict|mechanic|conflict|pair|qubit|inequality|variable|quantum|mechanic|state|qubit|state|qutrit|contradiction|contradiction|entanglement|subsystem|state|experiment|evidence|probability|distribution|outcome|measurement|theory|violation|entanglement|type|inequality|klyachko|binicioglu|incompatibility|quantum|mechanic|physics|way|entanglement
10.1038/NPHOTON.2011.52,quantum bit|resonant|enhancement|phonon|emission|colour|centre|diamond|cavity|technology|quantum|ultralow|power|opto|nitrogen|vacancy|centre|diamond|state|date|electron|spin|coherence|capability|initialization|readout|information|hurdle|nitrogen|vacancy|scale|computation|regard|resonator|couple|phonon|line|nitrogen|vacancy|mode|resonator|crystal|diamond|phonon|line|enhancement|factor|lifetime|measurement|device|semiconductor|shelf|material|diamond|photon
10.1103/PhysRevLett.107.053602,quantum dot|photon|blockade|circuit|photon|photon|interaction|coplanar|waveguide|cavity|charge|qubit|interaction|transmission|photon|cavity|photon|blockade|power|energy|spectrum|photon|incident|cavity|staircase|step|analogy|electron|transport|coulomb|blockade|effort|cavity|qubit|excitation|nature|hybridization|qubit|photon|tolerance|matter|experiment
10.1038/nature09997,quantum computing|quantum bit|quantum gate|quantum communication|quantum network|quantum state|quantum memory|quantum memory|quantum memory|quantum repeater|atom|storage|qubit|light|distance|qubit|light|device|requirement|ensemble|material|particle|information|way|information|exchange|quanta|light|particle|material|qubit|advantage|herald|mechanism|storage|photon|mean|state|loss|efficiency|qubit|manipulation|avenue|situ|process|information|polarization|state|light|atom|cavity|memory|pulse|quantum|tomography|fidelity|decoherence|rate|qubit|coherence|microsecond|node|prospect
10.1103/PhysRevA.83.010302,graph state|graph state|graph state|graph state|generation|graph|state|stream|protocol|stream|qubit|parent|qubit|type|generation|qubit|generation|fly|atom|cavity|mode|qubit|fall|class|resource|requirement|fault|optic|quantum|computation|regard|atom|generation|scheme|fidelity|photon|loss
10.1103/PhysRevA.84.043816,quantum dot|superconducting qubit|regime|matter|couple|excitation|level|atom|mode|cavity|presence|pump|quantum|transition|ground|approximation|degree|regime|gate|quantum|lase|quench|picture|regime|condensation|state|triplet|structure|emitter|photoluminescence|spectrum|feature|field|quantization|description|matter|interaction
10.1134/S1054660X11150175,quantum computer|quantum computer|quantum computer|quantum computer|quantum computer|quantum gate|quantum memory|quantum memory|quantum memory|state|cavity|quantum|electrodynamic|realization|state|atom|transmon|resonator|novel|cavity|node|ensemble|process|node|parameter|atom|scheme|computer|realization|multimode|qubit|efficiency|self|mode|transfer|qubit|node|process|node|realization|iswap|gate|couple|process|node|gate|rate|number|atom|node|blockade|mechanism|realization|multi|atom|ensemble|number|qubit|gate|possibility|quantum|process
10.1103/PhysRevA.83.042320,visibility|noise|particle|distinguishability|noise|particle|interference|particle|signal|state|qubit|noise|qubit|couple|beam|splitter|degradation|photon|interference|degree|indistinguishability|signal|noise|photon|photon|visibility|value|root|photon|visibility|increase|unit|value|photon|setup|fiber|optic|photon|mach|zehnder|interferometer
10.1103/PhysRevA.84.022325,herald|qubit|device|quantum|distribution|way|qubit|signal|optic|device|herald|unit|success|probability|resource|resource|herald|scenario|qubit|success|probability|advantage|herald|scheme|rate|device|distribution|imperfection|source|detector|account
10.1038/NPHYS1885,superconducting qubit|quantum state|photon|shell|game|resonator|circuit|quantum|electrodynamic|generation|control|task|cavity|quantum|qed|realization|cavity|qed|circuit|qed|chip|microwave|photon|control|photon|issue|cavity|qed|transfer|photon|resonator|circuit|qed|resonator|architecture|chip|resonator|phase|qubit|circuit|photon|state|resonator|qubit|vacuum|rabi|swap|resonator|superposition|state|fidelity|phase|coherence|transfer|potential|circuit|photon|quantum|register|multipartite|entanglement
10.1103/PhysRevLett.107.190402,quantum gate|computation|resonator|couple|circuit|qed|behavior|qubit|ground|eigenstate|couple|circuit|qed|number|josephson|fluxonium|atom|transmission|line|resonator|set|transmission|line|resonator|resonator|qubit|anisotropic|nature|noise|source|fluxonium|artificial|atom|master|equation|treatment|noise|level|dynamic|class|anisotropic|noise|source|coherence|qubit|fidelity|quantum|gate|regime|couple|ground|state|state
10.1038/nature10562,quantum bit|quantum system|room|temperature|control|defect|spin|qubit|silicon|carbide|spin|semiconductor|limit|control|goal|information|communication|point|defect|diamond|nitrogen|vacancy|centre|deal|interest|scale|spin|state|state|qubit|room|quantum|property|effort|defect|semiconductor|range|functionality|diamond|nitrogen|vacancy|defect|silicon|carbide|sic|candidate|exploration|combination|prediction|resonance|defect|spin|state|polytype|sic|sic|domain|temperature|kelvin|microwave|diamond|nitrogen|vacancy|qubit|ground|state|inequivalent|form|carbon|silicon|divacancy|pair|defect|spin|state|origin|defect|telecommunication|host|material|scale|crystal|microfabrication|addition|spin|coherence|property|diamond|nitrogen|vacancy|centre|candidate|information|quantum|degree|freedom
10.1364/JOSAB.28.001959,quantum dot|quantum dot|phase|gate|crystal|cavity|scheme|qubit|phase|gate|phase|qds|crystal|cavity|qds|cavity|mode|light|field|gate|gate|qds|transition|cavity|mode|path|phase|space|way|phase|state|qds|qubit|gate|society|america
10.1080/09500340.2011.604437,cluster state|cluster state|cluster state|cluster state|cluster state|cluster state|photon|ability|computation|cluster|primitive|fusion|gate|efficiency|construction|remain|cluster|primitive|fusion|attempt|decoherence|cluster|primitive|qubit|resource|construction|fusion|gate|dephase|construction|decoherence|cluster|imperfection|decoherence|fusion|gate|way|qubit|cluster|fusion|gate|failure|fidelity|measure|accuracy|discussion|photon|loss|construction|cluster
10.1103/PhysRevA.83.012107,reservoir|inverse|power|law|decoherence|qubit|dynamic|jayne|cumme|qubit|distribution|boson|form|density|reservoir|decoherence|power|law|relaxation|power|scale|relaxation|jayne|cumme|type|density|function|decoherence|reservoir|band|edge|frequency|qubit|transition|frequency|band|gap|medium|realization|reservoir
10.1103/PhysRevLett.107.160401,quantum state|quantum state|realization|transpose|qubit|realization|transpose|qubit|scheme|gate|copy|communication|information|task|technology|detection|entanglement|tomography|gate
10.1016/j.optcom.2011.07.053,entanglement|atom|crystal|entanglement|dynamic|dipole|dipole|level|atom|band|gap|pbg|environment|condition|dipole|dipole|interaction|ingredient|interplay|role|entanglement|qubit|detune|transition|frequency|band|gap|entanglement|qubit|limit|detune|disentanglement|present|deterioration|entanglement|information|process|material|right
10.1088/1367-2630/13/11/115009,quantum communication|reconfigurable|qubit|gate|chip|quantum|photon|platform|information|process|quantum|metrology|state|light|circuit|gate|reconfigurable|qubit|gate|chip|multiwaveguide|interferometer|phase|agreement|theory|experiment|similarity|gate
10.1038/ncomms1392,quantum computer|quantum algorithm|quantum algorithm|control|quantum|gate|advantage|complexity|obstacle|architecture|simplifie|control|qubit|quantum|gate|requirement|simulation|metrology|gate|knowledge|gate|gate|laboratory|control|entanglement|version|range|qubit|gate|fidelity
10.1088/1367-2630/13/1/013017,superconducting qubit|quantum memory|proposal|wave|phonon|photon|translator|photon|phonon|manner|conversion|description|phonon|photon|translator|crystal|planar|circuit|photon|circuit|qed|proposal|wavelength|conversion|state|transfer
10.1103/PhysRevA.84.042341,quantum communication|quantum communication|quantum network|transducer|quantum|information|process|interface|qubit|transducer|stannigel|phy|rev|lett|property|qubit|range|state|spin|charge|description|network|qubit|derivation|state|transfer|protocol|distance|chip|interaction|mean|transducer|gate|realization|proposal
10.1103/PhysRevLett.106.100401,quantum computer|quantum system|quantum sensor|measurement|dynamic|compressive|resource|dynamic|size|sense|configuration|quantum|tomography|basis|body|preparation|measurement|fidelity|estimation|matrix|qubit|logic|gate|database|decoherence|strength|noise|roadblock|scale|quantum|technology
10.1088/1367-2630/13/2/025018,quantum computing|triangular|cavity|crystal|diamond|diamond|photon|architecture|room|temperature|cavity|quantum|electrodynamic|computer|state|diamond|technology|fabrication|characterization|nanobeam|cavity|crystal|diamond|cavity|cross|section|confinement|collection|efficiency|slab|nanocavitie|need|membrane|nanobeam|ion|beam|fib|pattern|cavity|photoluminescence|mode|quality|factor|wavelength|nitrogen|vacancy|color|center|phonon|line|zpl|agreement|difference|domain|calculation|cavity|potential|triangular|geometry|prospect|concept|spin|measurement
10.1103/PhysRevA.84.063834,quantum dot|quantum circuit|microwave|photodetection|circuit|qed|order|idea|optic|field|ingredient|efficiency|photon|detector|device|efficiency|photon|detector|level|phase|qubit|waveguide|microwave|transmission|line|photodetection|manner|proposal|tool|quantum|optic|property|wave|packet|device|efficiency|detector|detector|operate|mode|photon|imperfection|broadband|element|idea|mode|photon|waveguide|level|atom
10.1103/PhysRevLett.106.240505,fiber|transport|photon|entanglement|degree|freedom|photon|resource|information|distribution|photon|fiber|transverse|mode|core|crystal|fiber|qubit
10.1103/PhysRevA.83.054303,quantum computing|quantum teleportation|quantum|information|process|nonlinearitie|parity|meter|qubit|nonlinearitie|homodyne|measurement|element|scheme|error|probability|protocol|nemoto|phy|rev|lett|parity|meter|cluster|state|preparation|entanglement|state|analyzer|scheme|regime|noise|element|scheme|scale
10.1007/s11128-011-0298-y,prospect|photon|junction|quantum|information|process|junction|information|process|couple|atom|light|optic|need|cavity|enhancement|qubit|state|ensemble|atom|rydberg|blockade|mechanism|fidelity|gate|gate|readout|coherence|number|qubit|scalability|optic
10.1103/PhysRevA.84.032315,quantum entanglement|quantum entanglement|mode|filter|avenue|distillation|qubit|mode|filter|class|entanglement|impurity|impurity|mode|qubit|telecom|band|entanglement|kerr|nonlinearity|mode|fiber|amount|raman|noise
10.1088/1674-1056/20/4/040308,scheme|swap|gate|qubit|cavity|qed|scheme|swap|gate|state|qubit|qubit|type|ensemble|cavity|protocol|decoherence|emission|fact|state|atom|detune|condition|swap|gate|step|scheme|atom|cavity|interaction|increase|number|atom|view|decoherence|feasibility|scheme
10.1088/1367-2630/13/9/095001,cluster state|integration|source|quantum|architecture|quantum|computation|computer|quantum|component|effort|need|demand|fidelity|photon|source|detector|device|photon|photon|entanglement|element|architecture|specificity|structure|gate|scale|computer|photon|preparation|network|cluster|number|qubit|elimination|frequency|photon|source
10.1038/ncomms1570,quantum gate|quantum gate|quantum state|polarization|qubit|ability|light|device|perspective|test|mechanic|technology|polarization|qubit|circuit|cnot|gate|polarization|qubit|integration|femtosecond|laser|waveguide|write|beam|splitter|glass|chip|truth|table|fidelity|addition|ability|gate|state|one|accessibility|device|characterization|cnot|gate|tomography
10.1038/nature11573,quantum dot|quantum dot|quantum bit|quantum bit|quantum entanglement|quantum network|quantum network|trapped ion|neutral atom|photon pair|observation|entanglement|spin|photon|entanglement|role|test|field|information|process|context|communication|challenge|generation|entanglement|spin|photon|observation|semiconductor|spin|colour|photon|demonstration|entanglement|relie|photon|detection|photon|superposition|frequency|component|demonstration|spin|photon|entanglement|nitrogen|vacancy|domain|atom|semiconductor|nanostructure|chip|integration|transition|selection|rule|scheme|rate|emission|rate|observation|step|semiconductor|spin
10.1038/NPHYS2385,quantum bit|superconducting qubit|quantum algorithm|quantum state|quantum system|quantum processor|quantum processor|quantum processor|trapped ion|factor|josephson|phase|qubit|mechanic|factor|version|shor|algorithm|sum|factorization|algorithm|state|number|qubit|control|hardware|quantum|element|state|experiment|capability|device|spectroscopy|interaction|qubit|entanglement|experiment|qubit|version|shor|algorithm|number|factor|improvement|coherence|circuit|resource|number
10.1103/PhysRevB.85.075413,quantum bit|photon|heat|conduction|circuit|heat|conduction|resistor|microwave|cavity|temperature|part|heat|resistor|photon|excitation|mode|cavity|manifestation|photon|heat|conduction|state|art|scheme|interference|temperature|control|component|environment|engineering|cavity
10.1073/pnas.1207329109,quantum computing|quantum bit|quantum teleportation|quantum teleportation|quantum teleportation|quantum teleportation|quantum network|quantum network|quantum network|quantum state|quantum memory|quantum memory|quantum memory|bell state|quantum|memory|element|scale|help|entanglement|channel|mean|location|transmission|carrier|phy|lett|storage|retrieval|matter|scalability|scale|capability|ensemble|node|rubidium|atom|fiber|spin|wave|state|ensemble|photon|measurement|photon|spin|wave|state|ensemble|photon|detection|event|success|teleportation|fidelity|interest|teleportation|object|information|transfer|node
10.1038/ncomms2277,quantum bit|growth|property|hybrid|silicon|nanowire|silicon|nanowire|light|segment|nanoelectronic|nanophotonic|transport|characteristic|device|electron|photon|regime|material|bandgap|gallium|candidate|segment|silicon|crystal|growth|challenge|lattice|mismatch|expansion|coefficient|formation|antiphase|boundary|silicon|nanowire|gallium|arsenide|segment|catalyst|composition|surface|chemistry|dislocation|interface|integration|gallium|arsenide|quality|silicon|gallium|buffer|silicon|nanowire|route|information|device|instance|segment|silicon|section
10.1103/PhysRevB.86.035313,quantum bit|photon|heat|conduction|circuit|photon|heat|conduction|circuit|account|back|action|superconductor|insulator|metal|thermometer|addition|capacitor|resistor|interference|device|squid|microwave|cavity|profile|circuit|introduction|squids|situ|tune|power|transfer|experiment
10.1088/0953-4075/45/12/124018,quantum bit|quantum processor|quantum memory|process|quantum|memory|telecommunication|link|quantum|frequency|conversion|quantum|information|process|qip|qms|limitation|future|platform|version|component|qip|atom|diamond|telecom|fibre|frequency|converter|qfc|telecom|band|qubit|conversion|qfc|lithium|niobate|waveguide|concreteness|conversion|qubit|telecom|band|conversion|diamond|qubit|telecom|band|inverse|interface|fidelity|storage|state|demonstration|spin|photon|entanglement|entanglement|spin|flux|qubit|microwave|region|ghz|link|interface|internet
