DOI,nouns
10.1038/s41586-021-03268-x,quantum computer|quantum computer|quantum bit|superconducting qubit|superconducting qubit|quantum circuit|quantum processor|control|readout|link|promise|processor|million|qubit|microwave|signal|line|room|temperature|electron|environment|complexity|heat|load|line|qubit|size|processor|link|fibre|laser|light|room|temperature|shoot|noise|microwave|signal|millikelvin|temperature|fidelity|control|readout|link|requirement|quantum|information|conductivity|bandwidth|fibre|delivery|microwave|control|pulse|path|qubit
10.1364/PRJ.434217,trapped ion|quantum machine learning|quantum machine learning|realization|image|classifier|tensor|network|machine|intractability|applicability|dimension|art|experiment|classification|life|image|qubit|tensor|network|representation|hand|digit|entanglement|optimization|classification|hand|zero|one|feature|tensor|network|representation|optimization|entanglement|entropy|qubit|state|image|classification|success|rate|gate|gate|measurement|photon|realization|nitrogen|vacancy|center|spin|scheme|encode|feature|tensor|product|representation|stage|quantum|classification|laser|press
10.1038/s41427-023-00510-y,quantum computer|quantum computing|quantum computing|quantum bit|quantum bit|quantum bit|quantum gate|quantum gate|quantum circuit|triplet|spin|entanglement|radical|principle|quantum|simulation|spin|potential|decoherence|temperature|exchange|interaction|spin|dynamic|triplet|state|molecule|pair|radical|quantum|circuit|build|block|observation|spin|coherence|triplet|state|gate|scheme|molecule|blueprint|network|nanophotonic|exploration|chemical|database|candidate|spin|coupler|device|state|chemistry|quantum|technology|spin|decoherence|temperature|interaction|spin|dynamic|triplet|state|gate|potential|build|block|architecture|network|nano|photon|exploration|chemical|database|direction|instrument|chemistry|technology
10.1038/NNANO.2010.6,quantum dot|quantum bit|quantum cryptography|diamond|photon|source|light|source|photon|technology|communication|device|fluorescent|dye|carbon|none|photon|flux|room|temperature|gate|luminescent|centre|alternative|nitrogen|vacancy|centre|spin|luminescent|centre|diamond|crystal|disadvantage|photon|couple|photon|source|nitrogen|vacancy|centre|diamond|nanowire|flux|diamond|device|power|class|device|information|process|diamond|impact|probe|microscopy
10.1073/pnas.1207329109,quantum computing|quantum bit|quantum teleportation|quantum teleportation|quantum teleportation|quantum teleportation|quantum network|quantum network|quantum network|quantum state|quantum memory|quantum memory|quantum memory|bell state|quantum|memory|element|scale|help|entanglement|channel|mean|location|transmission|carrier|phy|lett|storage|retrieval|matter|scalability|scale|capability|ensemble|node|rubidium|atom|fiber|spin|wave|state|ensemble|photon|measurement|photon|spin|wave|state|ensemble|photon|detection|event|success|teleportation|fidelity|interest|teleportation|object|information|transfer|node
10.1038/ncomms2277,quantum bit|growth|property|hybrid|silicon|nanowire|silicon|nanowire|light|segment|nanoelectronic|nanophotonic|transport|characteristic|device|electron|photon|regime|material|bandgap|gallium|candidate|segment|silicon|crystal|growth|challenge|lattice|mismatch|expansion|coefficient|formation|antiphase|boundary|silicon|nanowire|gallium|arsenide|segment|catalyst|composition|surface|chemistry|dislocation|interface|integration|gallium|arsenide|quality|silicon|gallium|buffer|silicon|nanowire|route|information|device|instance|segment|silicon|section
10.1038/ncomms6786,quantum bit|quantum network|emission|exciton|crystal|cavity|exciton|semiconductor|microcavitie|state|platform|cavity|quantum|electrodynamic|interface|fly|photon|static|exciton|photon|emission|couple|regime|progress|inability|evolution|cavity|quantum|electrodynamic|charge|photon|entanglement|tune|exciton|energy|crystal|diode|control|couple|exciton|crystal|cavity|mode|timescale|lifetime|exciton|way|control|photon|waveform|interface|control|state|cavity|quantum|electrodynamic
10.1038/s41467-023-37518-5,quantum bit|quantum teleportation|quantum teleportation|quantum teleportation|quantum teleportation|quantum communication|quantum network|quantum state|quantum memory|quantum memory|distance|telecom|photon|state|qubit|capability|transmission|qubit|exchange|information|party|teleportation|information|qubit|user|process|distance|qubit|telecom|wavelength|matter|qubit|excitation|state|feed|scheme|phase|shift|qubit|memory|protocol|increase|teleportation|rate|telecommunication|network|feature|scalability|role|distance|author|distance|light|telecom|network|multimode|fibre
10.1038/NPHYS2748,quantum bit|quantum circuit|quantum state|quantum system|quantum device|couple|microwave|photon|variety|quantum|quantum|phenomenon|opportunity|fundamental|physic|opportunity|quantum|sense|quantum|mode|bus|quantum|connection|degree|interface|photon|signal|crystal|signal|transfer|microwave|field|electro|couple|phonon|mode|tomography|state|interaction|microwave|mode|transparency|chip|merge|photon|microwave|nanomechanic|microwave|transfer|network
10.1103/PhysRevA.103.052610,quantum bit|photon|phase|gate|dimer|photon|noise|coherence|speed|transmission|ease|manipulation|qubit|level|component|beam|splitter|waveguide|challenge|quantum|information|process|realization|qubit|gate|qubit|lack|kerr|nonlinearitie|photon|level|date|qubit|phase|gate|optic|measurement|photon|detector|fidelity|frequency|photon|phase|gate|photon|photon|correlation|dimer|propagation|quantum|nanophotonic
10.1088/1361-6455/ac2984,quantum computing|quantum network|quantum network|trapped ion|ion|frequency|qubit|correlation|range|process|node|computation|communication|task|property|construction|node|information|min|fidelity|logic|gate|qubit|ion|photon|couple|ion|photon|ultraviolet|frequency|distance|fibre|network|experiment|conversion|photon|frequency|telecom|band|attenuation|silica|fibre|qubit|frequency|polarization|decoherence|noise|conservation|energy|date|ion|frequency|qubit|entanglement|frequency|ion|photon|entanglement|protocol|correlation|fidelity|purpose|spectrometer|robustness|decoherence|setup|qubit|entanglement|quality|ion|photon|correlation|frequency|conversion|telecom|band
10.1103/PhysRevB.101.235303,quantum bit|reflectivity|band|gap|crystal|finite|thickness|reflectivity|band|gap|crystal|thickness|crystal|plate|array|stack|quality|woodpile|structure|reflectivity|peak|band|gap|band|structure|reflectivity|value|crystal|layer|stop|band|crystal|thickness|agreement|difference|domain|simulation|behavior|change|crystal|reflectivity|bragg|interference|band|gap|crystal|incident|light|scatter|lattice|vector|one|crystal|dimension|size|insight|consequence|band|gap|crystal|structure|band|gap|functionality|device|vacuum|fluctuation
10.1103/PRXQuanttun.2.020331,trapped ion|trapped ion|trapped ion|interface|ion|qubit|photon|efficiency|efficiency|limit|interface|qubit|qubit|cavity|ion|photon|cavity|output|probability|limit|photon|collection|probability|emitter|cavity|emitter|structure|cavity|parameter|probability|ion|fiber|photon|increase|generation|detection|photon|ability|multiphoton|source|comparison|probability|bind|emitter|photon|collection|absorption|quantum|matter
10.1088/1367-2630/16/2/023019,quantum dot|quantum dot|quantum bit|quantum communication|entanglement|molecule|entanglement|amount|matter|computation|distance|complex|molecule|entanglement|carrier|quantization|orbital|molecule|ground|state|hole|energy|electron|hybridization|energy|size|interdot|space|electron|particle|recombination|channel|ground|state|exciton|creation|order|state|nontrivial|hole|tunneling|energy|interaction|realization|energy|coincidence|component|spectrum|emergence|component|complex|oscillator|strength|field|hole|tunneling|level|spin|configuration|distinguishability|photon
10.1103/PhysRevA.95.022305,quantum simulator|quantum simulator|trapped ion|quantum simulation|particle|statistic|switch|particle|statistic|bose|fermi|statistic|space|statistic|quantum|particle|situ|evolution|boson|fermion|fermion|boson|measurement|proposal|qubit|protocol|number|particle|proposal|quantum|platform|quantum|photon|circuit|possibility|permutation|symmetrization|antisymmetrization|quantum|particle|toolbox|gate|symmetry|transformation
10.1103/PhysRevB.86.035313,quantum bit|photon|heat|conduction|circuit|photon|heat|conduction|circuit|account|back|action|superconductor|insulator|metal|thermometer|addition|capacitor|resistor|interference|device|squid|microwave|cavity|profile|circuit|introduction|squids|situ|tune|power|transfer|experiment
10.1103/PhysRevLett.113.160504,quantum bit|quantum state|quantum memory|quantum|datum|compression|qubit|datum|compression|aspect|information|technology|advent|information|question|type|compression|quantum|datum|difficulty|quantum|memory|protocol|ensemble|qubit|principle|qubit|algorithm|qubit|protocol|light|difference|quantum|information|datum|compression|store|information|qubit|reduction|amount|ensemble|today|quantum|memory
10.1002/qute.202300007,quantum computing|quantum computing|quantum computing|quantum computing|quantum computing|quantum computing|quantum computing|trapped ion|neutral atom|quantum memory|photon|memory|promise|control|interaction|candidate|platform|circuit|array|interaction|control|noise|decoherence|qubit|state|gate|gate|photon|environment|advantage|speed|time|capability|boson|sample|face|challenge|photon|deterministically|scheme|photon|quantum|memory|advantage|qubit|interaction|qubit|state|rydberg|blockade|gate|gate|scalability|scheme|photon|atom|network|hybrid
10.1038/npjqi.2016.6,quantum bit|quantum network|quantum cryptography|quantum cryptography|relay|information|party|secrecy|law|nature|secrecy|network|challenge|rout|node|trust|party|value|quantum|relay|qubit|sender|receiver|trust|end|user|gate|relay|fibre|sequence|receiver|photon|semiconductor|light|diode|relay|fidelity|link|set|state|error|correction|multiphoton|emission|statistic|integration|potential|source|platform
10.1103/PhysRevX.7.031049,quantum state|trapped ion|quantum|spin|len|array|spin|len|spin|excitation|medium|space|quantum|atom|interaction|matter|interface|qubit|ensemble|register|atom|hamiltonian|quantum|spin|len|spin|lattice|rydberg|atom|string|spin|len|len|spin|spin|interaction|dynamic|number|spin|excitation|mapping|super|position|spin|excitation|superposition|spin|pattern|field|quantum|spin|len|way|entanglement|atom|lattice|array
10.1038/srep01180,quantum dot|quantum dot|superconducting qubit|trapped ion|photoluminescence|microcavity|couple|regime|jayne|cumme|interaction|level|mode|variety|cavity|quantum|electrodynamic|resonator|interest|couple|qsc|regime|state|photon|number|regime|semiconductor|nanostructure|microcavity|regime|photoluminescence|property|excitation|change|qsc|regime|peak|cavity|resonance|doublet|variation|domain|regime|microcavity|decay
10.1038/s41534-023-00737-1,quantum computer|quantum computing|trapped ion|trapped ion|neutral atom|fidelity|ion|qubit|gate|modulator|experiment|modulator|order|phase|frequency|amplitude|light|atom|element|power|space|channel|challenge|ion|ion|device|clock|sensor|element|trap|loss|couple|component|modulator|integration|surface|ion|trap|device|piezo|circuit|mach|zehnder|modulator|intensity|light|chip|quantum|tomography|hundred|sequence|sensitivity|fidelity|type|magnitude|gate|error|modulator|qubit|gate|fidelity
10.1073/pnas.1305920110,quantum bit|quantum system|quantum system|control|state|spin|state|solid|qubit|probe|decoherence|protocol|initialization|manipulation|state|gate|qubit|structure|qubit|nitrogen|vacancy|center|spin|diamond|spin|intersystem|cross|electron|spin|resonance|spin|rotation|control|protocol|center|intersystem|cross|center|state|spin|anticrosse|temperature|population|initialization|manipulation|spin|quantum|basis|need|control|step|spin|basis|protocol|measurement|center|spin|coherence|demonstration|control|pulse|control|footprint|network|need|electron|spin|resonance|manipulation|addressability|intersystem|cross|range|state|qubit|mean
10.1103/PhysRevX.11.031049,quantum computer|quantum computer|quantum circuit|quantum processor|quantum device|trapped ion|cross|verification|brink|capability|computer|question|simulation|principle|measurement|computation|input|size|depth|structure|consistency|check|quantum|computation|device|device|protocol|state|art|architecture|resonance|circuit|photon|qubit|circuit
10.1088/0953-4075/45/12/124018,quantum bit|quantum processor|quantum memory|process|quantum|memory|telecommunication|link|quantum|frequency|conversion|quantum|information|process|qip|qms|limitation|future|platform|version|component|qip|atom|diamond|telecom|fibre|frequency|converter|qfc|telecom|band|qubit|conversion|qfc|lithium|niobate|waveguide|concreteness|conversion|qubit|telecom|band|conversion|diamond|qubit|telecom|band|inverse|interface|fidelity|storage|state|demonstration|spin|photon|entanglement|entanglement|spin|flux|qubit|microwave|region|ghz|link|interface|internet
10.1088/1361-6501/ab150d,quantum computing|quantum bit|port|homodyne|detection|field|demodulation|phase|detection|scheme|field|measurement|field|quadrature|achievement|radian|shift|photon|field|door|protocol|phase|measurement|role|scheme|detection|scheme|phase|shift|laser|field|field|cloud|laser|atom|place|interferometry|instability|scheme|beat|note|interferometry|robustness|measurement|beat|note|interferometry|signal|thz|frequency|carrier|radio|frequency|carrier|variant|port|homodyne|detection|scheme|demodulation|communication|engineering|amplitude|information|phase|quadrature|phase|component|radio|frequency|signal|datum|amplitude|variation|phase|shift|thz|field|absorption|dispersion|beam|cloud|laser|atom|state|transparency|characterization|measurement|noise|source|utility|demodulation|noise|scheme|rad|shift|nanosecond|scale
10.1038/ncomms8913,quantum computer|quantum computer|quantum bit|quantum gate|quantum algorithm|quantum algorithm|superposition|order|speed|qubit|superposition|state|mechanic|gate|qubit|gate|order|task|gate|commute|gate|advantage|context|qubit|order|gate|qubit|superposition|gate|order|degree|freedom|photon|qubit|resource|superposition|order|efficiency|gate|order
10.1038/s41377-021-00608-4,quantum computing|quantum computing|quantum bit|verification|photon|optic|hardware|algorithm|task|complexity|class|satisfiability|conflict|constraint|sit|hypothesis|instance|size|proof|contrast|verification|algorithm|bit|string|verification|task|information|qubit|verification|machine|photon|optic|setup|instance|soundness|gap|presence|imperfection|protocol|photon|gate|mode|photon|measurement|feature|protocol|realization|size|advance|quantum|information|manipulation|scale|linear|route|quantum|advantage|capability
10.1021/nl503081n,quantum computing|quantum computing|quantum dot|quantum dot|quantum bit|quantum network|generation|photon|indistinguishability|passage|photon|candidate|qubit|computation|messenger|future|fault|quantum|technology|level|photon|indistinguishability|generation|efficiency|generation|resonance|fluorescence|photon|semiconductor|passage|fluctuation|area|moment|state|emitter|photon|background|photon|emission|probability|photon|hong|mandel|interference|visibility|precision|photon|threshold|fault|surface|code|photon|source|multiphoton|entanglement|metrology|boson|sample
10.1038/nature13177,quantum bit|quantum gate|quantum gate|quantum gate|quantum communication|quantum communication|quantum system|quantum processor|quantum repeater|cluster state|photon|atom|increase|control|promotion|technology|functionality|device|decade|photon|rate|distance|quantum|computation|number|qubit|qubit|scalability|field|communication|computation|interconnect|end|qubit|gate|link|node|spin|state|atom|polarization|state|photon|laser|pulse|mechanism|matter|qubit|reflection|qubit|cavity|matter|couple|versatility|atom|photon|atom|photon|photon|photon|photon|state|input|state|experiment|generation|entanglement|state|quantum|parity
10.1038/NPHOTON.2016.2,quantum dot|quantum dot|quantum dot|quantum bit|control|state|emitter|control|level|heart|information|protocol|level|electron|hole|state|semiconductor|couple|light|manipulation|toolbox|control|exciton|wave|response|nanostructure|laser|pulse|coherence|dipole|spectro|shape|emission|quantum|control|sequence|nmr|spectroscopy|quantum|state|order|spectroscopy|quantum|optoelectronic|spectrum|technology|emitter|level
10.1038/NPHOTON.2013.287,quantum computer|quantum teleportation|trapped ion|cluster state|cluster state|cluster state|cluster state|cluster state|cluster state|scale|variable|domain|promise|measurement|quantum|resource|computation|multipartite|state|sort|entity|space|apparatus|inefficiency|light|mode|domain|variable|mode|order|magnitude|state|date|mode|wave|packet|light|beam|scheme|measurement|computation
10.1038/nature12366,quantum bit|quantum bit|quantum teleportation|quantum teleportation|quantum teleportation|quantum communication|quantum state|transfer|sender|receiver|party|state|essence|protocol|photon|choice|information|form|qubit|teleportation|qubit|inefficiency|restriction|disadvantage|nature|linear|optic|entanglement|need|qubit|input|qubit|detector|photon|qubit|post|selection|step|variable|qubit|receiver|gain|teleporter|loss|input|rail|qubit|photon|quantum|error|detection|code|photon|teleportation|event|qubit|transfer|variable|state|qubit|transfer|fidelity|limit|teleportation|level|entanglement|qubit|experiment|account|qubit|subspace|fidelity|value
10.1140/epjqt/s40507-023-00192-z,quantum computer|quantum computing|quantum algorithm|trapped ion|quantum|interface|efficiency|portability|hardware|abstraction|layer|progress|platform|type|qubit|technology|platform|bespoke|efficiency|quantum|interface|qubit|level|interface|portability|quantum|platform|balance|portability|algorithm|hardware|challenge|field|hardware|abstraction|layer|qhal|representation|quantum|stack|effort|software|specialist|hardware|developer|qubit|technology|photon|silicon|superconducte|identification|set|instruction|metadata|qhal|platform|access|stack|level|latency|amount|hardware|architecture|parameter|algorithm|developer|code|security|threat|misuse|access|hardware|developer|access|stack|qubit|level|hardware|responsiveness|algorithm|latency|datum|instruction|transfer|respect|assembly|language|qhal|stack|interface|hardware|representation|quantum|stack|reference|framework|software|hardware|developer|integration|effort
10.1038/nature10119,quantum bit|quantum system|classicality|contrast|physics|quantum|theory|property|uncertainty|principle|manifestation|alternative|theory|probability|distribution|variable|property|measurement|measurement|theory|conflict|mechanic|conflict|pair|qubit|inequality|variable|quantum|mechanic|state|qubit|state|qutrit|contradiction|contradiction|entanglement|subsystem|state|experiment|evidence|probability|distribution|outcome|measurement|theory|violation|entanglement|type|inequality|klyachko|binicioglu|incompatibility|quantum|mechanic|physics|way|entanglement
10.1109/JPROC.2016.2561274,quantum bit|quantum network|quantum state|control|spin|defect|bandgap|semiconductor|quantum|technology|level|defect|semiconductor|day|device|spin|state|scale|defect|information|process|sensor|sensitivity|review|advance|control|protocol|spin|defect|nitrogen|vacancy|center|diamond|variety|form|divacancy|complex|silicon|carbide|sic|defect|spin|triplet|ground|state|variety|room|temperature|gate|microwave|control|decouple|scheme|coherence|temperature|field|hand|control|spin|state|step|integration|entanglement|teleportation|control|control|pathway|transducer|hybrid|versatility|control|mechanism|technology|spin|defect
10.1103/PhysRevX.8.041027,quantum computer|quantum communication|quantum network|quantum network|quantum network|quantum state|trapped ion|state|spin|subsystem|feature|advantage|network|chip|platform|state|spin|qubit|network|chain|scale|addition|state|obstacle|network|architecture|network|subsystem|architecture|diamond|nanostructure|crystal|waveguide|band|gap|resonator|color|center|phonon|transition|transfer|protocol|environment
10.1063/5.0001922,quantum bit|nitrogen|vacancy|diamond|nanostructure|ion|implantation|nitrogen|vacancy|center|diamond|nanostructure|attention|photon|emitter|device|density|center|diamond|membrane|contrast|diamond|nanostructure|concentration|center|diamond|color|center|laser|gain|source|field|sensor|dose|helium|ion|implantation|type|diamond|substrate|anneal|diamond|membrane|ensemble|center|luminescence|spectroscopy|kinetic|center|temperature|anneal|temperature|center|emission|transformation|center|nanowire|air|diamond|membrane|photoluminescence|center|concentration|route|fabrication|diamond|nanostructure|ensemble|center|material|diamond|light|field|device
10.1038/nature16184,quantum computer|quantum computing|quantum error correction|trapped ion|logic|test|entanglement|inequality|isotope|entanglement|property|quantum|resource|information|qip|state|particle|experiment|state|pair|photon|photon|atom|nucleus|state|logic|gate|state|ion|qubit|isotope|calcium|tomography|state|test|entanglement|inequality|atom|laser|qubit|mechanism|qubit|energy|split|state|qubit|qubit|micrometre|ion|trap|cent|fidelity|chsh|clauser|version|entanglement|inequality|novel|state|deviation|test|detection|locality|species|quantum|logic|construction|protection|memory|qubit|qubit|gate|interface|gate|mechanism|qubit|element|memory|logic|gate|error|photon|level|fault|prerequisite|purpose
10.1364/AO.56.00B222,quantum network|quantum network|quantum state|quantum system|trapped ion|trapped ion|ion|photon|entanglement|quantum|frequency|conversion|ion|candidate|quantum|node|feature|network|node|lifetime|site|process|capability|production|fly|qubit|network|datum|fiber|range|communication|amplifier|photon|propagation|range|fiber|virtue|nature|qubit|state|entanglement|probability|excitation|fidelity|ion|photon|entanglement|ion|photon|entanglement|generation|fidelity|entanglement|probability|function|photon|collection|optic|numerical|aperture|quantum|frequency|conversion|photon|ion|telecommunication|range|distance|network|entanglement|rubidium|quantum|memory|range|type|quantum|memory|society|america
10.1103/PhysRevLett.108.190504,quantum bit|quantum state|storage|polarization|qubit|storage|retrieval|polarization|state|storage|device|qubit|state|photon|level|praseodymium|crystal|storage|retrieval|efficiency|frequency|comb|scheme|storage|tomography|fidelity|qubit|photon|number|benchmark|account|statistic|memory|efficiency|crystal|function|storage|device|polarization|qubit|storage|capability|state|quantum|light|matter|interface|polarization|encode|information|science
10.1038/NPHOTON.2011.52,quantum bit|resonant|enhancement|phonon|emission|colour|centre|diamond|cavity|technology|quantum|ultralow|power|opto|nitrogen|vacancy|centre|diamond|state|date|electron|spin|coherence|capability|initialization|readout|information|hurdle|nitrogen|vacancy|scale|computation|regard|resonator|couple|phonon|line|nitrogen|vacancy|mode|resonator|crystal|diamond|phonon|line|enhancement|factor|lifetime|measurement|device|semiconductor|shelf|material|diamond|photon
10.1088/2058-9565/1/1/015004,quantum bit|quantum communication|frequency|frequency|photon|dimension|resource|information|process|fiber|network|channel|capacity|security|frequency|qudit|experiment|limitation|generation|frequency|qudts|filter|cavity|state|kmin|total|length|scheme|engineering|biphoton|parametric|conversion|hong|mandel|interference|frequency|qudit|experiment|distribution|frequency|mode|metrology|synchronization|test|violation|realism
10.1038/nature13821,quantum bit|quantum state|quantum state|quantum|tomography|electron|knowledge|prediction|probability|measurement|outcome|step|mechanic|state|photon|tomography|state|amplitude|photon|field|fermion|electron|matter|field|amplitude|particle|state|determination|electron|wavefunction|proposal|quantum|conductor|wavefunction|current|wave|noise|hanbury|measurement|noise|sensitivity|wavefunction|quasi|probability|distribution|electron|conductor|electron|voltage|pulse|contact|electron|beam|splitter|leviton|amplitude|field|superposition|electron|hole|pair|alternate|current|frequency|multiple|voltage|pulse|electron|hole|leviton|beam|splitter|leviton|partition|statistic|noise|variation|energy|density|matrix|element|leviton|demonstration|quantum|tomography|field|electron|quantum|optic|conductor|test|bed|information|entanglement|electron|electron|electron|interaction|fermionic
10.21468/SciPostPhys.15.4.170,quantum computer|quantum processor|quantum processor|quantum processor|quantum device|fidelity|realization|aklt|state|nisq|era|aklt|state|ground|state|isotropic|quantum|excitation|gap|correlation|function|excitation|boundary|aklt|ion|aklt|state|scale|quantum|nisq|era|algorithm|ibm|operator|aklt|state|preparation|operator|ancilla|qubit|pair|operator|circuit|qubit|neighbor|gate|operator|decomposition|qiskit|circuit|depth|neighbor|gate|fidelity|excess|operator|ancilla|subspace|spin|arrow|rang|aklt|state|product|state|singlet|ancilla|qubit|spin|measurement|qubit|accuracy|ibm|readout|error|mitigation
10.1021/nl101662v,nitrogen vacancy|nitrogen vacancy|couple|center|crystal|cavity|couple|crystal|nanocavity|photon|emitter|scan|cavity|sample|position|cavity|emitter|nanoscale|resolution|power|nanocavity|center|diamond|emitter|electron|spin|qubit
10.1103/PhysRevLett.119.010503,quantum dot|quantum entanglement|quantum entanglement|quantum network|quantum state|phase|state|generation|spin|qubit|qubit|feature|distribution|entanglement|distance|qubit|pair|channel|realization|electron|spin|qubit|semiconductor|protocol|spin|photon|entanglement|quantum|erasure|photon|path|information|measurement|photon|spin|qubit|phase|entanglement|state|fidelity|state|record|entanglement|generation|rate|khz|qubit
10.1109/JLT.2022.3210466,quantum communication|quantum communication|quantum network|quantum error correction|diamond|quantum|nanophotonic|spin|photon|phonon|device|diamond|potential|quantum|distance|quantum|information|process|quantum|sense|device|diamond|combination|property|bandgap|diamond|host|variety|spin|qubit|build|block|quantum|technology|experiment|diamond|spin|qubit|demonstration|entanglement|memory|spin|register|fault|realization|multinode|advance|diamond|forefront|state|material|platform|information|process|diamond|nanofabrication|route|scale|experiment|life|quantum|technology|progress|diamond|quantum|device|emphasis|spin|photon|interface|cavity|device|spin|phonon|transduction|prospect|challenge|diamond|technology
10.1038/nature11577,quantum dot|quantum dot|quantum dot|quantum bit|quantum teleportation|quantum communication|quantum communication|quantum repeater|quantum|dot|spin|photon|entanglement|downconversion|telecom|distance|technology|entanglement|matter|qubit|telecommunication|electron|spin|semiconductor|matter|qubit|spin|photon|entanglement|quantum|dot|spin|qubit|qubit|emit|photon|wavelength|silica|fibre|loss|distance|protocol|entanglement|quantum|dot|electron|spin|qubit|qubit|downconversion|photon|wavelength|nanometre|picosecond|pulse|wavelength|micrometre|downconversion|erasure|path|information|photon|energy|photon|emission|repetition|semiconductor|quantum|dot|spin|platform|distance
10.1038/s41586-022-04821-y,quantum network|observation|spin|silicon|quantum|internet|telecommunication|band|photon|matter|interface|photon|matter|interface|subset|demand|effort|silicon|host|scale|state|quantum|technology|platform|photon|microelectronic|industry|host|record|spin|potential|silicon|quantum|platform|detection|photon|spin|interface|silicon|centre|photon|spin|qubit|silicon|structure|spin|telecommunication|band|transition|opportunity|silicon|telecommunication|band|quantum|information|network
10.1364/OL.460836,field|ensemble|nitrogen|vacancy|center|diamond|generation|field|nanoscale|spin|qubit|quantum|memory|challenge|decay|field|spin|density|field|ensemble|nitrogen|vacancy|center|diamond|field|interaction|excitation|center|spin|rotation|bloch|sphere|degree|control|spin|qubit|optica|publish|group
