,gate,spin,cavity,entanglement,state,photon,error,mode,silicon,measurement,ion,chip,fidelity,scheme,atom,polarization,control,information,generation,center,device,circuit,microwave,waveguide,source,field,frequency,noise,platform,emitter,couple,diamond,quantum computing,phase,network,protocol,quantum network,interaction,qkd,rate,memory,computation,number,technology,emission,quantum state,defect,loss,coherence,electron,level,channel,efficiency,code,resource,crystal,interface,resonator,distribution,wave,scale,order,property,process,structure,fiber,architecture,correlation,quantum dot,node,algorithm,material,dynamic,distance,quantum communication,optic,space,transition,realization,pair,tomography
ion,0.23145502494313785,0.16835875742536846,0.14638501094227999,0.1114989346676121,0.1502496452850696,0.22764931862839707,0.11322770341445958,0.06600983619844496,0.17437145811572893,0.11649387422147171,1.0,0.15936381457791915,0.2030905986149808,0.08132500607904443,0.10758287072798381,0.05892556509887896,0.22712838128974897,0.14019850403200995,0.05076730825668095,0.12708214194383724,0.21245914639969934,0.083753151271601,0.07216878364870322,0.12803687993289598,0.09889847151615444,0.1280583033213054,0.21029775604801496,0.08084520834544433,0.18731716231633883,0.21166687833365086,0.1272937693043289,0.1126872339638022,0.17471413945365305,0.09687303228651607,0.18190171877724975,0.06768974434224127,0.19010781070057797,0.11969747440993465,0.0,0.1125087900926024,0.07216878364870322,0.08268982305947231,0.07407407407407407,0.14367394278317272,0.19047619047619047,0.05735393346764044,0.13333333333333333,0.100321544238141,0.16666666666666666,0.026028960314767677,0.07856742013183861,0.06804138174397717,0.08466675133346034,0.07273929674533079,0.12962962962962962,0.16336600980326782,0.17071583991052797,0.15075567228888181,0.06868028197434452,0.026352313834736494,0.14907119849998599,0.19364916731037085,0.04376881095324085,0.16188097705954402,0.045360921162651446,0.07808688094430304,0.06868028197434452,0.08006407690254358,0.05337605126836238,0.1143323900950059,0.029012942659282972,0.13176156917368248,0.05407380704358752,0.13130643285972254,0.06299407883487121,0.06804138174397717,0.11785113019775792,0.20100756305184242,0.16051447078102563,0.07293249574894728,0.03042903097250923
chip,0.3227486121839514,0.08451542547285167,0.05832118435198043,0.1899050711906769,0.2491709609895453,0.333041805708653,0.20299948573528753,0.14201432049934526,0.45851026186080096,0.24018349946094186,0.15936381457791915,1.0,0.3016907622339736,0.10497813183356478,0.07715167498104596,0.09860132971832693,0.16288220358559113,0.301624673408895,0.23057844913967637,0.07290826165764892,0.25784397701617245,0.3363499860730087,0.17251638983558856,0.30606668389141994,0.29787983209038704,0.1574320605865157,0.2879144609812179,0.14494275891311212,0.3246359055587426,0.09107651110783745,0.03912303982179758,0.06060915267313264,0.22552920496466466,0.18062525467243673,0.1594370348044233,0.15776420204293648,0.17351520648554244,0.08583950752789522,0.15971914124998496,0.24205270449649746,0.05175491695067657,0.16307484966544225,0.09296222517045284,0.2747571309285132,0.11952286093343936,0.15081233670444746,0.07171371656006362,0.17266633892068625,0.0512240832571883,0.14933067858931148,0.1126872339638022,0.1301200097264711,0.13661476666175615,0.026082026547865053,0.10624254305194611,0.06694619270045785,0.16833667614028097,0.23424374030084533,0.2134304585735135,0.15118578920369088,0.30735042819928804,0.27774602993176545,0.06277648205743445,0.25539990311691463,0.06506000486323554,0.14933067858931148,0.1313418206606237,0.019138975058773818,0.05741692517632146,0.14348601079588785,0.18725633517970777,0.07559289460184544,0.038778336716474064,0.18832944617230335,0.12046772038736683,0.14638501094227999,0.152127765851133,0.07207499701564471,0.15827747734396239,0.104605206563161,0.19639610121239315
fidelity,0.45663301294771547,0.2198062338916656,0.2803059552906941,0.35664906983860317,0.4462714971385123,0.43274496465283513,0.2463801649954511,0.24130758866434227,0.20236116462908824,0.3422077969107098,0.2030905986149808,0.3016907622339736,1.0,0.2972941950052816,0.22473328748774737,0.2666982304552209,0.23722785729558887,0.37939345531966406,0.34466070679963123,0.17255285879061716,0.21337148187466215,0.31491832864888675,0.17588161767036212,0.2674603192151959,0.29955864532492316,0.15286004069373668,0.289537110638691,0.232210182006412,0.25270992715633456,0.11053942207134547,0.16144414998448708,0.1618347187425374,0.22810370893806622,0.18212504816617942,0.24276519027943072,0.265123620615101,0.3249182166443294,0.17859990659227326,0.046524210519923545,0.2448158306716483,0.21357053574258256,0.24830427232533003,0.15473569418284253,0.23343061636167237,0.14920941939059815,0.2995211489365769,0.08703882797784893,0.20956487115397715,0.1367753011080483,0.10874544956540737,0.24618298195866545,0.17766726362967536,0.24318672855696002,0.09496714704969829,0.21276157950140848,0.19500597976723485,0.1448743395748978,0.1574591643244434,0.20324694243999442,0.1651445647689541,0.27247463045653303,0.11236664374387369,0.1142875802206236,0.33815833236412224,0.07106690545187014,0.16311817434811104,0.20324694243999442,0.1254363015010636,0.2369352361686757,0.20897850190928627,0.12121212121212122,0.04128614119223852,0.0564782494724905,0.21714640241918484,0.1973855084879307,0.17766726362967536,0.135400640077266,0.06560798513518475,0.23052135826937487,0.20313468644761024,0.25425669046549126
scheme,0.37646162621052137,0.16758735012600032,0.19047619047619047,0.3019527962703627,0.4178916234134434,0.4052252876607932,0.3093969872615048,0.23190841426097938,0.09075686330415038,0.3410591410523745,0.08132500607904443,0.10497813183356478,0.2972941950052816,1.0,0.20158105227158785,0.2530240384255299,0.19437403723927466,0.26120130332312624,0.25762786312169716,0.10417635613849513,0.2009592381171251,0.16673880112867492,0.1126872339638022,0.11245608041995418,0.185308849088858,0.12854273919729667,0.12313775728090239,0.2011869540407391,0.21022325722438134,0.12393943320395888,0.15971914124998499,0.08247860988423225,0.26598552464321795,0.21554755034735715,0.1656833739159028,0.20808404329060157,0.13155496048909854,0.17021289926939803,0.052164053095730106,0.23057440656331596,0.1831167551911786,0.254195563720897,0.2602400194529422,0.21499083057244917,0.1115314369084038,0.23508117299081363,0.07807200583588265,0.22322066933590978,0.1115314369084038,0.0914459913718425,0.17251638983558856,0.1460834966964259,0.1983030931263342,0.23425474049997796,0.28192668774068735,0.09565734053059191,0.08746584032663103,0.14712247158412492,0.1340501843777773,0.06172133998483677,0.09819805060619657,0.17638342073763938,0.10251356592513193,0.20853314766423328,0.11952286093343938,0.10668698993381627,0.17426523969111046,0.03125381539589969,0.203149800073348,0.06694619270045785,0.06795295885835008,0.06172133998483677,0.04749356901459777,0.1409561531470564,0.22131333406899525,0.18592445034090568,0.12421180068162375,0.058848988633649964,0.2702144944592592,0.12811469025908923,0.0890870806374748
atom,0.2290854834557588,0.16953317256112285,0.314970394174356,0.2267125964709535,0.29095718698132317,0.26097787786768134,0.07308816827558576,0.2173067468400883,0.07503752814845802,0.16919206304810308,0.10758287072798381,0.07715167498104596,0.22473328748774737,0.20158105227158785,1.0,0.09128709291752769,0.18946618668626836,0.15795970073575796,0.20972900203723052,0.11812488464372366,0.12659242088545833,0.19462473604038075,0.20497289793748072,0.18182439134950373,0.07660642662948694,0.21255757547442589,0.11846977555181847,0.06262242910851495,0.12091270835166862,0.18035210484058706,0.19720265943665385,0.08728715609439695,0.17593288763724918,0.21010507881568247,0.1252448582170299,0.14418868890059597,0.1740308545955414,0.1721892064184557,0.0,0.11619857875482535,0.22360679774997896,0.112089707663561,0.1721325931647741,0.12365484170737448,0.12909944487358058,0.10366105360784116,0.07745966692414834,0.09325048082403138,0.16598500055174645,0.020161945963637795,0.2738612787525831,0.1405456737852613,0.13116516715679058,0.0,0.12909944487358058,0.12654276706088277,0.1487654111041394,0.1556997888323046,0.1063990353197863,0.14288690166235204,0.12990381056766578,0.11666666666666667,0.08475793795260131,0.11285321907949182,0.08784104611578832,0.060485837890913385,0.17733172553297716,0.062017367294604234,0.020672455764868078,0.1328422328310143,0.0,0.10206207261596575,0.04188539082916955,0.08475793795260131,0.1301200097264711,0.12297746456210364,0.1460593486680443,0.13623731522826651,0.12433397443204185,0.07532435771547094,0.04714045207910317
polarization,0.2818647748881568,0.16666666666666666,0.10350983390135314,0.2463801649954511,0.3187276291558383,0.373455914488357,0.18681617943926834,0.17503501050350123,0.06849957804389888,0.1647472168573908,0.05892556509887896,0.09860132971832693,0.2666982304552209,0.2530240384255299,0.09128709291752769,1.0,0.14824986333222023,0.2433321316961438,0.17948953965443454,0.07188851546895894,0.1617875572323585,0.09475587393582685,0.0,0.07544645503543211,0.19580898360256077,0.14229426304616102,0.08111071056538127,0.12862393885688164,0.09933992677987828,0.0748355425111562,0.06429306248420497,0.07968190728895957,0.18531232916527532,0.1095993248702382,0.17149858514250885,0.22735341689561708,0.1833088937766916,0.10882143751650175,0.314970394174356,0.238667185252719,0.08505172717997146,0.13155870289605437,0.07856742013183861,0.14674518332036254,0.06734350297014739,0.17573987289165943,0.09428090415820634,0.11350087076783316,0.10101525445522108,0.1288367804206543,0.06944444444444445,0.19245008972987526,0.1496710850223124,0.025717224993681984,0.19641855032959651,0.09901475429766744,0.12071432805669137,0.0,0.24282146558931603,0.1304372986874877,0.11858541225631422,0.07607257743127308,0.09284766908852594,0.1945941322606428,0.11226255234242723,0.2576735608413086,0.04856429311786321,0.03774256780481986,0.20758412292650924,0.10105651043180541,0.06154574548966636,0.05590169943749474,0.05735393346764044,0.13927150363278892,0.20786985482077452,0.14433756729740643,0.08333333333333333,0.08883363181483768,0.21281413268968716,0.12033247873019257,0.19364916731037085
control,0.39629696195060854,0.2753211747598376,0.22506467469810748,0.15779156740565256,0.3366657081707087,0.3493709053752417,0.11869488458622456,0.11417523209619028,0.17060489179982238,0.21065486430744457,0.22712838128974897,0.16288220358559113,0.23722785729558887,0.19437403723927466,0.18946618668626836,0.14824986333222023,1.0,0.2485094696260056,0.1383683585613318,0.20782052057187259,0.17474773509658517,0.20017752139298778,0.13617619485048055,0.17448485570729164,0.14929022601411732,0.24163483965850893,0.19239442809755275,0.13983552994975337,0.22581600205109573,0.19969846109408637,0.2058790548922549,0.23035022137995856,0.18681318681318682,0.20716308289978433,0.12712320904523033,0.1809432381186647,0.20653394021981006,0.24736903633803597,0.02801659073402629,0.16511776211280596,0.1966989481173608,0.13002373149669488,0.17471413945365305,0.22089644962242358,0.22463246501183962,0.07214791053658227,0.14675987714106856,0.08833906504195109,0.2845344556816635,0.1964575037779742,0.18531232916527532,0.12838814775327387,0.14644553813566333,0.04575090108716775,0.16306653015674283,0.13211031413252305,0.17448485570729164,0.1264279082482028,0.08639579781058926,0.11602387022306428,0.21096325392232293,0.23006608383332586,0.17894050529015934,0.20363684832629847,0.11412279800291011,0.0982287518889871,0.20159019489137495,0.0167859915566148,0.1342879324529184,0.08988968316207743,0.10948978029027179,0.14917354742965408,0.10203255357771536,0.11011723402471343,0.11886432776254909,0.12838814775327387,0.14824986333222023,0.2686593050274309,0.2145377293875955,0.0764540293979072,0.038277950117547636
information,0.3598960987474342,0.20857039859669468,0.23134972580048324,0.3325349289932287,0.47826615283651347,0.46376985922461156,0.2684209056241677,0.257442815240411,0.21335229882506598,0.36747600513172796,0.14019850403200995,0.301624673408895,0.37939345531966406,0.26120130332312624,0.15795970073575796,0.2433321316961438,0.2485094696260056,1.0,0.27952366272814777,0.13994228570826392,0.2849501380883701,0.26900006928125125,0.19867985355975656,0.22519817325431787,0.24503974655279856,0.2602103653357042,0.19298245614035087,0.2225659536298629,0.3509502847847244,0.19423884891602167,0.19190670015667424,0.14218723462707156,0.2565259041300703,0.3022490900021768,0.2225659536298629,0.3494045784101847,0.2299632662337398,0.20399216636840187,0.12262786789699316,0.24950910424450587,0.12141546606429568,0.20867381084897316,0.25490637096729085,0.29298722685936596,0.13109470506889245,0.34210526315789475,0.16823820483841195,0.22094727066644299,0.14201926382463348,0.09554324852000248,0.20728292700041878,0.17691065329876443,0.18452690647022058,0.15018785229652767,0.2634032499995339,0.1499149321140883,0.20561572340611634,0.1152857439776791,0.24159717180424753,0.14509525002200233,0.25649458802128855,0.18757714462371258,0.17070131605315375,0.7204780371448981,0.19772367133391316,0.11942906065000311,0.2100844972210848,0.18367958959266126,0.146943671674129,0.1442630704835162,0.10649640851078289,0.18136906252750293,0.11164843913471803,0.30123761656438897,0.2986712117249747,0.22894319838663632,0.17303618253948003,0.16140004156875074,0.23015340694421144,0.13385489628205094,0.19546515720279123
generation,0.2271734062443571,0.1846178122159898,0.19817527932438245,0.44151906135185115,0.41189958311278135,0.4271520102042258,0.13795837733851,0.27144247788301723,0.11803159420437521,0.2483913777498919,0.05076730825668095,0.23057844913967637,0.34466070679963123,0.25762786312169716,0.20972900203723052,0.17948953965443454,0.1383683585613318,0.27952366272814777,1.0,0.046451651572670886,0.228994630593389,0.23470609705367368,0.1905183740721785,0.24700333456752516,0.42174797192431623,0.1225935924941878,0.15140865064441336,0.13544168923390934,0.24724929114808814,0.20631854707380165,0.1550966886102647,0.05148744788909767,0.1915869580079979,0.17704739130656283,0.23394473594947976,0.26804123711340205,0.22110163460140236,0.14584124594196798,0.027136267706462856,0.2970119582673026,0.16120785498415102,0.2015011073736305,0.19178760896968358,0.23340605893523425,0.21757417824291836,0.23293638560678978,0.06092076990801714,0.18334997140046252,0.1015346165133619,0.11099930115966097,0.14359163172354764,0.12435400084345173,0.2836880022264773,0.04431333960293278,0.214350857083764,0.12795921120877393,0.1170015795319856,0.15306919373065675,0.20920278276883897,0.1605403247669839,0.15892681321527494,0.15729675152792288,0.14665363136764376,0.2268240163863781,0.20725666807241955,0.17442747325089583,0.18130907839966046,0.14632695620632938,0.211361158964698,0.13930434460023022,0.05302472412302019,0.04816209743009517,0.06588435913905824,0.21331437289839092,0.2558431854844454,0.1796224456627636,0.12923246855119286,0.07653459686532837,0.14667997712037,0.29620691948927036,0.14830079955201295
center,0.1294207214671282,0.4005217290413427,0.17858803909456308,0.14027828207595955,0.24058498903901795,0.2582884954724847,0.051801188678247796,0.07549804236114202,0.28364157940757667,0.10659089562768424,0.12708214194383724,0.07290826165764892,0.17255285879061716,0.10417635613849513,0.11812488464372366,0.07188851546895894,0.20782052057187259,0.13994228570826392,0.046451651572670886,1.0,0.16449086625250928,0.09196009797434057,0.04402254531628119,0.09762720569806997,0.09049125308576027,0.1339111417763528,0.12244949999473093,0.05547950410914818,0.15711079698601166,0.29051006699382415,0.1830285395509235,0.7217549671170539,0.06394477556057618,0.07091039485189417,0.12945217625467909,0.10838718700289873,0.23720047642554204,0.18775227826222526,0.0,0.12010200747281086,0.17609018126512477,0.07566047878575344,0.03388857118502326,0.18988728086017978,0.19606959042763458,0.01749278571353299,0.21349799846564654,0.018358670483850786,0.26142612057017944,0.19053020329181639,0.07188851546895894,0.08300970751529205,0.11620402679752966,0.0,0.06777714237004652,0.12812442652769462,0.2538307348149819,0.022990024493585143,0.0,0.024112141108520606,0.18754844335438023,0.05906244232186183,0.120144259719491,0.13330773485437844,0.10376213439411505,0.11908137705738524,0.12568373773353236,0.024419314525275217,0.09767725810110087,0.1830730233380795,0.026546593660094948,0.2652335521937267,0.02473853479976467,0.120144259719491,0.09606506961737249,0.08300970751529205,0.08626621856275073,0.160930171455096,0.1285106933869555,0.06673260799501936,0.027842302319485226
device,0.25722170138424105,0.2773500981126146,0.18182026305835128,0.19680066125133272,0.31492193346260305,0.42859876354792553,0.16654334688162284,0.16505632294338118,0.25077841392315425,0.21418432855864464,0.21245914639969934,0.25784397701617245,0.21337148187466215,0.2009592381171251,0.12659242088545833,0.1617875572323585,0.17474773509658517,0.2849501380883701,0.228994630593389,0.16449086625250928,1.0,0.3153666111941774,0.19814848097530424,0.16321563730934324,0.22110968045497068,0.1399225258956257,0.2587047306328623,0.21404317236952233,0.30307132282789107,0.19925419255468715,0.1925822216299108,0.23204774044612855,0.19530629216677167,0.1595862634056436,0.2259344597233847,0.13938803601336722,0.2847081421737294,0.21127145460370259,0.15724272550828775,0.27580986352542985,0.1556880921948819,0.07297563831157798,0.14163943093313291,0.2723755243274374,0.18210783977117087,0.15747244473304664,0.11766968108291041,0.1770720617437071,0.18210783977117087,0.16845507025371442,0.1502313031443329,0.14678414098799655,0.22416096662402304,0.04279604925109129,0.07626738588707158,0.1922322627333814,0.23854593145211705,0.2513077682953601,0.18857036045412787,0.20155644370746376,0.20830127958541944,0.1898886313281875,0.18025917091861166,0.26667876121581074,0.17347216662217774,0.13782687566212998,0.21550898337614613,0.07850928662766596,0.1884222879063983,0.18498501834898592,0.13655774839978377,0.1860521018838127,0.07953559537197222,0.1287565506561512,0.14824986333222023,0.08006407690254358,0.11094003924504582,0.11826247919781652,0.2006816699762014,0.11442591353812462,0.08951435925492911
circuit,0.3644396490727344,0.15228622596829317,0.1765469659009499,0.21851825911902967,0.3171138080056337,0.3843775720504145,0.2162164349663243,0.1691730729741841,0.28039985489311264,0.2283074602353273,0.083753151271601,0.3363499860730087,0.31491832864888675,0.16673880112867492,0.19462473604038075,0.09475587393582685,0.20017752139298778,0.26900006928125125,0.23470609705367368,0.09196009797434057,0.3153666111941774,1.0,0.36266178324103715,0.23162743094465488,0.2027692756399454,0.13238067846429905,0.24210006235312612,0.1096908636190696,0.31063037209869776,0.14040392319570533,0.18641964690526788,0.06795295885835008,0.23178449845503846,0.2570332003186866,0.15844235856087832,0.1326599678999025,0.13548283655415652,0.2268523491262402,0.05372153093502535,0.15830582402897694,0.11605177063713189,0.31164899666948576,0.26801008406912324,0.2599159420160585,0.0861460984507896,0.1037571695799112,0.02010075630518424,0.2177862025921883,0.11486146460105282,0.07848026822466853,0.1895117478716537,0.16412198797244365,0.1531679162134967,0.04386344633065127,0.18984047621562894,0.04222003309207491,0.09007733425625468,0.25757575757575757,0.1518578172031401,0.11123730207865243,0.2584432806109095,0.1556997888323046,0.07918075824648958,0.2538065454848832,0.1367683233103697,0.047088160934801115,0.2761051221875274,0.08046742493087793,0.09656090991705352,0.10341753799900383,0.22744101513530712,0.06356417261637282,0.13043093014520493,0.09237755128757119,0.13928514900622416,0.17779882030348063,0.12792042981336627,0.030303030303030304,0.08469463434140657,0.175919798853417,0.14679516868351475
microwave,0.21158181651400262,0.10206207261596574,0.3239757976459313,0.20519193357373872,0.21144501580551553,0.2681241265975175,0.049029033784546004,0.17149858514250885,0.10067340828210365,0.10088665446106365,0.07216878364870322,0.17251638983558856,0.17588161767036212,0.1126872339638022,0.20497289793748072,0.0,0.13617619485048055,0.19867985355975656,0.1905183740721785,0.04402254531628119,0.19814848097530424,0.36266178324103715,1.0,0.14784425419091457,0.08564858872844146,0.23764659394667922,0.26490647141300877,0.19253851155385135,0.21629522817435007,0.05499266813300749,0.2047307562133314,0.024397501823713332,0.12104550653376049,0.15101011242315548,0.07001400420140048,0.05862103817605492,0.19457241052900612,0.22213082915965962,0.0,0.06495698024616309,0.0625,0.1611258466588724,0.19245008972987526,0.15207534749256604,0.06185895741317419,0.11589658124319133,0.0,0.10425720702853737,0.06185895741317419,0.11270870433342903,0.1871137997959372,0.019641855032959652,0.1466471150213533,0.0,0.12830005981991682,0.08084520834544433,0.1663247859647789,0.4134344328947824,0.03965257928590721,0.06846531968814576,0.09682458365518543,0.07453559924999299,0.018952451089472584,0.1962702539322155,0.07856742013183861,0.09016696346674323,0.07930515857181442,0.09245003270420485,0.023112508176051212,0.04950737714883372,0.025125945381480302,0.04564354645876384,0.02341464528954235,0.15161960871578067,0.14547859349066158,0.09820927516479827,0.06123724356957946,0.04351941398892446,0.13900960937138318,0.1684303842133038,0.07905694150420949
waveguide,0.1778086754310599,0.11640310205466668,0.11245608041995418,0.1606047267451822,0.2452780713648895,0.32178849357536743,0.04349196560146415,0.24087326394431716,0.17860781957190064,0.11186634139959345,0.12803687993289598,0.30606668389141994,0.2674603192151959,0.11245608041995418,0.18182439134950373,0.07544645503543211,0.17448485570729164,0.22519817325431787,0.24700333456752516,0.09762720569806997,0.16321563730934324,0.23162743094465488,0.14784425419091457,1.0,0.09117109240603775,0.09837711364056212,0.264363072950721,0.07763376175556712,0.23983505020867857,0.24391050018278895,0.16763962686813377,0.10821091383745125,0.13421911977483972,0.20837578950055077,0.17079427586224766,0.10400140402843165,0.23898250734194243,0.19704460061951604,0.034219295541457743,0.057621097793927704,0.0924026588693216,0.1270481633608568,0.09958423994780798,0.13490079798517557,0.16461884562800913,0.10280786170305817,0.12803687993289598,0.13872446115445697,0.12803687993289598,0.11997600719760085,0.15089291007086422,0.06969444979857556,0.14634630010967337,0.0,0.09958423994780798,0.21514499158934372,0.14754098360655737,0.15441828729643658,0.08793609016906588,0.24293289905367482,0.2004094170098539,0.1487654111041394,0.08406032989238582,0.17410457587481892,0.22650696184537056,0.0999800059980007,0.10552330820287906,0.08200923681047297,0.12301385521570944,0.1097907187727647,0.0,0.0809776330178916,0.08308129847945278,0.10087239587086298,0.11291791431569304,0.1742361244964389,0.09053574604251853,0.11581371547232744,0.09248297410297132,0.05602829520848645,0.04675245822121844
source,0.15565572770294622,0.17982457677786196,0.08107262147637538,0.30765537057914855,0.31427758459497374,0.40849709420294705,0.13437656161169417,0.16451245200745981,0.15175662201646087,0.22811710880967426,0.09889847151615444,0.29787983209038704,0.29955864532492316,0.185308849088858,0.07660642662948694,0.19580898360256077,0.14929022601411732,0.24503974655279856,0.42174797192431623,0.09049125308576027,0.22110968045497068,0.2027692756399454,0.08564858872844146,0.09117109240603775,1.0,0.13026621048098594,0.16335983103519905,0.15831025718843605,0.17784365800156138,0.22608213196817406,0.0776930968865506,0.06018081407137796,0.1368493738462742,0.09657239582865691,0.18709394031360624,0.14459930465976556,0.19690164027825607,0.08523286029710314,0.09515422195433268,0.2937514106284622,0.06851887098275317,0.1472021479894153,0.10549170295056474,0.26144805341837585,0.23735633163877068,0.24503974655279856,0.11867816581938534,0.18573323905267405,0.050862071065450855,0.12974090927037235,0.11189084777289188,0.04845015831115092,0.24115427409938567,0.0,0.15823755442584714,0.09970960320351538,0.16714700274440253,0.16102266006701546,0.13041359828277438,0.13135265938214027,0.22556657928456697,0.15321285325897388,0.17141527273285956,0.19595972187246213,0.1615005277038364,0.20387857171058513,0.081508498926734,0.09501857794816085,0.2850557338444825,0.12211882515199582,0.06197765075688066,0.09382332813010019,0.0,0.17141527273285956,0.16447247813929408,0.17765058047422005,0.10070176299560268,0.08945703337056415,0.10001020564374756,0.22504286542699473,0.23834326450959173
field,0.17783842673645195,0.24393302236484746,0.23566168852837724,0.22029476496172692,0.27830319404224163,0.30585017011597565,0.1242835507562029,0.271707030838612,0.10207868833811344,0.11508177507526718,0.1280583033213054,0.1574320605865157,0.15286004069373668,0.12854273919729667,0.21255757547442589,0.14229426304616102,0.24163483965850893,0.2602103653357042,0.1225935924941878,0.1339111417763528,0.1399225258956257,0.13238067846429905,0.23764659394667922,0.09837711364056212,0.13026621048098594,1.0,0.17627153780805765,0.13310871701625052,0.2158876619027272,0.1254606746289534,0.21557272714438663,0.1484283701558622,0.10355778842507526,0.29347622897207615,0.10648697361300041,0.08915897635940931,0.18211237666742466,0.2702778109969654,0.02933573244244288,0.16054277312904877,0.15843106263111947,0.08168748513121268,0.08537220221420361,0.12616211207516853,0.14112547712960188,0.11331741716232278,0.10976425998969035,0.1453547048490574,0.1254448685596461,0.1371383792280716,0.2457809998070054,0.10455916682125153,0.11152059967018081,0.09581010095306072,0.07317617332646023,0.09222042432098154,0.1405387337722316,0.1654758480803738,0.12061824522875511,0.2776840538002493,0.061360086709227,0.14170505031628391,0.17295304121680086,0.22388619523219602,0.10455916682125153,0.08571148701754475,0.09046368392156633,0.08788174152965353,0.10545808983558425,0.1317709070121247,0.03821501017343417,0.17355253362515582,0.14244891395915252,0.18736579465153427,0.08297398136450224,0.10455916682125153,0.12418408411301327,0.2647613569285981,0.13214064077187038,0.12808610280135097,0.1402808428098354
frequency,0.23894740982411616,0.1506341767642795,0.2574698561327959,0.17266236697725335,0.25205918865708143,0.3384266540287706,0.14286919170318607,0.24987096773334005,0.21335229882506598,0.10022072867228946,0.21029775604801496,0.2879144609812179,0.289537110638691,0.12313775728090239,0.11846977555181847,0.08111071056538127,0.19239442809755275,0.19298245614035087,0.15140865064441336,0.12244949999473093,0.2587047306328623,0.24210006235312612,0.26490647141300877,0.264363072950721,0.16335983103519905,0.17627153780805765,1.0,0.23647632573172933,0.26858440162096253,0.08740748201220976,0.2878600502350114,0.1163350101494222,0.10822186580487342,0.26669037353133246,0.1391037210186643,0.16305546992475287,0.23789303403490325,0.2471443554078715,0.03065696697424829,0.11615078990692515,0.19867985355975656,0.11382207864489444,0.1529438225803745,0.12085723107948845,0.11470786693528089,0.11842105263157894,0.04588314677411235,0.16571045299983225,0.09832102880166933,0.17914359097500465,0.17573987289165943,0.12487810821089254,0.116543309349613,0.07509392614826384,0.06372659274182271,0.25699702648129424,0.1321815364753605,0.4150286783196448,0.09453802374948816,0.2720535937912544,0.20519567041703082,0.22213082915965962,0.09037128496931669,0.2005454330197139,0.1404878717372541,0.05374307729250139,0.09453802374948816,0.146943671674129,0.05510387687779838,0.21639460572527427,0.059904229787315376,0.09068453126375146,0.11164843913471803,0.16568068911041395,0.08671099695241201,0.10926834468453098,0.12977713690461004,0.17292861596651865,0.16571045299983225,0.16731862035256367,0.0837707816583391
noise,0.23390037142659992,0.12249898938750632,0.13017979379106648,0.15211385893403187,0.26647402004950604,0.31140171357405355,0.30207927000959933,0.1560949345891241,0.12687387174778522,0.19071392353115804,0.08084520834544433,0.14494275891311212,0.232210182006412,0.2011869540407391,0.06262242910851495,0.12862393885688164,0.13983552994975337,0.2225659536298629,0.13544168923390934,0.05547950410914818,0.21404317236952233,0.1096908636190696,0.19253851155385135,0.07763376175556712,0.15831025718843605,0.13310871701625052,0.23647632573172933,1.0,0.13629325512727639,0.015401027590842437,0.13231403100624078,0.020498001542269693,0.22882177628141462,0.11277677488692019,0.14705882352941177,0.11081592755501672,0.16347352281905347,0.13685996549319585,0.0,0.16372433836314546,0.10502100630210073,0.1504142093990467,0.18863881947270342,0.18584559740987272,0.0692958928675237,0.23647632573172933,0.0,0.16058821968029055,0.08661986608440464,0.1325719533387498,0.10004084133313015,0.1650245904961124,0.23101541386263655,0.2381652558112334,0.17516461808179604,0.06792356108113244,0.10868726645779396,0.21938172723813917,0.09994449069791543,0.15339299776947407,0.20337230420499017,0.1252448582170299,0.1273859510596964,0.20023571015840683,0.04950737714883372,0.11363310286178553,0.09994449069791543,0.13592873654160803,0.13592873654160803,0.0831890330807703,0.06333004963811237,0.05752237416355278,0.09836118442057921,0.14330919494215844,0.16806139112183874,0.13201967239688991,0.017149858514250885,0.036563621206356534,0.14598929061844595,0.141509827535445,0.1328422328310143
platform,0.260132990857236,0.2365236351901864,0.28334439017199226,0.24279584450257144,0.3535632359975612,0.4196034237881988,0.16967593679354073,0.23183953503110719,0.3701780228629408,0.2782215998166328,0.18731716231633883,0.3246359055587426,0.25270992715633456,0.21022325722438134,0.12091270835166862,0.09933992677987828,0.22581600205109573,0.3509502847847244,0.24724929114808814,0.15711079698601166,0.30307132282789107,0.31063037209869776,0.21629522817435007,0.23983505020867857,0.17784365800156138,0.2158876619027272,0.26858440162096253,0.13629325512727639,1.0,0.14273582042094196,0.25547472478540245,0.17414308638685846,0.265088350233895,0.16331383361600332,0.22715542521212734,0.16166299805836531,0.25251050359082816,0.26905669491481843,0.12515654358043973,0.23182310025369982,0.10814761408717503,0.25557217963101836,0.21853668936906193,0.31398027804434586,0.24083635154957844,0.18263739310225452,0.1873171623163388,0.2029530274475215,0.2006969596246487,0.08776207771572381,0.15452877499092177,0.12745318548364543,0.16652512382443227,0.16350382386265755,0.17691065329876443,0.19672236884115843,0.22784329769824463,0.24003256025808464,0.15437994631824248,0.13327849749579576,0.26178369268230967,0.2176428750330035,0.1967675871773127,0.25471391614863703,0.20392509677383266,0.10238909066834444,0.1929749328978031,0.02999475137772317,0.11997900551089268,0.11243619908556622,0.14673479641335554,0.16289594138375038,0.0759671406828455,0.18446961297873068,0.15339833717103754,0.17843445967710359,0.18543452998910614,0.21179343552183938,0.21422819563905046,0.12295357329907121,0.06839855680567694
