DOI,gate,entanglement,spin,cavity,photon,state,scheme,phase,quantum dot,polarization,mode,measurement,couple,information,crystal,atom,fidelity,cluster state,circuit,quantum state,field,source,resonator,device,protocol,computation,diamond,center,control,quantum computing,resource,channel
10.1103/PhysRevA.85.062317,0.0,0.0,0.0,0.0,2.5,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.85.022340,0.0,0.0,0.0,0.0,1.0,0.49,0.0,0.0,0.0,5.3,0.0,0.0,0.0,2.1,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.51
10.1103/PhysRevLett.109.160504,2.0,0.0,0.0,1.24,1.5,0.49,2.5,0.0,0.0,0.0,0.0,1.5,1.63,1.05,0.0,1.9,2.72,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/14/3/033016,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,17.58
10.1016/j.optcom.2012.02.022,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.20.016145,0.0,2.3,0.0,0.0,1.0,0.97,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.36,0.0,1.9,0.0,0.0,13.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.86.042334,5.0,2.3,0.0,0.0,0.5,0.49,0.0,0.0,0.0,1.77,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.86.024503,0.0,2.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.85.022318,0.0,0.0,0.0,0.0,0.0,0.49,1.25,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/14/9/093004,0.0,0.0,4.75,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23,5.49,0.0,0.0,0.0,0.0
10.1126/science.1214707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,4.25,0.0,0.0
10.1103/PhysRevA.85.015806,0.0,0.0,0.0,1.24,0.5,0.49,0.0,0.0,1.77,0.0,0.0,0.0,1.63,1.05,0.0,0.0,0.0,0.0,1.9,0.0,1.67,0.0,7.53,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0
10.1103/PhysRevA.85.012327,0.0,6.91,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,0.0,0.0,0.0
10.1364/OE.20.016902,0.0,0.0,3.17,1.24,2.0,1.46,2.5,3.74,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,8.24,0.0,0.0,0.0,0.0
10.1103/PhysRevA.86.063815,3.0,0.0,0.0,2.47,1.5,0.49,1.25,5.62,5.3,0.0,1.65,0.0,0.0,0.0,0.0,0.0,1.36,0.0,1.9,0.0,1.67,0.0,0.0,0.0,1.84,0.0,0.0,0.0,1.96,0.0,0.0,0.0
10.1103/PhysRevLett.108.170403,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.36,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0
10.1119/1.4735707,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,1.69,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/NPHOTON.2011.283,0.0,4.61,0.0,0.0,1.0,2.43,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,3.8,0.0,0.0,0.0,0.0,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.20.027510,0.0,0.0,3.17,0.0,2.0,0.0,0.0,0.0,8.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,1.96,0.0,0.0,7.53
10.1103/PhysRevA.85.052326,5.0,0.0,0.0,1.24,2.5,0.49,6.25,3.74,0.0,3.53,3.3,1.5,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0
10.1364/OL.37.002031,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53
10.1038/srep00817,0.0,0.0,0.0,0.0,0.5,0.49,0.0,0.0,0.0,8.83,1.65,0.0,0.0,3.15,0.0,0.0,1.36,0.0,3.8,1.74,0.0,11.39,0.0,1.84,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1109/JPHOT.2012.2201255,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53
10.1103/PhysRevA.85.062309,1.0,3.45,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,7.52,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,3.69,3.8,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.108.040503,1.0,3.45,0.0,1.24,2.5,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/s11128-011-0232-3,0.0,0.0,3.17,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.05,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0
10.1103/PhysRevA.86.032334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.20.024714,0.0,0.0,0.0,4.94,0.5,0.0,0.0,0.0,1.77,0.0,4.95,0.0,3.25,3.15,3.39,1.9,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,5.53,0.0,0.0,2.75,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.108.190503,0.0,0.0,0.0,0.0,1.0,0.97,1.25,0.0,0.0,10.6,0.0,0.0,0.0,2.1,1.69,0.0,1.36,0.0,0.0,1.74,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms1641,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,3.34,2.28,0.0,1.84,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0
10.1038/ncomms1746,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms1951,0.0,2.3,0.0,0.0,0.5,0.49,1.25,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0
10.1103/PhysRevA.86.052315,0.0,4.61,0.0,6.18,0.0,0.97,1.25,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.9,0.0,0.0,0.0,0.0,8.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0
10.1103/PhysRevA.86.062107,0.0,0.0,0.0,0.0,0.0,0.49,1.25,0.0,0.0,0.0,0.0,6.02,3.25,1.05,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms2764,1.0,0.0,0.0,2.47,1.0,0.49,0.0,0.0,5.3,0.0,1.65,0.0,11.39,0.0,1.69,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0
10.1109/JPHOT.2013.2252005,0.0,0.0,0.0,0.0,2.0,1.94,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.05,0.0,0.0,0.0,0.0,5.7,0.0,1.67,0.0,0.0,0.0,1.84,0.0,0.0,0.0,1.96,0.0,0.0,0.0
10.1038/NPHOTON.2013.41,0.0,0.0,4.75,3.71,1.0,0.97,0.0,0.0,3.53,0.0,0.0,1.5,1.63,0.0,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0
10.1103/PhysRevLett.110.140403,0.0,2.3,0.0,2.47,1.0,0.97,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.0,5.7,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/NPHYS2748,0.0,0.0,0.0,0.0,1.5,0.49,0.0,0.0,0.0,0.0,4.95,0.0,3.25,0.0,1.69,0.0,0.0,0.0,0.0,1.74,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/srep01180,0.0,0.0,0.0,2.47,0.5,0.49,0.0,0.0,3.53,0.0,1.65,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1073/pnas.1305920110,1.0,0.0,15.84,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,0.0,2.75,10.99,9.79,0.0,0.0,0.0
10.1038/NPHOTON.2013.287,0.0,0.0,0.0,0.0,0.0,0.97,1.25,0.0,0.0,0.0,4.95,3.01,0.0,0.0,0.0,0.0,0.0,15.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,1.93,0.0
10.1038/nature12366,0.0,2.3,0.0,0.0,2.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,2.72,0.0,0.0,1.74,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/15/3/033005,1.0,0.0,0.0,1.24,0.0,0.49,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/NPHOTON.2013.48,5.0,0.0,0.0,0.0,2.5,2.91,0.0,0.0,3.53,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/nl303075q,0.0,0.0,0.0,0.0,0.5,0.97,0.0,0.0,7.07,0.0,0.0,1.5,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0
10.1103/PhysRevLett.110.157001,0.0,0.0,7.92,2.47,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0
10.1103/PhysRevA.87.062333,2.0,0.0,0.0,0.0,0.0,0.49,3.75,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0,3.92,0.0,1.93,0.0
10.1088/1674-1056/22/9/090307,0.0,8.06,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.88.035806,0.0,0.0,0.0,2.47,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.88.012327,0.0,2.3,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51
10.1364/OE.21.017671,3.0,0.0,4.75,2.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0
10.1103/PhysRevA.88.062338,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.87.035308,6.01,0.0,0.0,1.24,0.0,0.49,0.0,0.0,3.53,0.0,1.65,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,0.0,0.0
10.1088/1367-2630/15/8/083050,0.0,0.0,0.0,0.0,0.5,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.physleta.2013.09.005,2.0,2.3,4.75,1.24,0.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,3.25,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.87.014301,4.0,0.0,0.0,0.0,0.0,0.49,1.25,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.21.017824,2.0,0.0,0.0,0.0,0.5,0.49,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,1.96,0.0,0.0,0.0
10.1103/PhysRevLett.111.150501,4.0,0.0,0.0,0.0,0.0,0.0,3.75,1.87,0.0,0.0,8.24,0.0,0.0,1.05,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.84,0.0,0.0,0.0,0.0,6.37,1.93,0.0
10.1038/ncomms3744,0.0,0.0,7.92,0.0,3.5,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/0953-4075/46/23/235501,1.0,3.45,0.0,0.0,0.5,0.49,1.25,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.88.062321,1.0,0.0,0.0,0.0,4.0,1.46,8.75,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.111.240503,0.0,0.0,3.17,0.0,0.0,0.97,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,1.9,4.08,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/0953-4075/46/5/055502,7.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.111.090502,2.0,0.0,0.0,0.0,2.5,0.0,1.25,1.87,0.0,0.0,0.0,0.0,1.63,0.0,1.69,0.0,1.36,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.4801503,0.0,0.0,0.0,4.94,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/srep03548,0.0,0.0,0.0,0.0,2.0,0.0,1.25,0.0,0.0,0.0,6.59,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms3228,0.0,4.61,6.34,0.0,2.0,2.91,0.0,0.0,1.77,1.77,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/15/6/063017,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,5.44,0.0,1.9,5.23,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1612-2011/10/9/095202,5.0,0.0,1.58,1.24,0.5,0.49,0.0,0.0,3.53,3.53,1.65,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,1.93,0.0
10.1038/srep01394,1.0,0.0,0.0,0.0,2.5,0.49,0.0,1.87,0.0,0.0,1.65,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,0.0,0.0
10.1103/PhysRevA.88.022317,0.0,3.45,0.0,7.41,0.5,4.37,0.0,0.0,0.0,0.0,1.65,0.0,8.13,0.0,0.0,15.2,0.0,0.0,0.0,5.23,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1109/TVLSI.2012.2227518,11.01,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.21.019252,4.0,0.0,0.0,0.0,1.0,0.0,3.75,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,2.28,5.02,0.0,0.0,1.9,0.0,10.99,0.0,0.0,0.0,0.0
10.1038/NPHOTON.2013.10,2.0,0.0,0.0,0.0,1.5,0.49,1.25,0.0,1.77,0.0,0.0,0.0,0.0,2.1,0.0,0.0,2.72,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/NPHOTON.2012.283,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.62,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.9,0.0,0.0,0.0,0.0,5.01,0.0,0.0,0.0,1.84,1.9,0.0,0.0,0.0,2.12,0.0,0.0
10.1103/PhysRevLett.110.220402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.110.080502,0.0,1.15,0.0,0.0,0.0,1.46,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.physa.2013.07.055,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.87.012117,0.0,0.0,0.0,0.0,1.5,1.46,0.0,0.0,0.0,1.77,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.87.235410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0
10.1364/OE.21.005988,0.0,1.15,1.58,0.0,1.0,1.94,2.5,0.0,0.0,1.77,0.0,0.0,1.63,1.05,0.0,0.0,1.36,0.0,0.0,3.48,0.0,0.0,5.02,1.84,0.0,0.0,5.49,10.99,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.111.230504,0.0,9.21,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.110.250501,4.0,1.15,0.0,1.24,2.5,0.97,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,13.66,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0
10.1038/NPHYS2763,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,11.4,0.0,0.0,0.0,2.12,1.93,0.0
10.1103/PhysRevLett.110.173601,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.84,0.0,0.0,0.0,0.0,0.0,0.0,2.51
10.1103/PhysRevA.87.042325,6.01,0.0,0.0,0.0,0.5,0.0,0.0,5.62,0.0,0.0,4.95,1.5,0.0,0.0,0.0,1.9,5.44,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms6786,0.0,1.15,0.0,6.18,2.0,0.97,0.0,0.0,0.0,0.0,1.65,0.0,3.25,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0
10.1088/1367-2630/16/2/023019,0.0,3.45,1.58,0.0,0.5,1.46,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.51
10.1103/PhysRevLett.113.160504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/nl503081n,0.0,1.15,0.0,0.0,4.5,0.49,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,1.9,0.0,0.0,0.0,4.25,0.0,0.0
10.1038/nature13177,1.0,1.15,1.58,1.24,4.0,2.43,0.0,0.0,0.0,1.77,0.0,0.0,1.63,0.0,0.0,7.6,0.0,2.51,0.0,0.0,1.67,0.0,0.0,1.84,0.0,3.8,0.0,0.0,1.96,0.0,0.0,0.0
10.1038/nature13821,0.0,1.15,0.0,0.0,1.0,1.46,0.0,0.0,0.0,0.0,0.0,3.01,0.0,1.05,0.0,0.0,0.0,0.0,0.0,3.48,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/nphoton.2014.84,0.0,1.15,7.92,3.71,1.5,0.97,0.0,0.0,3.53,0.0,0.0,0.0,0.0,1.05,1.69,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms4895,0.0,0.0,12.67,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,3.39,0.0,1.36,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.89.033857,0.0,0.0,0.0,3.71,1.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.9,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
