,gate,spin,entanglement,cavity,photon,state,scheme,measurement,phase,polarization,atom,mode,silicon,information,fidelity,circuit,chip,device,frequency,control,couple,source,quantum dot,generation,waveguide,field,protocol,error,microwave,ion,interaction,quantum state,channel,quantum network,crystal,center,diamond,quantum computing,noise,emitter,computation,platform,resonator,rate,network,number,technology,memory,resource,level,loss,electron,interface,process,distribution,coherence,emission,efficiency,scale,cluster state,defect,wave,qkd,quantum communication,node,optic,fiber,tomography,correlation,experiment,distance,quantum memory,detection,pair,architecture,realization,decoherence,storage,light,transition,environment,property,order,quantum system,pulse,way,space,band,transfer,structure,dynamic,matter,path,parameter,communication,bin,quantum computer,material,laser,degree,probability,transmission,conversion,regime,qudit,quantum gate,range,code,algorithm,semiconductor,temperature,demonstration,wavelength,vacancy,gap,teleportation,set,advantage,array,qed,ensemble,freedom,excitation,step,simulation,resonance,energy
quantum dot,0.22754182230718906,0.3108349360801046,0.17364862842489184,0.26802499580073447,0.3528465947468679,0.2863564212655271,0.1795883306452204,0.13063945294843618,0.13270175619621988,0.17049858486761837,0.0885253336275981,0.18472472154212377,0.035252211939138536,0.19425419912462902,0.17831326489623875,0.13590880835502045,0.0708749307862342,0.17364862842489184,0.08913376232498489,0.15731668065305698,0.25056457989039904,0.24945655218608995,1.0,0.1887759614897078,0.17670825235854976,0.19674775073518588,0.107249650639007,0.03984095364447979,0.05535187248173311,0.05547001962252291,0.22883102141894215,0.07292928985449754,0.06672461249826392,0.2114182452358468,0.19687480773953944,0.10127393670836667,0.07706746355884525,0.1192569587999888,0.08199200616907878,0.28912252892968043,0.06928203230275509,0.12421180068162375,0.12714145057221993,0.09007039500489619,0.10358647947564746,0.051639777949432225,0.21344003899527714,0.052878317908707805,0.1409814753700483,0.1305857250198021,0.12599987695330525,0.38805700005813276,0.19678081480578907,0.12115650656307654,0.0764057447960416,0.1618079669911781,0.2675340503283767,0.12403473458920845,0.06572670690061994,0.11057312103011122,0.08381163549234939,0.08302780872259966,0.03651483716701107,0.17386365758424452,0.13165611772087665,0.08199200616907878,0.0815435506300201,0.0415900195928029,0.06155870112510924,0.06877446479107831,0.12403473458920845,0.044721359549995794,0.08131571126147262,0.09888264649460884,0.07419822332162693,0.11155467020454342,0.1157382773208989,0.05547001962252291,0.15778641172210595,0.13837968120433278,0.033282011773513746,0.11686130949362863,0.11686130949362863,0.08813052984784635,0.14088328951945572,0.08064778385455118,0.028934569330224726,0.03077935056255462,0.09761870601839527,0.12538313376430715,0.06281087071082564,0.23421601750764795,0.07706746355884525,0.07016464154456234,0.11129733498244039,0.0255550625999976,0.05031546054266276,0.07378647873726218,0.11285761872936695,0.12792042981336627,0.09480909262799544,0.10429000189079499,0.08875203139603666,0.13165611772087665,0.0,0.06414269805898186,0.1212256250712408,0.017541160386140585,0.025048971643405978,0.41692753738338206,0.036181361349331635,0.05820855000871991,0.11094003924504582,0.05976143046671968,0.0,0.029019050004400464,0.04,0.03857942577363297,0.050097943286811955,0.09648363026488435,0.01164445019479164,0.11852755159795074,0.20918311537400852,0.1291543691240439,0.04338609156373123,0.10223313016447166,0.1775040627920733
generation,0.2197259529095789,0.19384750581742888,0.38467132460326176,0.1634011202231184,0.3974349575144912,0.37964829753683393,0.2695886869452194,0.19725600791847295,0.17658060350550417,0.17817268982528484,0.1429923602493232,0.25946121220262613,0.11140798331668247,0.2626937397953057,0.2732244969736723,0.20180350573323946,0.2389193429408545,0.23519306531449427,0.15649471432379197,0.1556357543698668,0.1333662673423161,0.3376412643274269,0.1887759614897078,1.0,0.19630475588928234,0.15475519089988365,0.2552036460354681,0.1477342100713197,0.12439408271422459,0.07479575920067658,0.12320799975220147,0.2234950781338371,0.14058038927888333,0.18966770207207742,0.13273296830047474,0.08534859274986485,0.08350533214033562,0.14447418594351175,0.09673824874398687,0.16751484856512247,0.18813724483903474,0.22098999996963684,0.16072265341718958,0.2593482671767445,0.1947405496394669,0.17407765595569785,0.22220045173750458,0.12626238109224014,0.21386180543479086,0.14062084656279908,0.18582615562066462,0.09811049102515929,0.09673824874398687,0.22463017516872097,0.17886368969754451,0.09848484848484848,0.15549260339278073,0.2508726030021272,0.14155521462623263,0.21743278372267782,0.08240428163590194,0.14771797322314167,0.06154574548966636,0.20385887657505022,0.14509260767477025,0.2072962473085433,0.180392134845313,0.09638745011950747,0.11240360037823713,0.10303941045139574,0.18118576883486967,0.11306675421666136,0.15228622596829317,0.26515151515151514,0.1328773973896535,0.15444940143819788,0.08128201109529438,0.09349469900084571,0.17496640967370447,0.09329556203566844,0.018698939800169144,0.11363636363636363,0.13636363636363635,0.10398078442890364,0.08480669144409479,0.12913522135892125,0.13005121775247103,0.06917144638660747,0.11883176892065872,0.14630761997152988,0.06175615890855123,0.1398147351789509,0.08350533214033562,0.15521950394713419,0.19540793733772574,0.15075567228888181,0.05088401486645687,0.05330017908890261,0.1037571695799112,0.1149919149152138,0.15980069302514827,0.09588041581508897,0.1589409883014377,0.08534859274986485,0.0979811894172745,0.0900937462695559,0.15717365336548286,0.044348429699181194,0.031665024819056184,0.14414999403128942,0.06098367211363063,0.09811049102515929,0.1589409883014377,0.11080065755348979,0.020327890704543543,0.08559529790779073,0.14326747077343893,0.1056666144238827,0.05277504136509364,0.06098367211363063,0.0883202255976217,0.08324089477650336,0.11134044285378082,0.10884482237494651,0.11883176892065872,0.0861569528700919,0.065446289300592
waveguide,0.19514077037094046,0.137317745816742,0.12951522516054664,0.1259633739264772,0.32360882786803563,0.2454343121357813,0.129598547798836,0.09290866006939334,0.18232263187229467,0.13694775891619418,0.11850876511204861,0.21019716139741798,0.14157629008041758,0.22678594107176875,0.22785741517058924,0.3118988052538796,0.3241739844482408,0.19302749903735317,0.19390031038416242,0.17855188940990466,0.18536949946633163,0.1290250574027697,0.17670825235854976,0.19630475588928234,1.0,0.1514469464624008,0.11401543113259059,0.040001280061443274,0.1296741071158002,0.10024783185467541,0.19784189177576658,0.09984923054704319,0.09211554424898175,0.17803208659105244,0.18976038114043361,0.09151333141298446,0.08843153765707637,0.11225331376673431,0.07408975969180913,0.254000254000381,0.13912166872805048,0.24942329796316196,0.1550073214529686,0.08289678172166383,0.16800537625806175,0.08888157383403646,0.1764814932616129,0.10618221756031318,0.07077440377150897,0.13111122301831463,0.1739470160453975,0.09740465098831573,0.1564117149049304,0.16421948082072932,0.09376059467404076,0.14440809628636864,0.20377359689625746,0.13283612836979145,0.21263831678096226,0.04934137114914484,0.11219854269064287,0.175986288228586,0.036661778755338326,0.1138456388847968,0.12201777521731261,0.16464391042624252,0.11257358064798256,0.041757384532966166,0.0721074938001538,0.09974065734951944,0.10792935430045554,0.06735198826004059,0.108857251714449,0.03610202407159216,0.12105731450750218,0.08000256012288655,0.05810201339876483,0.07797053588696977,0.1667593364912675,0.14819897956091452,0.10024783185467541,0.0902550601789804,0.0902550601789804,0.08848518130026098,0.13134663896411766,0.12145848529711198,0.06778568229855897,0.11331177597167026,0.11979188151398383,0.17430604019629448,0.09459544766274561,0.19596545041740512,0.1437012486927491,0.07044699536763468,0.11174521339154048,0.08980265101338746,0.08082870090099549,0.10583343916682543,0.19572034031470317,0.05137408089380563,0.06663343378519918,0.14278592953971253,0.10024783185467541,0.13218592315208866,0.0,0.12880163722232754,0.15916375083304185,0.0,0.012574886370696422,0.07513428837969108,0.06054493496206035,0.07792372079065259,0.1336637758062339,0.08400268812903088,0.1210898699241207,0.014567913668701625,0.04016096644512494,0.06778568229855897,0.21377306830183918,0.10898088293170863,0.046765237354495566,0.019834087593950483,0.08843153765707637,0.14819897956091452,0.04356068418690321,0.12545442892019393,0.07797053588696977
field,0.21762388344435665,0.25481697718198276,0.2196319953911627,0.28049635672660717,0.33097720715748774,0.31777123876906743,0.17022697970978606,0.12494522894038872,0.2633779636644523,0.1285899834589051,0.2721431292861225,0.247342291661281,0.11559655679109289,0.2777549182313639,0.12845950505592021,0.1803872182270417,0.16139448166323564,0.17285851489119286,0.19485408057783812,0.25232366634468334,0.28108518754186684,0.13013640486415684,0.19674775073518588,0.15475519089988365,0.1514469464624008,1.0,0.13446796955621007,0.08491836184754223,0.24957066772370837,0.08185201195476006,0.265754794779307,0.14131269593987006,0.07521202692959025,0.15654432768910187,0.1291155853305885,0.1162316123235675,0.13538259026847058,0.09776474334756886,0.11426651144355812,0.1407291585705577,0.09466030570784413,0.18102512888056815,0.21590149950401769,0.16613575898477856,0.15024017865334394,0.108857251714449,0.20585219406446637,0.1228213415905362,0.08668058804495314,0.23194570818403068,0.12265980606405907,0.14315501609715284,0.1882036659070369,0.22844050563500676,0.09047433315476003,0.15475519089988365,0.14369220262880178,0.10846024463761121,0.09578949441427995,0.05035882605195338,0.10306094230348134,0.20419418268303413,0.02993421700446248,0.0991515465631671,0.13283612836979145,0.1344311899335978,0.10027193858385752,0.08523690424912796,0.07569709990340501,0.09396681427542286,0.16269036695641684,0.10998533626601498,0.12591556293155165,0.11790871687610183,0.09884288339166793,0.11757927025044308,0.11069355566525295,0.10913601593968009,0.19062179931605455,0.2798216577508245,0.10004134794470675,0.14738589609512728,0.13264730648561454,0.10114698719220629,0.12374317111217367,0.10578180050106922,0.13441360330780716,0.10092946653787334,0.1600521736566552,0.08697350802269875,0.16305559246346996,0.232007424356371,0.0451275300894902,0.20850902434685592,0.15966927317115587,0.05237396965048332,0.04124772370405789,0.1555427542095638,0.18503735531943447,0.12584028419429014,0.08549509706742582,0.13990106792851498,0.1364200199246001,0.14944064441601537,0.040847528424868836,0.10516609640992378,0.11466763973189223,0.07189966356788136,0.05133675863614145,0.13145762051240473,0.168078090122647,0.08748362094826008,0.08185201195476006,0.12737754277131333,0.1087564112558304,0.05947325850872581,0.09017605242029353,0.08697350802269875,0.07187146209059803,0.14830419716704146,0.1336427974217672,0.09716678823768958,0.13538259026847058,0.10587846509490659,0.0800260868283276,0.11174521339154048,0.14551468791957345
protocol,0.2205611329571589,0.1568797096517143,0.29735406715776086,0.2023703726997425,0.34781869499783885,0.3910554978239689,0.23013806467559808,0.2532632063771616,0.18726601304246399,0.20437197621673292,0.15707499988667814,0.19908777839240333,0.13204956044075727,0.3277530675782222,0.26419121938373075,0.12759254389740635,0.1366248810862118,0.1809556000795584,0.1347242598029308,0.15642346935809753,0.11959716797259322,0.17883775448910005,0.107249650639007,0.2552036460354681,0.11401543113259059,0.13446796955621007,1.0,0.2387812906776802,0.08002592995672567,0.043743678128341505,0.10526613340553966,0.298017064786101,0.1907440716952168,0.22588481581849426,0.09315332801332622,0.11979699629569004,0.06945763480941644,0.2409930854183544,0.14871553116689348,0.13537626704317873,0.1942607518962322,0.14693020840087634,0.11458719458493417,0.2190077700343883,0.1885115452718528,0.19779814800544657,0.21782445135018558,0.15984946790196933,0.18344377255158523,0.1544699270604619,0.21735776536442786,0.09945711578958202,0.10345428255088242,0.1910881323754782,0.2410143951820173,0.11342384268243025,0.1382266062888898,0.11085568293162137,0.16701456227906294,0.12595267304499416,0.06609388695616376,0.05820067633216412,0.15837587802324937,0.2503728562847401,0.15972932839425338,0.16164731648575378,0.16076318597304842,0.06559580987349364,0.11327216746620858,0.14462818277897718,0.23475321091402174,0.10580184237878974,0.1710016004755942,0.13469081318538592,0.13896777302969732,0.15080923621748224,0.09127124858990379,0.05249241375400981,0.09168557486799433,0.10185118358128722,0.08748735625668301,0.08506788201182268,0.12760182301773404,0.13204956044075727,0.09522909820484687,0.11447797027778951,0.15211874764983965,0.05663608373310429,0.17107143980890235,0.09887718597239577,0.09080990605483673,0.12313522574389604,0.1128686565653017,0.15907910453667806,0.18285233293381226,0.09068729346753406,0.07935758183737239,0.049875466805381644,0.07281782194256266,0.18830578401867848,0.13457967434674104,0.11214972862228419,0.06124114937967811,0.06389173135770136,0.13097939266856334,0.07587443335885055,0.14707472779848216,0.12449669050696545,0.11852177018919195,0.1095964037405619,0.04755439172009177,0.16831204210544648,0.0699898850053464,0.07540461810874112,0.038043513376073416,0.13730660183152169,0.13406206329875875,0.15211874764983965,0.029630442547297988,0.11413054012822026,0.10101099535310239,0.17915250336977523,0.08682204351177054,0.1382266062888898,0.08553571990445118,0.08957898279306957,0.05249241375400981
error,0.25968832068211706,0.043343860978082994,0.16307484966544225,0.07951978726894965,0.29061684013060957,0.2921743548953888,0.23477246481693817,0.2331316840932607,0.20869596778242056,0.15623500297168427,0.058782228556987386,0.12879315868911084,0.14044817417325955,0.23397800710095018,0.19913205248052654,0.16115287302228742,0.14902992168942036,0.1297186304156927,0.11837246976492674,0.12262786789699316,0.05254069374927338,0.1355261854357877,0.03984095364447979,0.1477342100713197,0.040001280061443274,0.08491836184754223,0.2387812906776802,1.0,0.055131784641997125,0.11049892402196598,0.07597371763975863,0.1386750490563073,0.22430015382565205,0.06792826216160186,0.03137472035566745,0.04034850217792016,0.03289758474798845,0.23756554836659946,0.2858309752375147,0.044995770596336575,0.20701966780270625,0.13746434980705374,0.04522711284410476,0.31399291281137964,0.14285714285714285,0.21308557851907928,0.13755912013875696,0.07022408708662978,0.18254718381082502,0.101162829777814,0.23531040266750583,0.028988551782622423,0.0408329964625021,0.14480972285119928,0.23676160173485913,0.03581435395668357,0.06432041541566332,0.08236103518456679,0.181848241863327,0.11013346473215285,0.0,0.055131784641997125,0.29095718698132317,0.12799695291157726,0.050435627722400206,0.13883218797250715,0.14213381090374028,0.10356162766686668,0.04087595596566439,0.14461323613788862,0.16472207036913358,0.055679425398421745,0.1799830823853463,0.1163966503592216,0.1570442987175464,0.1349206349206349,0.06724554873216074,0.0441995696087864,0.09925833339709303,0.027565892320998563,0.05524946201098299,0.08058229640253803,0.17907176978341785,0.05266806531497233,0.09020771689863955,0.12852338472316796,0.18252363227300772,0.020437977982832194,0.021606790785072147,0.028819520885211745,0.03128056235449272,0.029160592175990215,0.08772689266130254,0.08735706972682653,0.1570442987175464,0.10181380644282834,0.16036927448647031,0.031497039417435604,0.10218988991416098,0.0849411985729376,0.17942102156218995,0.1322049632563505,0.0220997848043932,0.07060987881136029,0.06617222226472869,0.085183541999992,0.08359173188630292,0.3494282789073061,0.11227217828476796,0.053239713749995,0.04804999801042981,0.12561705772469717,0.0441995696087864,0.03571428571428571,0.04804999801042981,0.043355498476206004,0.13944333775567927,0.12488459050258424,0.02494937295217066,0.024024999005214907,0.04639260004261473,0.07870417814679403,0.04386344633065127,0.06432041541566332,0.12964074471043288,0.01131407055503551,0.09944903161976938
microwave,0.169462171836315,0.16488408422074707,0.14303239192265577,0.2761962705488169,0.25821865011834894,0.2214862871650964,0.12943424970158282,0.0878784173347161,0.16108093612007013,0.0,0.16163336213332657,0.16331372382884424,0.13211764176773405,0.16670284742616523,0.14954504697481974,0.3283764973068466,0.1816231542144118,0.1859421094994525,0.21413718081726,0.19718688511679208,0.1976971960185539,0.06973680437544066,0.05535187248173311,0.12439408271422459,0.1296741071158002,0.24957066772370837,0.08002592995672567,0.055131784641997125,1.0,0.06396603026469003,0.19790977371009413,0.13761725291623295,0.04809026357287708,0.14156123891862543,0.11805505023936767,0.07007127538005775,0.08887142532082948,0.10314212462587935,0.14182534593726007,0.05209463982067663,0.10652472825826148,0.16710934119579796,0.3351198742483853,0.10386593788938217,0.11026356928399425,0.1276052858947315,0.1665006335062148,0.08130316416475941,0.09754485808711887,0.18405048238782004,0.08173041939648532,0.0894986732619236,0.1796454381871961,0.16765598754029182,0.05873890337253246,0.12439408271422459,0.05319148936170213,0.14303239192265577,0.10105823052798228,0.028335320810953503,0.03221618722401402,0.07446808510638298,0.021053798026662976,0.08717100546930083,0.04671418358670517,0.11346027674980806,0.08227895185745919,0.07194017065667524,0.059156065535037626,0.07930823760656687,0.09535492794843718,0.03867829673470475,0.04167571185654131,0.09329556203566844,0.11764874102179254,0.12864083083132663,0.14458731732254196,0.038379618158814015,0.11491807027621376,0.1276595744680851,0.06396603026469003,0.08292938847614972,0.10366173559518715,0.13211764176773405,0.09283516519390475,0.0930001218302394,0.03336630399750968,0.1301433441770828,0.13758601815042149,0.08897681066002582,0.07243123554275512,0.09002982732126874,0.0634795895148782,0.10113917425784187,0.1283440811146828,0.058938356929073905,0.05802197824619047,0.07293249574894728,0.08281849174905268,0.029502647161824748,0.021866086688556777,0.196794780197011,0.20469129684700807,0.09342836717341034,0.0,0.07396705090823069,0.22581950665015363,0.0,0.02888557258759076,0.049311367272153794,0.1807998562160295,0.05593667078870224,0.08955244237056603,0.09648062312349498,0.05563072498954754,0.0501955861057691,0.06918984060216637,0.10009891199252904,0.08665671776277227,0.2642459437003508,0.13427960881291645,0.02278028445007573,0.05078367161190256,0.1702127659574468,0.12507819831856498,0.15718875511867383,0.10234564842350403
ion,0.1774933502108119,0.1810412100391551,0.12384376490768068,0.13443881925462084,0.2164256602355916,0.16949599717445055,0.09339157710812351,0.0830336491706037,0.1065403410810832,0.07566047878575344,0.09207191237649852,0.07685012946530015,0.12221505550008445,0.12529400275814703,0.19482352111478235,0.07179870729834943,0.1419684428304048,0.12900392177883402,0.1442073367348893,0.13279242508571018,0.10058358144442507,0.11531133203941102,0.05547001962252291,0.07479575920067658,0.10024783185467541,0.08185201195476006,0.043743678128341505,0.11049892402196598,0.06396603026469003,1.0,0.14985100084858444,0.07355252980519346,0.05783149319662402,0.17023607726794523,0.1856510406243755,0.11235334512926484,0.09160572248286888,0.14470719035407653,0.06822147286633229,0.16288220358559113,0.05337605126836238,0.15311180047019055,0.12593819210851906,0.1144964007533954,0.16574838603294897,0.0818416998902209,0.10446638074676538,0.18332258325012665,0.10752837157134612,0.08048436365855337,0.06552389669095607,0.053813823519705,0.1932941731212748,0.13441107592900362,0.08240999206047038,0.13712555853457373,0.15351847263525606,0.06880209161537815,0.11140133037920333,0.0,0.11622582663390894,0.07675923631762803,0.0,0.1257941804066302,0.11235334512926484,0.07959171834405433,0.08481041912882635,0.07209372509105905,0.07113879915305903,0.09537302278724062,0.1261371679615266,0.12403473458920847,0.15035280330977643,0.07479575920067658,0.10289442259017458,0.13259870882635919,0.09362506583014757,0.15384615384615385,0.13819603191146362,0.15351847263525606,0.0,0.07479575920067658,0.11219363880101486,0.08555053885005912,0.055819991672355615,0.05591917691156176,0.12037508463876115,0.07113879915305903,0.030082841879809342,0.08025005642584077,0.029034335256977066,0.05413319619607667,0.06107048165524592,0.04865042554105199,0.1157562254139464,0.05315774339537505,0.13954997918088904,0.13155870289605437,0.07113879915305903,0.035478743759344955,0.06573827785585626,0.052590622284685,0.1076923076923077,0.014044168141158105,0.0,0.04447495899966607,0.03879454500839038,0.04865042554105199,0.03473667371459374,0.029649972666444046,0.08362420100070908,0.053813823519705,0.12307692307692308,0.08287419301647449,0.016724840200141814,0.0,0.05547001962252291,0.05350003761722718,0.05210501057189061,0.03344968040028363,0.1776274172196103,0.04109203508092453,0.0763381020690574,0.08955244237056603,0.060165683759618685,0.03150485409052879,0.03076923076923077
interaction,0.2636576919115817,0.2815510088337785,0.2444091236754875,0.3262363486962221,0.3369651721092136,0.371809330001715,0.20066104070541257,0.16002478296653527,0.1886793614934076,0.10837601479372586,0.2168754841064434,0.24951482434056785,0.10503645397539191,0.21177582535819112,0.19749220336517515,0.2159732738591013,0.12514184262971298,0.2069593385961789,0.1888571284790696,0.22281950566472508,0.3510211591829117,0.08408749651825217,0.22883102141894215,0.12320799975220147,0.19784189177576658,0.265754794779307,0.10526613340553966,0.07597371763975863,0.19790977371009413,0.14985100084858444,1.0,0.10535659020683566,0.15904855449750882,0.18423922514933397,0.1814556718130838,0.14484136487558028,0.14871143297308542,0.09475587393582685,0.11726446574911566,0.22972292920210563,0.12232930723626229,0.22480016244458775,0.1876095257880216,0.11331224226938125,0.17094086468945693,0.12895299054977716,0.1396617299611588,0.11904131450544417,0.14562227608715575,0.18445719036428657,0.10637056623525602,0.20041549236058148,0.20847016133176116,0.1636507783064072,0.10792595446884706,0.128564869306645,0.18324979047230938,0.07227151506533233,0.13345953623270168,0.01952358042191409,0.12208664567220492,0.1465998323778475,0.0,0.13213749452868198,0.15288810736866806,0.1433232359155858,0.04049412756248855,0.05782951966127113,0.08151933134075308,0.13964807623098804,0.16425344333030073,0.10660035817780522,0.0861460984507896,0.19998979669922556,0.11790871687610183,0.16460972155281037,0.12261346396578743,0.07051811804639267,0.1385663269313568,0.2052397653289865,0.14985100084858444,0.128564869306645,0.12142237656738696,0.11203888424041804,0.1119391216722139,0.09611830601359905,0.09196009797434057,0.14673479641335554,0.12065379433217113,0.12261346396578743,0.19962605140237988,0.27914526311954124,0.07872958216222169,0.18118576883486967,0.13264730648561454,0.07106690545187014,0.10394347012419862,0.15075567228888181,0.08151933134075308,0.15584716206816715,0.14312846132343007,0.12806230749991113,0.08814764755799084,0.2172620473133704,0.06598396520540799,0.15289415743128767,0.18523092686432796,0.04181210050035454,0.059708143402653215,0.13590591771670016,0.10540925533894598,0.08479116984486139,0.09696241231378994,0.11396057645963795,0.1149919149152138,0.03458572319330373,0.03178208630818641,0.06897007348075543,0.13931900127285748,0.16290521279655287,0.09252123027556149,0.11772040233700277,0.18370235837851728,0.1465998323778475,0.10341753799900383,0.17148461434006274,0.14985100084858444
quantum state,0.18071622196989398,0.12880097244483046,0.2672612419124244,0.12760289177685222,0.33459455182621767,0.4051729299811297,0.2139465459251025,0.3022436787614281,0.1504928025644196,0.23738286820675997,0.14061559039644284,0.17350100525062662,0.087644958495055,0.3519241951852154,0.2955513586481726,0.11263332816253004,0.16968474449355414,0.2004459314343183,0.1292705509060938,0.10203255357771537,0.09289756185994451,0.2067351045509426,0.07292928985449754,0.2234950781338371,0.09984923054704319,0.14131269593987006,0.298017064786101,0.1386750490563073,0.13761725291623295,0.07355252980519346,0.10535659020683566,1.0,0.13824371037826477,0.16390721852371523,0.08484237224677707,0.0671439662264592,0.054744890145135894,0.07412493166611012,0.16308051228154083,0.052414241836095915,0.1020745336467937,0.1429715658973992,0.13547243719435764,0.16173107818196042,0.09905360646879091,0.17729791832594965,0.19249436076415358,0.10225245157756419,0.15773030102112376,0.15030814695121308,0.15010573551352865,0.07235979912947643,0.07474523479570622,0.22089644962242358,0.12664128883589285,0.0744983593779457,0.05351782057853504,0.17132130891822075,0.18156825980064073,0.09163658174683431,0.011576369428032278,0.13761725291623295,0.060522753266880246,0.1816763039993132,0.10071594933968879,0.14269544824634822,0.17739371879672478,0.430842413911613,0.11053526637585831,0.21531929018868753,0.17132130891822075,0.12045301395742894,0.15724272550828775,0.16389639063148054,0.06149117881035988,0.1849000654084097,0.08792406639579226,0.12871692715908853,0.16517585103707014,0.05351782057853504,0.05516439735389509,0.11174753906691855,0.08194819531574027,0.2410236358614013,0.10841618290686143,0.12698878010474682,0.1758481327915845,0.05951898958700063,0.26068008117002456,0.039965484725360115,0.10410800445643577,0.12940308961652522,0.11861392864779444,0.1453709511573951,0.16141434437719468,0.11648203547531591,0.09173677015195968,0.06114994880877857,0.11053526637585831,0.13428316362064172,0.09428672450603164,0.16500176788555537,0.101134728482141,0.041964978891537,0.12388188827780261,0.06201736729460423,0.07728058346689828,0.05814838046295803,0.08303653243359294,0.0354384955969167,0.029985011240633196,0.1768795089831646,0.07355252980519346,0.05943216388127455,0.029985011240633196,0.18036977634145568,0.10773645092141683,0.15986193890144046,0.051897832770995585,0.04997501873438866,0.14475366195208292,0.10641448121306935,0.06386903850265854,0.12997184997644223,0.09887865147828519,0.009413875735476427,0.07355252980519346
channel,0.16309476477202753,0.0907389903912958,0.25345769405481716,0.10701780309965121,0.2652894265228748,0.24029409340547,0.16382955546989647,0.14187608845979144,0.14563278388210302,0.2061981926231449,0.1461322305586449,0.1540710682968489,0.0918824289588161,0.1978141420187361,0.18590442974221588,0.11470525575448096,0.09852296442818236,0.1551781800335615,0.10841643297273126,0.09983459496279688,0.08936871648301942,0.07881104062391006,0.06672461249826392,0.14058038927888333,0.09211554424898175,0.07521202692959025,0.1907440716952168,0.22430015382565205,0.04809026357287708,0.05783149319662402,0.15904855449750882,0.13824371037826477,1.0,0.22041875763163765,0.07389222332113676,0.05279268892999587,0.06887004431501818,0.10102135422603399,0.1709651512370952,0.028259163145533728,0.0802572353905128,0.09352760024870505,0.037872607240618535,0.20346056941529803,0.18276308830238316,0.11536755044103546,0.09162860960939287,0.1745766150217506,0.19107835324296898,0.09076335312240774,0.22988691699909217,0.07080104323938431,0.1282238634278214,0.13263010936981068,0.3097830381866306,0.05623215571155332,0.057708316287452495,0.1810412100391551,0.12182191802030096,0.02561787726895072,0.04368983516463091,0.10579857986032958,0.11420804814403214,0.2443142259341212,0.242846369077981,0.1282238634278214,0.22316444954674564,0.09756133386767502,0.04278625498405581,0.1752723772311186,0.2672513100578004,0.151532031339051,0.1318760946791574,0.14995241523080888,0.058017746474943815,0.13291860967446048,0.09049912154828423,0.09253038911459843,0.05194853871537359,0.057708316287452495,0.10409668775392324,0.08434823356732998,0.1218363373750322,0.1010706718546977,0.1049149877306519,0.11771357776803348,0.140776411297331,0.06417938247608372,0.09046625460638012,0.060332747698856146,0.05457071626117703,0.11191907753901595,0.03443502215750909,0.03657584779797275,0.17405323942483145,0.09325048082403138,0.07344049141145632,0.0439586982263858,0.12835876495216744,0.07112867591590193,0.14826796797457048,0.17792156156948458,0.11566298639324804,0.042234151143996694,0.017316179571791195,0.06687338550904234,0.07777627747825355,0.0731516955959455,0.03917303733717809,0.05572782125753529,0.05029556907695452,0.10114434748483472,0.10409668775392324,0.03738335897094201,0.02514778453847726,0.18152670624481548,0.1355343691370986,0.13072095334752165,0.052230716449570794,0.05029556907695452,0.04856071418767537,0.07208455033227698,0.03443502215750909,0.10579857986032958,0.12439110008377267,0.047371291629923255,0.05783149319662402
