DOI,nouns
10.1103/PhysRevA.92.042314,quantum teleportation|quantum communication|quantum communication|logic|entanglement|state|faraday|rotation|logic|entanglement|state|qubit|logic|qubit|potential|field|decoherence|environment|logic|entanglement|state|lbsa|help|atom|quality|cavity|parity|check|measurement|gate|faraday|rotation|task|gate|qubit|measurement|number|qubit|logic|qubit|lbsa|field|logic|qubit|entanglement|swap|lbsa|protocol|distance
10.1039/c4fd00206g,optic|light|matter|propagation|photon|waveguide|qubit|qubit|waveguide|couple|emphasis|characterisation|response|limit|photon|function|distance|matter|couple|evolution|matrix|product|evolution|field|qubit|character|function|observable|reflection|congruent|photon|photon|correlation|ratio|distance|response|couple|regime|number|qubit|qubit|qubit|interaction|photon|theory|experiment|circuit|qed|crystal|dielectric|waveguide
10.1038/ncomms8948,quantum state|quantum device|quantum device|qubit|entanglement|ring|resonator|photon|pair|source|silicon|chip|entanglement|phenomena|nature|resource|information|qubit|entanglement|chip|information|photon|path|silicon|chip|resonant|photon|pair|source|demultiplexer|optic|path|qubit|state|entanglement|ring|resonator|wave|photon|pair|source|correlation|chip|frequency|demultiplexer|optic|tomography|entanglement|chsh|test|level|chip|entanglement|integration|component|entanglement|scale
10.1103/PhysRevLett.114.173601,quantum communication|quantum state|reversal|photon|wave|packet|space|readout|retrieval|fidelity|transfer|matter|qubit|level|structure|atom|ion|qubit|reversal|photon|wave|packet|photon|emission|absorption|matter|qubit|demand|space|passage|mode|selection|finesse|cavity|photon|transport|fiber|perspective|build|block|space|quantum|communication|protocol
10.1038/srep15384,quantum coherence|quantum communication|demonstration|fidelity|entanglement|distribution|decoherence|channel|qubit|transduction|entanglement|resource|information|decoherence|proof|demonstration|fidelity|entanglement|distribution|decoherence|channel|qubit|transduction|qubit|form|decoherence|decoherence|fidelity|distribution|polarization|entanglement|channel|type|decoherence|amplitude|polarization|mode|dispersion|qubit|transduction|polarization|qubit|rail|qubit|breakthrough|decoherence|channel|protocol|input|state|independent|photon|symmetry|unity|success|probability
10.1038/srep12790,quantum communication|bell state|w state|w state|w state|w state|w state|w state|w state|state|fusion|qubit|quantum|dot|microcavity|fusion|scheme|quantum|dot|microcavity|scheme|qubit|qubit|scheme|one|qubit|scheme|selection|rule|transmission|reflection|rule|cavity|probability|imperfection|feasibility|scheme|scheme|fidelity|couple|couple|regime|scheme|scale|state|computation|photon|qubit
10.1103/PhysRevA.91.022325,quantum state|cluster state|characterization|multiqubit|stabilizer|quantum|technology|preparation|dozen|qubit|characterization|construction|type|purpose|number|qubit|stabilizer|state|extraction|information|fidelity|entanglement|nonlocality|state|relevance|applicability|characterization|qubit|qubit|greenberger|zeilinger|state|scheme|scale|quantum|information|task
10.1038/srep16296,quantum state|loss|resilience|qubit|state|transmission|phase|amplification|phase|fibre|phase|amplifier|opsa|telecom|wavelength|qubit|pair|gain|transmission|loss|input|state|transmission|state|opsa|input|state|degradation|state|quality|loss|information|qubit|space|transmission|opsa
10.1103/PhysRevLett.114.090402,quantum system|quantum|dynamic|environment|correlation|dynamic|environment|qubit|environment|superchannel|channel|preparation|procedure|input|measurement|measure|strength|correlation|experiment|regard|environment
10.1364/OL.40.002221,superconducting qubit|scheme|generation|state|circuit|qed|scheme|state|resonator|level|flux|device|coupler|proposal|coupler|resonator|consequence|state|preparation|step|proposal|sci|rep|step|gate|resonator|coupler|setup|proposal|resonator|qutrit|society|america
10.1038/NPHOTON.2015.42,variable|entanglement|chip|quantum|information|variable|quadrature|field|quantum|information|science|entanglement|beam|podolskyrosen|state|resource|information|hybridization|variable|photon|variable|qubit|variable|space|network|demand|complexity|loss|precision|alignment|stability|hybridization|capability|quantum|technology|generation|characterization|beam|chip|squeeze|gate|way|information|process|light
10.1364/OE.23.031550,quantum communication|quantum system|ghz state|entanglement|distillation|photon|loss|decoherence|entanglement|distillation|protocol|edp|photon|ensemble|kind|state|vacuum|state|optic|entanglement|resource|qubit|nondemolition|parity|check|qubit|pcqa|setup|polarization|degree|freedom|device|scheme|setup|fidelity|photon|pair|transmission|loss|decoherence|channel|purification|range|edp|fidelity|ensemble|value|gate|entanglement|purification|scheme|scheme|initialization|requirement|difficulty|channel|loss|photon|transmission|advantage|scheme|distance|society|america
10.1007/s11128-015-1017-x,quantum|gate|cavity|regime|scheme|atom|photon|hybrid|cnot|gate|qubit|gate|passage|faraday|rotation|cavity|qed|characteristic|atom|photon|cnot|gate|quantum|cnot|gate|atom|photon|scheme|cavity|regime|excitation|atom|cavity|decay|emission|technology
10.1038/srep07658,quantum memory|room|temperature|photon|level|memory|polarization|device|qubit|fidelity|device|requirement|polarization|qubit|atom|crystal|room|temperature|memory|polarization|qubit|signal|background|ratio|fidelity|benchmark|laser|pulse|photon|account|gate|vapor|cell|background|noise|level|polarization|qubit|storage|photon|level|light|propel|vapor|level|functionality|information|process|architecture
10.1364/OPTICA.2.000832,quantum entanglement|quantum teleportation|quantum teleportation|quantum teleportation|quantum teleportation|quantum teleportation|quantum teleportation|quantum state|quantum state|fiber|photon|detector|quantum|gate|location|help|communication|demonstration|qubit|variable|distance|space|channel|hand|fiber|multifold|photon|detection|experiment|detection|efficiency|telecom|band|photon|detector|fiber|detection|efficiency|photon|detector|snspds|snspds|photon|measurement|input|photon|fiber|fidelity|society|america
10.1103/PhysRevA.91.062318,cluster state|mode|transformation|linear|cluster|state|generation|generation|linear|locss|addition|qubit|qubit|gate|success|rate|gate|question|optimality|gate|respect|loc|generation|scheme|gate|loc|growth|cluster|growth|gate|state|transformation|subspace|space|success|rate|qubit|entanglement|cluster|ancilla|photon|description|mode|transformation
10.1063/1.4935029,quantum computing|quantum dot|quantum|photon|integration|platform|chip|quantum|emission|integration|platform|waveguide|circuit|photon|source|gaas|sion|waveguide|chip|emission|waveguide|mode|waveguide|sion|core|clad|mach|zehnder|interferometer|mzi|emission|output|port|path|qubit|preparation|device|photon|nature|emission|chip|mzi|beamsplitter|hanbury|measurement|aip|publish
10.1038/srep13941,multifrequency|entanglement|spot|couple|ensemble|emitter|qes|surface|plasmon|nanoparticle|cluster|principle|green|tensor|entanglement|level|qes|couple|resonance|frequency|spot|nanoparticle|cluster|duration|beat|entanglement|order|entanglement|cavity|phenomenon|couple|resonance|excitation|cluster|frequency|resonance|entanglement|decay|rate
10.1103/PhysRevLett.115.140501,quantum state|quantum memory|quantum memory|quantum memory|telecom|wavelength|atom|fiber|polarization|qubit|polarization|photon|telecommunication|wavelength|platform|realization|quantum|information|technology|ease|qubit|manipulation|availability|polarization|photon|pair|source|possibility|fiber|optic|link|qubit|distance|platform|build|block|technology|demonstration|mapping|polarization|degree|freedom|telecom|wavelength|photon|polarization|qubit|telecom|wavelength|unity|fidelity|frequency|comb|protocol|ensemble|erbium|atom|fiber|limitation|proof|principle|demonstration|storage|efficiency|storage|matter|interface|potential|information|process
10.1103/PhysRevA.91.053845,waveguide|qed|power|spectra|correlation|photon|qubit|mirror|level|point|waveguide|end|infinitewaveguide|mirror|injection|photon|drive|resonance|fluorescence|photon|correlation|qubit|transition|frequency|decay|rate|interference|contrast|waveguide|photon|waveguide|emission|number|increase|oscillation|correlation|instance|photon|photon|waveguide|hand|resonant|drive|photon|band|gap|side|peak|feature|pole|particle|function|regime|delay|calculation|regime|waveguide|node|field|contrast|regime|complexity|qubit|bus|waveguide|information|process
10.1038/ncomms7524,quantum circuit|josephson|superconductor|superconductor|salient|feature|coherence|wave|function|phenomenon|subject|build|block|qubit|mode|josephson|voltage|oscillate|signal|counterpart|conductor|voltage|interferometer|regime|oscillate|frequency|gap|principle|signal|thz|gap
10.1038/NPHYS3202,quantum communication|quantum cryptography|multipartite|podolsky|rosen|steer|entanglement|network|podolsky|rosen|epr|paradox|quantum|particle|position|correlation|evidence|nonlocality|basis|epr|nonlocality|paradox|network|detection|observation|steer|entanglement|beam|quadrature|phase|amplitude|field|analogy|position|momentum|entanglement|paradox|experiment|test|quantum|mechanic|principle|multiparty|protocol|observer|qubit
10.1038/srep08963,quantum state|quantum system|current|gallery|mode|current|manifestation|bohm|schro|dinger|particle|presence|scatter|chaos|fermion|question|value|interest|material|quantum|ring|flux|ring|host|chaos|amplitude|order|magnitude|ring|term|current|spc|find|spc|type|gallery|mode|wgm|momenta|travel|boundary|scheme|insulator|wgm|spc|feature|base|class|qubit|discovery|wgm|wgm
10.1103/PhysRevB.91.121201,quantum computing|quantum bit|quantum bit|spin|photophysic|carbon|antisite|vacancy|defect|silicon|carbide|silicon|carbide|point|defect|material|generation|device|electron|photon|context|spin|physics|carbon|antisite|vacancy|pair|charge|state|photon|source|density|theory|body|perturbation|theory|defect|spin|ground|state|silicon|carbide|spin|resonance|signature|identification|possibility|manipulation|electron|spin|excitation|defect|telecom|wavelength|defect|candidate|state
10.1038/ncomms7695,control|dipole|emission|photon|emission|emitter|nanostructure|chip|information|process|nanoresonator|lifetime|dipole|emitter|nanoantenna|emission|direction|control|emission|momentum|transition|couple|state|qubit|transition|dipole|control|knowledge|interaction|dipole|eigenstate|helicity|couple|dipole|mode|crystal|waveguide|combination|helicity|mode|dipole|helicity|dipole|rightward|mode|unity|directionality|map|agreement|calculation|measurement|possibility|spin|pathway
10.1103/PhysRevA.91.012345,entanglement|decay|momentum|qubit|state|turbulence|propagation|qubit|momenta|oam|atmosphere|phase|correlation|length|oam|beam|entanglement|decay
10.1038/ncomms7787,quantum communication|quantum communication|quantum communication|quantum state|quantum repeater|quantum repeater|quantum repeater|quantum repeater|quantum repeater|quantum repeater|promise|transmission|message|transfer|photon|medium|choice|photon|loss|channel|requirement|existence|quantum|memory|requirement|fact|concept|qubit|protocol|cluster|state|machine|gun|loss|measurement|speed|feedforward|photon|communication|efficiency|channel|distance|route|photon|source|quantum|memory
10.1088/0953-4075/48/8/083001,quantum computer|quantum computing|quantum computing|quantum computing|quantum circuit|photon|introduction|circuit|way|principle|experiment|quantum|physics|understand|information|process|speed|computer|tutorial|tool|quantum|information|process|basic|measurement|concept|qubit|information|photon|polarization
10.1088/0953-4075/48/4/045502,cluster state|cluster state|cluster state|cluster state|cluster state|cluster state|resource|generation|optic|postselection|cluster|state|computer|scheme|state|importance|field|photon|photon|gate|measurement|transformation|parameter|efficiency|transformation|success|probability|measurement|outcome|present|group|qubit|qubit|cluster|gate|detection|photon|success|probability|gate|scheme|generation|decade|browne|optimality|gate|generation|optimization|success|probability|fuse|rail|qubit|tuple|entanglement|pair|state|conversion|cluster|success|probability
10.1016/j.ssc.2015.08.007,quantum system|control|correlation|state|correlation|qubit|anisotropic|isotropic|band|gab|pbg|crystal|approximation|amount|entanglement|quantum|discord|qubit|crystal|qubit|vacuum|reservoir|pbg|material|environment|value|correlation|prevention|correlation|drop|coherence|amount|correlation|correlation|pbg|pbg|condition|feature|pbg|material|candidate|scheme|optic|information|ltd|right
10.1080/09500340.2014.1000412,quantum state|photon pair|source|algaas|injection|engineering|quantum|photon|field|information|communication|process|challenge|gate|generation|manipulation|detection|qubit|chip|achievement|device|state|light|room|temperature|conversion|spdc|choice|platform|advantage|fabrication|technology|coefficient|wavelength|telecom|band|possibility|injection
10.1016/j.physa.2015.01.048,atom|atom|entanglement|cavity|report|entanglement|level|atom|qubit|mode|lossless|cavity|medium|presence|medium|cavity|mode|couple|order|susceptibility|cavity|equilibrium|heat|reservoir|photon|state|probability|entanglement|operator|hamiltonian|representation|block|diagonalize|block|density|operator|basis|hamiltonian|trace|density|matrix|state|density|matrix|concurrence|measure|entanglement|function|temperature|concurrence|atom|atom|entanglement|temperature|temperature|temperature|influence|medium|atom|atom|entanglement|right
10.1103/PhysRevA.91.042326,quantum dot|quantum network|quantum state|quantum state|quantum|state|join|split|side|microcavitie|join|vitelli|nat|photon|input|qubit|ququart|point|view|birefringence|quantum|dot|spin|microcavitie|join|scheme|quantum|dot|spin|join|photon|quantum|dot|spin|join|photon|join|input|quantum|information|photon|polarization|mode|degree|freedom|dof|scheme|inverse|split|procedure|projection|feed|step|photon|logic|gate|cnot|gate|swap|gate|toffoli|gate|fusion|split|scheme|synthesis|quantum|dot|spin|photon|quantum|transmission|superiority|photon|storage|superiority|quantum|dot|spin|communication|quantum|computation
10.1016/j.aop.2014.12.010,quantum measurement|quantum measurement|entanglement|measurement|reversal|scheme|trap|entanglement|qubit|environment|band|gap|material|entanglement|promotion|scheme|measurement|reversal|promotion|entanglement|trap|success|probability|measurement|strength|inc|right
10.1088/1367-2630/17/3/033037,quantum state|quantum state|tomography|momentum|qubit|projection|momentum|state|beam|image|characterization|photon|level|optic|quantum|information|science|characterization|capability|setup|tomography|qubit|degree|freedom|mode|projection|fork|hologram|mode|fiber|interferometer|alignment|calibration|device|measurement|sequence|density|matrix|extension|space
10.1088/1674-1056/24/5/050304,quantum teleportation|quantum teleportation|bidirectional|photon|path|polarization|entanglement|gate|nonlinearity|gate|bidirectional|bqtp|scheme|gate|qubit|photon|nonlinearitie|xknls|detector|element|gate|path|path|gate|gather|path|path|gate|technology|state|xknls|gate|bqtp|scheme|photon|user|photon|path|polarization|hybrid|state|bqtp|success|probability|gate
10.1103/PhysRevLett.114.220404,demonstration|nonlocality|presence|measurement|dependence|quantum|nonlocality|resource|device|quantum|information|process|diqip|instance|device|distribution|assumption|measurement|dependence|measurement|set|entanglement|inequality|test|diqip|source|particle|adversary|entanglement|inequality|putz|phy|rev|lett|fidelity|source|polarization|qubit|violation|inequality|range|measurement|clauser|holt|chsh|inequality|measurement|independence|assumption|quantum|nonlocality
10.1088/1367-2630/18/1/013006,quantum communication|quantum communication|quantum memory|demand|storage|polarization|qubit|crystal|multimode|component|storage|polarization|qubit|state|earth|ion|crystal|spin|refocus|qubit|millisecond|multiplexing|rate|experiment|factor|importance|multimode|storage|fidelity|retrieval|fidelity|qubit|photon|memory|fidelity|memory|signal|noise|ratio|viability|versatility|multimode|quantum|memory|earth|ion|crystal
10.1103/PhysRevLett.114.110504,quantum computer|quantum computer|quantum computer|quantum machine learning|entanglement|machine|machine|learn|branch|intelligence|experience|field|computer|science|robotic|bioinformatic|challenge|machine|datum|computer|algorithm|mohseni|rebentrost|arxiv|speedup|algorithm|entanglement|classification|vector|cluster|scale|photon|machine|learn|principle|vector|core|routine|machine|learn|principle|number|qubit|route|machine|learn
10.1103/PhysRevLett.114.230501,quantum network|quantum memory|quantum memory|quantum memory|state|spin|wave|bin|qubit|state|spin|wave|demand|read|frequency|comb|scheme|crystal|pulse|photon|level|signal|noise|ratio|band|filter|hole|crystal|noise|control|pulse|noise|level|photon|pulse|spin|wave|storage|bin|qubit|fidelity|measure|spin|wave|memory|quantum|regime|device|demonstration|qubit|demand|read|quantum|information|step|state|quantum|memory
10.1038/srep12233,majorana fermion|interface|qubit|hybrid|architecture|qubit|attention|capability|robustness|qubit|universality|qubit|kind|qubit|energy|scale|energy|mismatch|obstacle|couple|exchange|information|microwave|quantum|bus|couple|qubit|energy|mismatch|drive|field|framework|simulation|perturbation|energy|split|length|nanowire|qubit|perturbation|topology|scheme|interface|qubit|bus|multipartitie|state|qubit
10.1038/ncomms9206,quantum communication|matter|interface|earth|crystal|matter|interface|qubit|photon|network|photon|switch|physic|earth|ion|crystal|state|art|material|quantum|memory|quantum|transducer|photon|microwave|photon|spin|wave|couple|ensemble|neodymium|earth|ion|nanocavitie|yttrium|orthosilicate|host|crystal|cavity|quantum|electrodynamic|purcell|enhancement|dipole|transparency|transition|fluctuation|cavity|transmission|structure|density|gate|level|control|cavity|earth|ion|photon|echo|coherence|broaden|cavity|earth|ion|potential|chip|matter|interface
10.1038/srep09126,coherence|limit|biphoton|atom|cloud|biphoton|coherence|atom|interaction|couple|qubit|couple|information|process|quantum|storage|communication|photon|coherence|submicrosecond|manipulation|biphoton|wavefunction|band|biphoton|coherence|wave|mix|sfwm|atom|cloud|photon|transparency|eit|window|knowledge|record|coherence|photon|number|factor|coherence|detail|eit|coherence|role|coherence|photon|eit|rate|limit|coherence|coherence|microsecond|improvement|rate|khz
10.1103/PhysRevA.91.032324,quantum gate|ancilla|diamond|nitrogen|vacancy|center|resonator|scheme|phase|flip|phase|flip|gate|input|output|cavity|nitrogen|vacancy|center|defect|diamond|qubit|procedure|parity|check|measurement|path|merge|gate|scheme|path|gate|path|target|photon|control|photon|path|merge|gate|wave|plate|scheme|phase|flip|gate|synthesis|procedure|phase|flip|gate|cost|path|gate|merge|gate|gate|scheme|scheme|fidelity|efficiency
10.1109/JSTQE.2014.2364131,evaluation|distribution|sender|module|distribution|qkd|experiment|distance|module|quantum|optic|circuit|perspective|distance|communication|life|optic|architecture|size|objective|ultraflatmicrooptic|qkd|integration|platform|smartphone|context|suitability|subsystem|array|cavity|surface|laser|vcsel|emission|property|subnanosecond|pulse|mhz|repetition|rate|pulse|polarization|degree|polarization|micropolarizer|array|fabrication|element|extinction|indistinguishability|qubit|option|birefringence|mode|waveguide|array|femtosecond|laser|micromachine
10.12693/APhysPolA.127.1189,quantum network|w state|w state|w state|w state|graph state|fusion|toffoli|gate|cnot|gate|way|computation|optic|creation|scale|step|realization|information|task|photon|technology|setup|fusion|fredkin|gate|fusion|setup|probability|success|realization|fredkin|gate|optic|enhancement|toffoli|cnot|gate|fredkin|gate|probability|success|combination|gate|fredkin|gate|optic|setup|photon|technology|unity|success|probability|circuit|toffoli|gate|way|computation|qubit|unity|success|probability|cnot|gate|success|probability|unity|preparation|polarization|multi|particle|size
10.1038/npjqi.2016.6,quantum bit|quantum network|quantum cryptography|quantum cryptography|relay|information|party|secrecy|law|nature|secrecy|network|challenge|rout|node|trust|party|value|quantum|relay|qubit|sender|receiver|trust|end|user|gate|relay|fibre|sequence|receiver|photon|semiconductor|light|diode|relay|fidelity|link|set|state|error|correction|multiphoton|emission|statistic|integration|potential|source|platform
10.1038/NPHOTON.2016.2,quantum dot|quantum dot|quantum dot|quantum bit|control|state|emitter|control|level|heart|information|protocol|level|electron|hole|state|semiconductor|couple|light|manipulation|toolbox|control|exciton|wave|response|nanostructure|laser|pulse|coherence|dipole|spectro|shape|emission|quantum|control|sequence|nmr|spectroscopy|quantum|state|order|spectroscopy|quantum|optoelectronic|spectrum|technology|emitter|level
10.1109/JPROC.2016.2561274,quantum bit|quantum network|quantum state|control|spin|defect|bandgap|semiconductor|quantum|technology|level|defect|semiconductor|day|device|spin|state|scale|defect|information|process|sensor|sensitivity|review|advance|control|protocol|spin|defect|nitrogen|vacancy|center|diamond|variety|form|divacancy|complex|silicon|carbide|sic|defect|spin|triplet|ground|state|variety|room|temperature|gate|microwave|control|decouple|scheme|coherence|temperature|field|hand|control|spin|state|step|integration|entanglement|teleportation|control|control|pathway|transducer|hybrid|versatility|control|mechanism|technology|spin|defect
10.1088/2058-9565/1/1/015004,quantum bit|quantum communication|frequency|frequency|photon|dimension|resource|information|process|fiber|network|channel|capacity|security|frequency|qudit|experiment|limitation|generation|frequency|qudts|filter|cavity|state|kmin|total|length|scheme|engineering|biphoton|parametric|conversion|hong|mandel|interference|frequency|qudit|experiment|distribution|frequency|mode|metrology|synchronization|test|violation|realism
10.1038/srep26338,scheme|teleportation|state|circuit|quantum|electrodynamic|scheme|qubit|state|variable|state|circuit|qubit|level|channel|microwave|state|cavity|entanglement|type|measurement|state|state|variable|state|state|cavity|mode|order|protocol|self|kerr|nonlinearity|cavity|teleporation|scheme|information|process|gate|circuit|qed|state|state|verification|qubit|gate|state|state|art|circuit
10.1038/nature18648,quantum computer|quantum computer|quantum computer|quantum computer|quantum computing|quantum algorithm|quantum algorithm|demonstration|qubit|computer|platform|hardware|algorithm|number|qubit|ion|software|sequence|logic|gate|algorithm|set|gate|gate|hardware|fidelity|cent|gate|sequence|flexibility|variety|algorithm|hardware|bernstein|algorithm|success|rate|cent|quantum|ion|qubit|phase|estimation|period|fidelity|cent|number|qubit|register|module|ion|quantum
10.1364/JOSAB.33.000C50,quantum computing|quantum computing|superconducting qubit|superconductor|self|indium|island|progress|superconductor|semiconductor|source|lead|way|candidate|information|distance|photon|qubit|qubit|qubit|goal|interface|communication|path|goal|integration|superconductor|semiconductor|information|mean|proximity|interface|superconductor|semiconductor|step|observation|superconductor|diameter|self|indium|structure|surface|semiconductor|material|society|america
10.1088/1612-2011/13/8/085201,computation|microwave|photon|resonant|interaction|difficulty|computation|circuit|level|transmon|qubit|interaction|anharmonicity|transmon|qubit|realization|progress|control|microwave|photon|circuit|cavity|platform|information|process|qubit|photon|photon|interaction|scheme|computation|circuit|qed|lattice|proposal|cavity|squid|qubit|photon|photon|interaction|holonomie|computation|way|scheme|alternative|computation|microwave|photon
10.1364/OE.24.000125,amplification|qubit|postselection|qubit|amplification|bin|qubit|photon|state|fibre|telecom|wavelength|scheme|simplicity|stability|potential|efficiency|detector|gain|fidelity|amplifier|function|loss|photon|amplifier|source|advance|device|distribution|test|mechanic|distance|society|america
10.1038/NNANO.2016.139,trapped ion|address|ion|qubit|coherence|coulomb|interaction|qubit|realization|primitive|information|fidelity|quantum|gate|qubit|delivery|ion|quantum|manipulation|readout|experiment|ten|waveguide|device|rout|ion|surface|ion|trap|ion|qubit|location|grating|coupler|open|trap|electrode|ion|chip|light|gate|qubit|transition|ion|grating|beam|diffraction|spot|ion|position|radius|trap|axis|crosstalk|error|distance|beam|centre|scalability|planar|fabrication|alignment|integration|optic|trap|chip|path|scale|ion|quantum|information|process
10.1007/s10773-016-3108-6,quantum dot|qubit|decoherence|state|cavity|qed|preparation|qubit|decoherence|state|cavity|qed|selection|rule|electron|self|gaas|resonator|photon|qubit|decoherence|state|entanglement|protocol|one|photon|resource|state|distance|communication|photon
10.1103/PhysRevApplied.6.014019,cavity|measurement|spin|silicon|identification|state|defect|qubit|candidate|semiconductor|potential|device|qubit|measurement|control|gate|discovery|spin|state|silicon|carbide|film|route|defect|qubit|chip|device|silicon|carbide|crystal|cavity|excitation|color|center|defect|spin|ensemble|order|photoluminescence|signal|count|rate|resonance|signal|intensity|spin|initialization|rate|factor|increase|photoluminescence|resonance|signal|color|center|cavity|resonant|excitation|rate|ground|state|spin|initialization|factor|reduction|excitation|mode|volume|excitation|collection|efficiency|structure|order|defect|qubit|property|benefit|device|environment|color|center|defect|qubit|information|sense
10.1038/lsa.2016.64,quantum circuit|quantum communication|quantum state|cluster state|cluster state|path|polarization|photon|chip|qubit|degree|freedom|dof|photon|route|space|photon|state|state|entanglement|dof|implication|physics|test|computation|number|qubit|experiment|miniaturization|integration|element|function|setup|stability|technology|control|dof|chip|path|polarization|qubit|property|qubit|dof|search|algorithm|way|computation|way|integration|chip|multiphoton|state
10.1038/ncomms13454,quantum communication|quantum repeater|proposal|proof|principle|demonstration|detection|qubit|waveguide|detection|qubit|technology|information|process|network|detection|way|form|multiplexing|integration|component|state|quantum|memory|qubit|detection|feature|impurity|crystal|signal|photon|bin|qubit|state|phase|probe|pulse|interaction|thulium|waveguide|proof|principle|experiment|signal|pulse|modulation|ability|coherence|mode|find|path|component|photon|earth|ion|crystal
10.1038/ncomms11339,quantum computing|quantum state|quantum state|state|transfer|photon|qubit|transfer|datum|task|information|microprocessor|datum|bus|bit|location|rout|protocol|information|fidelity|task|fragility|state|transfer|protocol|qubit|qubit|location|device|rout|procedure|state|fidelity|coincidence|basis|protocol|state|transfer|information|polarization|state|qubit|principle|state|transfer|route|datum|transfer
10.1103/PhysRevLett.117.040402,quantum state|quantum state|demonstration|self|quantum|tomography|characterization|qubit|postprocesse|datum|storage|robustness|error|noise|self|quantum|tomography|polarization|qubit|projection|measurement|datum|storage|postprocesse|robustness|noise|measurement|error|qubit|qubit|state
10.1103/PhysRevA.94.052334,measurement|witness|qubit|proof|principle|experiment|measurement|collectibility|witness|rudnicki|phy|rev|lett|witness|qubit|state|entanglement|term|negativity|collectibility|class|polarization|qubit|state|state|measurement|procedure|shortcome|photon|proof|principle|experiment|measurement|collectibility|witness|rudnicki|phy|rev|lett|witness|qubit|state|entanglement|term|negativity|collectibility|class|polarization|qubit|state|state|measurement|procedure|shortcome|photon|indistinguishability
