DOI,nouns
10.1038/s41467-021-24693-6,quantum bit|quantum algorithm|quantum system|quantum system|trapped ion|space|dimension|spin|quantum|technology|change|information|process|future|challenge|number|qubit|quantum|property|level|encode|capacity|qubit|way|amount|information|number|object|kue|possibility|device|circuit|qudit|number|state|race|quantum|technology|world|platform|photon|superconducte|silicon|circuit|magnet|read|magnet|centre|magnet|architecture|dimension|space|possibility|magnet|candidate|quantum|technology|ease|manufacture|potential|qudit|biard|spin|terbium|atom|space
10.1002/qute.202400001,quantum computing|quantum bit|quantum bit|quantum bit|quantum bit|microwave|signal|amplitude|superconductor|flux|quantum|pulse|chip|generation|microwave|signal|temperature|environment|component|amplitude|microwave|flux|quantum|sfq|pair|reversal|polarity|element|generator|pair|wave|microwave|filter|microwave|signal|line|width|amplitude|microwave|signal|interval|sfq|pulse|pair|proposal|test|chip|experiment|reverse|polarity|pulse|output|microwave|amplitude|control|phase|output|microwave|improvement|alternative|microwave|circuit|chip|microwave|signal|generation|sfq|pair|amplitude|precision|environment|future|image
10.1103/PhysRevB.96.201304,quantum dot|quantum bit|ultracoherent|gate|spin|qubit|superexchange|couple|spin|material|silicon|germanium|spin|qubit|information|process|frontier|spin|qubit|charge|noise|spin|orbit|interaction|coherence|gate|fidelity|state|qubit|superexchange|mean|exchange|interaction|electron|spin|qubit|semiconductor|existence|supersweet|spot|qubit|gate|interaction|order|noise|error|spin|orbit|interaction|spin|qubit|architecture|capability|semiconductor|industry
10.1103/PhysRevA.90.022323,trapped ion|trapped ion|gate|decouple|information|decoherence|noise|qubit|protection|gate|decouple|set|gate|gate|group|scheme|advantage|holonomie|decouple|control|error|decoherence|error|gate
10.1088/0253-6102/55/5/09,trapped ion|trapped ion|step|scheme|qubit|quantum|phase|gate|scheme|qubit|quantum|phase|gate|advantage|excitation|mode|qubit|cycle|rabi|oscillation|dicke|subspace|scheme|step|gate|motion|scheme|address|ion
10.1063/5.0059966,quantum network|quantum network|trapped ion|trapped ion|trapped ion|trapped ion|band|photon|stage|frequency|conversion|fiber|photon|telecommunication|wavelength|qubit|distance|candidate|fidelity|qubit|gate|coherence|ability|photon|ion|qubit|state|photon|wavelength|telecommunication|fiber|conversion|photon|dipole|transition|ion|telecommunication|band|step|distance|internet|license|aip|publish
10.1038/nature24654,quantum computer|quantum computer|quantum bit|quantum simulator|quantum simulator|quantum simulator|trapped ion|observation|body|phase|transition|qubit|type|interaction|qubit|way|quantum|body|control|number|qubit|simulator|range|material|model|limit|class|qubit|dynamic|transverse|field|ise|range|interaction|phase|transition|change|hamiltonian|regime|mechanic|qubit|spin|state|range|interaction|strength|range|efficiency|cent|efficiency|body|correlation|qubit|shoot|phase|transition|feature|range|interaction|connectivity|qubit
10.1088/2058-9565/ad085b,quantum gate|quantum gate|quantum state|trapped ion|trapped ion|trapped ion|quantum simulation|quadrupole|transition|decouple|tool|engineering|property|layer|decouple|mean|radio|frequency|field|dress|shift|coherence|state|enhancement|metrology|quantum|computation|challenge|decouple|laser|ion|interaction|control|state|qubit|state|representation|state|quadrupole|transition|treatment|transition|frequency|rabi|rate|selection|rule|transition|basis|possibility|molmer|gate
10.1038/s42005-021-00767-1,quantum bit|quantum bit|nitrogen vacancy|quantum repeater|entanglement|photon|qubit|diamond|nature|photon|polarization|spin|polarization|field|quanta|vacuum|matter|qubit|noise|resilience|qubit|photon|spin|qubit|emission|help|spin|orbit|entanglement|nitrogen|vacancy|center|diamond|spin|qubit|subsystem|spin|triplet|electron|microwave|experiment|state|fidelity|emission|absorption|entanglement|matter|frequency|space|mode|match|way|noise|network|internet|entanglement|gate|quantum|technology|nature|spin|diamond|fidelity|entanglement|photon
10.1039/d4qi01782j,quantum bit|quantum bit|quantum bit|quantum coherence|quantum coherence|quantum system|quantum sensor|quantum sensor|quantum sensor|nitrogen|fullerene|metal|framework|spin|qubit|information|process|addressability|scalability|coherence|scalability|endohedral|nitrogen|fullerene|molecule|quantum|material|construction|array|information|process|nitrogen|fullerene|molecule|metal|framework|electron|characterization|energy|level|spin|dynamic|spin|qubit|magnitude|field|split|temperature|factor|spin|coherence|temperature|spin|characterization|presence|proton|environment|eseem|experiment|feasibility|spin|molecule|spin|qubit|candidate|nucleus|metal|framework|epr
10.1587/transele.2018SDP0001,quantum computer|quantum computer|quantum computer|quantum bit|concept|hardware|architecture|technology|scale|ten|thousand
10.1088/1367-2630/18/12/123007,quantum gate|quantum gate|trapped ion|trapped ion|high|fidelity|presence|heating|bus|mode|control|pulse|ion|phonon|entanglement|interaction|gate|improvement|gate
10.1103/PhysRevA.108.032605,quantum computer|quantum computer|quantum computer|quantum bit|qubit|tomography|realization|measurement|qubit|build|block|state|qubit|qubit|characterization|viewpoint|metrology|measurement|assumption|knowledge|measurement|demonstration|error|saturation|limit|nagaoka|hayashi|simulation|adaptive|measurement|scheme|simulation|robustness|qubit|state|amount|knowledge
10.1103/PhysRevA.107.012605,quantum computing|quantum computing|trapped ion|neutral atom|neutral atom|neutral atom|qubit|gate|transitionless|quantum|atom|platform|gate|capability|qubit|geometry|ability|range|interaction|qubit|qubit|gate|fidelity|platform|aim|fidelity|gate|rydberg|blockade|mechanism|gate|procedure|quantum|drive|pair|atom|broadband|laser|cesium|atom|emission|level|parameter|fluctuation|rydberg|blockade|gate|fidelity|gate|gate|procedure|gate|state|art|gate|gate|drive|atom|gate|procedure|potential
10.1103/PhysRevA.96.052316,quantum gate|trapped ion|rydberg|atom|scheme|computation|quantum|computation|mean|resonance|circuit|quantum|computation|rydberg|atom|state|coherence|rydberg|interaction|qubit|gate|scheme|quantum|computation|rydberg|atom|robustness|gate|merit|rydberg|atom
10.1103/PhysRevLett.133.106001,josephson junction|josephson junction|quantum bit|quantum circuit|measurement|phase|relation|graphene|quantum|interference|device|phase|relation|phase|variation|order|parameter|lead|link|dissipationless|relation|fingerprint|junction|harmonic|knowledge|property|phase|relation|quantum|interference|device|gate|tunable|graphene|josephson|element|harmonic|element|decoherence
10.1038/s41567-020-0824-x,quantum bit|quantum bit|quantum bit|quantum bit|quantum error correction|quantum system|topological quantum|suppression|bit|flip|qubit|oscillator|choice|qubit|error|space|resonator|bit|rate|phase|error|interact|environment|care|error|constraint|hardware|phase|space|source|decoherence|fluctuation|promise|error|measure|information|space|extent|locality|field|quadrature|space|resonator|mechanism|photon|state|location|phase|space|separation|decrease|bit|flip|rate|phase|flip|bit|flip|phase|flip|code|scale|resonator|dissipation|build|block|computation|hardware
10.1038/nature13436,quantum computer|quantum bit|quantum bit|quantum bit|quantum superposition|quantum error correction|quantum error correction|quantum state|quantum state|quantum state|trapped ion|quantum memory|photon|demolition|parity|measurement|nature|information|information|space|observable|occurrence|error|information|observable|bit|parity|symmetry|property|encode|scheme|measurement|observable|error|syndrome|way|state|error|quantum|measurement|quantum|jump|state|energy|cavity|quantum|nitrogen|vacancy|monitor|error|syndrome|quantum|jump|error|syndrome|photon|number|parity|microwave|cavity|property|ancilla|role|manipulation|measurement|quantity|error|syndrome|scheme|hardware|state|state|light|nature|measurement|region|state|space|parity|collapse|state|state|measurement|cavity|lifetime|shoot|fidelity|cent|probability|measurement|parity|combination|encode|information|state|demolition|parity|track|step|lifetime
10.1088/1367-2630/18/8/083030,quantum bit|trapped ion|transport|bernstein|vazirani|algorithm|ion|qubit|surface|trap|bernstein|vazirani|algorithm|architecture|advantage|ion|transport|capability|trap|algorithm|ion|chain|ion|improvement|number|oracle|query|ion|query|bit|string|probability|ion|probability
10.1103/PhysRevLett.122.040404,superconducting qubit|quantum system|trapped ion|correlator|quasiprobabilitie|witness|correlator|otocs|attention|witness|information|body|discussion|otoc|question|suitability|witness|negativity|quasiprobability|distribution|qpd|otoc|witness|otoc|feature|qpd|evolve|timescale|respect|positive|decoherence|conclusion|spin|chain|dynamic|measurement|protocol|quantum|clock|measurement|scheme|otoc|experiment|quantum|hardware
10.1007/s11433-012-4815-5,trapped ion|w state|cluster state|generation|partite|state|ion|qubit|state|chen|phy|state|type|state|greenberger|zeilinger|ghz|state|state|information|process|scheme|qubit|state|motion|scheme|state|heating
10.1103/PhysRevB.109.064505,quantum bit|quantum circuit|observation|oscillation|anharmonic|limit|aluminium|anharmonicity|order|decoherence|rate|microwave|cavity|manipulation|rabi|oscillation|fringe|find|numerical|model|oscillator|oscillation|qubit|regime|oscillation|qubit|oscillation|domain|measurement|drive|frequency|light|find|platform|show|addition|field|resilience|quantum|matter|search
10.1103/PhysRevB.85.075413,quantum bit|photon|heat|conduction|circuit|heat|conduction|resistor|microwave|cavity|temperature|part|heat|resistor|photon|excitation|mode|cavity|manifestation|photon|heat|conduction|state|art|scheme|interference|temperature|control|component|environment|engineering|cavity
10.1103/PhysRevA.84.012314,trapped ion|ion|architecture|fidelity|toffoli|gate|architecture|quantum|toffoli|gate|gate|principle|laser|gate|condition|range|value|heating|fluctuation|parameter|characterization|noise|gate|qubit|quantum|tomography
10.1103/PhysRevApplied.6.044010,quantum computer|quantum computer|quantum computing|quantum computing|quantum bit|quantum processor|trapped ion|quantum memory|wiring|quantum|socket|architecture|verge|scalability|requirement|stage|quest|realization|quantum|error|correction|code|impact|information|qubit|circuit|scalability|engineering|quantum|hardware|technology|effort|realization|wiring|control|measurement|number|qubit|interconnect|state|qubit|quantum|socket|quantum|socket|dimension|electron|qubit|density|wire|bond|quantum|socket|spring|microwire|wire|chip|contact|wire|cross|section|component|functionality|temperature|quantum|socket|ideal|state|qubit|wire|geometry|range|ghz|contact|resistance|omega|impedance|mismatch|omega|cross|talk|proof|principle|quantum|socket|quality|resonator|temperature|quantum|error|correction|code|surface|code|quantum|socket|qubit|lattice|socket|lattice|realization
10.1103/PhysRevLett.110.263002,trapped ion|trapped ion|bell state|demonstration|state|phase|gate|ion|gate|scheme|bermudez|phy|rev|excitation|carrier|sideband|transition|creation|state|field|state|excitation|decouple|qubit|error|simplification|gate|fidelity|source|error
10.22331/q-2023-04-06-970,superconducting qubit|trapped ion|quantum simulation|state|preparation|state|preparation|spiral|number|platform|rydberg|atom|simulation|future|comparison|evolution|spiral|adiabatic
10.1103/PRXQuantum.3.010344,quantum computing|quantum processor|trapped ion|trapped ion|trapped ion|neutral atom|cavity|architecture|rydberg|array|hardware|architecture|protocol|cavity|scheme|rydberg|array|gate|qubit|entanglement|photon|transfer|cavity|fidelity|entanglement|cavity|quality|processor|chain|cavity|parameter|photon|entanglement|rate|order|magnitude|bottleneck|ion|scenario|entanglement|ion|chain|total|qubit|fidelity|rate|gate|ion|processor|rydberg|atom|array|thousand|connectivity|architecture|ten|thousand|qubit|cavity|capability|scale|quantum|era|algorithm|simulation|error|scheme
10.1016/j.future.2021.12.015,quantum computer|quantum computer|quantum bit|quantum bit|quantum algorithm|quantum system|quantum device|quantum simulator|metaheuristics|inspiration|simulation|execution|quantum|metaheuristic|solver|principle|mechanic|algorithm|machine|uniqueness|principle|inspiration|phenomenon|way|question|algorithm|reproducibility|contribution|step|question|attempt|find|literature|order|hybrid|machine|algorithm|author|knowledge|metaheuristic|quantum|realm|quantum|machine|user|mobility|management|network|validation|world|instance|comparison|algorithm|comparison|metric|test|parameter|sensitivity|experiment|question|hardware|algorithm|search|perspective|quantum|metaheuristics|author
10.1063/1.4934867,quantum computer|quantum bit|superconducting qubit|broadband|filter|abatement|emission|circuit|quantum|electrodynamic|ability|fidelity|readout|qubit|goal|measurement|channel|relaxation|emission|impedance|engineering|filter|photon|resonator|cavity|frequency|qubit|frequency|broadband|filter|chip|chip|configuration|aip|publish
10.1007/s00340-013-5541-z,trapped ion|duffe|oscillator|surface|ion|oscillation|couple|ion|home|surface|trap|set|couple|nonlinearity|order|multipole|potential|hexapole|octopole|layout|fabrication|asymmetry|set|duffe|equation|oscillation|term|scale|value|investigation|set|nonlinearity|instability|qubit|information|process
10.1038/s41534-023-00737-1,quantum computer|quantum computing|trapped ion|trapped ion|neutral atom|fidelity|ion|qubit|gate|modulator|experiment|modulator|order|phase|frequency|amplitude|light|atom|element|power|space|channel|challenge|ion|ion|device|clock|sensor|element|trap|loss|couple|component|modulator|integration|surface|ion|trap|device|piezo|circuit|mach|zehnder|modulator|intensity|light|chip|quantum|tomography|hundred|sequence|sensitivity|fidelity|type|magnitude|gate|error|modulator|qubit|gate|fidelity
10.1109/TASC.2011.2159974,josephson junction|josephson junction|quantum bit|superconducting qubit|numerical|qubit|phase|relation|influence|harmonic|characteristic|qubit|split|energy|state|phase|qubit|energy|scale|unharmonicity|parameter|hand|charge|qubit|expectation|value|cooper|pair|number|inclusion|unharmonicity|parameter|expectation|value|current|energy|scale|unharmonicity|parameter|numerical|importance|harmonic|realization
10.1088/1367-2630/18/5/053024,quantum computer|quantum computer|quantum dot|quantum dot|quantum bit|quantum repeater|initialization|spin|qubit|site|nanowire|fault|state|spin|spin|grid|self|qds|candidate|spin|information|process|device|qds|scale|processor|effort|qds|nanowire|array|charge|property|demonstration|spin|qubit|gate|qds|pump|spin|site|qds|fidelity|spin|qubit|initialization|step|spin|nanowire|qds|memory|scale|fault|repeater|control|spin|qubit
10.1103/PhysRevLett.117.220501,quantum computer|quantum computer|quantum computing|quantum gate|quantum gate|quantum gate|trapped ion|ion|quantum|logic|radiation|field|tool|scale|number|radiation|field|realization|ion|architecture|number|ion|obstacle|device|million|ion|ion|vanishe|voltage|logic|gate|location|gate|gate|transistor|architecture|computer|processor|principle|wavelength|radiation|state|quantum|clock|qubit|fidelity|tool|quantum|metrology|simulation
10.1109/JPHOT.2013.2252005,josephson junction|quantum bit|quantum communication|breakthrough|photon|breakthrough|microwave|quantum|photon|circuit|breakthrough|microwave|quantum|photon|circuit|technology|qubit|control|measurement|microwave|field|microwave|state|photon|state|state|state|protocol|possibility|information|process|quantum|metrology|circuit
10.1103/PhysRevA.110.022607,trapped ion|neutral atom|range|surface|code|surface|code|error|code|qubit|parity|check|dimension|constraint|locality|qubit|robustness|surface|code|error|number|qubit|number|parity|check|qubit|surface|code|error|limit|number|qubit|constant|family|hypergraph|product|code|surface|code|rate|density|parity|check|code|fault|protocol|gate|quantum|code|parent|code|term|code|hardware|tweezer|range|surface|code|surface|code|hundred|qubit|robustness|qubit|error|term|device
10.1007/s11128-018-2134-0,quantum gate|proposal|quantum|computation|decoherence|subspace|scheme|decoherence|subspace|ion|qubit|qubit|resource|decoherence|subspace|encode|control|decoherence|subspace|phy|hamiltonian|interaction|qubit|scheme|gate|error|noise|advantage|quantum|control|decoherence|subspace|hamiltonian|body|interaction|scheme|ion
10.1038/s41565-022-01235-9,josephson junction|josephson junction|quantum computing|quantum bit|quantum bit|quantum circuit|quantum circuit|quantum system|gate|tunable|graphene|josephson|parametric|amplifier|portfolio|quantum|component|advance|microwave|quantum|element|quantum|noise|readout|energy|range|ten|state|light|resource|quantum|amplifier|source|dissipation|linearity|year|effort|semiconductor|link|element|demonstration|microwave|resonator|semiconductor|electron|carbon|challenge|linearity|dissipation|participation|energy|scale|amplifier|semiconductor|link|amplifier|graphene|frequency|gate|voltage|gain|noise|quantum|limit|toolset|opportunity|technology|quantum|sense
10.1103/PhysRevA.97.042317,trapped ion|trapped ion|trapped ion|quantum simulation|quantum simulation|quantum simulation|quantum simulation|analog|dicke|analog|dicke|laser|interaction|ion|regime|matter|couple|mode|mode|simulation|qubit|dicke|field|regime|jayne|behavior|couple|regime|wave|approximation|qubit|dicke|regime|qubit|anisotropic|dicke|regime|couple|regime|agreement|ion|laboratory|future|technology|formalism|avenue|spin|dicke
10.1021/acs.nanolett.8b04275,quantum computing|quantum bit|quantum|well|josephson|field|transistor|interferometer|hybrid|superconductor|semiconductor|structure|attention|variety|device|realization|superconducte|gate|tunable|superconducte|sige|quantum|well|heterostructure|mobility|hole|aluminum|superconducte|lead|device|josephson|field|transistor|jofet|interference|device|squids|gate|transport|channel|micrometer|gap|tunnel|measurement|transmission|electron|microscopy|diffusion|contact|channel
10.1103/PhysRevA.85.032334,quantum state|trapped ion|trapped ion|quantum simulation|oscillator|network|qubit|scheme|state|network|quantum|oscillator|motionalstate|radiation|state|cavity|scheme|resource|access|sense|interaction|qubit|probe|node|network|weyl|function|network|datum|transformation|tune|couple|parameter|addition|number|quantum|property|reconstruction|state|scheme|body|quantum|computation|variable|reach|technology
10.1140/epjqt/s40507-024-00250-0,quantum computer|quantum algorithm|quantum algorithm|quantum algorithm|quantum algorithm|quantum system|quantum device|trapped ion|neutral atom|realization|fault|challenge|science|technology|qudit|transpilation|circuit|qubit|form|characteristic|qudit|processor|number|qudit|number|level|qubit|mapping|comparison|realization|advantage|qudit|scheme|qubit|circuit|sequence|qudit|qudit|gate|set|qubit|qudit|qudit|amount|body|interaction|qubit|circuit|find|relevance|experiment|scale|information|carrier|qudit|encode|state
10.1038/NPHOTON.2013.41,quantum dot|quantum dot|quantum bit|quantum gate|quantum network|quantum memory|quantum|control|spin|qubit|crystal|cavity|ingredient|interface|photon|qubit|interaction|communication|crystal|architecture|platform|couple|light|state|qubit|crystal|transition|photon|state|researcher|emitter|crystal|cavity|demonstration|spin|qubit|environment|dot|electron|initialization|rotation|measurement|electron|spin|qubit|laser|pulse|cavity
10.1103/PhysRevLett.110.060503,quantum computing|quantum computing|quantum computing|quantum bit|quantum system|optic|circuit|qed|quantum|information|process|photon|element|gate|nonlinearity|circuit|qed|optic|microwave|regime|photon|phase|gate|hybrid|resonator|flux|qubit|couple|self|kerr|nonlinearity|tolerance|qubit|gate|doi
10.1088/1674-1056/26/7/078501,josephson junction|josephson junction|josephson junction|quantum bit|bridge|fabrication|alox|alox|bridge|layer|resist|polymethyl|methacrylate|pmma|accelerate|voltage|size|junction|range|bridge|fabrication|bridge|fabrication|bridge|requirement|device
10.1103/PhysRevA.97.013825,trapped ion|trapped ion|phase|transition|quantum|rabi|quantum|rabi|qrm|order|phase|transition|dpt|transition|interplay|qubit|oscillator|couple|oscillator|state|number|excitation|dpt|number|component|universality|class|qrm|qrm|bath|exponent|function|qrm|couple|rate|dissipation|range|thank|controllability|ourwork|possibility|dynamic|phase|transition
10.1088/1367-2630/17/5/053032,quantum computing|quantum computing|quantum system|trapped ion|gate|microwave|state|set|state|effort|computation|wavelength|radiation|enhancement|mean|field|gradient|presence|field|construction|gate|presence|noise|shielding|couple|degree|freedom|mode
10.1038/srep04910,quantum state|trapped ion|clone|observable|protocol|clone|preservation|statistic|observable|clone|set|observable|clone|broadcast|theorem|propagation|state|coherence|generation|protocol|scenario|individual|copy|information|environment|qubit|protocol
10.1103/PhysRevApplied.21.054067,quantum computing|trapped ion|trapped ion|site|image|spin|state|detection|ion|crystal|location|spin|state|fidelity|class|simulation|fidelity|state|discrimination|crystal|region|hardware|detector|network|timestampe|detector|detection|crystal|trap|rotation|khz|network|fluorescence|photon|datum|rest|frame|crystal|order|ion|location|success|rate|illumination|inhomogeneity|crystal|state|detection|spinstate|detection|fidelity|correlation|array|hundred|qubit
10.1016/j.tsf.2021.138784,quantum bit|layer|deposition|aluminum|film|dimethylethylaminealane|precursor|growth|aluminum|film|layer|deposition|ald|dimethylethylaminealane|dmeaa|precursor|underlayer|aluminum|film|dmeaa|precursor|titanium|film|underlayer|film|show|orientation|substrate|lattice|transition|temperature|aluminum|film|find|ald|quality|aluminum|film|potential|device|ald|dmeaa|precursor|josephson|tunnel|junction
10.1063/5.0018012,quantum bit|quantum circuit|aluminum|resonator|field|tesla|inductance|material|resource|architecture|aluminum|sheet|inductance|range|applicability|microwave|detector|photon|quality|factor|microwave|resonator|field|plane|film|field|range|introduction|quasiparticle|trap|form|fluxon|field|resonator|quality|factor|door|inductance|structure|circuit|quantum|electrodynamic|architecture|field|requirement
10.1134/S1070328424600335,quantum bit|qubit|candidate|surface|framework|qubit|progress|quantum|technology|qubit|center|advantage|diversity|possibility|order|structure|metal|framework|mof|qubit|candidate|proxyl|framework|investigation|compound|amount|electron|resonance|epr|presence|fraction|radical|simulation|phase|memory|room|temperature|radical|mof|rabi|nutation|material|platform|qubit|amount|center|mof|structure|spin|qubit|candidate
