DOI,nouns
10.1103/PhysRevA.81.062332,trapped ion|demonstration|logic|gate|surface|ion|trap|quantum|control|surface|trap|transition|ground|state|form|qubit|qubit|transition|field|fluctuation|superconducte|ring|decoherence|qubit|environment|stark|shift|correction|laser|phase|sequencer|need|laser|quantum|tomography|state|sequence|zoller|gate|ion|fidelity
10.1088/1367-2630/12/6/063015,josephson junction|quantum computing|quantum computing|quantum computing|quantum computing|qubit|chip|microwave|photon|transmission|line|resonator|chip|qubit|optic|control|josephson|device|chip|advantage|nonlinearitie|qubit|interaction|gate|error|rate|scheme|josephson|device|decoherence|technology|scheme|milestone|qubit
10.1103/PhysRevB.81.104505,josephson junction|leakage|josephson|flux|qubit|breakdown|level|approximation|state|device|quantum|bit|computation|qubit|level|energy|level|josephson|flux|qubit|quantum|interference|device|loop|flux|quantum|leakage|transition|qubit|state|state|pulse|computation|gate|ground|state|field|pulse|qubit|resonant|frequency|intensity|calculation|leakage|leakage|matrix|element|supercurrent|simulation|schroumldinger|equation|hamiltonian|device|simulation|value|level|approximation|rabi|frequency|leakage|function|ratio|alpha|josephson|energy|junction|device|value|leakage|alpha|flux|noise|leakage
10.1103/PhysRevB.82.180518,superconducting qubit|superconducting qubit|superconducting qubit|superconducting qubit|superconducting qubit|superconducting qubit|quantum|zeno|scheme|verification|zeno|noise|spectrum|decay|behavior|correlation|noise|measurement|decay|dynamic|feature|zeno|sequence|measurement|way|zeno|prediction|technology
10.1103/PhysRevA.81.063823,superconducting qubit|superconducting qubit|superconducting qubit|tunable|transparency|absorption|transparency|absorption|eit|eia|level|contrast|eit|level|level|qubit|mode|cavity|field|eit|eia|level|space|tunability|relaxation|rate|level|space|qubit|transition|property|qubit|susceptibility|relaxation|rate|reaction|qubit|incident|probe|field|datum|charge|phase|flux|qubit|possibility|proposal
10.1103/PhysRevA.81.012306,superconducting qubit|quantum circuit|quantum circuit|quantum state|multifrequency|control|pulse|phase|qubit|qubit|gate|control|pulse|energy|difference|multistate|control|pulse|generalization|floquet|frequency|control|control|qudit|agreement|simulation
10.1007/s11433-010-4014-1,superconducting qubit|feshbach|resonance|feshbach|resonance|resonance|atom|scatter|channel|state|channel|resonance|phenomenon|collision|particle|transport|massless|particle|photon|resonator|array|cavity|level|tls|tls|array|state|setup|transmission|feshbach|resonance|state|couple|cavity|crystal|transmission|line|numerical|simulation|domain|assumption
10.1103/PhysRevLett.104.027002,superconducting qubit|superconducting qubit|superconducting qubit|superconducting qubit|squid|kinetic|inductor|couple|environment|state|interaction|fact|state|decay|rate|qubit|lifetime|order|magnitude|manipulation|readout|decay|fidelity
10.1103/PhysRevLett.105.167001,superconducting qubit|superconducting qubit|circuit|qed|phase|array|array|body|quantum|ise|qubit|resonator|circuit|qed|behavior|body|state|qubit|array|switch|regime|phase|phase|qubit|array|circuit|parameter
10.1103/PhysRevB.82.165320,quantum dot|superconducting qubit|cool|motion|level|temperature|regime|cool|resonator|state|level|regime|temperature|planck|equation|mode|saturation|dynamic|resonator|mode|occupation|number|degrade|rate|breakdown|temperature|dependence|parameter|state|resonator|spin|qubit
10.1103/PhysRevB.82.024514,superconducting qubit|superconducting qubit|quantum gate|cluster state|cluster state|resonant|circuit|quantum|electrodynamic|resonant|gate|circuit|quantum|electrodynamic|information|process|utilization|level|resonator|tool|qubit|resonant|gate|gate|speed|benefit|qubit|gate|circuit|quantum|electrodynamic|array|phase|qubit|gate|generation|account|decoherence|mechanism|fidelity|generation
10.1038/nature09418,quantum computer|quantum algorithm|quantum state|generation|qubit|state|phase|qubit|entanglement|resource|quantum|creation|measurement|state|importance|qubit|state|violation|entanglement|qubit|qubit|state|change|basis|qubit|state|ghz|gate|phase|ghz|state|state|entanglement|qubit|entanglement|mixture|qubit|entanglement
10.1103/PhysRevA.81.022305,superconducting qubit|relaxation|qubit|duffe|oscillator|relaxation|casewhen|detector|josephson|bifurcation|amplifier|state|vibration|qubit|relaxation|rate|state|dependence|qubit|frequency|enhancement|quasienergy|resonance|oscillator|temperature|qubit
10.1103/PhysRevB.81.144510,superconducting qubit|resonator|circuit|quantum|electrodynamic|theory|treatment|resonator|circuit|quantum|electrodynamic|setup|quantum|switch|couple|resonator|regime|qubit|transition|frequency|resonator|hamiltonian|switch|wave|approximation|dynamic|find|qubit|quantum|switch|qubit|dynamic|strength|influence|calculation|oscillation|resonator|decay|state|decay|resonator|resonator|entanglement|protocol|constant|qubit|resonator|quadrature|resonator|field
10.1103/PhysRevA.81.062323,superconducting qubit|superconducting qubit|phase|gate|qubit|qubit|cavity|step|phase|gate|qubit|qubit|cavity|resonator|qubit|phase|gate|multiqubit|phase|gate|gate|phase|gate|number|qubit|phase|gate|qubit|state|cavity|mode|cnot|gate|qubit|gate|qubit|frequency|resonator|frequency|resonator|gate|qubit|qubit|resonator|discussion|gate|atom|cavity|state
10.1140/epjd/e2010-00015-x,quantum system|ghz state|ghz state|w state|w state|w state|w state|greenberg|zeilinger|state|charge|qubit|coulomb|blockade|coulomb|blockade|scheme|type|qubit|entanglement|greenberg|zeilinger|ghz|state|qubit|charge|qubit|scheme|charge|qubit|eigenstate|hamiltonian|lifetime
10.1103/PhysRevB.82.184515,quantum|tomography|qubit|gate|phase|qubit|quantum|tomography|gate|phase|qubit|gate|state|phase|qubit|fidelity|phase|gate|loss|fidelity|qubit|decoherence|gate|qubit|jozsa|algorithm|function|query
10.1103/PhysRevB.82.100507,superconducting qubit|nonequilibrium|delocalization|localization|transition|photon|circuit|quantum|electrodynamic|photon|tunnel|microwave|resonator|nonequilibrium|delocalization|localization|self|transition|photon|qubit|couple|self|photon|resonator|localization|qubit|resonator|state|localization|observation|transition|readout|qubit|state|dissipation|photon|decoherence|qubit|self|regime
10.1103/PhysRevB.82.060512,pair|flux|qubit|measurement|resonant|tunneling|energy|state|pair|quantum|device|flux|qubit|mean|energy|gap|qubit|environment|pair|qubit|measurement|tunneling|rate|function|qubit|flux|bias|line|shape|prediction|peak|width|qubit|environment|fluctuation|qubit
10.1103/PhysRevB.81.100511,superconducting qubit|rabi|spectroscopy|qubit|fluctuator|signature|couple|level|fluctuator|tlfs|level|cross|datum|phase|qubit|rabi|oscillation|microwave|drive|qubit|resonance|tlf|rabi|rabi|frequency|order|qubit|couple|level|dynamic|datum|asymmetry|qubit|fluctuator|level|split|asymmetry|couple|tlf|microwave|field|qubit|level
10.1103/PhysRevLett.105.100502,superconducting qubit|superconducting qubit|quantum coherence|coherence|hybrid|measurement|hybrid|type|coherence|topology|qubit|junction|flux|qubit|capacitance|ratio|junction|current|qubit|potential|well|form|qubit|nonlinearity|sign|qubit|qubit|resonator|configuration
10.1088/0953-8984/22/35/355301,superconducting qubit|resonator|scheme|couple|phase|qubit|resonator|scheme|resonator|energy|scale|josephson|energy|phase|qubit|couple|strength|quantum|correlation|resonator|couple|phase|qubit
10.1103/PhysRevLett.104.100504,superconducting qubit|cavity|quantum|electrodynamic|photon|storage|readout|mode|realization|cavity|quantum|electrodynamic|setup|photon|lifetime|mode|cavity|transmission|line|resonator|mode|cavity|mode|detection|line|qubit|state|readout|lifetime|mode|photon|storage|gate|sideband|measurement|photon|coherence|generation|photon|state|scale|sideband|rabi|frequency|root|scheme|sideband|qubit|logic|gate
10.1016/j.physe.2009.06.043,superconducting qubit|micromaser|experiment|possibility|qubit|maser|resonator|atom|laser|qubit|resonator|couple|property|radiation|phase|drive|resonator|right
10.1063/1.3533805,readout|scheme|josephson|phase|qubit|microwave|scheme|josephson|phase|qubit|interference|device|squid|resonator|qubit|flux|state|qubit|amplitude|phase|microwave|pulse|resonator|dissipative|qubit|state|measurement|readout|squid|nonzero|voltage|state|readout|scheme|qubit|microwave|line|frequency|division|multiplexing|american|institute|physics
10.1038/NPHYS1700,josephson junction|superconducting qubit|quantum circuit|quantum circuit|quantum circuit|superconductor|ferromagnet|superconductor|shifter|gate|speed|energy|consumption|metal|oxide|semiconductor|logic|obstacle|element|density|chip|cell|size|flux|quantum|type|cell|flux|junction|gate|circuit|quantum|phase|shifter|superconductor|ferromagnet|superconductor|sandwich|circuit|flux|quantum|cell|niobium|electron|phase|qubit|rabi|oscillation|degradation|coherence|reference|qubit|junction
10.1038/NPHYS1639,superconducting qubit|superconducting qubit|quantum gate|quantum|tomography|gate|josephson|phase|qubit|input|basis|state|superposition|experiment|truth|table|gate|gate|superposition|input|state|quantum|qpt|gate|tomography|gate|preparation|input|state|qubit|interaction|shoot|measurement|output|state|qpt|noise|property|qubit|control|theory|qubit|qpt|fidelity|noise|property|gate|addition|fidelity|gate|ratio|level|couple|requirement|fidelity|device|state|demonstration|qpt|qubit|qpt|state
10.1063/1.3515520,superconducting qubit|behavior|flux|qubit|resonator|theory|transmission|line|resonator|master|equation|density|matrix|term|transmission|coefficient|way|state|qubit|experiment|couple|qubit|resonator|couple|energy|order|qubit|relaxation|rate|american|institute|physics
10.1143/APEX.3.103101,generation|microwave|photon|state|inductor|capacitor|resonator|flux|nature|inductor|capacitor|resonator|series|sequence|cycle|vacuum|rabi|oscillation|microwave|photon|resonator|flux|qubit|photon|number|distribution|transformation|quantum|oscillation|vertical|state|photon|number|resonator|qubit|state|generation|photon|state|resonator|japan|society|physics
10.1103/PhysRevB.82.134530,quantum system|quantum system|multiphoton|spectroscopy|multiphoton|spectroscopy|hybrid|phase|qubit|level|tls|state|qubit|tls|regime|qubit|tls|couple|drive|perturbation|regime|correction|multiphoton|decoherence|comparison|experiment|theory|agreement|range|parameter
10.1103/PhysRevA.82.052304,quantum computing|quantum computing|quantum computing|quantum computing|ground|state|proposal|hamiltonian|ground|state|ground|state|circuit|squid|island|charge|state|state|set|qubit|gate|nontrivial|qubit|gate|inductance|neighbor|circuit|ground|state|paradigm
10.1103/PhysRevA.82.062326,quantum system|multiqubit|tunable|phase|gate|qubit|qubit|cavity|multiqubit|phase|gate|qubit|qubit|level|cavity|resonator|qubit|phase|gate|multiqubit|phase|gate|control|qubit|target|qubit|proposal|level|state|qubit|energy|level|gate|photon|control|qubit|phase|shift|state|target|qubit|phase|shift|target|qubit|rabi|frequency|pulse|target|qubit|gate|gate|number|qubit|adjustment|qubit|level|space|adjustment|cavity|mode|frequency|gate|gate|proposal|type|multiqubit|phase|gate|multiqubit|phase|gate|qubit|gate|element|transform|proposal|type|device|resonator|atom|cavity
10.1103/PhysRevA.81.043805,quantum system|jahn|teller|instability|state|oscillator|level|qubit|wave|approximation|version|circle|time|beta|jahn|teller|version|point|bifurcation|quantum|ground|state|entanglement|oscillator|qubit|bifurcation|description|bifurcation|structure|cavity|junction|conductor|coplanar|waveguide
10.1007/s11128-009-0156-3,quantum computing|superconducting qubit|quantum gate|decomposition|qubit|operator|term|cnot|decomposition|qubit|operator|decomposition|equivalence|class|variety|decomposition|qubit|operator|term|cnot|gate|product|factor|parameter|interest|spin|molecule|information|process
10.1103/PhysRevA.81.034301,cluster state|way|computation|circuit|quantum|electrodynamic|report|scheme|way|computation|circuit|quantum|electrodynamic|qed|charge|qubit|step|transmission|line|resonator|tlr|role|coupler|qubit|measurement|basis|electron|transistor|help|qubit|gate|decoherence|source|circuit|qed|architecture|way|quantum|computation
10.1103/PhysRevLett.105.210501,quantum processor|nitrogen|vacancy|center|diamond|flux|qubit|couple|nitrogen|vacancy|center|diamond|flux|qubit|couple|interaction|spin|state|center|flux|qubit|couple|transfer|information|flux|qubit|ensemble|center|term|memory|interface|qubit|light
10.1103/PhysRevLett.105.173601,fidelity|readout|circuit|quantum|electrodynamic|jayne|cumme|nonlinearity|qubit|readout|scheme|jayne|cumme|nonlinearity|cavity|transmon|qubit|regime|onset|transmission|state|power|qubit|state|measurement|protocol|shoot|fidelity|sample|setup|fidelity|correlation|qubit
10.1103/PhysRevA.81.040103,quantum measurement|quantum measurement|decoherence|suppression|reversal|qubit|decoherence|temperature|energy|relaxation|uncollapse|measurement|reversal|procedure|qubit|state|ground|state|storage|period|measurement|state|procedure|energy|decay|event|decoherence|suppression|selection|probability|point|trade|measurement|strength|experiment|way|phase|qubit
10.1103/PhysRevA.82.052311,superconducting qubit|superconducting qubit|circuit|lattice|architecture|resonator|variety|lattice|spin|hubbard|fractal|dimension|genus|topology|spin|qubit|resonator|realization|hubbard|requirement|interaction|qubit|pair|laboratory|proposal|technology
10.1103/PhysRevLett.105.160502,quantum dot|quantum bit|quantum bit|spin|contact|circuit|qed|scheme|spin|element|interface|exchange|manipulation|spin|couple|coplanar|waveguide|cavity|setup|band|structure|principle|type|nanoconductor|chip|spin|manipulation|cavity|qed
10.1103/PhysRevB.81.144505,quantum state|interference|landau|transition|qubit|quantum|interference|device|qubit|amplitude|frequency|field|population|transition|distinct|landau|transition|energy|level|cross|qubit|population|state|function|flux|detune|microwave|power|exhibit|pattern|feature|interference|rate|equation|feature
10.1103/PhysRevA.82.014303,quantum|phase|gate|circuit|qed|protocol|phase|gate|transmon|qubit|transmission|line|resonator|microwave|field|protocol|regime|protocol|detune|delta|nontrivial|qubit|gate|qubit|resonator|couple|strength|protocol|decoherence|source|parameter|variation|protocol|circuit|qed
10.1103/PhysRevLett.105.237001,superconducting qubit|observation|bloch|siegert|shift|qubit|oscillator|couple|regime|energy|level|shift|resonator|couple|regime|inductance|couple|energy|ghz|addition|counter|wave|term|description|jayne|cumme|mhz|bloch|siegert|shift|qubit|symmetry|point
10.1063/1.3529457,evaluation|defect|phase|qubit|precision|spectroscopy|model|form|couple|phase|qubit|level|defect|datum|parameter|qubit|defect|couple|component|origin|level|defect|american|institute|physics
10.1103/PhysRevB.82.144526,quantum system|landau|stuckelberg|spectroscopy|flux|qubit|energy|spectrum|flux|qubit|frequency|spectroscopy|triangle|pulse|qubit|anticrosse|landau|stuckelberg|interference|pattern|information|energy|spectrum|spectroscopy|regime|energy|microwave|line|setup|noise|idea|possibility|qubit|pulse
10.1088/1674-1056/19/5/057301,josephson junction|decoherence|flux|qubit|radio|frequency|quantum|interference|device|rfsquid|degeneracy|point|state|flux|qubit|noise|environment|oscillator|bath|virtue|operator|norm|measure|decoherence|decoherence|flux|qubit|noise|environment|property|mean|numerical|evaluation
10.1063/1.3354089,josephson junction|josephson junction|phase|qubit|readout|scheme|phase|qubit|quantum|interference|device|qubit|measurement|circuit|scheme|phase|transmission|line|state|measurement|pulse|frequency|shift|parameter|readout|microwave|readout|phase|qubit|readout|line|principle|flux|qubit|readout|configuration|american|institute|physics
10.1103/PhysRevLett.105.257002,sisyphu|microwave|flux|qubit|resonator|sisyphu|amplification|optic|mechanism|quality|factor|resonant|tank|circuit|flux|qubit|datum|flux|qubit|quality|factor|noise|resonator|microwave|enhancement|tank|circuit|resonance|limit
10.1103/PhysRevLett.105.023601,josephson junction|couple|circuit|qed|couple|flux|qubit|microwave|transmission|line|loop|cavity|transmission|line|circuit|couple|strength|couple|regime|couple|qubit|photon|frequency|set|architecture
10.1016/j.physe.2009.06.074,superconducting qubit|entanglement|disentanglement|circuit|qed|protocol|entanglement|circuit|qed|network|architecture|circuit|cavity|environment|rise|decoherence|dissipation|preparation|cavity|qubit|state|landau|zener|sweep|cavity|quantum|switch|ancilla|qubit|decay|cavity|state|influence|environment|entanglement|decay|right
10.1103/PhysRevLett.104.177004,couple|phase|qubit|element|resonator|couple|phase|qubit|element|resonator|couple|strength|flux|squid|regime|flux|bias|squid|inductance|couple|energy|phase|qubit|resonator|modulation|strength|mhz|modulation|size|split|phase|qubit|spectroscopy|modulation|vacuum|rabi|oscillation|frequency|resonance|split|vacuum|rabi|oscillation|prediction
10.1103/PhysRevB.81.052505,quantum system|quantum system|cross|correlation|charge|noise|fluctuation|level|josephson|protocol|cross|correlation|charge|noise|contact|cooper|pair|transistor|phase|qubit|circuit|behave|level|configuration|term|principle|measurement|cross|correlation|escape|probability|quantum|interference|device|quantum|state|tomography|element|density|matrix|level
10.1103/PhysRevB.82.132501,dynamic|microwave|phase|qubit|level|description|dynamic|microwave|phase|qubit|level|tls|range|microwave|field|strength|phenomenon|level|rabi|oscillation|contrast|beat|rabi|oscillation|photon|transition|qubit|tls|prediction
10.1103/PhysRevB.82.094510,measurement|crosstalk|phase|qubit|coplanar|waveguide|measurement|crosstalk|flux|phase|qubit|coplanar|waveguide|cavity|qubit|measurement|phase|undergoe|oscillation|anharmonic|potential|frequency|voltage|crosstalk|signal|coplanar|waveguide|cavity|bandpass|filter|propagation|crosstalk|signal|qubit|resonance|cavity|transmission|crosstalk|signal|qubit|frequency|couple|capacitance|cavity|amplitude|crosstalk|signal|qubit|response|datum|energy|crosstalk|generate|qubit|energy|relaxation|delay|crosstalk|signal|cavity|scale|cavity|element|crosstalk|filter|architecture|qubit
10.1063/1.3486472,josephson junction|gate|gap|flux|qubit|junction|flux|qubit|property|quantum|interference|device|squids|order|qubit|gap|experiment|gap|function|field|field|squid|chip|control|line|gap|behavior|numerical|simulation|sensitivity|gap|control|line|sample|stage|tune|range|gigahertz|qubit|dynamic|timescale|dynamic|degeneracy|point|american|institute|physics
10.1142/S0219749910006630,description|phase|qubit|measurement|hamiltonian|measurement|tunneling|phase|qubit|state|expression|dynamic|measurement|qubit|expression|dynamic|comparison|density|matrix|interference|tunneling|channel|hamiltonian
10.1088/1367-2630/12/4/043047,superconducting qubit|quantum gate|manipulation|flux|qubit|device|josephson|qubit|manipulation|microwave|pulse|frequency|ghz|operate|frequency|mhz|ghz|manipulation|pulse|absence|microwave|flux|pulse|potential|qubit|well|condition|scheme|oscillation|period|tunable|respect|manipulate|procedure|coherence|order|device|technology|microwave|manipulation|manipulation|issue|compensation|procedure|fluctuation|perspective|logic|qubit|control
10.1103/PhysRevA.81.010103,quantum computing|superconducting qubit|noise|loop|bloch|sphere|qubit|spectrum|noise|type|spectrum|noise|source|decoherence|step|ability|characteristic|noise|qubit|measurement|type|qubit|point|qubit|work|point|degree|freedom|noise|parameter|noise|loop|bloch|sphere|datum|parameter|regime|loop
10.1103/PhysRevLett.104.177205,superconducting qubit|quantum system|detection|qubit|oscillator|entanglement|experiment|year|resonator|quantum|regime|property|accuracy|uncertainty|limit|question|quantum|hallmark|quantum|mechanic|existence|state|scenario|entanglement|resonator|qubit|setup|detection|scheme|noise|measurement|point|contact|oscillator|qubit|setup|observation|entanglement|discrete|state
10.1103/PhysRevA.82.024301,quantum|gate|level|quantum|interference|device|resonator|way|qubit|phase|gate|interference|device|squid|resonator|proposal|level|squid|state|level|squid|gate|realization|adjustment|level|space|gate|gate|uniformity|parameter|proposal|addition|proposal|passage|order|detune|gate
10.1140/epjd/e2010-00175-7,josephson junction|josephson junction|superconducting qubit|superconducting qubit|entanglement|dynamic|entanglement|generation|dynamic|qubit|cbjj|state|entanglement|dynamic|function|decoherence|parameter|temperature|ratio|reservoir|cutoff|frequency|oscillator|frequency|energy|level|circuit|master|equation|entanglement|death|esd|entanglement|birth|esb|master|equation|ratio|energy|decoherence|entanglement|esd|temperature|phase|energy|level
10.1103/PhysRevA.82.052322,quantum gate|majorana fermion|majorana fermion|majorana fermion|majorana fermion|braid|computation|semiconductor|quantum|wire|network|computation|uqc|superconducte|medium|qubit|gate|qubit|phase|gate|principle|gate|interference|current|motion|order|parameter|defect|vortex|domain|wall|medium|coherence|obstacle|semiconductor|quantum|wire|network|vicinity|wave|superconductor|qubit|gate|qubit|phase|gate|manner|error|state|distillation|combination|gate|gate|uqc|wire|network|error|threshold|quantum|computation
10.1103/PhysRevLett.105.040503,superconducting qubit|proposal|spin|state|electron|helium|cavity|quantum|electrodynamic|architecture|chip|cavity|motion|spin|state|electron|surface|helium|coherence|energy|cavity|photon|charge|state|spin|state|information|process|couple|cavity|quantum|electrodynamic|experiment|cavity|readout|bus|mediate|interaction|electron|electron
10.1103/PhysRevB.82.024511,adiabatic quantum|adiabatic quantum|quantum optimization|investigation|qubit|unit|cell|optimization|processor|chip|array|flux|qubit|interqubit|coupler|readout|chip|memory|network|analog|control|line|architecture|chip|infrastructure|optimization|algorithm|qubit|unit|cell|chip|success|set|spin|glass|instance|function|temperature|datum|prediction|qubit|environment|challenge|quest|scale|information|processor
10.1142/S0219749910006307,scheme|qubit|gate|interference|device|cavity|qed|scheme|toffoli|gate|quantum|interference|device|cavity|cavity|couple|constant|interaction|squid|cavity|toffoli|gate|qubit|scheme|couple|error
10.1038/nature09416,quantum computing|quantum entanglement|quantum communication|quantum error correction|quantum error correction|quantum state|preparation|measurement|qubit|entanglement|circuit|discussion|mechanic|measurement|correlation|particle|behaviour|discrepancy|number|confirmation|prediction|entanglement|conundrum|resource|technology|entanglement|circuit|extension|entanglement|qubit|question|state|quantum|information|process|entanglement|tripartite|entanglement|circuit|quantum|electrodynamic|production|qubit|greenberger|zeilinger|ghz|fidelity|cent|tomography|entanglement|witness|qubit|entanglement|bind|cent|step|encode|qubit|manifold|ghz|state|repetition|code|integration|encode|error|step|feedback|loop|step|circuit
10.1038/ncomms1050,superconducting qubit|quantum state|quantum state|quantum state|quantum system|quantum system|quantum processor|beam|splitter|manipulation|state|qubit|control|heart|state|quantum|mechanic|level|progress|year|control|wave|function|multipartite|state|qubit|decoherence|lack|control|creation|manipulation|level|tlss|cross|energy|level|spectrum|qubit|tls|interaction|act|beam|splitter|wave|function|landau|stuckelberg|interference|potential|control
10.1103/PhysRevB.81.174513,superconducting qubit|quantum measurement|contextuality|circuit|procedure|specker|theorem|theorem|photon|neutron|conflict|quantum|mechanic|theory|josephson|charge|qubit|level|datum|bus|phase|qubit|qubit|circuit|contextuality|level
10.1103/PhysRevLett.104.163601,quantum system|observation|population|artificial|atom|phenomenon|population|cpt|atom|state|atom|transparency|eit|demonstration|interference|coherence|observation|cpt|phase|qubit|transition|type|configuration|level|minimum|phase|qubit|suppression|state|population|condition|cpt|resonance|datum|simulation|cpt|dependence|state|population|quantum
10.1103/PhysRevB.81.132502,flux|noise|decoherence|flux|qubit|decoherence|josephson|junction|flux|qubit|part|loop|flux|bias|condition|sensitivity|energy|level|noise|qubit|rate|state|amplitude|sign|sensitivity|flux|noise|correlation|contribution|fluctuation
10.1103/PhysRevB.81.134510,demonstration|flux|quantum|interference|device|flux|qubit|fabrication|variation|josephson|junction|current|device|inductance|measurement|current|energy|state|regime|agreement|prediction|quantum|hamiltonian|parameter|identification|device|flux|qubit|addition|measurement|flux|noise|density|device|wiring|wiring|squid|literature|flux|noise|density|formula|flux|noise|density|induction|decay|flux|qubit|point|energy|eigenbasis
10.1038/NPHYS1733,quantum bit|superconducting qubit|quantum state|quantum system|quantum system|darken|transition|manipulation|subunit|nature|couple|quantum|level|energy|difference|degeneracy|quantum|gate|group|level|qubit|transition|pair|selection|rule|qubit|frequency|amplitude|phase|pair|flux|qubit|type|drive|pulse|gate|class|qubit
10.1103/PhysRevB.82.144524,noise|landau|stuckelberg|interferometry|atom|theory|landau|stuckelberg|interferometry|flux|qubit|environment|bath|intrawell|relaxation|contribution|interference|fringe|transform|phase|tomography|intrawell|relaxation|rate|type|frequency|noise|rate|agreement|theory|landau|stuckelberg|interferometry|tool|noise|source|state|qubit
10.1103/PhysRevA.81.062131,superconducting qubit|zeno|physics|ultrastrong|couple|circuit|qed|zeno|microwave|resonator|level|mode|behavior|control|zeno|wave|approximation|cumme|dependence|property|field|state
10.2478/s11772-010-0050-7,quantum computing|quantum dot|quantum cryptography|technology|photon|device|progress|nanofabrication|realization|nanodevice|photon|nature|photon|state|distribution|qkd|exchange|key|transmission|pulse|photon|control|qubit|step|field|state|cavity|quantum|electrodynamic|device|realization|photon|generation|detection|resolution|technology|property|attention|description|source|crystal|microcavite|device|realization|photon|source|demand|class|photon|detector|nanowire|photon|detector|sspds|fabrication|area|coverage|photon|number|capability
10.1103/PhysRevLett.105.257003,superconducting qubit|bloch|siegert|shift|level|fashion|microwave|field|josephson|energy|shift|level|correction|order|bloch|siegert|shift|measurement|quasienergie|level|resonant|absorption|cavity|agreement|calculation|floquet
