DOI,nouns
10.1038/s41567-020-0824-x,quantum bit|quantum bit|quantum bit|quantum bit|quantum error correction|quantum system|topological quantum|suppression|bit|flip|qubit|oscillator|choice|qubit|error|space|resonator|bit|rate|phase|error|interact|environment|care|error|constraint|hardware|phase|space|source|decoherence|fluctuation|promise|error|measure|information|space|extent|locality|field|quadrature|space|resonator|mechanism|photon|state|location|phase|space|separation|decrease|bit|flip|rate|phase|flip|bit|flip|phase|flip|code|scale|resonator|dissipation|build|block|computation|hardware
10.1587/transele.2018SDP0001,quantum computer|quantum computer|quantum computer|quantum bit|concept|hardware|architecture|technology|scale|ten|thousand
10.1103/PhysRevA.108.032605,quantum computer|quantum computer|quantum computer|quantum bit|qubit|tomography|realization|measurement|qubit|build|block|state|qubit|qubit|characterization|viewpoint|metrology|measurement|assumption|knowledge|measurement|demonstration|error|saturation|limit|nagaoka|hayashi|simulation|adaptive|measurement|scheme|simulation|robustness|qubit|state|amount|knowledge
10.1103/PhysRevA.96.052316,quantum gate|trapped ion|rydberg|atom|scheme|computation|quantum|computation|mean|resonance|circuit|quantum|computation|rydberg|atom|state|coherence|rydberg|interaction|qubit|gate|scheme|quantum|computation|rydberg|atom|robustness|gate|merit|rydberg|atom
10.1016/j.future.2021.12.015,quantum computer|quantum computer|quantum bit|quantum bit|quantum algorithm|quantum system|quantum device|quantum simulator|metaheuristics|inspiration|simulation|execution|quantum|metaheuristic|solver|principle|mechanic|algorithm|machine|uniqueness|principle|inspiration|phenomenon|way|question|algorithm|reproducibility|contribution|step|question|attempt|find|literature|order|hybrid|machine|algorithm|author|knowledge|metaheuristic|quantum|realm|quantum|machine|user|mobility|management|network|validation|world|instance|comparison|algorithm|comparison|metric|test|parameter|sensitivity|experiment|question|hardware|algorithm|search|perspective|quantum|metaheuristics|author
10.1103/PhysRevLett.133.106001,josephson junction|josephson junction|quantum bit|quantum circuit|measurement|phase|relation|graphene|quantum|interference|device|phase|relation|phase|variation|order|parameter|lead|link|dissipationless|relation|fingerprint|junction|harmonic|knowledge|property|phase|relation|quantum|interference|device|gate|tunable|graphene|josephson|element|harmonic|element|decoherence
10.1109/TASC.2011.2159974,josephson junction|josephson junction|quantum bit|superconducting qubit|numerical|qubit|phase|relation|influence|harmonic|characteristic|qubit|split|energy|state|phase|qubit|energy|scale|unharmonicity|parameter|hand|charge|qubit|expectation|value|cooper|pair|number|inclusion|unharmonicity|parameter|expectation|value|current|energy|scale|unharmonicity|parameter|numerical|importance|harmonic|realization
10.1038/nature13436,quantum computer|quantum bit|quantum bit|quantum bit|quantum superposition|quantum error correction|quantum error correction|quantum state|quantum state|quantum state|trapped ion|quantum memory|photon|demolition|parity|measurement|nature|information|information|space|observable|occurrence|error|information|observable|bit|parity|symmetry|property|encode|scheme|measurement|observable|error|syndrome|way|state|error|quantum|measurement|quantum|jump|state|energy|cavity|quantum|nitrogen|vacancy|monitor|error|syndrome|quantum|jump|error|syndrome|photon|number|parity|microwave|cavity|property|ancilla|role|manipulation|measurement|quantity|error|syndrome|scheme|hardware|state|state|light|nature|measurement|region|state|space|parity|collapse|state|state|measurement|cavity|lifetime|shoot|fidelity|cent|probability|measurement|parity|combination|encode|information|state|demolition|parity|track|step|lifetime
10.1103/PhysRevLett.122.040404,superconducting qubit|quantum system|trapped ion|correlator|quasiprobabilitie|witness|correlator|otocs|attention|witness|information|body|discussion|otoc|question|suitability|witness|negativity|quasiprobability|distribution|qpd|otoc|witness|otoc|feature|qpd|evolve|timescale|respect|positive|decoherence|conclusion|spin|chain|dynamic|measurement|protocol|quantum|clock|measurement|scheme|otoc|experiment|quantum|hardware
10.1103/PhysRevB.109.064505,quantum bit|quantum circuit|observation|oscillation|anharmonic|limit|aluminium|anharmonicity|order|decoherence|rate|microwave|cavity|manipulation|rabi|oscillation|fringe|find|numerical|model|oscillator|oscillation|qubit|regime|oscillation|qubit|oscillation|domain|measurement|drive|frequency|light|find|platform|show|addition|field|resilience|quantum|matter|search
10.1103/PhysRevB.85.075413,quantum bit|photon|heat|conduction|circuit|heat|conduction|resistor|microwave|cavity|temperature|part|heat|resistor|photon|excitation|mode|cavity|manifestation|photon|heat|conduction|state|art|scheme|interference|temperature|control|component|environment|engineering|cavity
10.1103/PhysRevApplied.6.044010,quantum computer|quantum computer|quantum computing|quantum computing|quantum bit|quantum processor|trapped ion|quantum memory|wiring|quantum|socket|architecture|verge|scalability|requirement|stage|quest|realization|quantum|error|correction|code|impact|information|qubit|circuit|scalability|engineering|quantum|hardware|technology|effort|realization|wiring|control|measurement|number|qubit|interconnect|state|qubit|quantum|socket|quantum|socket|dimension|electron|qubit|density|wire|bond|quantum|socket|spring|microwire|wire|chip|contact|wire|cross|section|component|functionality|temperature|quantum|socket|ideal|state|qubit|wire|geometry|range|ghz|contact|resistance|omega|impedance|mismatch|omega|cross|talk|proof|principle|quantum|socket|quality|resonator|temperature|quantum|error|correction|code|surface|code|quantum|socket|qubit|lattice|socket|lattice|realization
10.22331/q-2023-04-06-970,superconducting qubit|trapped ion|quantum simulation|state|preparation|state|preparation|spiral|number|platform|rydberg|atom|simulation|future|comparison|evolution|spiral|adiabatic
10.1063/1.4934867,quantum computer|quantum bit|superconducting qubit|broadband|filter|abatement|emission|circuit|quantum|electrodynamic|ability|fidelity|readout|qubit|goal|measurement|channel|relaxation|emission|impedance|engineering|filter|photon|resonator|cavity|frequency|qubit|frequency|broadband|filter|chip|chip|configuration|aip|publish
10.1016/j.tsf.2021.138784,quantum bit|layer|deposition|aluminum|film|dimethylethylaminealane|precursor|growth|aluminum|film|layer|deposition|ald|dimethylethylaminealane|dmeaa|precursor|underlayer|aluminum|film|dmeaa|precursor|titanium|film|underlayer|film|show|orientation|substrate|lattice|transition|temperature|aluminum|film|find|ald|quality|aluminum|film|potential|device|ald|dmeaa|precursor|josephson|tunnel|junction
10.1109/JPHOT.2013.2252005,josephson junction|quantum bit|quantum communication|breakthrough|photon|breakthrough|microwave|quantum|photon|circuit|breakthrough|microwave|quantum|photon|circuit|technology|qubit|control|measurement|microwave|field|microwave|state|photon|state|state|state|protocol|possibility|information|process|quantum|metrology|circuit
10.1038/s41565-022-01235-9,josephson junction|josephson junction|quantum computing|quantum bit|quantum bit|quantum circuit|quantum circuit|quantum system|gate|tunable|graphene|josephson|parametric|amplifier|portfolio|quantum|component|advance|microwave|quantum|element|quantum|noise|readout|energy|range|ten|state|light|resource|quantum|amplifier|source|dissipation|linearity|year|effort|semiconductor|link|element|demonstration|microwave|resonator|semiconductor|electron|carbon|challenge|linearity|dissipation|participation|energy|scale|amplifier|semiconductor|link|amplifier|graphene|frequency|gate|voltage|gain|noise|quantum|limit|toolset|opportunity|technology|quantum|sense
10.1021/acs.nanolett.8b04275,quantum computing|quantum bit|quantum|well|josephson|field|transistor|interferometer|hybrid|superconductor|semiconductor|structure|attention|variety|device|realization|superconducte|gate|tunable|superconducte|sige|quantum|well|heterostructure|mobility|hole|aluminum|superconducte|lead|device|josephson|field|transistor|jofet|interference|device|squids|gate|transport|channel|micrometer|gap|tunnel|measurement|transmission|electron|microscopy|diffusion|contact|channel
10.1103/PhysRevLett.110.060503,quantum computing|quantum computing|quantum computing|quantum bit|quantum system|optic|circuit|qed|quantum|information|process|photon|element|gate|nonlinearity|circuit|qed|optic|microwave|regime|photon|phase|gate|hybrid|resonator|flux|qubit|couple|self|kerr|nonlinearity|tolerance|qubit|gate|doi
10.1088/1674-1056/26/7/078501,josephson junction|josephson junction|josephson junction|quantum bit|bridge|fabrication|alox|alox|bridge|layer|resist|polymethyl|methacrylate|pmma|accelerate|voltage|size|junction|range|bridge|fabrication|bridge|fabrication|bridge|requirement|device
10.1063/5.0018012,quantum bit|quantum circuit|aluminum|resonator|field|tesla|inductance|material|resource|architecture|aluminum|sheet|inductance|range|applicability|microwave|detector|photon|quality|factor|microwave|resonator|field|plane|film|field|range|introduction|quasiparticle|trap|form|fluxon|field|resonator|quality|factor|door|inductance|structure|circuit|quantum|electrodynamic|architecture|field|requirement
10.1016/j.crhy.2016.07.008,quantum dot|quantum dot|quantum dot|quantum dot|quantum bit|quantum bit|quantum system|quantum system|quantum simulation|circuit|quantum|electrodynamic|cavity|quantum|electrodynamic|interaction|light|level|field|individual|atom|accuracy|effort|circuit|circuit|realization|spin|architecture|platform|fermion|boson|matter|review|state|art|circuit|quantum|electrodynamic|model|experiment|academie|des|science|masson
10.1103/PhysRevA.110.L030202,trapped ion|collapse|schrodinger|state|dynamic|rabi|interaction|qubit|mode|oscillator|parity|state|oscillator|measurement|wave|function|collapse|oscillator|circuit
10.1103/PhysRevApplied.6.014006,quantum bit|qubit|memcapacitor|meminductor|charge|flux|qubit|memory|device|response|functionality|input|qubit|memcapacitor|meminductor|hysteresis|curve|set|qubit|device|property
10.1103/PhysRevLett.119.040501,trapped ion|quantum simulation|quantum simulation|majorana fermion|digital|cft|cft|quantum|platform|sachdev|couple|fermionic|operator|qubit|dynamic|nonequilibrium|dynamic|scramble|information|protocol|quantum|gravity|platform|circuit
10.1109/TASC.2024.3419905,josephson junction|quantum bit|self|flux|qubit|self|flux|qubit|ssfqs|diameter|self|capacitance|junction|shunt|capacitor|dimension|flux|qubit|reduction|footprint|ssfq|anharmonicity|dependence|circuit|parameter|ssfqs|anharmonicity|mhz|parameter|junction|area|density|relaxation|ssfqs|charge|flux|noise|anharmonicity|mhz|relaxation|coherence|flux|qubit|ssfqs|choice|qubit|footprint|anharmonicity
10.1063/1.5116659,quantum bit|quantum circuit|control|dissipation|resonator|tunability|environment|coplanar|waveguide|resonator|quantum|circuit|refrigerator|qcr|tunability|rate|resonator|order|magnitude|theory|change|rate|order|magnitude|control|qcr|gate|range|experiment|reset|future|scheme
10.1063/1.3570693,quantum bit|microwave|response|aluminum|link|josephson|oscillator|response|ghz|resonator|aluminum|interference|device|nanosquid|flux|modulation|frequency|agreement|calculation|characteristic|link|junction|microwave|excitation|bifurcation|device|quality|factor|bias|point|amplification|gain|mhz|quantum|noise|nanobridge|junction|circuit|element|american|institute|physics
10.1063/1.5003169,quantum computing|quantum computing|quantum bit|quantum circuit|quantum processor|thermocompression|technology|superconducte|architecture|array|error|rate|device|microchip|wiring|shielding|functionality|article|vacuum|thermocompression|bond|technology|indium|film|agent|pair|chip|bond|resistance|omega|transmission|ghz|device|device|set|tunnel|resonator|bond|technology
10.1103/PhysRevB.92.235401,quantum dot|quantum bit|quantum processor|exchange|interaction|spin|qubit|superconductor|requirement|qubit|spin|electron|qubit|gate|exchange|interaction|electron|exchange|interaction|tunneling|electron|range|interaction|tunneling|amplitude|decay|length|tunneling|barrier|couple|spin|qubit|coupler|essence|coupler|tunneling|barrier|electron|precision|exchange|couple|distance|micron|multiqubit
10.1063/5.0157509,josephson junction|quantum bit|superconductor|beam|epitaxy|germanium|film|material|field|electron|deal|progress|hyperdope|ion|implantation|film|growth|homoepitaxy|dope|film|possibility|growth|layer|germanium|film|beam|epitaxy|phase|process|condition|segregate|network|gallium|metal|phase|segregation|temperature|control|phase|substrate
10.1103/PhysRevA.90.062307,josephson junction|quantum bit|fidelity|qubit|measurement|microwave|photon|counter|fidelity|quantum|nondemolition|goal|computation|circuit|requirement|fault|tolerance|qubit|readout|demand|simplicity|size|fidelity|measurement|scheme|state|ring|cavity|photodetection|josephson|photomultipli|jpm|current|scheme|map|state|information|output|jpm|need|room|temperature|heterodyne|detection|possibility|interface|control|circuit|numeric|measurement|contrast|excess|measurement|perspective|scheme|readout|qubit|channel|jpm
10.1038/s41586-021-03268-x,quantum computer|quantum computer|quantum bit|superconducting qubit|superconducting qubit|quantum circuit|quantum processor|control|readout|link|promise|processor|million|qubit|microwave|signal|line|room|temperature|electron|environment|complexity|heat|load|line|qubit|size|processor|link|fibre|laser|light|room|temperature|shoot|noise|microwave|signal|millikelvin|temperature|fidelity|control|readout|link|requirement|quantum|information|conductivity|bandwidth|fibre|delivery|microwave|control|pulse|path|qubit
10.1007/s10909-019-02183-w,josephson junction|quantum bit|loss|boron|dielectric|niobium|resonator|state|qubit|variety|dielectric|wiring|crossover|substrate|microwave|resonator|tool|loss|material|loss|boron|film|microwave|coplanar|waveguide|cpw|resonator|heterostructure|geometry|power|quality|factor|boron|carbide|boron|nitride|silicon|oxide|material|wiring|crossover|loss|level|silicon|dioxide|existence|loss|material|niobium|cpw|resonator|decrease|quality|factor|deposition|temperature|idea|oxidation|surface|metal|loss|device
10.1134/S1063783410110053,josephson junction|josephson junction|quantum bit|phase|relation|heterostructure|spacer|review|theory|phase|relation|heterostructure|layer|attention|possibility|center|dot|junction|ground|state|absence|current|josephson|phase|center|dot|nonzero|speculation|possibility|josephson|dot|junction|basis|heterostructure|layer|formation|qubit|attempt|requirement|characteristic|josephson|heterostructure|principle|description|interferometer|inductance
10.1038/nature14270,quantum computer|quantum computing|quantum computing|quantum bit|quantum circuit|quantum error correction|quantum state|state|preservation|error|detection|environment|error|qubit|error|qubit|preservation|state|cluster|error|failure|requirement|scale|qec|qubit|lifetime|challenge|protection|state|bit|error|suppression|error|size|array|qubit|step|surface|code|qec|track|error|quantum|demolition|parity|measurement|qubit|failure|rate|input|state|factor|qubit|factor|qubit|cycle|preservation|greenberger|zeilinger|state|suppression|environment|error|challenge|scale|superconducte
10.1007/s10773-010-0253-1,trapped ion|cavity|interaction|charge|qubit|role|flux|analogy|computation|scheme|charge|qubit|wave|cavity|mode|qubit|address|qubit|cavity|couple|flux|gate|gate|excitation|gate|qubit|cavity|parameter|parameter|flux|way|dynamic|realization
10.1126/science.aau6539,quantum computing|quantum bit|observation|quantum|flux|superconductor|flux|quantization|property|superconductor|observation|integer|flux|quantization|ring|beta|film|fluxoid|phase|shift|oscillation|temperature|superconductor|beta|spin|triplet|pair|symmetry|find|implication|flux|context
10.1103/PhysRevLett.107.146605,josephson junction|josephson junction|quantum bit|quantum|tunneling|graphene|switch|distribution|graphene|crossover|classical|quantum|regime|quantum|tunneling|josephson|phase|particle|temperature|measurement|multiphoton|absorption|energy|level|crossover|temperature|quantum|tunneling|level|space|gate|voltage|gate|tunable|superconducte
10.1103/PhysRevX.8.011021,quantum bit|quantum gate|quantum processor|quantum processor|quantum simulation|computation|spectra|error|algorithm|power|nascent|management|number|lifetime|algorithm|quantum|eigensolver|vqe|leverage|resource|number|demonstration|vqe|calculation|ground|state|subspace|expansion|qse|procedure|state|qubit|processor|qse|molecule|ground|state|need|qubit|minimization|protocol|error|scale|need|error|correction
10.1038/s41534-024-00816-x,quantum sensor|trapped ion|phase|quantum|information|process|harness|tool|power|oscillator|qubit|rabi|gate|resource|gate|requirement|gate|bottleneck|resource|expansion|phase|gate|oscillator|number|gate|gate|potential|quantum|information|process|oscillator|qubit|realization|range|simulation|computation|circuit
10.1038/s41565-021-00925-0,quantum computing|quantum computing|quantum computing|quantum algorithm|quantum entanglement|quantum entanglement|quantum entanglement|quantum error correction|quantum state|quantum state|quantum system|trapped ion|quantum|tomography|qubit|state|silicon|property|resource|scale|error|accumulation|concept|step|error|correction|creation|multipartite|entanglement|benchmark|platform|nitrogen|vacancy|centre|diamond|candidate|scale|device|silicon|spin|qubit|nanofabrication|capability|scale|coherence|fidelity|temperature|spin|qubit|greenberger|zeilinger|state|disorder|array|spin|qubit|silicon|state|fidelity|measurement|greenberger|zeilinger|class|state|potential|silicon|spin|qubit|platform|multiqubit
10.1016/j.physc.2010.05.159,quantum bit|superconducting qubit|chip|rsfq|microwave|pulse|generator|quantum|driver|quantum|computer|josephson|junction|qubit|flux|quantum|rsfq|circuit|chip|rsfq|microwave|pulse|generator|mpg|microwave|pulse|resolution|sub|control|qubit|state|output|microwave|amplitude|mpg|flux|quantum|mfq|driver|number|flux|quantum|sfq|pulse|property|mfq|driver|rsfq|mpg|mfq|driver|sfq|pulse|mfq|pulse|irradiation|amplitude|output|microwave|rsfq|mpg|right
10.1038/NPHYS3515,quantum bit|quantum system|cavity|couple|oscillator|back|action|element|coulomb|interaction|exchange|photon|object|photon|couple|couple|object|capacity|couple|channel|information|entanglement|photon|phase|interaction|oscillator|cavity|quantum|action|noise|couple|fluctuation|oscillator|challenge|opportunity|object|light|cavity
10.1557/mrs.2020.147,quantum computing|quantum bit|trapped ion|material|science|information|science|technology|communication|technology|limitation|counterpart|promise|technology|scope|life|capability|datum|center|diagnostic|heart|technology|object|information|qubit|realization|qubit|variety|material|spin|semiconductor|insulator|circuit|advancement|qubit|contribution|material|science|area|material|selection|synthesis|fabrication|simulation|characterization|need|opportunity|contribution|understand|material|information
10.1103/PhysRevB.81.134514,superconducting qubit|superconducting qubit|superconducting qubit|trapped ion|mesoscopic|readout|circuit|quantum|electrodynamic|state|chip|microwave|resonator|qubit|state|generation|cavity|field|vacuum|resonator|field|device|qubit|readout|fidelity|measurement|spirit|electron|idea|improvement|qubit|fidelity
10.1103/PhysRevApplied.21.014043,quantum bit|microwave|photon|counter|sensitivity|detection|role|optic|microwave|domain|photon|energy|order|magnitude|year|progress|microwave|photon|detector|smpds|bolometer|smpd|transfer|photon|state|transmon|qubit|mix|device|detection|efficiency|eta|count|rate|alpha|microwave|photon|input|line|power|sensitivity|root|order|magnitude|state|art|detector|hour|duty|cycle|eta|tunability|mhz|ghz
10.1103/PhysRevA.87.062336,trapped ion|topological quantum|quantum simulation|anyon|architecture|lattice|boson|gauge|field|lattice|qubit|pair|dimension|couple|motion|qubit|state|mimic|behavior|lattice|boson|field|parameter|body|circuit|regime|hop|phase|element|value|phase|oscillate|voltage|signal|realization|junction|flux|qubit|transmon|qubit|quantum|hall|limit|excitation|circuit|computation
10.1103/RevModPhys.89.035002,quantum system|quantum sensor|trapped ion|quantum|quantum|sense|quantum|property|phenomenon|measurement|quantity|magnetometer|interference|device|vapor|clock|quantum|sense|branch|area|science|technology|platform|spin|qubit|flux|qubit|field|opportunity|regard|sensitivity|precision|physics|area|science|review|introduction|principle|concept|quantum|viewpoint|experimentalist
10.1103/PhysRevB.81.134507,quantum bit|superconducting qubit|microwave|gate|couple|transition|frequency|register|transition|frequency|circuit|element|architecture|scale|information|processor|scheme|qubit|gate|microwave|signal|amplitude|frequency|resonance|condition|signal|phase|parameter|microwave|scheme|qubit|gate|qubit|control|transition|frequency|target|couple|frequency|drive|tone|drive|amplitude|couple|strength|phase|qubit|gate|ratio|drive|amplitude|omega|qubit|qubit|delta|proposal|omega
10.1038/NPHYS3742,quantum dot|quantum dot|quantum dot|quantum bit|josephson|junction|nanowire|josephson|supercurrent|junction|lead|current|phase|difference|phi|lead|presence|reversal|symmetry|cooper|pair|tunnelling|current|phi|vanishe|symmetry|supercurrent|phi|ground|state|junction|phase|josephson|nanowire|interferometer|device|phase|offset|gate|implication|flux|phase|superconductor
10.1088/1361-6668/ab4918,quantum bit|onset|phase|diffusion|inductance|granular|aluminum|micro|aluminum|interest|inductance|dissipation|inductance|particle|detector|resonator|measurement|squids|constriction|aluminum|ring|state|resistivity|range|omega|inductance|loop|range|ten|suppression|modulation|switch|current|flux|distortion|triangular|shape|change|temperature|dependence|histogram|state|film|resistivity|behavior|onset|motion|phase|constriction|potential|squid|change|environment|film|state|resistivity
10.1088/2058-9565/aabd98,quantum computer|quantum computer|quantum bit|quantum device|quantum|helmholtz|machine|quantum|learn|framework|dataset|term|device|machine|learn|term|quantum|technology|value|range|applicability|quantum|helmholtz|machine|quantum|framework|potential|world|machine|dataset|variable|learn|learn|representation|datum|hardware|architecture|concept|wave|version|mnist|digit|dataset|pixel|concept|annealer|adaptation|quantum|platform|ion|trap|technology|gate|architecture|framework
10.1063/1.4807152,quantum bit|quantum circuit|bandpass|filter|microwave|measurement|stopband|hairpin|bandpass|filter|nonuniform|transmission|line|measurement|temperature|millikelvin|range|ghz|matrix|filter|filter|stopband|ghz|ghz|ghz|amplitude|suppression|frequency|passband|ghz|delta|mhz|insertion|loss|passband|filter|omega|input|output|impedance|version|connector|termination|form|factor|stopband|frequency|range|passband|conjunction|dimension|filter|part|readout|amplifier|aip
10.1038/NPHYS2748,quantum bit|quantum circuit|quantum state|quantum system|quantum device|couple|microwave|photon|variety|quantum|quantum|phenomenon|opportunity|fundamental|physic|opportunity|quantum|sense|quantum|mode|bus|quantum|connection|degree|interface|photon|signal|crystal|signal|transfer|microwave|field|electro|couple|phonon|mode|tomography|state|interaction|microwave|mode|transparency|chip|merge|photon|microwave|nanomechanic|microwave|transfer|network
10.1109/TNS.2022.3226141,quantum computing|quantum bit|quantum bit|quantum circuit|quantum circuit|quantum device|quantum device|atmospheric|neutron|fault|generation|propagation|quantum|property|qubit|efficiency|computation|perturbation|radiation|article|simulation|charge|neutron|neutron|energy|cooper|qubit|state|circuit|level|fault|injector|fault|propagation|impact|output|probability|distribution|fault|qubit|fault|impact|circuit|output
10.1109/TAP.2024.3427362,quantum bit|quantum bit|quantum device|quantum|wave|circuit|quantum|electrodynamic|fidelity|purpose|circuit|quantum|information|processor|challenge|lack|reference|datum|property|theory|basic|field|quantization|quantum|wave|circuit|waveguide|cavity|transmon|cavity|photon|interference|parameter|future|build|intuition|quantum|device
10.1103/PhysRevE.82.051116,quantum bit|theory|energy|escape|duffe|oscillator|progress|circuit|phenomenon|bifurcation|transition|orbit|anharmonic|oscillator|duffe|oscillator|regime|dissipation|diffusion|equation|limit|relation|tunneling|reflection|bath|quantum|fluctuation|state|distribution|expression|switch|probability|reduction|transition|rate|reflection|phase|space|barrier|increase|quantum|fluctuation|diffusion|barrier|behavior|rate|bifurcation|escape|dynamic|domain|energy|scale|friction|energy|scale
10.1109/TASC.2021.3070469,quantum computing|quantum bit|transmon|qubit|circuit|qubit|candidate|platform|information|processor|realization|device|lifetime|qubit|simulation|transmon|qubit|coplanar|waveguide|cpw|resonator|element|simulation|loss|level|tls|loss|qubit|sense|parameter|qubit|circuit|lifetime|strength|energy|level|box|quantization|circuit|quantum|electrodynamic|cqed|feature|parameter|qubit|information|process
10.21468/SciPostPhys.11.4.081,quantum dot|quantum dot|quantum bit|quantum circuit|topological quantum|theory|blockade|lead|metal|source|reservoir|electron|spin|triplet|configuration|drain|lead|dot|spin|singlet|superconductor|electron|cooper|pair|dot|phenomenon|andreev|blockade|andreev|reflection|transport|characteristic|andreev|blockade|occupation|dot|superconductor|contrast|pauli|blockade|occupation|andreev|blockade|quasiparticle|lead|gap|superconductor|semiconductor|device|experiment|test|support|prediction|andreev|blockade|quantum|emulator
10.1088/2058-9565/ac1c41,superconducting qubit|trapped ion|automata|complexity|goldilock|automata|bit|behavior|fractal|number|generator|computation|automata|qca|complexity|sense|complexity|science|biology|sociology|economic|qca|exhibit|complexity|goldilock|rule|activity|stasis|goldilock|feature|breather|network|structure|dynamic|complexity|entropy|fluctuation|day|platform|rydberg|array|goldilock|protocol|link|complexity|science|quantum|computation|qca
10.1063/5.0038087,quantum computing|quantum dot|quantum bit|quantum circuit|microwave|loss|sige|transmon|qubit|silicon|germanium|sige|material|multitude|transistor|electro|modulator|property|sige|fabrication|transmon|layer|microwave|loss|property|sige|temperature|photon|microwave|power|relaxation|quality|factor|pad|transmon|value|sige|heterostructure|state|art
