,gate,resonator,photon,state,cavity,couple,phase,spin,circuit,measurement,microwave,flux,field,noise,atom,interaction,control,frequency,error,entanglement,mode,device,scheme,transmon,superconducting qubit,level,energy,fidelity,transition,information,regime,dynamic,coherence,parameter,protocol,majorana,qed,charge,quantum system,loss,pulse,temperature,decoherence,number,josephson,experiment,wave,computation,transmission,rate,excitation,surface,electron,josephson junction,line,quantum state,lattice,architecture,junction,quantum computing,readout,array,simulation,oscillator,quasiparticle,drive,correlation,property,resonance,parity,relaxation,order,electrodynamic,superconductor,chain,transfer,phonon,scale,process,theory,ensemble,range,code,environment,strength,quantum computer,chip,algorithm,generation,interference,quantum circuit,realization,way,type,ground,technology,hamiltonian,step,tunneling,element,bath,defect,body,dissipation,platform,fluctuation,center,function,signal,quantum dot,density,fabrication,evolution,term,channel,structure,waveguide,quantum gate,proposal,semiconductor,trap,pair
transmon,0.2757801013306769,0.27509081089776605,0.20784949039703515,0.26750265407128887,0.220043114711676,0.2834514627248879,0.17992540150214548,0.05539117094069973,0.3230831516183792,0.19011410270270784,0.3584597811644927,0.12198201900811499,0.20647950177938063,0.15211182259029543,0.10577717706958902,0.22929006104060504,0.19154792851759714,0.24145256169554208,0.1516176328427008,0.08223036670302644,0.19943100880436643,0.24814653845148543,0.1816228485418383,1.0,0.22211260068997582,0.25238366280146335,0.16820027651378072,0.2732003472766206,0.18976702476347154,0.18681207278589082,0.21529831432218488,0.12326233282557447,0.19540575094297846,0.2067172164473912,0.14219911474863028,0.045454545454545456,0.16919084232174364,0.08108437164260031,0.16623008001845846,0.21201672861023696,0.13920485060019283,0.08869685939836239,0.15696093849937656,0.10303941045139574,0.10176802973291374,0.14625448482542613,0.08375742428256124,0.16419739435729636,0.15331103516796663,0.16455459452174095,0.1264279082482028,0.06396021490668312,0.02560457782495946,0.11363636363636363,0.14782809899727065,0.10982013987326676,0.11980845957463075,0.18518593674691167,0.10887354258892318,0.12505410084650617,0.09270248108869579,0.11548372135928898,0.17529196424044294,0.06668313367115805,0.14484136487558028,0.17383837384127884,0.04948797390405599,0.1259758149650672,0.11514154661795957,0.11113855611859676,0.19977814746360806,0.1850183250818095,0.17082557441891313,0.06869350879815021,0.05815526314990443,0.0627181507505318,0.12392039927415241,0.13847792735174932,0.12330500630195264,0.10942844490912643,0.034893157889942655,0.12878185658223207,0.050964719143762556,0.11798497593106737,0.11480189529799256,0.09638745011950747,0.11712187015042266,0.11236664374387369,0.1454643413629281,0.10241831129983783,0.18560646746692377,0.15228622596829317,0.17825277330669195,0.15306919373065675,0.13738298906498764,0.13368957998001896,0.14698932357154085,0.09771699499632146,0.023544080467400554,0.19630176332468918,0.09534625892455924,0.046159309117249775,0.0969143607571383,0.09897594780811197,0.15013314104474082,0.10453025125088634,0.010453025125088635,0.16970839825674944,0.07720914364821829,0.050819726761358854,0.11134044285378082,0.07537783614444091,0.14417137545496114,0.12444893192346608,0.08131156281817417,0.10811249552346708,0.10206207261596575,0.11726039399558573,0.18148850216015694,0.07063224140220166,0.07858682668274143,0.04865618401009519
superconducting qubit,0.32684162985408743,0.41017810321479375,0.36670299495236824,0.4926770775317816,0.33013632401062826,0.4037280648983316,0.2879431368451552,0.22622971499306052,0.3791789059166609,0.33861000726587354,0.3790788137562451,0.1856651078140665,0.3457037618994026,0.24918594596107324,0.23143780550890336,0.34281527624345565,0.29299386871047417,0.3565073474693284,0.22326330484822227,0.25588334378678834,0.2726148796686361,0.28672824822488213,0.36937996131682205,0.22211260068997582,1.0,0.30040175716254236,0.2944143828435137,0.31255189280569495,0.2509686467802543,0.2664380048842651,0.2578473652076936,0.2838893546781011,0.24641180637365107,0.2888321322926958,0.23758872324008662,0.053041815090143475,0.2188921842810297,0.09987557885552903,0.2835051292080915,0.20287336815390225,0.24817361982432326,0.23287979955657742,0.2588142412837134,0.2555073264004954,0.11380701140340858,0.2880010240054614,0.2132469989386707,0.19160521225522775,0.2195611806237598,0.25881230972398267,0.25356932922365955,0.1928108282070481,0.1643317071767752,0.1812262015579902,0.2026916773918359,0.26911775131771565,0.15728273943506424,0.23272001922932353,0.1501461081694736,0.1845561553742015,0.2212698537136856,0.19177421085109622,0.27535804017703097,0.14265877598128107,0.13380613488875973,0.25356932922365955,0.13282155722684205,0.21233866251080735,0.20154144862179724,0.09726734725996436,0.19427091854162876,0.2518851665401198,0.242674499786663,0.08015982461442181,0.10179380357902355,0.16467088546781986,0.17352622067078344,0.1615926535664718,0.22006257698491108,0.19610185857451273,0.142511325010633,0.21706838880075965,0.12637746151815765,0.20651853013277324,0.21880887909269583,0.1431518285749816,0.18398132947071136,0.13112287627477665,0.24518756791995946,0.12947346626048956,0.1308551813619159,0.19103376988255916,0.2253406069447585,0.2232743664211182,0.2027512580876588,0.19500629447142562,0.19674900256205158,0.22287273152965237,0.12363325549931259,0.17927095328375475,0.16689217496864261,0.15261528392389004,0.1822026488124676,0.23099401256842095,0.2074658148193578,0.17076980715181317,0.17076980715181317,0.21218154916150336,0.20271799947252747,0.14825638023941867,0.1678202850857984,0.1822026488124676,0.1880289753621533,0.15639285757362348,0.16604714586814892,0.1419284541631202,0.18406095783603696,0.1306137868499358,0.15354234918243007,0.09615919872168757,0.11921589478161576,0.12491131605836449
level,0.23734415706643877,0.26378393899752317,0.24180555045471921,0.3607650440715713,0.223410527055334,0.23700290327441656,0.25118345395741176,0.13122397243531395,0.29032312680699107,0.2088971417785009,0.29456834210146726,0.22144696967508942,0.2671762297460417,0.24428195239834136,0.299533960191557,0.23340523064590935,0.21156190536181488,0.2976792429146833,0.10262526750315543,0.12175446003316819,0.18223468687891936,0.19019304173409124,0.19362241436070537,0.25238366280146335,0.30040175716254236,1.0,0.4290016085830278,0.16180572748103647,0.29783742323025036,0.19823247184548407,0.26676988704325755,0.18442961622699758,0.16799672073601654,0.18364560984392653,0.12632834166439483,0.05047673256029267,0.1633777563387449,0.1360653270392329,0.1817565818451605,0.12808047932573724,0.21298423564986024,0.1838607088590691,0.18794438138647243,0.19452086939324728,0.12054633348304682,0.1732414585152866,0.22322789836774984,0.12597984902346637,0.1423909782211574,0.13347667324415616,0.11933718622939277,0.10417301923828323,0.1364811811112301,0.13460462016078045,0.11819616998083013,0.11707580185206724,0.07095779764960214,0.10756908600491767,0.10551514928933202,0.08495643329614735,0.05989527482354798,0.09470274476207567,0.17369629698828914,0.1382282113356264,0.08578379437164456,0.18953553107021204,0.07913636196699902,0.09948063677386346,0.18996835997611197,0.08886099300147413,0.19966613279404286,0.18263169004975227,0.1517598162854726,0.061026660151289186,0.07233041606538242,0.12072278588315519,0.07706279322804928,0.14352621985112463,0.14820522899685298,0.1597106694955627,0.09299624922692025,0.1398327053034017,0.04527657196885029,0.11230364029415246,0.14958373813993608,0.07006065900265337,0.0960461132041644,0.10980800384317131,0.10051155173595454,0.1668103324692812,0.14427964350474404,0.18940548952415137,0.13856331052151846,0.23117486803444667,0.1579467241565,0.1517598162854726,0.13058391764244626,0.08681084936523603,0.19870520392350124,0.1364811811112301,0.14823324246066935,0.15036080174879723,0.047832109298744645,0.09672222018188768,0.12635702071347468,0.13000915402801327,0.10215004959343901,0.1579467241565,0.10288780379170483,0.1354432863442697,0.10715660683489368,0.08609779673774036,0.15068291685380852,0.17009115075757178,0.1354432863442697,0.1520730125732603,0.15661350229715232,0.07576219580966054,0.13704776093114285,0.041832674510210784,0.055852631763833496,0.060515967824483576
energy,0.17694124870392794,0.25018684119370743,0.22211363058557748,0.3724028985913478,0.1801103513957009,0.27864131381094914,0.19145500431419657,0.17044085882142765,0.28015593596811744,0.17677064271663512,0.20966416447480674,0.19751963200513956,0.2400406633933376,0.20112673440790726,0.13889043885588348,0.21895905463628682,0.1384240164467855,0.26821821779200633,0.0758404291241626,0.0654377955226086,0.23397571157010555,0.22302675319899865,0.14370706370301214,0.16820027651378072,0.2944143828435137,0.4290016085830278,1.0,0.10742566359257123,0.24162238377465617,0.12884081573373504,0.23265005947597614,0.1858556276658322,0.1625238459650299,0.20779290873084566,0.10493027539418982,0.18447772262801757,0.16156769604298543,0.21508609468608866,0.12821334775080717,0.21056255793646805,0.09600699910855087,0.17645935381053046,0.16943954561869043,0.18449402963918593,0.1781683182539345,0.18040032845279294,0.1745096909346129,0.06414514172997571,0.13309397939543716,0.18446909632876207,0.17355154545099585,0.15269597956778627,0.1874570939793084,0.18086051238040937,0.12705073474358192,0.13283790381881458,0.076273540239337,0.11562753188057542,0.23629109636763562,0.10537023654977312,0.0804778474974563,0.09331420973586939,0.17383215059450563,0.14858345930609074,0.18442042759553795,0.11318579051151904,0.04725821927352712,0.08688317901929075,0.12566133958961365,0.15919656354224007,0.3736046536850816,0.18976960701556495,0.12057344079640497,0.15931044878458836,0.07774898718720122,0.08983843609192008,0.11833698046953087,0.15427836358836125,0.11082288465645103,0.14928283252650243,0.044427992678400696,0.11614720879959092,0.036501320661951636,0.16900347974465824,0.16078967566760205,0.10041225762617437,0.03441377514977419,0.04292151866531003,0.13891022804724357,0.10595400964047867,0.11816246044129337,0.1163397939564086,0.11348088545543998,0.19733278377387525,0.18521363739632477,0.10638833011447499,0.11559594109672079,0.059381769831916884,0.22483266732218965,0.12225462650824462,0.1593380087620949,0.16162495233066418,0.08226465722842223,0.19848452094881391,0.16600582608356126,0.15971277527452457,0.049910242273288934,0.17749640250481122,0.08294666656717618,0.09705993603072904,0.1772063879801291,0.12339698584263335,0.13767551865076758,0.1371250376427325,0.14558990404609357,0.13765510059909675,0.13290479098509683,0.04071892788474301,0.138649013149528,0.15738286712553276,0.060036783798566966,0.17656284628254057
fidelity,0.49157757399657115,0.2511245131746648,0.20995969160844535,0.3585549718899035,0.2272166036202423,0.20829046913315194,0.19386890896743508,0.1102491821052753,0.25908991980596674,0.23112693297521902,0.25346934204405863,0.15000750056254689,0.13965509693273204,0.1599599864776947,0.1246595986677943,0.2251841069729017,0.24892565037940464,0.23693523616867573,0.2722790002045103,0.21320071635561044,0.11281521496355325,0.13303312161943523,0.29843929970146355,0.2732003472766206,0.31255189280569495,0.16180572748103647,0.10742566359257123,1.0,0.09542083559526843,0.2544072718766574,0.1175177458517717,0.06728111897994425,0.20800196151019518,0.21541010921383227,0.24985141157676963,0.0,0.22193343428706105,0.059458839001056314,0.16275103867140145,0.09594781857618334,0.2770698048645445,0.048780783917080295,0.2187592403366185,0.12143310976607657,0.08795216702816806,0.14363546944306088,0.06460957383809221,0.25332019855244947,0.11826247919781653,0.11467132662315001,0.08939803125353485,0.04020151261036848,0.1046076524101413,0.04285495643554834,0.13937366833451512,0.1932735855312692,0.06589129105123892,0.22831650647385773,0.027994625547792713,0.18725633517970777,0.17480147469502524,0.0670025210172808,0.25425669046549126,0.073347704903892,0.045519249466594594,0.15644655469368599,0.03732616739705695,0.09897594780811199,0.10855649121315493,0.08382594846159086,0.14126448280440335,0.15505506644044395,0.11203888424041804,0.0,0.10965861582662817,0.17739371879672478,0.08178329101049119,0.15957118462605635,0.17779882030348063,0.05895435843805091,0.08772689266130254,0.16863430385757355,0.09609999602085963,0.10329178050160583,0.10102051388585778,0.18174991893542355,0.1274117978594064,0.12712834523274566,0.17524095633828954,0.04828045495852676,0.12395228112361202,0.1722921969015792,0.1540534658305748,0.12266776686139873,0.12190675223533186,0.1470510355655487,0.11412706387705432,0.1591309874160419,0.0,0.11265439490322911,0.044946657497549475,0.04351941398892446,0.05076207532276439,0.08398387664337814,0.1266472109425077,0.0689864461987263,0.11826247919781652,0.08381089216179065,0.07279347872434855,0.1149919149152138,0.043738656756789826,0.040609660258211513,0.15191737941229028,0.11733157823267451,0.10540925533894598,0.050964719143762556,0.08747731351357965,0.251259453814803,0.20533080093573816,0.06659271582120269,0.044455422447438706,0.10092167846991638
transition,0.12472929354240415,0.22847861301354663,0.198341839224567,0.32292723503065857,0.21581040469585355,0.24595622631379582,0.25181945190489347,0.15759340326033228,0.2273892395553371,0.1448158998420267,0.24443235390043014,0.1653248641186749,0.2598571178669602,0.07164641576454227,0.2355234367830645,0.19145144784264576,0.1498515520201181,0.2633232074706533,0.024113698891324732,0.05340245007342567,0.15859036992388778,0.10833784750435987,0.12709757986191247,0.18976702476347154,0.2509686467802543,0.29783742323025036,0.24162238377465617,0.09542083559526843,1.0,0.15020623074589656,0.22707624050558106,0.15889550967306115,0.14736932822272583,0.16957555408902822,0.07195920781292547,0.08855794488962006,0.11465400082903032,0.1303917638213189,0.10676765071515794,0.07553222343218172,0.12914728606287276,0.13989045396878455,0.09117109240603775,0.14339220393478586,0.07553222343218172,0.12890320432710672,0.14410920135211075,0.041545668001464746,0.15516468803857594,0.15133798226161158,0.12315815304269713,0.047471266327754134,0.13302600912742518,0.09277498988436388,0.13989045396878455,0.11411189849742759,0.13338274350117102,0.06343614796955512,0.044075964272126,0.04913742892672728,0.08444099531709016,0.09889847151615444,0.12759972625693627,0.11135748693238871,0.06718828080584709,0.17594021863242446,0.06611394640818899,0.109082446284547,0.2014368240861657,0.07423832462159248,0.12047370146534575,0.18309411453745944,0.14883659316349337,0.1311025285824654,0.06474424740545884,0.05818675801446597,0.027592113093901974,0.05995401210990902,0.10497534300749366,0.13923048506750912,0.06474424740545884,0.12744251137819923,0.0,0.15949965782117032,0.17041191479963297,0.039021140551928436,0.050150678392814965,0.05003910833605344,0.04498484266160435,0.14252786692224126,0.08609819070858184,0.10172414213090171,0.14883659316349337,0.15337072331966967,0.15294846504945478,0.08268699620194077,0.09626070358206489,0.04944923575807722,0.07863486577919049,0.07601486235852868,0.10614897848685505,0.051389153237064875,0.13187135630376542,0.0991709196122835,0.08797010931621223,0.13964821923471832,0.03491205480867958,0.16194543358177566,0.07521231396991042,0.05657759563453445,0.12395530151376132,0.02397661023704826,0.10385680721924986,0.14920659471182063,0.09052415301525511,0.12036162814275592,0.1032960845948011,0.0356034497458156,0.030307669113666436,0.052423243852793656,0.034996281842570844,0.0758364932530519
information,0.2676128553284006,0.23130159835801142,0.2440667059509564,0.32967281150409966,0.24881522038949835,0.2855263275216268,0.17841162095499505,0.15738783964941597,0.3188144652161052,0.283294102240407,0.233260074641843,0.15500048816148582,0.19677750764857757,0.1923566606810219,0.1569858266310471,0.20504867002617413,0.27423244480444187,0.1800158871030862,0.19122449438419034,0.19401163741333582,0.1769370022801819,0.2621833831162961,0.21800947867298578,0.18681207278589082,0.2664380048842651,0.19823247184548407,0.12884081573373504,0.2544072718766574,0.15020623074589656,1.0,0.191458152244387,0.12442601232637779,0.24754787875320794,0.17885894254136195,0.24793543949543,0.041513793952420185,0.14780420970096256,0.13988098239194519,0.21021024238999375,0.13167221703843382,0.14126252518873833,0.12151072379458319,0.21191308506357945,0.16468593889663657,0.08519966984839836,0.18923086473540657,0.14603771505337063,0.1363291359374616,0.10819688631811859,0.14375400856327863,0.1082503564900596,0.08762262903202239,0.11692374848704812,0.12454138185726053,0.0810071491963888,0.2206580518725984,0.06382919754157207,0.18864606860754687,0.0723160610225056,0.21498794138321825,0.15393726795176982,0.08113206391853925,0.147779777233699,0.13195419719987972,0.05511838362462804,0.08660028519204767,0.15367162967282438,0.12144604570207046,0.09013643461417803,0.15225484292293812,0.08362661757083778,0.16897787774709894,0.19671530832483086,0.02688772274680018,0.07435876483894033,0.1718421135640707,0.0679061581699882,0.11944612830536032,0.6028208804171828,0.11421871785006539,0.08498144553021751,0.12415118921374065,0.12800220038731594,0.15393726795176982,0.1747482816474332,0.15205353226669563,0.13165268931006607,0.10262484530117987,0.12547236021345282,0.08574408222383528,0.15538877770761214,0.14603771505337063,0.18993202183087116,0.14678855658384388,0.11071090607069366,0.18314873533691148,0.0789681522488238,0.17037733422893242,0.02150289031710308,0.17148816444767057,0.04354003441841081,0.028104971365967134,0.10818160427195223,0.0813555686503188,0.18041726081676598,0.10501462495582098,0.14320176130339224,0.07380727071379577,0.0969586455398121,0.15780703097860302,0.07626570935285067,0.07867753037960162,0.14716306610177898,0.13988878890379053,0.15780703097860302,0.11519610314630781,0.09321364476459526,0.0973584767022471,0.1326032625880181,0.08601156126841232,0.057418897012961156,0.05332543385416191
regime,0.15898435074091513,0.30914596576698505,0.27141388645313413,0.30209779629777983,0.2455421487348287,0.3491554107488991,0.13840695082351645,0.1411547747444096,0.32216919462008214,0.18458744661709106,0.26361623961801284,0.14807976394653866,0.2998911263488468,0.12834590115148398,0.16480929413503922,0.24293152103545468,0.12905815287032585,0.2702515090071171,0.11519141164850931,0.1024971856367494,0.2329583057881258,0.17951860716970444,0.13971270569185,0.21529831432218488,0.2578473652076936,0.26676988704325755,0.23265005947597614,0.1175177458517717,0.22707624050558106,0.191458152244387,1.0,0.22641986489872631,0.1885673955812795,0.2169815183013731,0.09667967274785379,0.0793204315923839,0.1980534816610477,0.10780666041138502,0.1402583247977826,0.11839349926391206,0.09254070637940327,0.10318693980271743,0.108881334248211,0.16696538037831699,0.1099368207450612,0.15191744933978593,0.21259760138109357,0.03721202339075888,0.16677527969003328,0.17122340098907804,0.18910539209702973,0.0956689206214921,0.08510715353136089,0.1284235559114787,0.14003941830368793,0.0876075792595368,0.05973476910894989,0.1349453600601948,0.0690871710971614,0.11736502616950975,0.09244023874976197,0.07086586712703119,0.14790438199961917,0.18840107319815266,0.04814387631160793,0.19698478343440598,0.0690871710971614,0.11864058885550963,0.2050282630438012,0.08865932856383654,0.16601083588089846,0.19132807985526554,0.2592165933724799,0.10764157561162514,0.05799075005326842,0.09381109482564373,0.16064079956048707,0.11507182723729041,0.12295619370411144,0.15588412451498523,0.08118705007457579,0.17122340098907804,0.03811541031698283,0.10924755488608233,0.20605884625905907,0.05242624555589971,0.07187110694092334,0.033614632272640714,0.12087736925743095,0.14468216100331352,0.14652278510072184,0.10629880069054679,0.1259052024952045,0.12974075505200017,0.11281887797360221,0.13331139087727537,0.14657351135638752,0.07972410051791008,0.11738738780183032,0.13617144565017741,0.1188456721353821,0.061371641193221554,0.13959140520052535,0.07895676696818447,0.13394965273539605,0.12508145976752497,0.06254072988376248,0.09670189540594476,0.09623841223943637,0.11148712271412088,0.12027759935822993,0.06442680240024247,0.11839349926391206,0.0763673128124384,0.08108154379208792,0.10780666041138502,0.11102547633067378,0.03188964020716403,0.11763381278954567,0.08217117146128122,0.031345806221467494,0.11644450194791639
dynamic,0.1131619020412344,0.17948472107862312,0.12996217152732198,0.30175418706333007,0.16151457061744967,0.22845489966833032,0.1291327995944248,0.1405456737852613,0.20352874052591374,0.1656602014159411,0.15348330863851048,0.12716767341473292,0.2152572818734065,0.12692076254223203,0.11322770341445958,0.17453535775069012,0.14186538042638175,0.2138005330509963,0.06594924891059972,0.13301154926368908,0.2277100170213244,0.18333333333333332,0.13627610873841378,0.12326233282557447,0.2838893546781011,0.18442961622699758,0.1858556276658322,0.06728111897994425,0.15889550967306115,0.12442601232637779,0.22641986489872631,1.0,0.1079583792718826,0.21739549781247955,0.11808198473867938,0.0778498944161523,0.10079052613579392,0.08229511997978235,0.16060105595541438,0.06778250427364813,0.09713237285143654,0.10971343143406388,0.16363360377426456,0.1102970993347264,0.08714893406611901,0.18090923964682096,0.15649215928719032,0.05113099925649136,0.08752515127148625,0.1143667189923701,0.17142178795424282,0.0,0.048725445517057174,0.09514987095307502,0.08439494725697222,0.1170329679342878,0.09119807574090258,0.07319250547113999,0.04520423357472069,0.02519763153394848,0.13471506281091267,0.06085806194501846,0.17705408255148522,0.11420804814403215,0.11025309741262974,0.1804439873202556,0.11301058393680172,0.11986582537134603,0.1314684396244359,0.10151826501691746,0.19959308197927036,0.14083575804390608,0.11872509864011635,0.078434141969495,0.03984095364447979,0.02387049580131443,0.08489527199560178,0.06148873228105182,0.06625386599999376,0.12494522894038872,0.06640158940746632,0.10619766763577224,0.014547859349066158,0.17320508075688773,0.13981933469148702,0.06003002251876642,0.06172133998483676,0.012830005981991683,0.11995458201095772,0.08770580193070292,0.1059625885652035,0.09563409734217186,0.13568582701727583,0.06990966734574351,0.0922727553930444,0.08480364188579739,0.1382147381437882,0.09128709291752768,0.05376518923636746,0.07796071282729149,0.1224744871391589,0.07027283689263066,0.15983740793871878,0.2147201094799233,0.1443551898562045,0.1551582227085438,0.04774099160262886,0.1384091330895666,0.07713762057251673,0.058025885318565944,0.13772237400214113,0.012295185226055291,0.17429786813223802,0.1420955977531898,0.08123623944599233,0.06172133998483676,0.11653431646335018,0.03651483716701107,0.05180582268001743,0.06720648654545933,0.1076763804116331,0.06666666666666667
coherence,0.2390238692549063,0.2228341153047117,0.18666672408050836,0.24671037239961047,0.1627439452114364,0.24509473075507787,0.10265621710540446,0.19800873517968648,0.23895238346637387,0.16650999485427698,0.18392488262948703,0.19416468226363334,0.1892304506884078,0.2596198702738896,0.11734924175330368,0.20667926800904235,0.23547668188892645,0.22960077145988816,0.13616567825846332,0.10643080127362972,0.1264279082482028,0.24290635336173588,0.10938162084444071,0.19540575094297846,0.24641180637365107,0.16799672073601654,0.1625238459650299,0.20800196151019518,0.14736932822272583,0.24754787875320794,0.1885673955812795,0.1079583792718826,1.0,0.13880630800576443,0.1362436054752966,0.037820467924447446,0.09793063662822575,0.12993504870941053,0.16313697954690864,0.16935223818690662,0.12011526791200328,0.14760049593849953,0.1438486090713657,0.100022967093562,0.07526766141640294,0.16225478286296735,0.07602587948431062,0.1159204160159355,0.06957954105640698,0.17461967384012173,0.10519437827043504,0.15374122295716147,0.28405728687538323,0.10925912955951483,0.09020030307352749,0.09746760501949309,0.06645777603549011,0.16593662957576616,0.09882355980732795,0.187700386870766,0.16829045820152227,0.07884165279854435,0.0897549110408119,0.06164857888717427,0.10712471135735252,0.07012958551362336,0.0439215821365902,0.13199330641920567,0.14598637372036238,0.049318863109739416,0.2031644589325563,0.1748506020923917,0.1318357977745511,0.10886943659923835,0.0,0.05798295088033916,0.09623413771115354,0.12802288912479728,0.16093484986175585,0.0693714055585304,0.1290349435231273,0.1508079001346506,0.09894548898363074,0.1589409883014377,0.10188901415811949,0.10693227498988056,0.10994504121565506,0.07479575920067658,0.09862000951952102,0.06628003360425609,0.12011526791200328,0.07602587948431062,0.11535632305273222,0.13585201887749265,0.06275818787605883,0.11535632305273222,0.07673882976766815,0.12811768579763458,0.06529953027604837,0.10415433852097385,0.13222147133698628,0.10241831129983783,0.03583894328601818,0.0658823732048853,0.1314929728380438,0.08117613123247483,0.10436931158461049,0.09862000951952102,0.09636283604710932,0.13531061955186377,0.0926408482481942,0.15530208757274544,0.08467611909345331,0.12744340976855412,0.056379424813276575,0.10994504121565506,0.10293427583132689,0.07095748751868991,0.04026868310434479,0.11753915449688707,0.052310553817961694,0.08636670341750609
parameter,0.18977827907052924,0.2968244025527264,0.1753101725776214,0.3147428653647117,0.18559485684056087,0.29133882842143355,0.23132789909395884,0.1296362432175337,0.24532955347007265,0.18202039549434498,0.19733948912819183,0.17264444853675734,0.24066495746038513,0.14003459842131902,0.10760355775263959,0.1920874549819581,0.18834975160805922,0.1887128390240993,0.08986270533651629,0.1574591643244434,0.19094065395649334,0.2608745973749754,0.20370046233877334,0.2067172164473912,0.2888321322926958,0.18364560984392653,0.20779290873084566,0.21541010921383227,0.16957555408902822,0.17885894254136195,0.2169815183013731,0.21739549781247955,0.13880630800576443,1.0,0.14233370930289693,0.054399267486155575,0.1338160903320151,0.12076147288491199,0.11630425038266803,0.10555509290001502,0.1258741365238071,0.12030443487786328,0.21561720406434312,0.12331590591674751,0.14615320555386696,0.140028008402801,0.13122266479195596,0.07860351819031655,0.20683219866490424,0.17809890291413707,0.11348016237540047,0.020412414523193152,0.08988656193833434,0.09429206364266966,0.1910717495119005,0.13318338659686052,0.05735393346764044,0.17048272674686907,0.05685735326841775,0.10564428184106457,0.08875586835058663,0.05953620902598002,0.2065591117977289,0.09576635971035923,0.034668762264076815,0.15887222732556064,0.14214338317104439,0.18091899025387786,0.1259881576697424,0.05320353317242179,0.17533359609241803,0.15089836581092492,0.14222003099714356,0.08456017815031824,0.07795119555779044,0.11008810574099741,0.04745789978762495,0.08102265201095858,0.1111111111111111,0.11973686801784993,0.07795119555779044,0.17809890291413707,0.012198750911856666,0.14523687548277814,0.20517363361619223,0.05872615483122713,0.06900655593423542,0.07530800950958866,0.15474611514754325,0.147087101353638,0.08885233166386385,0.10206207261596574,0.0995540216980005,0.13922496566813045,0.10832228060328027,0.1351090294472864,0.14900989016981742,0.10206207261596575,0.11270870433342903,0.10622957319984967,0.057054433073454806,0.014731391274719742,0.10309826235529032,0.1326671576263081,0.07565344158360031,0.18014417303072303,0.10008009612817946,0.21664456120656053,0.11088319064318593,0.08758113121817133,0.15101717408522405,0.11340808859081936,0.10555509290001502,0.1466471150213533,0.10704360482220941,0.09488401440957371,0.11548372135928898,0.040824829046386304,0.13900960937138318,0.045083481733371615,0.04514469490716345,0.07453559924999299
protocol,0.25980392156862747,0.1490196944196007,0.16889150591664187,0.28964362482369754,0.17879963496303788,0.1564842415801827,0.12865717072382468,0.11902380714238084,0.19855452809798232,0.26180350039064015,0.18859885515194078,0.10859938508788933,0.1429762897859917,0.1796967679719382,0.04512426281971401,0.17389249973671164,0.1884571389726182,0.07847849263290312,0.2710386570007588,0.19488475584376005,0.17501500535908437,0.1439124189002655,0.21251609099608285,0.14219911474863028,0.23758872324008662,0.12632834166439483,0.10493027539418982,0.24985141157676963,0.07195920781292547,0.24793543949543,0.09667967274785379,0.11808198473867938,0.1362436054752966,0.14233370930289693,1.0,0.09049034574912836,0.1422606594884729,0.07174300539794393,0.18910216178575012,0.08682794242639572,0.14076306861555737,0.07567568932458515,0.10868726645779396,0.15384718597929695,0.038590196633953654,0.1663780661615406,0.04330993304220232,0.24622290891910512,0.08720277392832392,0.12208444001118975,0.06292277821345421,0.024253562503633298,0.03883678186903087,0.025854384499750957,0.08408409924953905,0.18323156627951162,0.09086217008485092,0.12964074471043288,0.04503773491110449,0.12552411131335844,0.14380593540888195,0.07073955730226379,0.1687322975464215,0.07585826061362604,0.04119262772858173,0.10786761979449293,0.11259433727776125,0.07961621941231024,0.03742405942825599,0.11378739092043906,0.09469425238482128,0.11693085350625602,0.16053344824943253,0.03349082105168299,0.1190826279056167,0.1664780229540729,0.028194193721730047,0.13127625787762592,0.15677336097130679,0.07113429940295787,0.06615701550312039,0.0813896266741265,0.14494275891311212,0.14380593540888195,0.05223912922508634,0.08971337506825125,0.08199200616907877,0.07669649888473705,0.1378993371286729,0.048545977336288584,0.052786150730834015,0.08661986608440464,0.10138954626279949,0.08706521537514389,0.09193289141911526,0.10138954626279949,0.10819730286263714,0.10105651043180541,0.0,0.13592873654160803,0.05423261445466404,0.0,0.048999595755002526,0.06755660236665674,0.13483452474311616,0.07134772412317411,0.10702158618476117,0.04596644570955763,0.09881164689548823,0.05781216125786004,0.010555008273018727,0.048999595755002526,0.07718039326790731,0.06534102628035482,0.12718675476729208,0.10249000771134847,0.04222003309207491,0.15764815627361642,0.06193801042615005,0.013391789600139503,0.0,0.05535093034625596
