,gate,cavity,resonator,spin,photon,phase,state,flux,measurement,noise,entanglement,couple,circuit,field,scheme,level,microwave,frequency,charge,superconducting qubit,device,junction,control,mode,decoherence,atom,fidelity,interaction,energy,information,error,transition,qed,quasiparticle,line,josephson junction,transmission,temperature,rate,dynamic,number,regime,transmon,josephson,coherence,readout,parameter,squid,order,loss,ensemble,electron,interference,pulse,experiment,quantum system,correlation,protocol,resonance,quantum state,electrodynamic,superconductor,decay,parity,relaxation,excitation,majorana,computation,architecture,generation,type,process,environment,fluctuation,theory,proposal,oscillator,transfer
entanglement,0.15128942312287016,0.2882018187581711,0.19087135732578625,0.09932195897174206,0.2642055019632456,0.19122449438419034,0.4051673852029179,0.11519141164850931,0.17134117475124772,0.1545518411171268,1.0,0.15677570513204556,0.23743045048413514,0.2626955893780812,0.17416247818442251,0.12753866601934416,0.19400271974803668,0.10407843247336368,0.23594357055593587,0.28472364899480007,0.10805737826496586,0.05724106894344025,0.16218849146289782,0.1636507783064072,0.1932159216479427,0.12931665176294835,0.21530076208755147,0.20366746420537774,0.06669446181762068,0.18481522940238,0.048657623946882764,0.09675506592551376,0.1768876260651075,0.0,0.15250470647868228,0.08215180532661738,0.1643852753918003,0.07543471352838653,0.05225370779338439,0.2723070687577733,0.15723344539120665,0.08752727210071284,0.057654367227160795,0.07359456537718163,0.1239420774990532,0.02606872956685917,0.1640921465673417,0.04063712768871578,0.03116725418456507,0.05775909822579078,0.045433689961153705,0.06399746063114224,0.06126277504601481,0.06182742085368724,0.1405704679415423,0.14474855717883967,0.2903256633948988,0.1461092677995101,0.03947026761085657,0.1782055936049595,0.21447372946822216,0.015537994118497427,0.15813727782736897,0.05865464152543313,0.05213745913371834,0.05895013277353357,0.04646139935246818,0.06772854614785964,0.10860729213839947,0.29677162009769875,0.09888318906503601,0.16143222823605025,0.11685371129857218,0.07572281660192283,0.10525404696228419,0.08295018954139965,0.09447940278288576,0.10159281922178945
couple,0.30357890809544386,0.3104403331446607,0.4471706169216549,0.2828780744441858,0.268743417966421,0.2535323034623614,0.36495532467185965,0.34858046874070814,0.1880815700768791,0.20714252171723008,0.15677570513204556,1.0,0.33811188050809815,0.29320614609755197,0.2857568489891118,0.2617478046792126,0.2810320498554292,0.26995843520546314,0.20159669706677266,0.3679170173313562,0.2418093480354765,0.13042226335027557,0.21813254446818298,0.27417204038422166,0.2631853860040148,0.22251803815309693,0.18523640435885166,0.24589655605369867,0.30273593877468996,0.2512224139129232,0.11259737804400952,0.22734304473748,0.27988457141652784,0.08025005642584077,0.3193731109635374,0.15354668280729053,0.29261523994305977,0.10742250117735713,0.21579388057259707,0.23543651465622148,0.13994228570826392,0.30468254837863956,0.18883568182068286,0.18714650997283547,0.25739469326951925,0.12064997671776931,0.28286944998117536,0.17360741598134838,0.162739878720168,0.061688709086449876,0.21566554640687682,0.1822706541441223,0.1381315976392975,0.12326312688558734,0.2001788109431818,0.18234453268021447,0.09843740386976972,0.12294827802684932,0.18735825415895582,0.13534557902010033,0.2330840307156992,0.09957068185683232,0.2078720825427868,0.1113692092779409,0.14849227903725454,0.20986925021221445,0.08270396169735617,0.12538313376430715,0.19762338385347905,0.1584811631386123,0.18775227826222526,0.18883568182068286,0.1144034779185939,0.10783277320343841,0.17799034145100803,0.12796862503070064,0.1457549323840115,0.16878498775964423
circuit,0.2997403277722283,0.31706768188135637,0.4235256909587154,0.1352865401745999,0.37529777613838217,0.30537519262151863,0.40892231950295416,0.1961279220261436,0.2722813174627365,0.17336547378989858,0.23743045048413514,0.33811188050809815,1.0,0.29495802041772734,0.31974058634022595,0.23503367881822346,0.4054890632113481,0.22277410180670845,0.2763859182196626,0.40577710784469584,0.2365474236052003,0.14034261160538108,0.24546345254153315,0.2622457525495533,0.2002453486917181,0.19082086983097196,0.23827487491012947,0.21107713090681582,0.1816891869939847,0.2631796011376866,0.19882979549658408,0.23063280200722128,0.5688833091987165,0.06396603026469003,0.29937099668195755,0.16784858494732324,0.3109852067855614,0.1394460202610949,0.21352448376514868,0.2053250302889829,0.24763155812179424,0.26493552295352635,0.23559321469900382,0.2219671554485564,0.21102703546742352,0.21304945651652296,0.22939192197222885,0.10147843288317736,0.17688728441930626,0.12784480436790724,0.08251369970070348,0.14819070929781142,0.13907681247386885,0.0842151921066519,0.23250071336698344,0.15924635617541344,0.16947980485980962,0.1990155805692835,0.13440622799127366,0.20227834851568374,0.47664112414825727,0.09523942834879914,0.14912234662243806,0.13315591032282686,0.10652472825826148,0.17665127726361124,0.04746383907802899,0.11992905704375506,0.29586820363292277,0.19369494184529937,0.2244814854058873,0.2198870003857369,0.12932282808701467,0.0928279121632914,0.16128747358952839,0.19772643900311124,0.12869048952100923,0.13837968120433275
field,0.19690881795266452,0.32025630761017426,0.27636600240850573,0.19215993378237461,0.3213024650430299,0.25514853713327446,0.4419974898979256,0.22286284185125113,0.1546984936307524,0.17589067893874008,0.2626955893780812,0.29320614609755197,0.29495802041772734,1.0,0.18752289237539815,0.29029563666061997,0.3572205758374813,0.24163483965850893,0.24832738240265587,0.3386767850059474,0.19711418807309997,0.1063154867907501,0.18827334923170838,0.28309376563619365,0.22754153011921602,0.25853089770097726,0.11107897485270617,0.26726124191242434,0.16129367940390912,0.1950355972450423,0.03765550294190571,0.2396079626792956,0.22054666819373892,0.10175966581017656,0.1943882059922358,0.11920540257484746,0.1978909779672615,0.07505735739705792,0.1213153965154924,0.2935236139211082,0.18252138057412876,0.20320865579153646,0.10708311760258817,0.08136268271116942,0.1758481327915845,0.060522753266880246,0.20050860016538968,0.13627702877384937,0.1768795089831646,0.10057278516022669,0.10548162696116146,0.14858040970318637,0.1817401181067915,0.13397282541141672,0.1787192963438527,0.13786957245171616,0.25677629550654774,0.11307206388602571,0.19345500590998355,0.08274659603084264,0.19218555339901836,0.1322711693170675,0.15062201176762283,0.07565344158360031,0.11095838098928044,0.24635200565311152,0.08988968316207743,0.08386278693775347,0.11206636293610517,0.17225077552896437,0.11903797917400126,0.16954826953743127,0.1356473532610057,0.11720180773462385,0.15272763624472385,0.10699012312772822,0.08530244589991119,0.07862136275414387
scheme,0.3405574568898749,0.2622731446049183,0.36590203268178373,0.09837387536759294,0.23676127348263276,0.2340276849989581,0.366649448631548,0.2495759114843024,0.22980970388562794,0.09754878659299543,0.17416247818442251,0.2857568489891118,0.31974058634022595,0.18752289237539815,1.0,0.16099765650087272,0.2926435440983433,0.184080260127681,0.20253250967617065,0.26111648393354675,0.27393536539772373,0.08504200642707613,0.185926286658978,0.29398429835072426,0.24961508830135312,0.11562981088178326,0.2517482730476142,0.22657332165431585,0.11009637651263607,0.26348259320698386,0.22088531544818718,0.13576127006248723,0.25144320275268195,0.031008683647302117,0.29617443887954614,0.09323373174786144,0.3015113445777636,0.071156806696482,0.09488401440957371,0.11237822733688872,0.17033249218730065,0.1364592760519363,0.1617947348707122,0.17355253362515582,0.09377422167719011,0.19364916731037085,0.23523470376128294,0.20124611797498107,0.15434872662825797,0.10726454129012913,0.1875,0.042257712736425826,0.24439745014292524,0.15309310892394865,0.12431128952471172,0.13785274164258896,0.09128709291752768,0.14252192813739226,0.054296530345383676,0.15689290811054724,0.20497289793748072,0.03847418820319328,0.16064386578049977,0.08068715304598785,0.053791435363991905,0.14596855203028555,0.05752237416355278,0.17888543819998318,0.15936381457791915,0.22453655975512465,0.18136906252750293,0.19034674690672024,0.07233642332556182,0.0375,0.04343722427630694,0.19398507244974633,0.07798128673650545,0.13975424859373686
level,0.2643036682839838,0.23567643708561686,0.28699436554943225,0.12183048765454918,0.2963019414868943,0.2803937402132592,0.3872108938455172,0.2178318042663079,0.19849467582948332,0.15612196296118172,0.12753866601934416,0.2617478046792126,0.23503367881822346,0.29029563666061997,0.16099765650087272,1.0,0.284467470429845,0.2978847249113346,0.1775069743742929,0.332001429025924,0.2461560103911281,0.12170278879014589,0.1842073626707996,0.18105746543001414,0.16487156612831286,0.26437105666659716,0.11737449987709023,0.23896109891707967,0.3954096150964553,0.13739297177359405,0.08952675896042725,0.28483651317688014,0.1125051572024969,0.030722002451646614,0.13938221860404465,0.16794866929495617,0.1194895258718697,0.19387210822217127,0.13673715432133285,0.14315048895529897,0.1848299011183878,0.17496170872314318,0.1602989116822443,0.17194800734424,0.18581452221810393,0.0959294219086619,0.22599749241282882,0.18830858371138184,0.16991304800713422,0.09446476457218128,0.08669104580816224,0.1256010963627995,0.25048753354567543,0.16178958285580192,0.20527001323159053,0.20031479123154705,0.09044312632922691,0.08689494506075623,0.20441928454519454,0.13601210283987236,0.09230812927028523,0.0635308116562835,0.129316429609506,0.03197647396955397,0.13856472053473384,0.16390158424407328,0.018996856280406867,0.1329237061492107,0.10854969517651178,0.09100664035638859,0.18867688449306236,0.10372282520615808,0.11944609882123608,0.13622878626996923,0.16138364569357463,0.1582754710761471,0.1416439472517945,0.05538487756217113
microwave,0.23066411537384154,0.3394759232096209,0.422029918568461,0.16657485013534734,0.4843873620332186,0.22117685252411667,0.40934599445200304,0.188990048754736,0.29673014758835153,0.2121346239057529,0.19400271974803668,0.2810320498554292,0.4054890632113481,0.3572205758374813,0.2926435440983433,0.284467470429845,1.0,0.3794609288615514,0.1858096311782523,0.38062849181385233,0.2870336972621039,0.13356541938074915,0.2299597840196196,0.2667405662570188,0.1960204453861404,0.25931250688547713,0.2681973612126031,0.2259946628992674,0.17629260766721871,0.2634024734876262,0.11531095714257217,0.22576676494847764,0.2651325146430069,0.06848672513487422,0.28128015932053496,0.14975917496100666,0.27968940644905127,0.16501704983621274,0.13716898705776376,0.20565307150260634,0.17197784733600446,0.21274455672683415,0.21861093014063362,0.18399044296686795,0.14309598379604954,0.19959308197927036,0.1637358813030778,0.09877295966495896,0.15151080381571405,0.2316431233284637,0.1877335943272391,0.15866384600114344,0.19357759119729542,0.20738401597350942,0.20500308879748697,0.15426265814968548,0.13105264876364567,0.11622582663390894,0.18227988068094197,0.173259232729684,0.2469323991623974,0.03399010654215594,0.150791251647979,0.07128324356402513,0.0950443247520335,0.19773290083825157,0.016939422832878557,0.10865025563145485,0.21118547093938186,0.17131723058681214,0.14420780897527016,0.22701904283835028,0.1065096215818389,0.08834522085987723,0.1343114910280625,0.09072875683637008,0.10333910999510984,0.13581281953931856
frequency,0.1838903887412817,0.14970328273915737,0.34924991814901474,0.16096612059941848,0.2446769224468438,0.2083863824044404,0.30458346038048323,0.361702085063273,0.27189896934607743,0.30204268572648524,0.10407843247336368,0.26995843520546314,0.22277410180670845,0.24163483965850893,0.184080260127681,0.2978847249113346,0.3794609288615514,1.0,0.14530512907580095,0.33326030598371487,0.2751935635479951,0.19481223582956914,0.18253524913471175,0.15601212573363632,0.18379684154522855,0.16591513749621792,0.18173289250705604,0.1865633678608343,0.28373197478585616,0.1906041319728296,0.11828545840316267,0.2900912585441816,0.10352077285344723,0.1217725131095966,0.22534878670874947,0.18306655565675478,0.21460884206644346,0.2095770157846963,0.21171241278149042,0.17337352116532084,0.18315213658686816,0.2442990525511339,0.14015631474018767,0.16186781738005304,0.20086671266452918,0.21124141684149264,0.15396289941132424,0.14269353798659745,0.14311508554601562,0.21061636974040907,0.122720173418454,0.1348327197173161,0.2482137721205607,0.23046138461615817,0.16272536542233884,0.1353384988847028,0.11202767873705521,0.053816356113702196,0.3091761743682707,0.13477747424016345,0.09147021665807528,0.06295412064573488,0.0985712153359689,0.04752931878933585,0.200679345999418,0.1815212983238123,0.0,0.043905703995876136,0.18579297213547155,0.09018054180632276,0.16915808532649362,0.12146880610816266,0.14203421463973834,0.1349921907602994,0.10661247392009335,0.05601383936852761,0.19139754063396272,0.05488212999484517
charge,0.24052456602221353,0.1900495105456004,0.22802171376816577,0.13282605243179615,0.1863715818464018,0.20349859481879054,0.27619366459173217,0.17034233278762964,0.13219579477176951,0.16834196930736187,0.23594357055593587,0.20159669706677266,0.2763859182196626,0.24832738240265587,0.20253250967617065,0.1775069743742929,0.1858096311782523,0.14530512907580095,1.0,0.11932930151746993,0.2064402494625482,0.1059924368589093,0.12976877398778958,0.17825277330669198,0.20740582681727995,0.0886865639432655,0.1107414505997651,0.17307807558232896,0.14579523942425593,0.16419627956367996,0.050054777385548505,0.10948661653153992,0.18196677163300606,0.07729558794883114,0.26762517228276567,0.1690214192100184,0.26305288934904486,0.12194402542199008,0.10750823813438266,0.13005853951713897,0.18196677163300606,0.13005853951713897,0.09489576457775488,0.1081539390638794,0.09562570972469812,0.06704316555909413,0.24876361727546645,0.08360796171499411,0.12824875884858367,0.05941759110223065,0.07789711910621948,0.13167016328743084,0.1470510355655487,0.10176437026295687,0.08263245931822254,0.09163376157740077,0.199108043396001,0.04099217579581476,0.09474176972666139,0.09777204440006755,0.18579547047776473,0.04795245473566802,0.08759586042470988,0.14079064767409769,0.09386043178273179,0.12128564995483251,0.07169323570385268,0.1393466028583235,0.12413982045397645,0.1272054628286961,0.18084003156336975,0.08303379400553552,0.060104522490764825,0.06231769528497558,0.0812072311942812,0.14222003099714356,0.048596140647758544,0.06967330142916177
superconducting qubit,0.29641721906811513,0.34825891414904414,0.41401989303135545,0.1940798611543768,0.3123651600677757,0.3221222531009628,0.48535417351712545,0.2110214354632284,0.3569653238400649,0.22989748335476154,0.28472364899480007,0.3679170173313562,0.40577710784469584,0.3386767850059474,0.26111648393354675,0.332001429025924,0.38062849181385233,0.33326030598371487,0.11932930151746993,1.0,0.19961592401219996,0.1842264745887353,0.300352880864678,0.2489647988659846,0.25588641128019185,0.24773620230032584,0.29903264203004387,0.2595495470347952,0.30185377665243623,0.2655425022718972,0.20274268009080076,0.23911038999246778,0.2710955974679544,0.15114173098063566,0.2474752899558984,0.21836605480392424,0.24143738529747988,0.2043823668977688,0.2222312407982379,0.27387553753366956,0.22026517294271297,0.25151835079622714,0.16567557760157167,0.2175236513182048,0.2908639411756825,0.15731330124142318,0.27299403886798074,0.0544949260913066,0.18509524454822496,0.18257418583505536,0.14796600756234315,0.15447859516333115,0.10562681853292955,0.1776672636296754,0.24813657846388062,0.21117432276343304,0.18274699627207186,0.21374668579336073,0.15879045384807033,0.21849239743965404,0.2270621920471109,0.1250199346145913,0.2307071876895319,0.07865665062071157,0.20225995873897265,0.22360679774997896,0.026702293491727636,0.13234482050745888,0.22193343428706105,0.17056057308448835,0.1894338076060206,0.23194580864220035,0.11752678011884009,0.12185435916898849,0.2344049556804848,0.17480147469502524,0.17194746164433358,0.11677484162422844
device,0.2603462271405974,0.19894589252079753,0.2952614935545165,0.16711989763976254,0.20957556296649674,0.2219005625644062,0.3408688906415266,0.33313149660072894,0.2222312407982379,0.24475305902901376,0.10805737826496586,0.2418093480354765,0.2365474236052003,0.19711418807309997,0.27393536539772373,0.2461560103911281,0.2870336972621039,0.2751935635479951,0.2064402494625482,0.19961592401219996,1.0,0.23115423855882586,0.17435253005072202,0.13768003371246104,0.1766883731850549,0.12692703339586228,0.15849169449810416,0.18624589844486425,0.21041365903921622,0.24736372245907684,0.0818716950167146,0.14652074116239164,0.13228110667250145,0.0632139541241014,0.18113336514069048,0.19006523813018625,0.1997637329358312,0.16319190008039436,0.13188374033499936,0.08181892562997761,0.16535138334062682,0.13909217357096193,0.0970096849602985,0.26535168398683423,0.130341187382807,0.16448792373994225,0.16711480244326019,0.39886201760873286,0.2010286761828341,0.15792709749370532,0.050964719143762556,0.1399874099825331,0.5583566078545402,0.21846572437632575,0.16049907891132242,0.14051252522024413,0.10467947366982797,0.03352426172007556,0.16603244517199559,0.1599200599500437,0.13295400586957762,0.10457739712320041,0.1637433900334292,0.08224396186997113,0.10965861582662817,0.1091089451179962,0.039088155249705214,0.09116846116771037,0.14213381090374028,0.11443442705426586,0.1848684666616339,0.14551452744044777,0.08602079496853669,0.1274117978594064,0.07748180774693127,0.15120368418975152,0.14572412715649127,0.15669579263200217
junction,0.09439365446334573,0.055328333517248814,0.13061474845804347,0.06196971660197944,0.08477748943660118,0.26330537862013215,0.21320071635561044,0.22459720919038545,0.20490028546619202,0.12479068704320677,0.05724106894344025,0.13042226335027557,0.14034261160538108,0.1063154867907501,0.08504200642707613,0.12170278879014589,0.13356541938074915,0.19481223582956914,0.1059924368589093,0.1842264745887353,0.23115423855882586,1.0,0.08995011962319761,0.12012499502607453,0.13627702877384937,0.08068423483216583,0.05597170785495563,0.05524946201098299,0.2496751135729437,0.1257941804066302,0.015179418517972906,0.1207363221040738,0.03678836036909795,0.2344036154692477,0.10074907413892013,0.4100542637005277,0.06837634587578277,0.147921097192304,0.10432810619146021,0.08494995494619656,0.06131393394849658,0.0728142470967399,0.14388861576723855,0.4066994898484989,0.15466177866794012,0.08132500607904443,0.15087818809316483,0.16903085094570333,0.1944611170656493,0.14414999403128942,0.03779644730092272,0.12777531299998798,0.20385887657505022,0.04629100498862758,0.12529400275814703,0.06947125179709106,0.05175491695067657,0.0,0.01641772758257796,0.029649972666444046,0.0563436169819011,0.2326700202988444,0.12143534814378325,0.09759000729485333,0.1301200097264711,0.08827348295047495,0.057977103565244846,0.050709255283710994,0.12046772038736683,0.0,0.09597148699373931,0.04316658473017156,0.0,0.13228756555322954,0.2134304585735135,0.05175491695067657,0.07859774918918593,0.021128856368212913
control,0.28366725342394616,0.20321893391917212,0.18746266602154474,0.16583195678557025,0.21500365266442492,0.20076187562639658,0.33081066646394053,0.16263049396137766,0.2243750196862247,0.1785785467995051,0.16218849146289782,0.21813254446818298,0.24546345254153315,0.18827334923170838,0.185926286658978,0.1842073626707996,0.2299597840196196,0.18253524913471175,0.12976877398778958,0.300352880864678,0.17435253005072202,0.08995011962319761,1.0,0.07563680370631995,0.14851202067815514,0.12700724006004094,0.25550908721619736,0.22612115512373804,0.14738263530914264,0.2722720379099511,0.17920750463466953,0.1995570315713218,0.14477388694744775,0.05534716228536822,0.14978118905777085,0.1311126225210815,0.14351074478822187,0.10583936671670079,0.12316927391978355,0.12417045240267895,0.1737286643369373,0.057309439570467205,0.18119917480951195,0.14456054196497822,0.21302513410111518,0.08961112680829966,0.14419730509230955,0.06651901052377393,0.12244260519481054,0.04254570208480497,0.059496411730872965,0.138280025167424,0.09025306336352469,0.1821698128339726,0.13806007906801607,0.18590618543326826,0.054312544659356844,0.195681768857081,0.06460897449973568,0.18669130117198268,0.1552110245554725,0.045781522846965655,0.08363016882951245,0.09601192158032107,0.10241271635234248,0.1273742077131806,0.09126332951925507,0.15964562525705744,0.17777953363369448,0.12144654188931507,0.18344374312943884,0.20384907166070096,0.12911272875949045,0.14874102932718242,0.12921794899947137,0.14935949781323132,0.04639606742978391,0.08314876315471742
mode,0.23090403173910348,0.3644396490727344,0.2648857385024251,0.06253053994807224,0.24554503586957468,0.1937310384446275,0.34830599588811595,0.135977882729801,0.14233108207557335,0.08585457105482137,0.1636507783064072,0.27417204038422166,0.2622457525495533,0.28309376563619365,0.29398429835072426,0.18105746543001414,0.2667405662570188,0.15601212573363632,0.17825277330669198,0.2489647988659846,0.13768003371246104,0.12012499502607453,0.07563680370631995,1.0,0.14103623609278534,0.18092094174740223,0.12236954052372942,0.21370629144625655,0.11372050756765356,0.16748053036018262,0.08934795112453975,0.14213381090374028,0.1856064674669238,0.03942082639927218,0.17884778999621992,0.04310054558901573,0.1820705319490885,0.06784535315527583,0.12062447740929098,0.1224553549845254,0.2165408787114111,0.1428645808152796,0.09679386781875036,0.07722206243750777,0.10837601479372586,0.08206099398622183,0.15405605355099378,0.1421338109037403,0.08720932535569716,0.10606060606060606,0.12712834523274563,0.026860765467512676,0.10713739108887084,0.06487491201346025,0.14749922628956993,0.08178329101049119,0.13055824196677338,0.08362420100070908,0.08283153665625823,0.04986383946711772,0.17766726362967536,0.03260773253630123,0.24251586733803646,0.08206099398622181,0.05470732932414788,0.1731962444392146,0.14625448482542613,0.05685352436149612,0.07597371763975863,0.1816497536376887,0.1037571695799112,0.10889310129609416,0.09196009797434057,0.03178208630818641,0.08283153665625823,0.15957118462605635,0.09913631941932194,0.12436708454077276
decoherence,0.28336093224416786,0.21653278478430668,0.24243152669708928,0.10004134794470675,0.145155895897178,0.2475545727643435,0.33524261720075565,0.20436352472744865,0.15689290811054724,0.24973998952923493,0.1932159216479427,0.2631853860040148,0.2002453486917181,0.22754153011921602,0.24961508830135312,0.16487156612831286,0.1960204453861404,0.18379684154522855,0.20740582681727995,0.25588641128019185,0.1766883731850549,0.13627702877384937,0.14851202067815514,0.14103623609278534,1.0,0.14801510488987227,0.23821762807690303,0.24325212770525995,0.1526762041381148,0.2230769230769231,0.15594107177393954,0.15061360628689596,0.14397480661307122,0.17200522903844534,0.23000322710873397,0.12223963651627971,0.2090605025017727,0.08880906293392335,0.2009592381171251,0.2404397240558315,0.14397480661307122,0.13357762447546195,0.14781952900398843,0.09626962445725962,0.15132095757150688,0.04774099160262886,0.2056123118011848,0.07442084075352508,0.161721508012528,0.10577717706958902,0.0970725343394151,0.09376144618769908,0.1589409883014377,0.1358732440973515,0.16549319206168528,0.18352066281439178,0.10127393670836667,0.09730085108210398,0.07228391048864023,0.1414213562373095,0.16537964611894462,0.07113879915305903,0.2896048475801734,0.0716114874039433,0.13128772690722937,0.08636670341750609,0.02127178149057585,0.161245154965971,0.16574838603294897,0.18116432546313532,0.1408476364024684,0.16893660457598678,0.2407501692775223,0.12480754415067656,0.15661513939205382,0.08861469461982084,0.11534996014569449,0.09302605094190634
atom,0.15347554715006942,0.2951282145949962,0.238667185252719,0.0816663263910156,0.28374191444912183,0.19363561329181445,0.29816690219024883,0.10148014222621034,0.10901683117576932,0.06407317062529987,0.12931665176294835,0.22251803815309693,0.19082086983097196,0.25853089770097726,0.11562981088178326,0.26437105666659716,0.25931250688547713,0.16591513749621792,0.0886865639432655,0.24773620230032584,0.12692703339586228,0.08068423483216583,0.12700724006004094,0.18092094174740223,0.14801510488987227,1.0,0.09483672283105903,0.17682450250071735,0.1273042319492571,0.22695649416447078,0.028577261260796558,0.19320676901410588,0.18469053288688436,0.02206478908203439,0.16859861836632714,0.08443545889639932,0.17163667570333044,0.0759493670886076,0.135032869438565,0.09138829485147773,0.11543158305430272,0.11423536856434716,0.1625336000993481,0.06174722043424953,0.14558561814538623,0.04593152121746253,0.11159033562563878,0.0159111456835146,0.13423620838876227,0.033922676577637915,0.19568121841532551,0.06013847793242637,0.09594781857618334,0.13072340109917852,0.14152951038240513,0.1438676930480794,0.06495698024616309,0.015602161985357414,0.0772713542815227,0.08372998750853342,0.1458521687655505,0.018251335818524617,0.11430904504318623,0.02296576060873127,0.06124202828995004,0.13848874720779208,0.0,0.0636445827340584,0.07087387592709371,0.08714893406611901,0.16777336319889188,0.18962253344923946,0.03431485927794596,0.035578403348241,0.10817989599413178,0.16239245061540772,0.09248165577087424,0.079555728417573
fidelity,0.4169062432958296,0.238455241619133,0.2528652681669629,0.07769553956640866,0.18453325611085666,0.1869839563086998,0.3436763964573164,0.1407962010318372,0.24433144650348906,0.1511245450010884,0.21530076208755147,0.18523640435885166,0.23827487491012947,0.11107897485270617,0.2517482730476142,0.11737449987709023,0.2681973612126031,0.18173289250705604,0.1107414505997651,0.29903264203004387,0.15849169449810416,0.05597170785495563,0.25550908721619736,0.12236954052372942,0.23821762807690303,0.09483672283105903,1.0,0.17317477782204369,0.06521546507260247,0.20536002420422675,0.2735769891401387,0.12299229029889693,0.17296501815952614,0.018367958959266125,0.15789473684210525,0.04016501554191853,0.16073991593304593,0.05268706823947723,0.08175191193132877,0.11411505745296376,0.11531001210635075,0.08558629308972282,0.25932886840516634,0.10280364852510819,0.16159143264935538,0.20392509677383266,0.16889819731271333,0.07947194142390264,0.111745693891081,0.112956498944981,0.07404360971988654,0.06257827179021987,0.07987230638308716,0.1934603333626698,0.08836278341129833,0.09798830016960199,0.0675922588044844,0.27275027506971883,0.03859498657956062,0.26718909688697373,0.16556654463313047,0.0303868562731382,0.1546304721226871,0.11470786693528089,0.06372659274182271,0.09222859518214328,0.0,0.11920791213585395,0.18879795344127698,0.18136906252750293,0.12892051277806202,0.16912752287293456,0.057131198904004234,0.05923488777590923,0.06432497763260103,0.08111071056538127,0.07698687947429833,0.16556654463313047
interaction,0.27877607202673443,0.2924396698824572,0.26743109337025095,0.17255919256291521,0.29872941460844904,0.2545809089838085,0.35337674637010974,0.15982630970294856,0.1515980089423659,0.11407459407340888,0.20366746420537774,0.24589655605369867,0.21107713090681582,0.26726124191242434,0.22657332165431585,0.23896109891707967,0.2259946628992674,0.1865633678608343,0.17307807558232896,0.2595495470347952,0.18624589844486425,0.05524946201098299,0.22612115512373804,0.21370629144625655,0.24325212770525995,0.17682450250071735,0.17317477782204369,1.0,0.14484136487558028,0.17027648939368195,0.14089399073526937,0.21479386229420158,0.17073311796734167,0.05439282932204212,0.17317477782204369,0.08920515501750789,0.20273958938337894,0.06240864794142966,0.13113263207824052,0.1501900578763073,0.19918863762856528,0.1595769364935765,0.15581546476864147,0.10147709425799717,0.1395680077294018,0.08806599154457967,0.13337501954142808,0.10459527207369815,0.1504142093990467,0.04181210050035454,0.05847053462046861,0.16060401860990528,0.12811768579763458,0.07161148740394328,0.19382793487652678,0.15045937205113757,0.08006407690254358,0.14102564102564102,0.07619393177594594,0.08026910688460784,0.2179068168202045,0.04499212706658476,0.09392932715684625,0.07548513560963972,0.06290427967469976,0.15931737313308109,0.06726727939963124,0.11766968108291041,0.10482848367219182,0.1551582227085438,0.20149017494232963,0.14468578871373852,0.11278798251675029,0.08770580193070292,0.17778584081054052,0.18681617943926834,0.060794767011673766,0.049029033784546004
energy,0.1687236389907007,0.16116459280507606,0.1958273720125748,0.13538259026847058,0.15091165336763498,0.25765600122025883,0.31051365957453325,0.29440075199207233,0.19462473604038075,0.14044311917737276,0.06669446181762068,0.30273593877468996,0.1816891869939847,0.16129367940390912,0.11009637651263607,0.3954096150964553,0.17629260766721871,0.28373197478585616,0.14579523942425593,0.30185377665243623,0.21041365903921622,0.2496751135729437,0.14738263530914264,0.11372050756765356,0.1526762041381148,0.1273042319492571,0.06521546507260247,0.14484136487558028,1.0,0.12977477351739758,0.07737759544994183,0.21101398453599896,0.07143996263690931,0.20483662259967567,0.12227899701112963,0.2706147136286629,0.09958591954639383,0.19585266453731864,0.15194743527951726,0.1237243562870471,0.1696699112626596,0.16791162638956394,0.09430419201928972,0.23884381358396356,0.2064840403390264,0.10660035817780521,0.1491125096268702,0.14770978917519928,0.17937304161172324,0.09185117918925864,0.055048188256318034,0.17446578944971328,0.18556740475630137,0.08989331499509895,0.16423467043540768,0.12141669877745294,0.07537783614444091,0.07242068243779014,0.11955702496470261,0.17273340683501218,0.09231861823449955,0.18355431078559414,0.13264730648561457,0.035533452725935076,0.3198010745334156,0.16070608663330627,0.0,0.07385489458759964,0.12062447740929098,0.06741998624632421,0.19968076595771792,0.10478243557698858,0.1460062651305222,0.1789066118330336,0.1793355374470539,0.08794080883518106,0.10016366623062493,0.03077287274483318
