DOI,Addresses
10.1103/PhysRevA.102.012618,"[Mehdi, Zain; Ratcliffe, Alexander K.; Hope, Joseph J.] Australian Natl Univ, Res Sch Phys, Dept Quantum Sci, Canberra, ACT, Australia"
10.1088/1367-2630/16/11/113006,"[Ashhab, S.] Qatar Environm & Energy Res Inst, Doha, Qatar; [Ashhab, S.] RIKEN, Ctr Emergent Matter Sci, Wako, Saitama, Japan"
10.1063/1.4893297,"[Quintana, C. M.; Megrant, A.; Chen, Z.; Dunsworth, A.; Chiaro, B.; Barends, R.; Campbell, B.; Chen, Yu; Hoi, I. -C.; Jeffrey, E.; Kelly, J.; Mutus, J. Y.; O'Malley, P. J. J.; Neill, C.; Roushan, P.; Sank, D.; Vainsencher, A.; Wenner, J.; White, T. C.; Cleland, A. N.; Martinis, John M.] Univ Calif Santa Barbara, Dept Phys, Santa Barbara, CA 93106 USA"
10.7566/JPSJ.88.061012,"[Maezawa, Masaaki; Fujii, Go; Hidaka, Mutsuo; Imafuku, Kentaro; Kikuchi, Katsuya; Koike, Hanpei; Makise, Kazumasa; Nagasawa, Shuichi; Nakagawa, Hiroshi; Ukibe, Masahiro; Kawabata, Shiro] Natl Inst Adv Ind Sci & Technol, Tsukuba, Ibaraki 3058565, Japan"
10.1088/1367-2630/13/5/053032,"[Delanty, M.; Rebic, S.; Twamley, J.] Macquarie Univ, Ctr Excellence Engineered Quantum Syst EQuS, Dept Phys & Astron, Sydney, NSW 2109, Australia"
10.1088/2058-9565/aca21f,"[Finsterhoelzl, Regina; Burkard, Guido] Univ Konstanz, Dept Phys, D-78457 Constance, Germany"
10.1103/PhysRevLett.110.016603,"[Gustavsson, Simon; Bylander, Jonas; Oliver, William D.] MIT, Elect Res Lab, Cambridge, MA 02139 USA; [Oliver, William D.] MIT, Lincoln Lab, Lexington, MA 02420 USA"
10.1103/PhysRevB.105.104516,"[Fistul, M. V.; Neyenhuys, O.; Bocaz, A. B.; Eremin, I. M.] Ruhr Univ Bochum, Theoret Phys 3, D-44801 Bochum, Germany; [Fistul, M. V.] Natl Univ Sci & Technol MISIS, Moscow 119049, Russia; [Lisitskiy, M.] CNR, SPIN Inst Supercond Innovat Mat & Devices, I-80078 Naples, Italy"
10.1103/PhysRevA.85.052318,"[Kockum, A. Frisk; Tornberg, L.; Johansson, G.] Chalmers Univ Technol, MC2, Dept Michrotechnol & Nanosci, SE-41296 Gothenburg, Sweden"
10.1088/1367-2630/aaa910,"[Nizovtsev, A. P.; Kilin, S. Ya] Nat Acad Sci Belarus, BI Stepanov Inst Phys, Nezavisimosti Ave 68, Minsk 220072, BELARUS; [Pushkarchuk, A. L.] Nat Acad Sci Belarus, Inst Phys Organ Chem, Surganova 13, Minsk 220072, BELARUS; [Pushkarchuk, A. L.; Kuten, S. A.] Belarusian State Univ, Inst Nucl Problems, Bobruiskaia 11, Minsk 220030, BELARUS; [Pushkarchuk, V. A.] Belarusian State Univ Informat & Radioelect, P Browka 6, Minsk 220013, BELARUS; [Zhikol, O. A.] Nat Acad Sci Ukraine, SSI Inst Single Crystals, Nauki Ave 60, UA-61078 Kharkov, Ukraine; [Schmitt, S.; Unden, T.; Jelezko, F.] Ulm Univ, Inst Quantum Opt, Albert Einstein Allee 11, D-89081 Ulm, Germany; [Jelezko, F.] Ulm Univ, Ctr Integrated Quantum Sci & Technol IQST, Albert Einstein Allee 11, S-89081 Ulm, Germany"
10.1126/science.1208517,"[Mariantoni, Matteo; Wang, H.; Yamamoto, T.; Neeley, M.; Bialczak, Radoslaw C.; Chen, Y.; Lenander, M.; Lucero, Erik; O'Connell, A. D.; Sank, D.; Weides, M.; Wenner, J.; Yin, Y.; Zhao, J.; Cleland, A. N.; Martinis, John M.] Univ Calif Santa Barbara, Dept Phys, Santa Barbara, CA 93106 USA; [Yamamoto, T.] NEC Corp Ltd, Green Innovat Res Labs, Tsukuba, Ibaraki 3058501, Japan; [Korotkov, A. N.] Univ Calif Riverside, Dept Elect Engn, Riverside, CA 92521 USA; [Mariantoni, Matteo; Cleland, A. N.; Martinis, John M.] Univ Calif Santa Barbara, Calif NanoSyst Inst, Santa Barbara, CA 93106 USA"
10.1103/PhysRevB.109.245303,"[Ruskov, Rusko; Tahan, Charles] Lab Phys Sci, 8050 Greenmead Dr, College Pk, MD 20740 USA"
10.1016/j.mssp.2024.108231,"[Shimura, Yosuke; Godfrin, Clement; Hikavyy, Andriy; Li, Roy; Favia, Paola; Han, Han; Wan, Danny; De Greve, Kristiaan; Loo, Roger] imec, Kapeldreef 75, B-3001 Leuven, Belgium; [Aguilera, Juan; Katsaros, Georgios] IST Austria, Campus 1, A-3400 Klosterneuburg, Austria; [De Greve, Kristiaan] Katholieke Univ Leuven, Micro & Nano Syst, Kasteelpark Arenberg 10, B-3001 Leuven, Belgium; [Loo, Roger] Univ Ghent, Dept Solid State Sci, Krijgslaan 281,Bldg S1, B-9000 Ghent, Belgium; [Hikavyy, Andriy] Soitec, Chemin Fontaine, F-38190 Bernin, France"
10.1103/PhysRevA.96.012309,"[Li, Xiao; Barnes, Edwin; Das Sarma, S.] Univ Maryland, Condensed Matter Theory Ctr, College Pk, MD 20742 USA; [Li, Xiao; Barnes, Edwin; Das Sarma, S.] Univ Maryland, Joint Quantum Inst, College Pk, MD 20742 USA; [Barnes, Edwin] Virginia Tech, Dept Phys, Blacksburg, VA 24061 USA; [Kestner, J. P.] Univ Maryland Baltimore Cty, Dept Phys, Baltimore, MD 21250 USA"
10.1103/PhysRevLett.104.177205,"[Schmidt, Thomas L.; Borkje, Kjetil] Yale Univ, Dept Phys, New Haven, CT 06520 USA; [Schmidt, Thomas L.; Bruder, Christoph] Univ Basel, Dept Phys, CH-4056 Basel, Switzerland; [Trauzettel, Bjoern] Univ Wurzburg, Inst Theoret Phys & Astrophys, D-97074 Wurzburg, Germany"
10.1103/PhysRevB.103.104304,"[Xu, Meng] Ulm Univ, Inst Complex Quantum Syst, Albert Einstein Allee 11, D-89069 Ulm, Germany; Ulm Univ, IQST, Albert Einstein Allee 11, D-89069 Ulm, Germany"
10.21468/SciPostPhys.5.1.004,"[Bauer, Bela; Karzig, Torsten; Antipov, Andrey E.] Microsoft Res, Stn Q, Santa Barbara, CA 93106 USA; [Mishmash, Ryan V.; Alicea, Jason] CALTECH, Dept Phys, Pasadena, CA 91125 USA; [Mishmash, Ryan V.; Alicea, Jason] CALTECH, Inst Quantum Informat & Matter, Pasadena, CA 91125 USA; [Mishmash, Ryan V.; Alicea, Jason] CALTECH, Walter Burke Inst Theoret Phys, Pasadena, CA 91125 USA"
10.1088/1367-2630/ad19ac,"[Benatti, F.] Univ Trieste, Dipartimento Fis, I-34151 Trieste, Italy; [Benatti, F.; Floreanini, R.] Ist Nazl Fis Nucl, Sez Trieste, I-34151 Trieste, Italy; [Carollo, F.] Univ Tubingen, Inst Theoret Phys, Morgenstelle 14, D-72076 Tubingen, Germany; [Narnhofer, H.] Univ Wien, Fac Phys, A-1091 Vienna, Austria; [Valiera, F.] Univ Hamburg, I Inst Theoret Phys, Notkestr 9-11, D-22607 Hamburg, Germany"
10.1103/PhysRevA.90.042302,"[Barz, Stefanie; Vasconcelos, Rui; Greganti, Chiara; Walther, Philip] Univ Vienna, Fac Phys, A-1090 Vienna, Austria; [Zwerger, Michael; Duer, Wolfgang; Briegel, Hans J.] Univ Innsbruck, Inst Theoret Phys, A-6020 Innsbruck, Austria; [Zwerger, Michael; Briegel, Hans J.] Austrian Acad Sci, Inst Quantenopt & Quanteninformat, Innsbruck, Austria"
10.1103/PhysRevApplied.21.044035,"[Simakov, Ilya A.; Mazhorin, Grigoriy S.; Besedin, Ilya S.] Russian Quantum Ctr, Moscow 143025, Russia; [Simakov, Ilya A.; Mazhorin, Grigoriy S.; Moskalenko, Ilya N.; Seidov, Seidali S.; Besedin, Ilya S.] Natl Univ Sci & Technol MISIS, Moscow 119049, Russia; [Simakov, Ilya A.; Mazhorin, Grigoriy S.] Moscow Inst Phys & Technol, Dolgoprudnyi 141701, Russia"
10.1109/TNS.2019.2920337,"[Guo, Cheng; Liang, Futian; Lin, Jin; Xu, Yu; Sun, Lihua; Liao, Shengkai; Peng, Chengzhi] Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Dept Modern Phys, Hefei 230026, Anhui, Peoples R China; [Guo, Cheng; Liang, Futian; Lin, Jin; Xu, Yu; Sun, Lihua; Liao, Shengkai; Peng, Chengzhi] Univ Sci & Technol China, CAS Ctr Excellence & Synerget Innovat Ctr Quantum, Shanghai 201315, Peoples R China; [Liu, Weiyue] Ningbo Univ, Coll Informat Sci & Engn, Ningbo 315103, Zhejiang, Peoples R China"
10.1038/s41467-024-49057-8,"[Davidsson, Joel] Linkoping Univ, Dept Phys Chem & Biol, SE-58183 Linkoping, Sweden; [Onizhuk, Mykyta; Vorwerk, Christian] Univ Chicago, Pritzker Sch Mol Engn, Chicago, IL 60637 USA; [Galli, Giulia] Univ Chicago, Pritzker Sch Mol Engn, Chicago, IL 60637 USA; [Galli, Giulia] Univ Chicago, Dept Chem, Chicago, IL 60637 USA; [Galli, Giulia] Argonne Natl Lab, Mat Sci Div, Lemont, IL 60439 USA; [Galli, Giulia] Argonne Natl Lab, Ctr Mol Engn, Lemont, IL 60439 USA"
10.1021/jacs.4c04720,"[Qiu, Jiawei; Cao, Zhengkai; He, Zhiwen; Meng, Qingyu; Yan, Yingjing; Chen, Ning] Soochow Univ, Coll Chem Chem Engn & Mat Sci, Suzhou 215123, Jiangsu, Peoples R China; [Qiu, Jiawei; Cao, Zhengkai; He, Zhiwen; Meng, Qingyu; Yan, Yingjing; Chen, Ning] Soochow Univ, State Key Lab Radiat Med & Protect, Suzhou 215123, Jiangsu, Peoples R China; [Abella, Laura; Poblet, Josep M.; Rodriguez-Fortea, Antonio] Univ Rovira & Virgili, Dept Quim Fis & Inorgan, Tarragona 43007, Spain; [Du, Xiya; Sun, Lei] Westlake Univ, Sch Sci, Dept Chem, Hangzhou 310030, Zhejiang, Peoples R China; [Du, Xiya; Sun, Lei] Westlake Univ, Res Ctr Ind Future, Hangzhou, Zhejiang, Peoples R China; [Du, Xiya; Sun, Lei] Westlake Inst Adv Study, Inst Nat Sci, Hangzhou 310024, Zhejiang, Peoples R China; [Sun, Lei] Westlake Univ, Sch Sci, Dept Phys, Key Lab Quantum Mat Zhejiang Prov, Hangzhou 310030, Zhejiang, Peoples R China"
10.1039/c5dt02609a,"[Minkin, V. I.; Starikov, A. G.; Starikova, A. A.] Southern Fed Univ, Inst Phys & Organ Chem, Rostov Na Donu 344090, Russia; [Minkin, V. I.; Starikov, A. G.] Russian Acad Sci, Southern Sci Ctr, Rostov Na Donu 344006, Russia"
10.1063/5.0227281,"[Zhang, Yu; Zheng, Wen; Li, Shaoxiong; Yu, Yang] Nanjing Univ, Sch Phys, Natl Lab Solid State Microstruct, Nanjing 210093, Peoples R China; [Zhang, Yu; Zheng, Wen; Li, Shaoxiong; Yu, Yang] Nanjing Univ, Shishan Lab, Suzhou 215163, Peoples R China; [Zhang, Yu; Zheng, Wen; Li, Shaoxiong; Yu, Yang] Univ Sci & Technol China, Synerget Innovat Ctr Quantum Informat & Quantum Ph, Hefei 230026, Anhui, Peoples R China; [Su, Qiping; Kang, Yihao; Yang, Chuiping] Hangzhou Normal Univ, Sch Phys, Hangzhou 311121, Peoples R China; [Yu, Yang] Hefei Natl Lab, Hefei 230088, Peoples R China"
10.1007/s10773-013-1929-0,"[Abdalla, M. Sebawe] King Saud Univ, Coll Sci, Dept Math, Riyadh 11451, Saudi Arabia; [Obada, A. -S. F.; Khalil, E. M.] Al Azher Univ, Fac Sci, Dept Math, Cairo 11884, Egypt; [Mohamed, A. -B. A.] Assiut Univ, Fac Sci, Dept Math, Assiut, Egypt"
10.1103/PRXQuantum.4.030334,"[Anand, Sajant; Hauschild, Johannes; Zaletel, Michael P.] Univ Calif Berkeley, Dept Phys, Berkeley, CA 94720 USA; [Zhang, Yuxuan] Univ Texas Austin, Dept Phys, Austin, TX 78712 USA; [Potter, Andrew C.] Univ British Columbia, Dept Phys & Astron, Vancouver, BC V6T 1Z1, Canada; [Potter, Andrew C.] Univ British Columbia, Stewart Blusson Quantum Matter Inst, Vancouver, BC V6T 1Z1, Canada; [Zaletel, Michael P.] Lawrence Berkeley Natl Lab, Mat Sci Div, Berkeley, CA 94720 USA"
10.1038/s41598-023-39420-y,"[Wu, Yanfu; Ding, Zengqian; Xiong, Kanglin; Feng, Jiagui] Gusu Lab Mat, Suzhou 215123, Peoples R China; [Xiong, Kanglin; Feng, Jiagui] Chinese Acad Sci, Suzhou Inst Nanotech & Nanob, Suzhou 215123, Peoples R China"
10.1103/PhysRevB.106.235426,"[Martinez, Biel; Abadillo-Uriel, Jose Carlos; Rodriguez-Mena, Esteban A.; Niquet, Yann-Michel] Univ Grenoble Alpes, CEA, IRIG MEM L Sim, F-38000 Grenoble, France"
10.1103/PhysRevA.87.033837,"[Diniz, I.; Dumur, E.; Buisson, O.; Auffeves, A.] Univ Grenoble 1, CNRS, Inst Neel, F-38042 Grenoble 9, France"
10.1103/PhysRevLett.124.240502,"[Chang, H-S; Zhong, Y. P.; Bienfait, A.; Chou, M-H; Conner, C. R.; Dumur, E.; Grebel, J.; Peairs, G. A.; Povey, R. G.; Satzinger, K. J.; Cleland, A. N.] Univ Chicago, Pritzker Sch Mol Engn, Chicago, IL 60637 USA; [Chou, M-H; Povey, R. G.] Univ Chicago, Dept Phys, Chicago, IL 60637 USA; [Dumur, E.; Cleland, A. N.] Argonne Natl Lab, 9700 S Cass Ave, Argonne, IL 60439 USA; [Peairs, G. A.; Satzinger, K. J.] Univ Calif Santa Barbara, Dept Phys, Santa Barbara, CA 93106 USA; [Bienfait, A.] Univ Claude Bernard, Univ Lyon, ENS Lyon, CNRS,Lab Phys, F-69342 Lyon, France; [Dumur, E.] Univ Grenoble Alpes, CEA, INAC Pheliqs, F-38000 Grenoble, France; [Satzinger, K. J.] Google, Santa Barbara, CA 93117 USA"
10.1073/pnas.2211786119,"[Xu, Xiaohui; Wang, Juejun; Shi, Jie; Fang, Chao; Yuan, Saisai; Chen, Lichuan; Liu, Junyang; Yang, Yang; Hong, Wenjing] Xiamen Univ, Coll Chem & Chem Engn, State Key Lab Phys Chem Solid Surfaces, Xiamen 361005, Peoples R China; [Xu, Xiaohui; Wang, Juejun; Shi, Jie; Fang, Chao; Yuan, Saisai; Chen, Lichuan; Liu, Junyang; Yang, Yang; Hong, Wenjing] Xiamen Univ, Pen Tung Sah Inst Micro Nano Sci & Technol, Xiamen 361005, Peoples R China; [Blankevoort, Nickel; Daaoub, Abdalghani; Sangtarash, Sara; Sadeghi, Hatef] Univ Warwick, Sch Engn, Device Modelling Grp, Coventry CV4 7AL, England"
10.1103/PhysRevA.92.022335,"[Govia, Luke C. G.; Pritchett, Emily J.; Wilhelm, Frank K.] Univ Saarland, Theoret Phys, D-66123 Saarbrucken, Germany; [Plourde, B. L. T.] Syracuse Univ, Dept Phys, Syracuse, NY 13244 USA; [Vavilov, Maxim G.; McDermott, R.] Univ Wisconsin, Dept Phys, Madison, WI 53706 USA"
10.1364/OE.394050,"[Kong, Lingwen; Li, Zhihao; Li, Congxiu; Xing, Zeyu; Cao, Junqin; Wang, Yaxin; Zhou, Xiaoqi] Sun Yat Sen Univ, Sch Phys, State Key Lab Optoelect Mat & Technol, Guangzhou 510275, Guangdong, Peoples R China; [Cao, Lin] Peking Univ, Sch Elect Engn & Comp Sci, Beijing 100871, Peoples R China; [Cai, Xinlun] Sun Yat Sen Univ, Sch Elect & Informat Technol, State Key Lab Optoelect Mat & Technol, Guangzhou 510275, Guangdong, Peoples R China"
10.1103/PhysRevB.95.165429,"[Scarlino, P.; Kawakami, E.; Jullien, T.; Vandersypen, L. M. K.] Delft Univ Technol, Kavli Inst Nanosci, Lorentzweg 1, NL-2628 CJ Delft, Netherlands; [Ward, D. R.; Savage, D. E.; Lagally, M. G.; Friesen, Mark; Coppersmith, S. N.; Eriksson, M. A.] Univ Wisconsin, Madison, WI 53706 USA; [Vandersypen, L. M. K.] Intel Corp, Components Res, 2501 NW 29th Ave, Hillsboro, OR 97124 USA"
10.1038/s41534-020-00300-2,"[Hu, Chang-Kang; Cui, Jin-Ming; Huang, Yun-Feng; Li, Chuan-Feng; Guo, Guang-Can] Univ Sci & Technol China, CAS Key Lab Quantum Informat, Hefei 230026, Peoples R China; [Hu, Chang-Kang] Southern Univ Sci & Technol, Shenzhen Inst Quantum Sci & Engn, Shenzhen 518055, Peoples R China; [Hu, Chang-Kang; Cui, Jin-Ming; Huang, Yun-Feng; Li, Chuan-Feng; Guo, Guang-Can] Univ Sci & Technol China, CAS Ctr Excellence Quantum Informat & Quantum Phy, Hefei 230026, Peoples R China; [Santos, Alan C.; Sarandy, Marcelo S.] Univ Fed Fluminense, Inst Fis, Av Gal Milton Tavares de Souza S-N, BR-24210346 Niteroi, RJ, Brazil; [Soares-Pinto, Diogo O.] Univ Sao Paulo, Inst Fis Sao Carlos, CP 369, BR-13560970 Sao Carlos, SP, Brazil"
10.1007/s11434-014-0525-x,"[Du, Zhican; Zhou, Yu; Sun, Guozhu; Chen, Jian; Wu, Peiheng] Nanjing Univ, Sch Elect Sci & Engn, Res Inst Superconductor Elect, Nanjing 210093, Jiangsu, Peoples R China; [Wen, Xueda] Univ Illinois, Dept Phys, Urbana, IL 61801 USA"
10.1021/acs.jpcc.1c08998,"[Philbin, John P.; Narang, Prineha] Harvard Univ, Harvard John A Paulson Sch Engn & Appl Sci, Cambridge, MA 02138 USA; [Levy, Amikam] Bar Ilan Univ, Dept Chem, IL-52900 Ramat Gan, Israel; [Dou, Wenjie] Westlake Univ, Sch Sci, Hangzhou 310024, Zhejiang, Peoples R China; [Dou, Wenjie] Westlake Inst Adv Study, Inst Nat Sci, Hangzhou 310024, Zhejiang, Peoples R China"
10.1088/1674-1056/27/7/070303,"[Zhang, Libo; Song, Chao; Wang, H.] Zhejiang Univ, Dept Phys, Hangzhou 310027, Zhejiang, Peoples R China; [Zheng, Shi-Biao] Fuzhou Univ, Coll Phys & Informat Engn, Fujian Key Lab Quantum Informat & Quantum Opt, Fuzhou 350116, Fujian, Peoples R China"
10.22331/q-2023-12-04-1193,"[Chirolli, Luca; Giazotto, Francesco] CNR, NEST Ist Nanosci, I-56127 Pisa, Italy; [Carrega, Matteo] CNR SPIN, Via Dodecaneso 33, I-16146 Genoa, Italy; [Carrega, Matteo] Scuola Normale Super Pisa, I-56127 Pisa, Italy"
10.1016/j.aej.2023.06.065,"[Mohamed, A. -B. A.] Prince Sattam bin Abdulaziz Univ, Coll Sci & Humanities Al Aflaj, Dept Math, Al Kharj, Saudi Arabia; [Rmili, Hatem] King Abdulaziz Univ, Fac Engn, Elect & Comp Engn Dept, Jeddah, Saudi Arabia; [Rmili, Hatem] King Abdulaziz Univ, Ctr Res Excellence Renewable Energy & Elect Power, Jeddah 21589, Saudi Arabia; [Omri, Mohamed] King Abdulaziz Univ, Deanship Sci Res DSR, Jeddah, Saudi Arabia; [Abdel-Aty, Abdel-Haleem] Univ Bisha, Coll Sci, Dept Phys, POB 344, Bisha 61922, Saudi Arabia; [Abdel-Aty, Abdel-Haleem] Al Azhar Univ, Fac Sci, Phys Dept, Assiut 71524, Egypt"
10.22331/q-2021-06-17-478,"[Pal, Soham; Batra, Priya; Mahesh, T. S.] Indian Inst Sci Educ & Res, Dept Phys, Pune 411008, Maharashtra, India; [Krisnanda, Tanjung; Paterek, Tomasz] Nanyang Technol Univ, Sch Phys & Math Sci, Singapore 637371, Singapore; [Paterek, Tomasz] Nanyang Technol Univ, Natl Univ Singapore, Univ Cote Azur, Sorbonne Univ,MajuLab,CNRS,Int Joint Res Unit UMI, Singapore, Singapore; [Paterek, Tomasz] Univ Gdansk, Fac Math Phys & Informat, Inst Theoret Phys & Astrophys, PL-80308 Gdansk, Poland"
10.1038/s41467-024-55077-1,"[Jeong, Jaeyong; Kim, Seong Kwang; Suh, Yoon-Je; Kim, Joon Pyo; Kim, Bong Ho; Park, Juhyuk; Shim, Joonsup; Rheem, Nahyun; Lee, Chan Jik; Kim, Sanghyeon] Korea Adv Inst Sci & Technol, Sch Elect Engn, Daejeon, South Korea; [Lee, Jisung; Park, Seung-Young] Korea Basic Sci Inst KBSI, Ctr Sci Instrumentat, Daejeon, South Korea; [Choi, Joonyoung; Jo, Younjung] Kyungpook Natl Univ KNU, Dept Phys, Daegu, South Korea; [Geum, Dae-Myeong] Inha Univ, Dept Elect Engn, Incheon, South Korea; [Kim, Jongmin] Korea Adv Nano Fab Ctr KANC, Div Device Technol, Suwon, South Korea"
10.1103/PhysRevA.95.052325,"[Wang, Xin] City Univ Hong Kong, Dept Phys & Mat Sci, Tat Chee Ave, Kowloon, Hong Kong, Peoples R China; City Univ Hong Kong, Shenzhen Res Inst, Shenzhen 518057, Guangdong, Peoples R China"
10.1103/PRXQuantum.3.020350,"[Gerster, Lukas; Hrmo, Pavel; van Mourik, Martin W.; Wilhelm, Benjamin; Blatt, Rainer; Schindler, Philipp; Monz, Thomas] Univ Innsbruck, Inst Expt Phys, Technikerstr 25-4, A-6020 Innsbruck, Austria; [Martinez-Garcia, Fernando] Swansea Univ, Dept Phys, Singleton Pk, Swansea SA2 8PP, W Glam, Wales; [Vodola, Davide] Dipartimento Fis & Astron Augusto Righi, Via Irnerio 46, Bologna, Italy; [Mueller, Markus] Rhein Westfal TH Aachen, Inst Quantum Informat, D-52056 Aachen, Germany; [Mueller, Markus] Forschungszentrum Julich, Peter Grunberg Inst, Theoret Nanoelect, D-52425 Julich, Germany; [Blatt, Rainer] Austrian Acad Sci, Inst Quantenopt & Quanteninformat, Technikerstr 21a, A-6020 Innsbruck, Austria; [Monz, Thomas] AQT, Technikerstr 17, A-6020 Innsbruck, Austria; [Hrmo, Pavel] Swiss Fed Inst Technol, Inst Quantum Elect, Trapped Ion Quantum Informat Grp, CH-8093 Zurich, Switzerland"
10.1103/PhysRevB.86.085301,"[Fuchs, Moritz; Rychkov, Valentin; Trauzettel, Bjoern] Univ Wurzburg, Inst Theoret Phys & Astrophys, D-97074 Wurzburg, Germany"
10.1063/5.0160537,"[Dijck, Elwin A.; Warnecke, Christian; Wehrheim, Malte; Henninger, Ruben B.; Eff, Julia; Georgiou, Kostas; Graf, Andrea; Kokh, Stepan; Sajith, Lakshmi P. Kozhiparambil; Mayo, Christopher; Schaefer, Vera M.; Volk, Claudia; Pfeifer, Thomas; Lopez-Urrutia, Jose R. Crespo] Max Planck Inst Nucl Phys, Saupfercheckweg 1, D-69117 Heidelberg, Germany; [Warnecke, Christian] Ruprecht Karl Univ, Heidelberg Grad Sch Phys, Neuenheimer Feld 226, D-69120 Heidelberg, Germany; [Warnecke, Christian; Schmidt, Piet O.] Phys Tech Bundesanstalt, Bundesallee 100, D-38116 Braunschweig, Germany; [Georgiou, Kostas; Mayo, Christopher] Univ Birmingham, Sch Phys & Astron, Birmingham B15 2TT, England; [Sajith, Lakshmi P. Kozhiparambil] Humboldt Univ, Dept Phys, Newtonstr 15, D-12489 Berlin, Germany; [Sajith, Lakshmi P. Kozhiparambil] Deutsch Elektronen Synchrotron DESY, Platanenallee 6, D-15738 Zeuthen, Germany; [Schmidt, Piet O.] Leibniz Univ Hannover, Inst Quantum Opt, Welfengarten 1, D-30167 Hannover, Germany"
10.1007/s11128-018-1980-0,"[Zhang, Yang] Shanxi Datong Univ, Inst Theoret Phys, Datong 037009, Peoples R China; [Zhang, Yang] Shanxi Datong Univ, Dept Phys, Datong 037009, Peoples R China; [Liu, Tong; Yu, Chang-shui] Dalian Univ Technol, Sch Phys, Dalian 116024, Peoples R China; [Wu, Shao-xiong] North Univ China, Sch Sci, Taiyuan 030051, Shanxi, Peoples R China"
10.1364/OPTICA.2.000233,"[MacQuarrie, E. R.; Gosavi, T. A.; Moehle, A. M.; Jungwirth, N. R.; Bhave, S. A.; Fuchs, G. D.] Cornell Univ, Ithaca, NY 14853 USA"
10.1364/JOSAB.28.001959,"[Zhang, Jian-Qi; Yu, Ya-Fei; Zhang, Zhi-Ming] S China Normal Univ, SIPSE LQIT, Key Lab Photon Informat Technol, Guangdong Higher Educ Inst, Guangzhou 510006, Guangdong, Peoples R China"
10.1021/acsphotonics.8b01455,"[Gonzalez-Tudela, Alejandro] CSIC, IFF, Calle Serrano 113b, Madrid 28006, Spain; [Gonzalez-Tudela, Alejandro] Max Planck Inst Quantum Opt, Hans Kopfermann Str 1, D-85748 Garching, Germany; [Galve, Fernando] Univ Politecn Valencia, I3M UPV CSIC Inst Instrumentat Mol Imaging, E-46022 Valencia, Spain"
10.1103/PhysRevB.89.045403,"[Balian, S. J.; Monteiro, T. S.] UCL, Dept Phys & Astron, London WC1E 6BT, England; [Wolfowicz, Gary; Morton, John J. L.] UCL, London Ctr Nanotechnol, London WC1H 0AH, England; [Wolfowicz, Gary] Univ Oxford, Dept Mat, Oxford OX1 3PH, England; [Morton, John J. L.] UCL, Dept Elect & Elect Engn, London WC1E 7JE, England"
10.1103/PhysRevB.86.064514,"[Kubo, Y.; Grezes, C.; Vion, D.; Esteve, D.; Bertet, P.] CEA Saclay, Quantron Grp, Serv Phys Etat Condense, CNRS,URA 2464, F-91191 Gif Sur Yvette, France; [Diniz, I.; Auffeves, A.] CNRS, Inst Neel, F-38042 Grenoble, France; [Umeda, T.; Isoya, J.] Univ Tsukuba, Res Ctr Knowledge Communities, Tsukuba, Ibaraki 3058550, Japan; [Sumiya, H.] Sumitomo Elect Ind Ltd, Itami, Hyogo 664001, Japan; [Yamamoto, T.; Abe, H.; Onoda, S.; Ohshima, T.] Japan Atom Energy Agcy, Takasaki, Gunma 3701292, Japan; [Jacques, V.; Dreau, A.; Roch, J-F.] Ecole Normale Super, Lab Phys Quant & Mol, CNRS, UMR 8537, F-94235 Cachan, France"
10.1103/PhysRevApplied.22.034021,"[Cheng, Lin; Liu, Sheng-Chen; Peng, Liang-You; Gong, Qihuang] Peking Univ, Sch Phys, State Key Lab Mesoscop Phys, Beijing 100871, Peoples R China; [Cheng, Lin; Liu, Sheng-Chen; Peng, Liang-You; Gong, Qihuang] Peking Univ, Frontiers Sci Ctr Nanooptoelect, Sch Phys, Beijing 100871, Peoples R China; [Cheng, Lin; Peng, Liang-You; Gong, Qihuang] Beijing Acad Quantum Informat Sci, Beijing 100193, Peoples R China; [Peng, Liang-You; Gong, Qihuang] Shanxi Univ, Collaborat Innovat Ctr Extreme Opt, Taiyuan 030006, Peoples R China"
10.1007/s11128-024-04425-7,"[Yang, Tian; Wang, Weilong; Zhao, Bo; Wang, Lixin; Ding, Xiaodong; Liang, Chen; Shan, Zheng] Informat Engn Univ, Lab Adv Comp & Intelligence Engn, Zhengzhou 450001, Henan, Peoples R China; [Liang, Chen] Zhengzhou Univ, Sch Cyber Sci & Engn, Zhengzhou 450002, Henan, Peoples R China"
