DOI,Country Code
10.1038/s41534-023-00716-6,"FR,JP,KR,GB"
10.1038/npjqi.2015.12,"CH,GB"
10.1134/S0021364010120131,"BY,PL"
10.1126/science.abf0345,"DK,NL,ES,SE,US"
10.1109/LED.2018.2880303,"CA,FR,DE,RO,US"
10.1126/science.1217692,"IL,US"
10.1038/s41467-021-24371-7,"AU,JP,CH"
10.1103/PhysRevLett.123.063601,"FR,NL"
10.1038/ncomms2776,"CN,DE,SE,US"
10.1038/s41467-022-28133-x,"TW,US"
10.1126/sciadv.1602811,"AU,NL,US"
10.1038/s41567-024-02481-5,"JP,CH"
10.1038/s41467-021-27880-7,"AU,CN,US"
10.1103/PhysRevB.104.235304,"RS,SK"
10.1038/s41467-018-06418-4,"AT,CN"
10.1103/PhysRevB.87.045301,"US,GB"
10.1038/s41598-020-77047-5,"FR,NL,US"
10.1016/j.jmmm.2015.06.069,"IL,RU"
10.1038/s41534-021-00403-4,"AU,DE,JP"
10.1038/s41534-022-00645-w,"AU,CA,DE"
10.1103/PhysRevB.99.205415,"AU,DE"
10.1002/ejic.202300125,"CN,JP"
10.1038/s41534-021-00470-7,"DE,JP"
10.1103/PhysRevLett.124.023602,"DE,US,GB"
10.1038/s41567-024-02497-x,"DK,NL,GB"
10.1038/s41563-020-0743-3,"AU,DE,JP"
10.1038/s41467-020-14818-8,"AU,JP"
10.1103/PhysRevLett.105.216803,"IL,US"
10.1038/s41467-018-07522-1,"FR,DE,JP,CH"
10.1103/PhysRevB.100.115435,"HU,CH"
10.1038/s41467-024-48557-x,"AU,CA,DE,JP,CH"
10.1038/s41928-019-0234-1,"AU,JP"
10.1103/PhysRevLett.129.040501,"IL,KR,GB"
10.1039/d2nh00375a,"KR,CH"
10.1103/PhysRevA.99.042310,"AU,TW"
10.1039/c4cp04744c,"JP,GB"
10.1103/PhysRevB.92.125402,"DE,IL,US"
10.1038/s41467-024-45583-7,"DE,PL"
10.1103/PhysRevA.103.052421,"JP,TR"
10.1109/JSSC.2022.3174605,"CH,GB"
10.1103/PhysRevA.96.042337,"DK,IR"
10.1103/PhysRevApplied.16.064008,"NO,ES"
10.1038/s41598-018-26633-9,"DE,CH"
10.1103/PhysRevA.90.032319,"CN,DE"
10.1103/PhysRevB.110.125414,"AU,CA,DE,JP"
10.1002/adma.202201625,"AU,CN"
10.1103/PhysRevLett.110.160402,"DE,IT,GB"
10.1103/PhysRevB.96.045302,"AU,NL"
10.1016/j.xcrp.2023.101693,"CN,US"
10.1103/PhysRevB.91.245416,"CN,GB"
10.1103/PhysRevLett.132.263602,"DE,US"
10.1038/ncomms4895,"CN,DE"
10.1038/s41534-021-00386-2,"AU,CA"
10.1103/PhysRevApplied.13.034068,"DE,JP"
10.1021/acsami.2c17395,"FR,DE,IT,NL"
10.1039/d2dt01564a,"AR,IT,PL,US"
10.1103/PhysRevLett.133.146902,"NO,US"
10.1038/NNANO.2013.7,"CA,ES"
10.1103/PRXQuantum.4.020305,"DE,PL"
10.1038/s41467-022-32236-w,"AU,US"
10.1103/PhysRevB.97.245412,"AU,NL"
10.1038/s41467-023-36951-w,"NL,ES"
10.1103/PhysRevB.93.075301,"JP,CH"
10.1103/PhysRevB.83.235316,"AU,US"
10.1038/NPHYS2688,"DE,CH,GB"
10.1103/PhysRevA.110.052408,"AU,JP,US"
10.1103/PhysRevX.14.041062,"JP,GB"
10.1038/NPHYS3470,"DE,US"
10.1103/PhysRevB.92.201401,"AU,JP,US"
10.1021/acs.inorgchem.1c01474,"ES,US"
10.1038/s41534-024-00910-0,"DE,NL,CH"
10.1126/science.aar4054,"CA,NL"
10.1103/PRXQuantum.5.020353,"NL,CH"
10.1007/s11128-015-0985-1,"CA,JP"
10.1021/acs.nanolett.2c04446,"FR,NL"
10.1021/acsphotonics.1c01775,"AU,DK,DE,US,GB"
10.1038/s41467-022-35510-z,"AU,US"
10.1038/s41467-020-14560-1,"AU,NL,KR,ES,CH,US,GB"
10.1038/s41467-019-11160-6,"DE,GB"
10.22331/q-2018-05-28-70,"JP,CH,US"
10.1021/acs.jpclett.7b01376,"IE,ES"
10.1063/5.0217987,"LV,US"
10.1007/s10701-013-9735-3,"AU,CA"
10.1103/PhysRevX.5.011009,"IL,PL"
10.1103/PhysRevB.98.195307,"CN,US"
10.1002/qute.202000011,"CA,JP"
10.1038/s42005-020-00405-2,"IT,CH"
10.1103/PhysRevLett.117.015502,"AT,CN,JP,US"
10.1002/chem.202303082,"CN,JP"
10.1103/PhysRevX.9.021011,"AU,NL,US"
10.1103/PhysRevApplied.10.044017,"AU,JP"
10.1038/s41534-021-00500-4,"CN,US"
10.1103/PhysRevApplied.11.044026,"CN,US"
10.1038/s41467-024-50763-6,"AT,IT"
10.1103/PhysRevLett.131.197001,"BR,JP,CH"
10.1002/adma.202405916,"AU,SG"
10.1002/advs.202407442,"AU,DE,US"
10.1063/1.4730602,"JP,GB"
10.1016/j.cap.2014.06.017,"DE,JP,KR,US"
10.1103/PhysRevB.103.L161409,"CN,US"
10.1038/s41467-023-44114-0,"AT,DK,IT,NL,NO,ES,SE,US,GB"
10.1007/s00340-016-6527-4,"AR,DE"
10.1103/PhysRevB.87.195307,"BE,PL"
10.1038/s41598-018-34108-0,"CN,US"
10.21468/SciPostPhys.17.1.014,"NL,NO"
10.1103/PhysRevB.101.165302,"RS,SK"
10.1209/0295-5075/107/67004,"CZ,PL"
10.1038/s41598-019-52868-1,"CA,US,GB"
10.1103/PRXQuantum.2.040306,"DK,US"
10.1021/acsami.1c16988,"KR,US"
10.1103/PhysRevB.101.155307,"RS,SK"
10.1038/nature10401,"NL,US"
10.1088/1367-2630/acf2bd,"CL,US"
10.1557/s43577-021-00147-8,"NL,US"
10.1103/PhysRevB.85.014408,"FR,DE,JP,NL"
10.1103/PhysRevLett.127.057701,"JP,SK,CH,US"
10.1103/PhysRevB.95.195316,"AU,CN"
10.1038/s41534-023-00699-4,"IL,KR,GB"
10.1038/s41563-021-01148-3,"DE,JP,SE,US"
10.1103/PhysRevB.106.L201305,"DK,SE"
10.1103/PhysRevLett.118.167204,"AU,CH"
10.1126/science.1253512,"NL,GB"
10.1103/PhysRevB.109.085303,"JP,CH"
10.1038/s41534-024-00813-0,"JP,NL"
10.1038/s41534-021-00449-4,"AU,SG"
10.1103/PhysRevB.109.134106,"AU,US"
10.1038/s41534-022-00639-8,"DE,NL"
10.1038/nature12011,"AU,GB"
10.1063/1.4868107,"AU,US"
10.1021/jacs.0c12645,"ML,US"
10.1103/PhysRevApplied.10.054026,"DE,IL,US"
10.1103/PhysRevB.100.041304,"DE,IT,NL"
10.1103/PhysRevA.107.033708,"CN,US"
10.1038/s41534-024-00897-8,"NL,US"
10.1038/s41586-022-04819-6,"DE,NL,GB"
10.1145/3474222,"NL,PK,US,GB"
10.1021/acs.nanolett.3c03681,"AU,SG"
10.1088/0953-4075/45/23/235501,"BY,PL"
10.1088/2058-9565/aaf3c4,"CA,GB"
10.1103/PhysRevB.95.075403,"AU,NL,US"
10.1039/d3nr03844k,"JP,SG,US"
10.1038/s41598-020-61976-2,"CN,US"
10.1038/s41565-020-0769-3,"AT,GB"
10.1103/PhysRevB.108.205404,"CA,RU"
10.1021/jacs.2c11784,"AU,CN,US"
10.1038/s41586-024-07160-2,"AU,CA,DE,GB"
10.1103/PhysRevApplied.17.054007,"AU,DE"
10.1103/PhysRevLett.122.207703,"JP,US,UA"
10.1103/PhysRevX.11.041041,"NL,US,GB"
10.1103/PRXQuantum.4.010319,"AU,CH,US"
10.1126/science.aaw2906,"DK,FR,GB"
10.1021/acsnano.3c10633,"DE,US"
10.1002/qute.202000005,"AU,FR"
10.1038/ncomms3069,"AU,US"
10.1038/s41567-020-0952-3,"DK,NL,US"
10.1016/j.cclet.2024.110100,"CN,JP,ES"
10.1126/sciadv.aaq1459,"AU,US,GB"
10.1038/ncomms5822,"CN,GB"
10.1038/s42005-019-0113-0,"CA,US"
10.1021/acs.nanolett.2c03034,"ES,US"
10.1103/PhysRevLett.128.067702,"JP,CH"
10.1103/PhysRevApplied.20.054024,"JP,NL,SK,CH"
10.1103/PhysRevA.106.L030402,"DE,US"
10.1039/c6dt02664h,"AT,NL,ES"
10.1038/s41565-020-00828-6,"NL,CH"
10.1063/5.0031231,"IL,KR"
10.1038/s41563-024-01857-5,"CH,US"
10.1103/PhysRevB.107.085428,"CZ,ES"
10.1021/acs.nanolett.7b01796,"AU,DE,HU,JP,LT,ES"
10.1103/PhysRevA.96.042108,"PL,GB"
10.1002/chem.202304202,"CN,JP"
10.1038/s41467-021-24494-x,"AT,BE,CZ,HU,SE"
10.1103/PhysRevB.83.121403,"FR,NL"
10.1039/d0sc03107k,"IT,ES"
10.1103/PhysRevLett.121.177701,"DE,US"
10.1103/PhysRevLett.122.217702,"CA,US"
10.1021/jacs.3c04786,"US,GB"
10.1002/andp.202200452,"IN,ML"
10.1103/PhysRevA.100.022318,"CZ,PL"
10.1103/PhysRevApplied.18.024053,"AU,NL,US"
10.1038/srep03121,"CH,GB"
10.1103/PhysRevA.85.062312,"CA,SG"
10.1103/PhysRevA.90.022118,"CN,US"
10.1088/0953-8984/23/11/115302,"PL,SE"
10.1103/PhysRevLett.111.086805,"CN,JP,US"
10.1103/PhysRevX.8.041050,"CA,IL"
10.1063/1.5082878,"CN,GB"
10.1063/1.5004147,"DE,IL,US"
10.1063/1.4752863,"AU,US"
10.1103/PhysRevB.108.245301,"AU,CA,NL"
10.1103/PhysRevB.105.075308,"DE,CH"
10.1103/PhysRevB.93.205434,"DE,NO"
10.1038/srep12685,"CN,US"
10.1021/jacs.3c01243,"US,GB"
10.1038/ncomms1856,"CL,US"
10.1126/science.ade5050,"CN,JP,KR,ES,US"
10.1038/s41928-021-00687-6,"CH,GB"
10.1038/ncomms6156,"AU,IL,US"
10.1038/s41467-024-52010-4,"AU,JP"
10.1016/j.physleta.2010.12.048,"CN,US"
10.1063/5.0049372,"CA,GB"
10.1103/PhysRevApplied.22.014033,"DK,NL,NO,US,GB"
10.1103/PRXQuantum.3.040328,"BE,CA,HU,NL,TW,TH,US"
10.1103/PhysRevX.10.021006,"AU,CA,DE,NL,US"
10.1103/PhysRevB.108.125405,"AU,NL,US"
10.1002/qute.201900017,"IT,GB"
10.1021/acs.nanolett.9b03254,"NL,US"
10.1103/PhysRevB.96.235434,"DE,US"
10.1016/j.sse.2024.108883,"CA,FR"
10.1038/s41565-022-01282-2,"AT,IN,GB"
10.1088/1367-2630/18/1/013033,"BR,DE,JP"
10.1063/1.3518919,"AT,CA,JP,KR"
10.1063/5.0179958,"AU,JP"
10.1021/nl303863s,"AU,US"
10.1103/PhysRevLett.128.126803,"AT,DE,IT,CH,GB"
10.1038/s41467-019-13548-w,"AU,US"
10.1038/s41467-024-45857-0,"DK,NL,NO,US"
10.1103/PhysRevLett.125.047701,"AU,DK,DE"
10.1002/adma.202206688,"FR,ES"
10.1103/PhysRevLett.132.160804,"AT,GB"
10.1140/epjst/e2018-00094-2,"CN,SI"
10.1039/d3sc04375d,"FR,DE"
10.1103/PhysRevB.92.115424,"CA,CN,JP"
10.1103/PhysRevB.100.125402,"AU,CA,CN"
10.1038/s41565-017-0030-x,"JP,US"
10.1038/NNANO.2014.175,"DE,CH"
10.1088/1367-2630/aba462,"AT,SI"
10.1103/PhysRevApplied.16.054034,"CA,IT"
10.1039/d3sc03089j,"HR,DE,SI"
10.1103/PhysRevB.82.115445,"DE,US"
10.1103/PhysRevApplied.17.024068,"AU,JP"
10.1103/PhysRevApplied.22.064029,"CN,US"
10.1002/anie.202207947,"IN,IT,GB"
10.1021/nl303663n,"DE,JP,US"
10.1103/PhysRevB.100.125430,"AT,DE,US"
10.1103/PhysRevApplied.10.044058,"AU,US"
10.1088/1367-2630/18/10/103018,"AU,CA,NL,US"
10.1038/s41586-022-04697-y,"AT,NL"
10.1063/5.0035300,"DE,JP"
10.1038/s41534-024-00820-1,"AT,FR,GB"
10.1103/PRXQuantum.2.040314,"NL,US"
10.1038/NPHYS2326,"CA,DE,CH"
10.1103/PhysRevX.9.031045,"NL,GB"
10.1088/1361-6641/ab516a,"CA,IN,GB"
10.1021/jacs.8b06733,"CN,IT,JP"
10.1103/PhysRevX.8.021046,"CA,DK,US"
10.1038/s41467-019-13416-7,"AU,FI,JP,US"
10.1103/PhysRevA.104.032409,"CN,US"
10.3390/photonics9090617,"JP,CH,TR"
10.1103/PhysRevA.87.062337,"CN,KR"
10.1063/1.5042501,"NL,CH"
10.1038/s41534-018-0105-z,"FR,JP"
10.1126/sciadv.adp6442,"AT,DE,NL,GB"
10.1038/s41534-024-00924-8,"DE,US"
10.1103/PhysRevLett.118.216802,"CN,US"
10.1103/PhysRevApplied.19.044039,"AU,GB"
10.1103/PhysRevLett.117.170501,"CN,US"
10.1038/s41567-024-02614-w,"AU,CA,DE,JP,CH,US,GB"
10.35848/1347-4065/acb4f8,"JP,MX"
10.1103/PhysRevA.96.052321,"CA,DK,DE"
10.1038/s41586-021-04292-7,"AU,DK,EG,FR,JP,NL,US"
10.1038/s41467-018-03578-1,"AU,CH"
10.1021/jacs.5b11641,"JP,GB"
10.1103/PhysRevB.96.180408,"FR,US"
10.1103/PhysRevA.82.052339,"CN,ES,US"
10.1063/5.0036520,"DE,CH,GB"
10.1038/s41467-017-01905-6,"AU,NL"
10.1063/1.4984745,"FR,DE"
10.1002/adma.202405006,"AU,DE"
10.1103/PhysRevLett.121.183603,"FR,US"
10.1103/PhysRevB.82.155312,"PL,US,GB"
10.1103/PhysRevA.89.062318,"PL,ES"
10.1038/NNANO.2014.216,"AU,JP,NL"
10.1103/PhysRevA.98.052348,"DE,NL"
10.1103/PhysRevApplied.19.064046,"DE,HU,SE"
10.35848/1882-0786/ac7030,"JP,GB"
10.1103/PhysRevX.12.031028,"US,GB"
10.1103/PhysRevLett.117.027402,"DE,US"
10.1103/PhysRevLett.112.050502,"BR,DE"
10.1103/PhysRevB.86.121301,"FI,GB"
10.1103/PhysRevB.97.235409,"AU,US"
10.1103/PRXQuantum.4.010329,"FR,DE"
10.1063/1.4704561,"DE,US,GB"
10.1002/chem.201804165,"US,GB"
10.1038/ncomms3017,"AU,US"
10.1103/PhysRevA.93.062511,"AU,ZA,US"
10.1103/PhysRevApplied.5.034011,"FR,GB"
10.1038/s41467-020-20424-5,"AU,JP"
10.1103/PhysRevLett.117.167401,"CA,FR"
10.1103/PhysRevB.98.214307,"IT,US"
10.1038/NPHYS2881,"NL,US,GB"
10.1063/1.4945736,"AU,FR,GB"
10.1109/JSSC.2023.3237603,"IN,IT,NL,CH"
10.1021/acs.jpclett.8b01813,"DE,ES"
10.1088/0953-4075/48/11/115302,"ES,UZ"
10.1103/PhysRevLett.108.206811,"DK,DE,HU,US"
10.1103/PhysRevB.94.161302,"AU,CA,JP,NL"
10.1103/PhysRevB.94.205309,"IT,GB"
10.1038/s41534-020-0276-2,"DE,JP,PL"
10.1007/s10909-023-03033-6,"DE,JP"
10.1103/PhysRevB.95.205420,"DE,US"
10.1209/0295-5075/110/33001,"IE,ES"
10.1103/PhysRevB.94.125204,"JP,US"
10.35848/1347-4065/abd533,"DE,JP,GB"
10.1063/5.0145278,"US,GB"
10.1103/PhysRevLett.120.213603,"AT,SG,US"
10.1103/PhysRevLett.121.060401,"AU,DE,GB"
10.1103/PhysRevLett.122.190503,"FR,DE"
10.1063/5.0118391,"FI,JP,GB"
10.1088/1367-2630/ac430c,"CN,US"
10.1103/PhysRevLett.105.266603,"DE,CH"
10.1103/PhysRevA.86.042329,"DE,US"
10.1103/PhysRevB.110.115413,"PL,CH"
10.1038/s41524-024-01361-z,"DE,HU,SE,US"
10.1038/s41467-019-13495-6,"HU,RU,SE,US"
10.1103/PhysRevLett.106.110504,"US,GB"
10.1021/acs.nanolett.2c04049,"CN,JP"
10.1038/s41534-021-00377-3,"NL,KR,GB"
10.1063/5.0088840,"JP,GB"
10.1103/PhysRevApplied.15.044042,"CN,US"
10.1007/s00723-016-0857-6,"US,GB"
10.1103/PhysRevLett.110.167402,"DE,HU"
10.1103/PhysRevA.100.022343,"AT,DE,US"
10.1038/NNANO.2014.211,"AU,JP"
10.21468/SciPostPhys.17.1.004,"IT,US"
10.1016/j.chaos.2017.03.029,"IT,SA"
10.1103/PhysRevB.110.045419,"AT,CA,DE,ES,US"
10.1002/qute.202300316,"AU,JP"
10.1038/s41467-019-09194-x,"AU,DK,US"
10.1063/1.4875909,"JP,US"
10.1103/PhysRevLett.121.123604,"JP,ES,US"
10.1038/NNANO.2016.114,"DE,CH"
10.1063/1.4705287,"DE,US"
10.1103/PhysRevB.94.155407,"PL,CH"
10.1038/s41467-018-06039-x,"AU,JP,NL,US,GB"
10.1103/PhysRevLett.112.236801,"AU,BR,US"
10.1103/PhysRevLett.128.213602,"DE,IL,US"
10.1103/PRXQuantum.2.010353,"FR,GB"
10.1364/OE.525337,"AU,DE,IT"
10.1103/PhysRevB.92.161403,"CN,GB"
10.1002/adma.202300472,"DE,IL,IT,US"
10.3390/magnetochemistry9020053,"ES,US"
10.1038/ncomms4371,"DE,IT"
10.1103/PhysRevB.92.165201,"CA,DE,US,GB"
10.1103/PhysRevLett.108.086802,"PL,US"
10.1002/anie.201706181,"FR,DE"
10.1103/PhysRevLett.113.246801,"AU,US"
10.1063/5.0179921,"SE,US"
10.1103/PhysRevLett.124.163604,"AT,DE,ES,US"
10.1038/s41598-017-12217-6,"DE,JP,SK,CH"
10.1063/1.4959153,"AU,CA,NL"
10.1103/PhysRevB.96.195424,"CN,US"
10.1103/PhysRevLett.126.250505,"DE,US"
10.1038/NNANO.2016.170,"DK,PL,US"
10.1038/s41534-022-00646-9,"AU,US"
10.1103/PhysRevB.101.235133,"AU,NL,US"
10.1002/jcc.24313,"FR,IE,ES"
10.1088/1367-2630/acc126,"DK,FR"
10.1103/PhysRevB.103.125201,"AU,BR,US"
10.7567/1347-4065/ab5b62,"DE,JP"
10.1038/srep10076,"CN,JP,US"
10.1103/PhysRevLett.110.076401,"CN,US"
10.1103/PhysRevLett.118.177702,"DK,PL,US"
10.1103/PhysRevLett.122.096801,"PL,GB"
10.1103/PhysRevApplied.17.064043,"CN,US"
10.1103/PhysRevLett.109.140403,"PL,US"
10.1103/PhysRevA.86.062309,"CN,US"
10.1038/s41534-022-00552-0,"DE,JP,GB"
10.1103/PhysRevB.90.241203,"CN,DE"
10.1103/PhysRevX.12.041008,"AU,JP"
10.1002/chem.202101922,"CN,ES"
10.1038/ncomms1034,"DK,FR,KR,SE,UA,GB"
10.1088/1367-2630/15/1/013041,"AU,US"
10.1038/NPHYS1679,"AT,US"
10.1038/s41567-021-01344-7,"FR,GB"
10.1021/acs.nanolett.8b03921,"FR,DE,IT"
10.1209/0295-5075/104/47005,"DZ,FR"
10.1038/s41467-022-35048-0,"KR,US"
10.1063/5.0004454,"DE,SE,US"
10.1364/OE.482008,"CA,DE"
10.1103/PhysRevB.105.174412,"IL,CH,US"
10.1021/acsami.8b00427,"JP,GB"
10.1103/PRXQuantum.2.020347,"DE,US"
10.1021/jacs.7b12170,"CN,GB"
10.1140/epjb/e2013-40677-x,"FI,NO,SE"
10.1038/ncomms3053,"CN,US"
10.1021/jacs.3c04021,"FR,DE"
10.1021/acs.nanolett.2c03161,"BR,IT"
10.1021/acs.jpcc.1c03549,"AT,CN,US"
10.1038/s42005-019-0262-1,"CA,JP,US"
10.1007/s11128-021-03063-7,"IN,US"
10.1103/PhysRevX.5.031024,"AU,FR,GB"
10.1103/PhysRevX.3.041023,"CH,GB"
10.1038/s41467-022-35458-0,"AU,CA,NL,US"
10.1103/PhysRevA.101.022329,"US,GB"
10.1038/s41534-018-0075-1,"NL,PL,US"
10.1021/acs.nanolett.5b04356,"FR,JP,US,UA,GB"
10.1103/PhysRevB.90.060404,"FR,DE,US"
10.1038/srep17013,"CN,US"
10.1103/PhysRevB.92.075302,"JP,NL,SK,CH"
10.1007/s00723-019-01125-9,"JP,RU"
10.1103/PRXQuantum.4.040343,"NL,GB"
10.1038/s41534-023-00717-5,"DK,FR,DE,GB"
10.1103/PhysRevB.82.045311,"DE,SK,US"
10.1038/s41567-023-02238-6,"JP,SK,CH"
10.1103/PhysRevA.107.052411,"IT,KZ,MX,US"
10.1103/PhysRevB.105.165201,"DE,JP"
10.1103/PhysRevB.89.115438,"JP,CH"
10.1039/d4sc03290j,"BR,IT"
10.1126/sciadv.aat9199,"AU,FR"
10.1038/s41534-024-00826-9,"NL,ES"
10.1038/nmat4959,"DE,PK,GB"
10.1103/PhysRevB.89.115401,"US,GB"
10.1103/PhysRevApplied.19.054029,"DK,US"
10.1088/2058-9565/ac107f,"IN,US"
10.1142/S0219749910006435,"AU,JP,US"
10.1103/PhysRevB.103.L081404,"DE,JP"
10.1038/NMAT4704,"FR,DE,CH"
10.1038/s41467-024-50667-5,"JP,US"
10.1039/d3nh00573a,"RU,ES,CH"
10.1038/s41563-024-01887-z,"AU,GB"
10.1103/PhysRevB.97.241401,"AU,NL,US"
10.1021/jacs.1c12414,"ML,US"
10.1103/PhysRevB.86.245301,"CA,DE,US,GB"
10.1038/s41565-019-0400-7,"AU,GB"
10.1103/PhysRevX.9.041003,"AU,SG"
10.1039/c8sc01695j,"DE,IT"
10.1103/PhysRevB.95.201304,"CN,GB"
10.1021/acsnano.3c11739,"FR,DE,RU,ES"
10.1038/s41467-022-32807-x,"CA,DE,JP,GB"
10.1103/PhysRevApplied.14.064024,"HU,GB"
10.1103/PhysRevB.104.235303,"AU,JP,NL,CH,US,GB"
10.1103/PhysRevB.101.144109,"FI,DE,SE"
10.1038/s41467-018-05700-9,"AU,NL"
10.1088/1367-2630/aaa910,"BY,DE,UA"
10.1016/j.mssp.2024.108231,"AT,BE,FR,GB"
10.1038/s41467-024-49057-8,"SE,US"
10.1021/jacs.4c04720,"CN,ES"
10.1073/pnas.2211786119,"CN,GB"
10.1021/acs.jpcc.1c08998,"CN,IL,US"
10.1103/PhysRevB.95.165429,"NL,US"
10.1038/s41467-024-55077-1,"KR,GB"
10.22331/q-2021-06-17-478,"IN,PL,SG"
10.1038/s41586-018-0200-5,"NL,GB"
10.1103/PhysRevX.9.021028,"AU,JP,GB"
10.1021/acs.nanolett.0c04771,"AU,JP,US"
10.1038/s41467-017-01993-4,"JP,US"
10.1140/epjb/e2015-50768-3,"DZ,FR"
10.1002/qute.202200049,"FR,DE,IL"
10.1103/PhysRevB.104.085421,"BE,NO"
10.1515/nanoph-2024-0485,"CL,US"
10.1021/acs.nanolett.7b00927,"CN,SE"
10.1103/PhysRevX.8.031049,"AU,US"
10.1103/PhysRevB.109.235427,"IT,KR,CH"
10.1039/c7sc05464e,"DE,ES"
10.1021/acsnano.3c07752,"JP,US"
10.1103/PRXQuantum.2.010321,"NO,CH,US"
10.1103/PhysRevB.90.075436,"FR,DE"
10.1103/PhysRevA.103.052430,"IN,US"
10.1103/PhysRevB.94.115404,"DE,ES"
10.1038/s41565-019-0587-7,"AU,JP,NL,US"
10.1021/jacs.3c03402,"TD,DE,US"
10.1021/acs.nanolett.0c01466,"AT,CN"
10.1021/acsphotonics.4c00340,"DE,US"
10.1103/PhysRevLett.128.247701,"AU,US"
10.1103/PhysRevB.81.121306,"ES,CH"
10.1088/1367-2630/12/9/093028,"CA,JP,US"
10.1103/PhysRevB.82.245314,"BR,US"
10.1021/acs.jpclett.7b00479,"FR,ES"
10.1088/1367-2630/ac2dab,"DE,SG"
10.7567/APEX.10.103004,"JP,US,GB"
10.1103/PhysRevLett.112.026801,"DK,US"
10.1103/PhysRevLett.110.156402,"AT,US"
10.1088/0953-4075/47/15/155502,"BY,PL"
