DOI,nouns
10.1038/s41586-018-0450-2,quantum computing|quantum dot|quantum bit|trapped ion|neutral atom|quantum simulation|quantum simulation|quantum simulation|structure|atom|atom|challenge|science|technology|number|platform|state|photon|qubit|environment|structure|hundred|qubit|quantum|gas|realization|lattice|hundred|atom|array|microtrap|tweezer|control|dimension|dimension|atom|control|number|range|assembly|defect|array|atom|tweezer|arrange|atom|atom|plane|plane|array|target|structure|geometry|prospect|ten|qubit|space|hundred|qubit|reach|technology
10.1088/2058-9565/ace6cb,quantum computer|trapped ion|trapped ion|address|qubit|level|intensity|crosstalk|platform|information|process|gate|measurement|fidelity|hardware|order|control|state|qubit|manipulation|qubit|state|ion|chain|transition|light|ion|manuscript|address|qubit|advantage|laser|waveguide|technology|structure|light|transition|waveguide|mode|light|aberration|space|optic|neighbor|intensity|crosstalk|order|aberration|compensation|demonstration|address|control|amplitude|frequency|phase|channel|strength
10.1038/NNANO.2012.126,quantum bit|trapped ion|quantum simulation|array|ion|trap|semiconductor|technology|control|quantum|state|advance|quantum|laboratory|test|requirement|quantum|information|array|ion|qubit|ion|qubit|ion|trap|need|array|ion|trap|number|trap|electrode|trap|geometry|potential|experiment|trap|number|ion|ion|microtrap|array|silica|silicon|wafer|semiconductor|fabrication|technology|ion|string|ion|segment|array|frequency|ion|heating|rate|storage|ten|ion|qubit
10.1088/0256-307X/30/7/073701,trapped ion|trapped ion|trapped ion|manipulation|ion|surface|ion|manipulation|qubit|fashion|issue|information|process|effort|manipulation|separation|recombination|reorder|ion|home|surface|trap|micromotion|compensation|cross|correlation|cool|ion|temperature
10.1038/s41467-021-24693-6,quantum bit|quantum algorithm|quantum system|quantum system|trapped ion|space|dimension|spin|quantum|technology|change|information|process|future|challenge|number|qubit|quantum|property|level|encode|capacity|qubit|way|amount|information|number|object|kue|possibility|device|circuit|qudit|number|state|race|quantum|technology|world|platform|photon|superconducte|silicon|circuit|magnet|read|magnet|centre|magnet|architecture|dimension|space|possibility|magnet|candidate|quantum|technology|ease|manufacture|potential|qudit|biard|spin|terbium|atom|space
10.1038/nature24654,quantum computer|quantum computer|quantum bit|quantum simulator|quantum simulator|quantum simulator|trapped ion|observation|body|phase|transition|qubit|type|interaction|qubit|way|quantum|body|control|number|qubit|simulator|range|material|model|limit|class|qubit|dynamic|transverse|field|ise|range|interaction|phase|transition|change|hamiltonian|regime|mechanic|qubit|spin|state|range|interaction|strength|range|efficiency|cent|efficiency|body|correlation|qubit|shoot|phase|transition|feature|range|interaction|connectivity|qubit
10.1103/PhysRevA.90.022323,trapped ion|trapped ion|gate|decouple|information|decoherence|noise|qubit|protection|gate|decouple|set|gate|gate|group|scheme|advantage|holonomie|decouple|control|error|decoherence|error|gate
10.1088/0253-6102/55/5/09,trapped ion|trapped ion|step|scheme|qubit|quantum|phase|gate|scheme|qubit|quantum|phase|gate|advantage|excitation|mode|qubit|cycle|rabi|oscillation|dicke|subspace|scheme|step|gate|motion|scheme|address|ion
10.1063/5.0059966,quantum network|quantum network|trapped ion|trapped ion|trapped ion|trapped ion|band|photon|stage|frequency|conversion|fiber|photon|telecommunication|wavelength|qubit|distance|candidate|fidelity|qubit|gate|coherence|ability|photon|ion|qubit|state|photon|wavelength|telecommunication|fiber|conversion|photon|dipole|transition|ion|telecommunication|band|step|distance|internet|license|aip|publish
10.1088/2058-9565/ad085b,quantum gate|quantum gate|quantum state|trapped ion|trapped ion|trapped ion|quantum simulation|quadrupole|transition|decouple|tool|engineering|property|layer|decouple|mean|radio|frequency|field|dress|shift|coherence|state|enhancement|metrology|quantum|computation|challenge|decouple|laser|ion|interaction|control|state|qubit|state|representation|state|quadrupole|transition|treatment|transition|frequency|rabi|rate|selection|rule|transition|basis|possibility|molmer|gate
10.1088/1367-2630/18/8/083030,quantum bit|trapped ion|transport|bernstein|vazirani|algorithm|ion|qubit|surface|trap|bernstein|vazirani|algorithm|architecture|advantage|ion|transport|capability|trap|algorithm|ion|chain|ion|improvement|number|oracle|query|ion|query|bit|string|probability|ion|probability
10.1088/1367-2630/18/12/123007,quantum gate|quantum gate|trapped ion|trapped ion|high|fidelity|presence|heating|bus|mode|control|pulse|ion|phonon|entanglement|interaction|gate|improvement|gate
10.1103/PhysRevA.96.052316,quantum gate|trapped ion|rydberg|atom|scheme|computation|quantum|computation|mean|resonance|circuit|quantum|computation|rydberg|atom|state|coherence|rydberg|interaction|qubit|gate|scheme|quantum|computation|rydberg|atom|robustness|gate|merit|rydberg|atom
10.1038/nature13436,quantum computer|quantum bit|quantum bit|quantum bit|quantum superposition|quantum error correction|quantum error correction|quantum state|quantum state|quantum state|trapped ion|quantum memory|photon|demolition|parity|measurement|nature|information|information|space|observable|occurrence|error|information|observable|bit|parity|symmetry|property|encode|scheme|measurement|observable|error|syndrome|way|state|error|quantum|measurement|quantum|jump|state|energy|cavity|quantum|nitrogen|vacancy|monitor|error|syndrome|quantum|jump|error|syndrome|photon|number|parity|microwave|cavity|property|ancilla|role|manipulation|measurement|quantity|error|syndrome|scheme|hardware|state|state|light|nature|measurement|region|state|space|parity|collapse|state|state|measurement|cavity|lifetime|shoot|fidelity|cent|probability|measurement|parity|combination|encode|information|state|demolition|parity|track|step|lifetime
10.1103/PhysRevLett.122.040404,superconducting qubit|quantum system|trapped ion|correlator|quasiprobabilitie|witness|correlator|otocs|attention|witness|information|body|discussion|otoc|question|suitability|witness|negativity|quasiprobability|distribution|qpd|otoc|witness|otoc|feature|qpd|evolve|timescale|respect|positive|decoherence|conclusion|spin|chain|dynamic|measurement|protocol|quantum|clock|measurement|scheme|otoc|experiment|quantum|hardware
10.1007/s11433-012-4815-5,trapped ion|w state|cluster state|generation|partite|state|ion|qubit|state|chen|phy|state|type|state|greenberger|zeilinger|ghz|state|state|information|process|scheme|qubit|state|motion|scheme|state|heating
10.1103/PhysRevA.84.012314,trapped ion|ion|architecture|fidelity|toffoli|gate|architecture|quantum|toffoli|gate|gate|principle|laser|gate|condition|range|value|heating|fluctuation|parameter|characterization|noise|gate|qubit|quantum|tomography
10.1103/PhysRevApplied.6.044010,quantum computer|quantum computer|quantum computing|quantum computing|quantum bit|quantum processor|trapped ion|quantum memory|wiring|quantum|socket|architecture|verge|scalability|requirement|stage|quest|realization|quantum|error|correction|code|impact|information|qubit|circuit|scalability|engineering|quantum|hardware|technology|effort|realization|wiring|control|measurement|number|qubit|interconnect|state|qubit|quantum|socket|quantum|socket|dimension|electron|qubit|density|wire|bond|quantum|socket|spring|microwire|wire|chip|contact|wire|cross|section|component|functionality|temperature|quantum|socket|ideal|state|qubit|wire|geometry|range|ghz|contact|resistance|omega|impedance|mismatch|omega|cross|talk|proof|principle|quantum|socket|quality|resonator|temperature|quantum|error|correction|code|surface|code|quantum|socket|qubit|lattice|socket|lattice|realization
10.1103/PhysRevLett.110.263002,trapped ion|trapped ion|bell state|demonstration|state|phase|gate|ion|gate|scheme|bermudez|phy|rev|excitation|carrier|sideband|transition|creation|state|field|state|excitation|decouple|qubit|error|simplification|gate|fidelity|source|error
10.22331/q-2023-04-06-970,superconducting qubit|trapped ion|quantum simulation|state|preparation|state|preparation|spiral|number|platform|rydberg|atom|simulation|future|comparison|evolution|spiral|adiabatic
10.1007/s00340-013-5541-z,trapped ion|duffe|oscillator|surface|ion|oscillation|couple|ion|home|surface|trap|set|couple|nonlinearity|order|multipole|potential|hexapole|octopole|layout|fabrication|asymmetry|set|duffe|equation|oscillation|term|scale|value|investigation|set|nonlinearity|instability|qubit|information|process
10.1103/PhysRevLett.117.220501,quantum computer|quantum computer|quantum computing|quantum gate|quantum gate|quantum gate|trapped ion|ion|quantum|logic|radiation|field|tool|scale|number|radiation|field|realization|ion|architecture|number|ion|obstacle|device|million|ion|ion|vanishe|voltage|logic|gate|location|gate|gate|transistor|architecture|computer|processor|principle|wavelength|radiation|state|quantum|clock|qubit|fidelity|tool|quantum|metrology|simulation
10.1007/s11128-018-2134-0,quantum gate|proposal|quantum|computation|decoherence|subspace|scheme|decoherence|subspace|ion|qubit|qubit|resource|decoherence|subspace|encode|control|decoherence|subspace|phy|hamiltonian|interaction|qubit|scheme|gate|error|noise|advantage|quantum|control|decoherence|subspace|hamiltonian|body|interaction|scheme|ion
10.1103/PhysRevA.97.042317,trapped ion|trapped ion|trapped ion|quantum simulation|quantum simulation|quantum simulation|quantum simulation|analog|dicke|analog|dicke|laser|interaction|ion|regime|matter|couple|mode|mode|simulation|qubit|dicke|field|regime|jayne|behavior|couple|regime|wave|approximation|qubit|dicke|regime|qubit|anisotropic|dicke|regime|couple|regime|agreement|ion|laboratory|future|technology|formalism|avenue|spin|dicke
10.1103/PhysRevA.85.032334,quantum state|trapped ion|trapped ion|quantum simulation|oscillator|network|qubit|scheme|state|network|quantum|oscillator|motionalstate|radiation|state|cavity|scheme|resource|access|sense|interaction|qubit|probe|node|network|weyl|function|network|datum|transformation|tune|couple|parameter|addition|number|quantum|property|reconstruction|state|scheme|body|quantum|computation|variable|reach|technology
10.1103/PhysRevA.97.013825,trapped ion|trapped ion|phase|transition|quantum|rabi|quantum|rabi|qrm|order|phase|transition|dpt|transition|interplay|qubit|oscillator|couple|oscillator|state|number|excitation|dpt|number|component|universality|class|qrm|qrm|bath|exponent|function|qrm|couple|rate|dissipation|range|thank|controllability|ourwork|possibility|dynamic|phase|transition
10.1088/1367-2630/17/5/053032,quantum computing|quantum computing|quantum system|trapped ion|gate|microwave|state|set|state|effort|computation|wavelength|radiation|enhancement|mean|field|gradient|presence|field|construction|gate|presence|noise|shielding|couple|degree|freedom|mode
10.1038/srep04910,quantum state|trapped ion|clone|observable|protocol|clone|preservation|statistic|observable|clone|set|observable|clone|broadcast|theorem|propagation|state|coherence|generation|protocol|scenario|individual|copy|information|environment|qubit|protocol
10.1103/PhysRevApplied.21.054067,quantum computing|trapped ion|trapped ion|site|image|spin|state|detection|ion|crystal|location|spin|state|fidelity|class|simulation|fidelity|state|discrimination|crystal|region|hardware|detector|network|timestampe|detector|detection|crystal|trap|rotation|khz|network|fluorescence|photon|datum|rest|frame|crystal|order|ion|location|success|rate|illumination|inhomogeneity|crystal|state|detection|spinstate|detection|fidelity|correlation|array|hundred|qubit
10.1002/qute.201800067,trapped ion|quantum simulation|information|process|electron|atom|tweezer|array|rydberg|atom|control|degree|freedom|particle|level|candidate|computation|platform|computer|task|toolbox|information|process|alkaline|earth|atom|tweezer|array|architecture|array|alkaline|earth|atom|clock|state|degree|freedom|qubit|gate|spin|qubit|platform|thank|fidelity|register|initialization|spin|exchange|gate|error|detection|read|benchmark|fidelity|number|swap|gate|parameter|entanglement|atom|array
10.1103/PhysRevLett.111.230507,trapped ion|scheme|construction|qubit|subspace|decouple|scheme|level|integer|momentum|state|decouple|qubit|subspace|multistate|qubit|construction|multistate|substate|level|scheme|state|art|setup|information|science|scheme|multitude|state|qubit|gate|couple|cavity|mode|scheme|coherence|millisecond|state
10.1088/1367-2630/15/8/083001,trapped ion|trapped ion|phase|gate|laser|microwave|scheme|qubit|phase|gate|crystal|gate|error|fault|tolerance|threshold|presence|dephase|laser|phase|microwave|intensity|noise|proposal|scheme|laser|arrangement|stability|laser|beam|sideband|qubit|microwave|drive|character|gate|qubit|source|noise|gate|regime
10.1103/PhysRevA.110.L030202,trapped ion|collapse|schrodinger|state|dynamic|rabi|interaction|qubit|mode|oscillator|parity|state|oscillator|measurement|wave|function|collapse|oscillator|circuit
10.1103/PhysRevA.91.022332,quantum error correction|trapped ion|quantum|error|correction|code|experiment|gauge|freedom|qec|code|control|algorithm|gauge|realization|hereby|gauge|mean|goal|decomposition|qec|code|gate|fidelity|part|subject|fashion|part|optimization|algorithm|decomposition|qubit|code|qubit|code|qubit|code
10.1103/PhysRevLett.119.040501,trapped ion|quantum simulation|quantum simulation|majorana fermion|digital|cft|cft|quantum|platform|sachdev|couple|fermionic|operator|qubit|dynamic|nonequilibrium|dynamic|scramble|information|protocol|quantum|gravity|platform|circuit
10.1088/1367-2630/13/8/085007,quantum computing|quantum computing|quantum system|quantum simulator|trapped ion|trapped ion|topological quantum|body|interaction|pump|experiment|barreiro|nature|build|block|ion|dynamic|sequence|gate|gate|pump|body|dynamic|couple|environment|engineering|preparation|qubit|state|simulation|body|spin|interaction|measurement|stabilizer|operator|framework|gate|simulation|dynamic|addition|simulation|instance|spin|interest|context|matter|physics|state|art|ion|trap|architecture|simulation|scheme|code|hamiltonian|color|code|simulation|protocol|ion|trap|architecture
10.1063/5.0073136,trapped ion|excitation|ytterbium|ion|laser|pulse|realization|qubit|gate|sideband|gate|speed|frequency|gate|laser|speed|limit|state|photon|recoil|kick|sequence|counter|resonant|pair|gate|speed|component|gate|protocol|excitation|ion|transition|resonant|pulse|population|transfer|picosecond|laser|transition|ghz|detune
10.1038/s41467-022-35285-3,quantum computer|quantum computing|quantum computing|trapped ion|trapped ion|fidelity|quantum|matter|link|ion|trap|microchip|module|scalability|scale|variety|hardware|platform|quantum|charge|device|qccd|number|qubit|device|number|ion|module|size|chip|importance|connection|module|demonstration|matter|link|ion|qubit|module|ion|transport|module|rate|infidelity|ion|loss|transport|link|phase|coherence|qubit|quantum|matter|link|mechanism|interconnection|device|fault|utility|scale|quantum|computation|route|scalability|ion|platform|module|ion|register|author|loss|transfer|microchip|module
10.1103/PhysRevLett.127.143201,quantum computing|trapped ion|trapped ion|quantum simulation|realization|cool|crystal|platform|information|science|circuit|depth|evolution|importance|ion|crystal|runtime|state|qubit|necessity|cool|cool|ion|chain|beam|ion|choice|ion|oscillation|mode|chain|fraction|ion|doppler|limit|experiment|step|information|process|ion|crystal
10.1103/PRXQuantum.3.010344,quantum computing|quantum processor|trapped ion|trapped ion|trapped ion|neutral atom|cavity|architecture|rydberg|array|hardware|architecture|protocol|cavity|scheme|rydberg|array|gate|qubit|entanglement|photon|transfer|cavity|fidelity|entanglement|cavity|quality|processor|chain|cavity|parameter|photon|entanglement|rate|order|magnitude|bottleneck|ion|scenario|entanglement|ion|chain|total|qubit|fidelity|rate|gate|ion|processor|rydberg|atom|array|thousand|connectivity|architecture|ten|thousand|qubit|cavity|capability|scale|quantum|era|algorithm|simulation|error|scheme
10.1103/PhysRevA.81.042321,quantum computing|trapped ion|trapped ion|fluorescence|collection|mirror|collection|fluorescence|optic|qubit|state|detection|photon|ion|photon|ion|entanglement|setup|percent|ion|fluorescence|aperture|image|optic|mirror|paul|ion|trap|photon|collection|efficiency|ion|corrector|aberration|mirror|image|quality
10.1364/PRJ.434217,trapped ion|quantum machine learning|quantum machine learning|realization|image|classifier|tensor|network|machine|intractability|applicability|dimension|art|experiment|classification|life|image|qubit|tensor|network|representation|hand|digit|entanglement|optimization|classification|hand|zero|one|feature|tensor|network|representation|optimization|entanglement|entropy|qubit|state|image|classification|success|rate|gate|gate|measurement|photon|realization|nitrogen|vacancy|center|spin|scheme|encode|feature|tensor|product|representation|stage|quantum|classification|laser|press
10.1007/s10773-010-0253-1,trapped ion|cavity|interaction|charge|qubit|role|flux|analogy|computation|scheme|charge|qubit|wave|cavity|mode|qubit|address|qubit|cavity|couple|flux|gate|gate|excitation|gate|qubit|cavity|parameter|parameter|flux|way|dynamic|realization
10.3390/sym13122243,trapped ion|trapped ion|fisher|information|correlation|decoherence|lamb|dicke|nonlinearity|information|process|atom|engineering|property|ability|correlation|correlation|dynamic|quantum|fisher|information|quantum|uncertainty|negativity|engineering|ion|diploe|qubit|lamb|dicke|regime|center|mass|mode|state|ion|correlation|lamb|dicke|nonlinearity|nonclassicality|center|mass|mode|ion|couple|decoherence|change|correlation|stability|lamb|dicke|nonlinearity|nonclassicality|ion|couple|decoherence
10.1038/s41534-024-00816-x,quantum sensor|trapped ion|phase|quantum|information|process|harness|tool|power|oscillator|qubit|rabi|gate|resource|gate|requirement|gate|bottleneck|resource|expansion|phase|gate|oscillator|number|gate|gate|potential|quantum|information|process|oscillator|qubit|realization|range|simulation|computation|circuit
10.1038/s41565-021-00925-0,quantum computing|quantum computing|quantum computing|quantum algorithm|quantum entanglement|quantum entanglement|quantum entanglement|quantum error correction|quantum state|quantum state|quantum system|trapped ion|quantum|tomography|qubit|state|silicon|property|resource|scale|error|accumulation|concept|step|error|correction|creation|multipartite|entanglement|benchmark|platform|nitrogen|vacancy|centre|diamond|candidate|scale|device|silicon|spin|qubit|nanofabrication|capability|scale|coherence|fidelity|temperature|spin|qubit|greenberger|zeilinger|state|disorder|array|spin|qubit|silicon|state|fidelity|measurement|greenberger|zeilinger|class|state|potential|silicon|spin|qubit|platform|multiqubit
10.1038/NPHYS3515,quantum bit|quantum system|cavity|couple|oscillator|back|action|element|coulomb|interaction|exchange|photon|object|photon|couple|couple|object|capacity|couple|channel|information|entanglement|photon|phase|interaction|oscillator|cavity|quantum|action|noise|couple|fluctuation|oscillator|challenge|opportunity|object|light|cavity
10.1557/mrs.2020.147,quantum computing|quantum bit|trapped ion|material|science|information|science|technology|communication|technology|limitation|counterpart|promise|technology|scope|life|capability|datum|center|diagnostic|heart|technology|object|information|qubit|realization|qubit|variety|material|spin|semiconductor|insulator|circuit|advancement|qubit|contribution|material|science|area|material|selection|synthesis|fabrication|simulation|characterization|need|opportunity|contribution|understand|material|information
10.1103/PhysRevB.81.134514,superconducting qubit|superconducting qubit|superconducting qubit|trapped ion|mesoscopic|readout|circuit|quantum|electrodynamic|state|chip|microwave|resonator|qubit|state|generation|cavity|field|vacuum|resonator|field|device|qubit|readout|fidelity|measurement|spirit|electron|idea|improvement|qubit|fidelity
10.1038/s41567-023-02102-7,quantum computer|quantum gate|quantum processor|trapped ion|demonstration|body|interaction|ion|spin|interaction|spin|hamiltonian|processor|interaction|pairwise|efficiency|entanglement|qubit|capability|manipulate|entanglement|order|interaction|challenge|simulation|field|energy|physic|chemistry|error|correction|control|class|interaction|ion|qubit|pairwise|interaction|order|state|gate|fidelity|gate|hamiltonian|body|spin|interaction|potential|order|spin|interaction|toolbox|information|generation|entanglement|stem|interaction|qubit|pairwise|limit|body|interaction
10.1103/PhysRevA.99.022330,quantum computer|quantum computer|quantum computer|quantum bit|quantum error correction|quantum processor|transversality|lattice|surgery|route|qubit|ion|ingredient|effort|code|addition|demonstration|role|encode|point|progress|scale|set|gate|midterm|challenge|quantum|technology|need|assessment|prospect|goal|capability|ion|architecture|part|quest|cnot|gate|qubit|ion|color|code|transversal|lattice|surgery|model|capability|source|noise|gate|fault|resource|optimization|simulation|regime|ion
10.1103/PRXQuantum.4.020358,quantum error correction|quantum error correction|trapped ion|trapped ion|state|erasure|conversion|erasure|error|location|type|error|quantum|error|code|pauli|error|noise|erasure|idea|erasure|conversion|qubit|state|kolkowitz|puri|thompson|nat|comm|erasure|conversion|scheme|ion|qubit|type|error|ground|qubit|surface|code|constraint|qubit|ground|qubit|laser|power|qubit
10.1103/PhysRevB.95.144306,quantum coherence|quantum coherence|quantum state|trapped ion|nonequilibrium|enhancement|entanglement|spin|array|field|spin|source|decoherence|quantum|dot|spin|manner|dynamic|spin|qubit|spin|environment|interaction|bath|interaction|approximation|balance|break|gradient|bath|oscillation|population|entanglement|overhauser|noise|nonequilibrium|feature|relation|oscillation|period|imbalance|essentiality|nonequilibriumness|balance|break|coherence|entanglement|spin|qubit|bath|spin|recovery|coherence|experiment|nonequilibrium|memory
10.1103/PhysRevA.87.062336,trapped ion|topological quantum|quantum simulation|anyon|architecture|lattice|boson|gauge|field|lattice|qubit|pair|dimension|couple|motion|qubit|state|mimic|behavior|lattice|boson|field|parameter|body|circuit|regime|hop|phase|element|value|phase|oscillate|voltage|signal|realization|junction|flux|qubit|transmon|qubit|quantum|hall|limit|excitation|circuit|computation
10.1103/RevModPhys.89.035002,quantum system|quantum sensor|trapped ion|quantum|quantum|sense|quantum|property|phenomenon|measurement|quantity|magnetometer|interference|device|vapor|clock|quantum|sense|branch|area|science|technology|platform|spin|qubit|flux|qubit|field|opportunity|regard|sensitivity|precision|physics|area|science|review|introduction|principle|concept|quantum|viewpoint|experimentalist
10.1016/j.optcom.2017.04.011,quantum processor|trapped ion|trapped ion|trapped ion|variable|computation|mode|chain|architecture|degree|freedom|position|momentum|space|variable|toolbox|gate|mode|linearity|qubit|degree|freedom|interaction|mode|manipulation|readout|wave|function
10.1063/1.4900754,quantum state|trapped ion|address|ion|qubit|beam|steer|ability|number|qubit|challenge|information|process|micro|mirror|technology|laser|beam|ion|chain|point|dimension|qubit|gate|qubit|gate|tomography|crosstalk|neighbor|ion|speed|qubit|gate|aip|publish
10.1103/PhysRevA.93.042342,trapped ion|trapped ion|stability|threshold|calculation|gate|gate|order|magnitude|challenge|gate|wave|approximation|respect|number|scale|term|frequency|number|pulse|gate|contrast|laser|pulse|instability|rise|number|gate|infidelity|number|pulse|reduction|bind|stability|qubit|gate|fidelity|threshold
10.1103/PhysRevA.108.L010401,quantum entanglement|trapped ion|quantum simulation|quantum|algorithm|operator|quantum|algorithm|body|scale|quantum|technology|applicability|number|qubit|quantum|gate|operator|theory|limitation|advantage|algorithm|field|theory|introduction|operator|target|body|state|number|quantum|gate|class|operator|evolution|operator|theory|rydberg|atom
10.1103/PhysRevLett.106.140502,quantum sensor|trapped ion|environment|precision|measurement|sensitivity|precision|measurement|advantage|environment|response|sensor|perturbation|qubit|dynamic|qubit|turn|field|sensitivity|enhancement|number|ancilla|sensor|qubit|value|couple|strength|form|decoherence|precision|measurement|class|state|clock|sensitivity|sense|spin|diamond
10.1088/1751-8121/acc8a2,trapped ion|transform|qubit|symmetry|qubit|transform|symmetry|set|eigenvector|magnitude|parameter|hamiltonian|entanglement|realization|gate|transition|spin|product|state|mode|fidelity|value|acceleration|gate|counter|field
10.1103/PhysRevA.98.052334,quantum computer|quantum computer|quantum computer|quantum computer|quantum state|quantum system|quantum system|trapped ion|trapped ion|renyi|entropy|site|fermi|hubbard|simulation|term|measurement|renyi|entropy|ground|state|site|fermi|hubbard|qubit|extraction|characteristic|swap|gate|copy|state|measurement|entanglement|qubit|insight|body|computer
