DOI,architecture,array,atom,body,chain,challenge,circuit,coherence,computation,computer,control,couple,detection,device,dynamic,efficiency,energy,entanglement,error,experiment,fault,fidelity,field,fluctuation,frequency,gate,hamiltonian,information,interaction,ion,laser,lattice,level,logic,magnitude,measurement,microwave,mode,motion,noise,number,order,parameter,phase,photon,platform,potential,power,probability,process,processor,protocol,pulse,quantum,quantum computer,quantum computing,quantum error correction,quantum gate,quantum simulation,quantum simulator,quantum state,quantum system,qubit,range,rate,realization,regime,resource,scale,scheme,simulation,source,spin,state,superconducting qubit,surface,technology,term,tool,transition,trap,trapped ion,way
10.1103/PhysRevA.92.060301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,2.54,2.12,0.0,0.0,4.31,0.0,0.0,0.0,1.81,1.75,0.0,0.0,4.18,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,3.32,0.31,0.0
10.1088/0953-4075/48/7/075101,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85,0.0,0.0,0.0,0.0,0.0,2.54,1.5,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,4.8
10.1016/j.physleta.2015.10.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,2.4,2.09,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,2.09,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0
10.1103/PhysRevA.91.012322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,1.7,2.15,0.0,0.0,1.24,1.36,1.75,0.0,2.02,0.0,0.0,0.0,9.24,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.61,0.0
10.1088/1367-2630/18/8/083030,1.96,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,3.32,0.31,0.0
10.1088/1367-2630/18/12/123007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,1.27,0.0,0.0,0.0,1.44,0.0,0.0,1.24,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0
10.1103/PhysRevApplied.6.044010,1.96,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,4.46,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,3.15,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.57,1.7,0.0,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,2.4,2.09,0.0,0.0,0.0,0.0,0.31,0.0
10.1103/PhysRevLett.117.220501,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,2.12,0.0,0.0,2.15,0.0,0.0,0.0,2.26,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,1.64,3.15,1.75,0.0,7.19,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.16,0.0,0.0,1.75,0.0,1.8,0.0,0.0,0.77,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.31,0.0
10.1038/NPHYS3515,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,10.44,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,1.39,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.66,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.93.042342,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,1.7,4.31,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,5.2,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.61,0.0
10.1088/1367-2630/18/9/093038,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.39,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,1.85,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.61,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1007/s00340-015-6285-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,0.0,0.0,0.0,2.6,0.0,1.85,0.0,0.0,1.8,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.0,0.1,1.7,0.0,2.16,0.0,7.19,1.75,7.41,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,2.4
10.1103/PhysRevA.94.042308,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,2.23,1.39,0.0,0.9,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.54,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.31,0.0
10.1364/OE.24.016638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,1.7,1.44,0.0,0.0,0.0,0.9,8.76,0.0,0.0,6.26,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,2.02,1.64,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,7.41,2.16,0.0,0.0,0.0,0.0,1.8,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.66,0.31,0.0
10.1103/PhysRevA.93.013412,1.96,0.0,0.0,0.0,0.0,0.0,12.14,0.0,0.0,0.0,2.86,2.09,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,1.39,1.24,1.36,0.0,0.0,0.0,0.0,0.0,0.0,2.31,3.41,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0
10.1103/PhysRevA.94.052321,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,1.5,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,5.25,7.41,1.8,0.0,1.43,0.0,2.23,0.0,0.0,0.0,0.0,0.0,1.66,0.61,2.4
10.1103/PhysRevLett.116.105301,0.0,0.0,1.85,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1.75,1.85,0.0,0.0,1.43,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1103/PhysRevLett.117.015301,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1007/s00340-016-6527-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,3.17,2.4,1.7,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.77,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0
10.1038/nature18648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.36,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,1.66,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,6.31,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.93.053823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,4.46,0.0,3.72,0.45,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.16,0.0,0.0,1.66,2.4,0.0,4.8,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,3.85,0.0,0.0,0.0,0.0,2.4,6.47,1.66,0.92,0.0
10.1038/ncomms13005,0.0,8.35,0.0,0.0,0.0,2.4,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,0.0,2.26,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,2.4,0.0,3.7,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.85,0.0,0.0,0.0,1.75,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0
10.1038/NNANO.2016.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,1.27,1.5,0.0,1.27,0.0,0.0,0.0,1.44,0.0,2.79,1.24,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,2.16,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,1.62,6.64,0.31,0.0
10.1103/PhysRevA.93.032340,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,1.27,0.0,0.0,1.7,5.03,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,3.7,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.31,0.0
10.1038/ncomms11218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,11.15,0.0,0.0,0.9,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,0.31,0.0
10.1038/npjqi.2016.30,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1.85,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.31,0.0
10.1038/nature18318,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,3.5,0.0,2.4,2.54,0.0,1.5,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,2.48,0.9,0.0,6.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,3.15,0.0,0.0,0.0,6.26,2.16,0.0,0.0,0.19,1.7,0.0,0.0,0.0,2.4,0.0,1.85,0.0,0.0,1.43,0.0,0.0,0.0,0.0,2.16,0.0,0.0,1.66,0.0,0.0
10.1145/2830570,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.45,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.16,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.55,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,9.59,1.75,0.0,1.8,0.0,0.0,0.0,0.0,0.0,4.18,0.0,4.8,0.0,0.0,0.0,0.0
