DOI,nouns
10.1088/1367-2630/18/9/093038,quantum network|trapped ion|photon|atom|source|atom|atom|emitter|source|photon|emission|degree|photon|number|state|purity|photon|source|ion|focus|numerical|aperture|len|ion|source|photon|pulse|background|subtraction|detector|dark|confidence|interval|component|source|field|violation|state|witness|characterization|source|output|photon|combination|effort|collection|efficiency|emitter|qubit|information|process|source|light
10.1007/s00340-015-6285-8,quantum communication|quantum communication|quantum communication|quantum error correction|quantum state|trapped ion|quantum repeater|measurement|potential|measurement|element|scheme|task|help|resource|state|measurement|range|transmission|syndrome|readout|scale|resource|state|entanglement|scheme|measurement|element|scheme|purification|measurement|way|influence|noise|imperfection|scheme|measurement|error|threshold|order|noise|qubit|resource|state|task|realization|measurement|photon
10.1103/PhysRevA.94.042308,trapped ion|shift|control|clock|state|qubit|information|science|control|qubit|isolation|qubit|environment|qubit|balance|laser|field|superposition|entanglement|qubit|order|shift|field|split|qubit|type|field|order|stark|shift|ion|laser|power|control|field|chain|shift|product|state|ion|site|field|term|spin|hamiltonian
10.1364/OE.24.016638,quantum computer|quantum computer|trapped ion|repetition|rate|ultraviolet|fiber|laser|source|quantum|logic|realization|quantum|logic|gate|ion|repetition|rate|laser|frequency|fiber|laser|source|ultraviolet|pulse|repetition|rate|mhz|power|laser|wavelength|transition|ytterbium|repetition|rate|mode|source|pattern|pattern|generator|component|simulation|laser|resonant|temperature|qubit|quantum|logic|gate|ion|trap|period|fidelity|society|america
10.1103/PhysRevA.93.013412,josephson junction|superconducting qubit|trapped ion|trapped ion|dynamic|ion|circuit|circuit|architecture|information|process|frequency|radio|frequency|ion|control|microwave|domain|control|interaction|motion|mode|circuit|circuit|flux|conjunction|element|circuit|inductance|flux|couple|circuit|ion|mode|limitation|capacitance
10.1103/PhysRevA.94.052321,superconducting qubit|trapped ion|trapped ion|quantum simulation|quantum phase transition|analog|lattice|qed|prospect|quantum|lattice|gauge|theory|possibility|form|matter|platform|context|pseudospin|phonon|vibration|idea|proposal|lattice|quantum|electrodynamic|qed|space|dimension|scheme|gauge|field|vibration|occupation|number|numerical|finite|size|scale|wilson|lattice|gauge|theory|way|ten|ion|array|microtrap|scheme|gauge|field|spin|quantum|link|fermionic|matter|degree|freedom|scale|paul|trap|scheme|energy|scale|decoherence|rate|experiment|investigation|phenomenon|string|break|coleman|vacuum|decay|idea|analog|simulation|scheme|platform
10.1103/PhysRevLett.116.105301,superconducting qubit|quantum circuit|quantum simulator|quantum simulator|quantum simulator|trapped ion|entanglement|estimation|spin|entanglement|atom|range|ise|type|hamiltonian|scheme|condition|mixedness|noise|temperature|expectation|value|circuit|platform|observable|entanglement|witness|entanglement|scale|benchmarke
10.1103/PhysRevLett.117.015301,superconducting qubit|quantum system|trapped ion|number|geometry|topology|connection|dynamic|letter|berry|curvature|invariant|number|number|characteristic|generalization|quantum|hall|relevance|insulator|yang|mill|field|theory|measurement|particle|quadrupole|field|component|berry|curvature|basis|ground|state|space|berry|curvature|idea|state|ground|state|manifold|invariant|variety|atom
10.1007/s00340-016-6527-4,zeeman|ion|qubit|lifetime|electron|spin|superposition|state|ion|ramsey|measurement|root|coherence|spin|echo|experiment|coherence|correspond|field|fluctuation|measurement|suppression|decoherence|field|layer|metal|shield|noise|frequency|khz|magnet|field|coherence|ion|spin|qubit|coherence|transition|qubit|structure
10.1038/nature18648,quantum computer|quantum computer|quantum computer|quantum computer|quantum computing|quantum algorithm|quantum algorithm|demonstration|qubit|computer|platform|hardware|algorithm|number|qubit|ion|software|sequence|logic|gate|algorithm|set|gate|gate|hardware|fidelity|cent|gate|sequence|flexibility|variety|algorithm|hardware|bernstein|algorithm|success|rate|cent|quantum|ion|qubit|phase|estimation|period|fidelity|cent|number|qubit|register|module|ion|quantum
10.1103/PhysRevA.93.053823,quantum entanglement|quantum entanglement|quantum entanglement|quantum entanglement|quantum entanglement|quantum entanglement|quantum system|trapped ion|trapped ion|trapped ion|quantum|transition|dynamic|quantum|transition|probability|qubit|state|level|state|jayne|hamiltonian|interaction|circle|time|group|structure|correspondence|hamiltonian|bispinor|particle|tool|state|transition|probability|oscillation|feature|structure|poincare|class|potential|circle|degree|freedom|parity|spin|polarization|platform|quantum|subsystem|qubit|state|content|qubit|state|number|momentum|projection|direction|field|parameter|ion|trap|presence|field|carrier|interaction|profile|quantum|transition|carrier|interaction|suppression
10.1038/ncomms13005,quantum bit|neutral atom|load|ion|array|array|ion|qubit|platform|information|process|reload|array|challenge|flux|source|load|ion|site|trap|lifetime|coherence|ion|site|demonstration|criterion|array|scale|quantum|information|process|load|rate|ion|parallel|increase|photo|ionization|laser|power|need|flux
10.1038/NNANO.2016.139,trapped ion|address|ion|qubit|coherence|coulomb|interaction|qubit|realization|primitive|information|fidelity|quantum|gate|qubit|delivery|ion|quantum|manipulation|readout|experiment|ten|waveguide|device|rout|ion|surface|ion|trap|ion|qubit|location|grating|coupler|open|trap|electrode|ion|chip|light|gate|qubit|transition|ion|grating|beam|diffraction|spot|ion|position|radius|trap|axis|crosstalk|error|distance|beam|centre|scalability|planar|fabrication|alignment|integration|optic|trap|chip|path|scale|ion|quantum|information|process
10.1103/PhysRevA.93.032340,trapped ion|qubit|gate|noise|pulse|amplitude|noise|qubit|term|obstacle|fidelity|body|gate|fault|tolerance|threshold|noise|refocus|frequency|gate|rate|qubit|gate|speed|rate|bottleneck|gate|fault|threshold|pulse|decouple|order|qubit|gate|noise|ion|build|block|gate|amplitude|noise|shoot|noise|simulation|fault|tolerance|threshold
10.1038/ncomms11218,quantum system|quantum system|trapped ion|estimation|hamiltonian|qubit|hamiltonian|evolution|variation|basis|variety|presence|term|reconstruction|hamiltonian|qubit|evolution|qubit|basis|function|term|hamiltonian|hamiltonian|ion|laser|beam|estimation|beam|intensity|profile|ion|velocity|function|estimation|pursuit|fidelity|control
10.1038/npjqi.2016.30,trapped ion|quantification|multiparticle|entanglement|entanglement|ingredient|quantum|technology|signature|quantumness|range|phenomenon|body|physic|thermodynamic|cosmology|life|science|multiparticle|entanglement|quantification|nontrivial|optimisation|evaluation|measure|multiparticle|entanglement|framework|class|state|qubit|bind|multiparticle|entanglement|state|entanglement|bind|effort|measurement|set|entanglement|number|measurement|power|type|multiparticle|entanglement|variety|qubit|state|information|process|laboratory|optic|setup
10.1038/nature18318,quantum computer|quantum computer|quantum simulator|quantum simulation|quantum simulation|quantum simulation|dynamic|lattice|gauge|theory|qubit|gauge|theory|understand|interaction|constituent|matter|gauge|dynamic|gauge|theory|challenge|effort|idea|scheme|theory|device|difficulty|invariance|conservation|law|law|demonstration|lattice|gauge|theory|quantum|electrodynamic|qubit|ion|evolution|instability|vacuum|quantum|fluctuation|creation|electron|positron|pair|resource|spin|gauge|favour|range|interaction|ion|trap|mechanism|particle|antiparticle|generation|mass|production|vacuum|persistence|amplitude|evolution|entanglement|particle|creation|entanglement|generation|step|energy|theory|physics|experiment|term|intention|lattice|gauge|theory
10.1145/2830570,quantum computer|quantum computer|quantum computer|quantum algorithm|qubit|resource|simulator|fault|balance|burden|scale|integration|component|load|reliability|hardware|technology|balance|execution|logic|gate|quantum|hardware|resource|simulation|software|tool|hardware|space|resource|architecture|technology|parameter|fault|hardware|constraint|metric|execution|failure|probability|algorithm|breakdown|metric|bottleneck|resource|utilization|adequacy|tool|space|build|block|shor|algorithm|bit|number|budget|qubit|ion|qubit|tenth|baseline|infidelity|communication|channel|bit|integer|month
10.1063/1.4966970,quantum computing|quantum computing|trapped ion|trapped ion|setup|setup|surface|trap|heat|shield|cryostat|field|noise|reduction|noise|field|axis|shielding|access|ion|state|detection|len|numerical|aperture|heat|shield|cryostat|vibration|isolation|decoherence|qubit|motion|cryostat|vibration|cryostat|addition|apparatus|setup|gate|ion|instability|laser|qubit|minimum|deviation|apparatus|ion|heating|rate|phonon|decay|ramsey|contrast|aip|publish
10.1038/nature24654,quantum computer|quantum computer|quantum bit|quantum simulator|quantum simulator|quantum simulator|trapped ion|observation|body|phase|transition|qubit|type|interaction|qubit|way|quantum|body|control|number|qubit|simulator|range|material|model|limit|class|qubit|dynamic|transverse|field|ise|range|interaction|phase|transition|change|hamiltonian|regime|mechanic|qubit|spin|state|range|interaction|strength|range|efficiency|cent|efficiency|body|correlation|qubit|shoot|phase|transition|feature|range|interaction|connectivity|qubit
10.1103/PhysRevA.96.052316,quantum gate|trapped ion|rydberg|atom|scheme|computation|quantum|computation|mean|resonance|circuit|quantum|computation|rydberg|atom|state|coherence|rydberg|interaction|qubit|gate|scheme|quantum|computation|rydberg|atom|robustness|gate|merit|rydberg|atom
10.1103/PhysRevLett.119.040501,trapped ion|quantum simulation|quantum simulation|majorana fermion|digital|cft|cft|quantum|platform|sachdev|couple|fermionic|operator|qubit|dynamic|nonequilibrium|dynamic|scramble|information|protocol|quantum|gravity|platform|circuit
10.1103/PhysRevB.95.144306,quantum coherence|quantum coherence|quantum state|trapped ion|nonequilibrium|enhancement|entanglement|spin|array|field|spin|source|decoherence|quantum|dot|spin|manner|dynamic|spin|qubit|spin|environment|interaction|bath|interaction|approximation|balance|break|gradient|bath|oscillation|population|entanglement|overhauser|noise|nonequilibrium|feature|relation|oscillation|period|imbalance|essentiality|nonequilibriumness|balance|break|coherence|entanglement|spin|qubit|bath|spin|recovery|coherence|experiment|nonequilibrium|memory
10.1103/RevModPhys.89.035002,quantum system|quantum sensor|trapped ion|quantum|quantum|sense|quantum|property|phenomenon|measurement|quantity|magnetometer|interference|device|vapor|clock|quantum|sense|branch|area|science|technology|platform|spin|qubit|flux|qubit|field|opportunity|regard|sensitivity|precision|physics|area|science|review|introduction|principle|concept|quantum|viewpoint|experimentalist
10.1016/j.optcom.2017.04.011,quantum processor|trapped ion|trapped ion|trapped ion|variable|computation|mode|chain|architecture|degree|freedom|position|momentum|space|variable|toolbox|gate|mode|linearity|qubit|degree|freedom|interaction|mode|manipulation|readout|wave|function
10.1038/s41467-017-01895-5,quantum error correction|quantum error correction|quantum error correction|quantum measurement|quantum sensor|trapped ion|trapped ion|quantum|quantum|measurement|promise|precision|sense|definition|standard|determination|constant|nature|sensitivity|presence|noise|quantum|error|code|platform|quantum|sense|scheme|dissipation|ion|qubit|couple|environment|qubit|spin|flip|phase|flip|error|correction|scheme|manner|need|measurement|feedback|gate|coherence|precision|stone|paradigm|self|information|process
10.1103/PhysRevA.95.022305,quantum simulator|quantum simulator|trapped ion|quantum simulation|particle|statistic|switch|particle|statistic|bose|fermi|statistic|space|statistic|quantum|particle|situ|evolution|boson|fermion|fermion|boson|measurement|proposal|qubit|protocol|number|particle|proposal|quantum|platform|quantum|photon|circuit|possibility|permutation|symmetrization|antisymmetrization|quantum|particle|toolbox|gate|symmetry|transformation
10.1103/PhysRevX.7.031049,quantum state|trapped ion|quantum|spin|len|array|spin|len|spin|excitation|medium|space|quantum|atom|interaction|matter|interface|qubit|ensemble|register|atom|hamiltonian|quantum|spin|len|spin|lattice|rydberg|atom|string|spin|len|len|spin|spin|interaction|dynamic|number|spin|excitation|mapping|super|position|spin|excitation|superposition|spin|pattern|field|quantum|spin|len|way|entanglement|atom|lattice|array
10.1016/j.optcom.2017.05.054,trapped ion|trapped ion|entanglement|transfer|state|qubit|possibility|entanglement|mode|state|qubit|qubit|ground|state|mode|field|state|qubit|jayne|cumme|dependence|amount|entanglement|qubit|lamb|dicke|parameter|field|state|correlation|entanglement|qubit|interaction|entanglement|strength|field|fact|qubit|amount|entanglement|interaction|field|state|range|amplitude|right
10.1038/s41534-017-0017-3,quantum computing|quantum computing|quantum algorithm|quantum algorithm|trapped ion|demonstration|advantage|machine|promise|computer|quantum|advantage|box|oracle|structure|measure|query|complexity|scale|number|oracle|call|probability|qubit|demonstration|jozsa|resonance|circuit|scale|oracle|query|advantage|oracle|parity|noise|qubit|processor|oracle|gap|query|count|favor|quantum|process|gap|order|magnitude|function|error|rate|size|fault|architecture|quantum|advantage
10.1088/2058-9565/aa7983,quantum communication|trapped ion|trapped ion|quantum repeater|quantum repeater|quantum repeater|decoherence|subspace|entanglement|pair|distance|architecture|number|qubit|scheme|range|day|future|cavity|wefocus|architecture|ion|photon|state|optic|link|ion|ion|state|link|pair|distance|entanglement|gate|ion|ion|gate|architecture|qubit|decoherence|subspace|dephase|protocol|entanglement|inequality|distance|state|art|parameter|kilometre|setup
10.1038/s41467-017-02298-2,trapped ion|band|control|protocol|quantum|noise|functionality|qubit|sensor|protocol|response|space|control|routine|band|leakage|complicate|interpretation|sensor|signal|prolate|spheroidal|sequence|slepian|sequence|control|estimation|qubit|environment|experiment|leakage|order|magnitude|control|field|slepian|sensitivity|concept|engineering|domain|estimation|tool|noise|spectra|frequency|amplitude|noise|qubit|microwave|synthesis|chain
10.1038/s41566-017-0007-1,quantum computer|quantum network|trapped ion|trapped ion|trapped ion|quantum memory|quantum memory|quantum memory|qubit|minute|coherence|information|qubit|level|ingredient|computation|coherence|qubit|min|coherence|ensemble|spin|observation|coherence|min|qubit|ion|ion|paul|trap|qubit|detection|inefficiency|heating|qubit|decouple|pulse|noise|field|fluctuation|phase|noise|qubit|component|quantum
10.1364/AO.56.00B222,quantum network|quantum network|quantum state|quantum system|trapped ion|trapped ion|ion|photon|entanglement|quantum|frequency|conversion|ion|candidate|quantum|node|feature|network|node|lifetime|site|process|capability|production|fly|qubit|network|datum|fiber|range|communication|amplifier|photon|propagation|range|fiber|virtue|nature|qubit|state|entanglement|probability|excitation|fidelity|ion|photon|entanglement|ion|photon|entanglement|generation|fidelity|entanglement|probability|function|photon|collection|optic|numerical|aperture|quantum|frequency|conversion|photon|ion|telecommunication|range|distance|network|entanglement|rubidium|quantum|memory|range|type|quantum|memory|society|america
10.1088/1367-2630/aa7b22,trapped ion|trapped ion|dynamic|field|gradient|state|ion|trap|static|field|radio|frequency|radiation|state|ion|quantum|logic|couple|presence|gradient|state|basis|hamiltonian|gradient|couple|strength|lamb|dicke|parameter|insight|requirement|field|state|art|experiment|information|science|insight|perspective|way|resonant|field|range|couple|dynamic
10.1038/NNANO.2016.188,quantum dot|superconducting qubit|trapped ion|quantum simulation|spin|exchange|mediator|interaction|distance|tool|computation|distance|couple|chip|quantum|mediator|quantum|dot|array|degree|coherence|demonstration|evolution|spin|spin|couple|quantum|dot|array|evolution|spin|mediator|dot|electron|spin|spin|interaction|dot|mediator|shoot|spin|evolution|spin|state|dot|dependence|exchange|frequency|function|detune|dot|route|spin|qubit|circuit|aid|simulation|material|molecule|neighbour|couple|mno|temperature|superexchange|concept|atom
10.1073/pnas.1618020114,quantum computer|quantum computer|quantum computer|quantum computing|quantum algorithm|quantum algorithm|quantum system|comparison|architecture|selection|algorithm|state|art|qubit|technology|platform|transmon|device|connectivity|ion|quantum|interaction|way|hardware|comparison|circuit|connectivity|qubit|computer|experiment|factor|qubit|connectivity|gate|expressivity|addition|quantum|hardware|future
10.1103/PhysRevLett.119.220501,quantum computer|quantum computing|trapped ion|neutral atom|control|rydberg|ion|rydberg|ion|simulation|control|qubit|qubit|rydberg|gate|experiment|rydberg|excitation|requirement|gate|rydberg|excitation|ion|qubit|rydberg|gate|element|rydberg|ion
10.1103/PhysRevA.95.032314,fidelity|qubit|gate|measurement|decouple|choice|gate|fidelity|term|noise|fidelity|qubit|gate|noise|qubit|gate|obstacle|noise|scale|qubit|gate|refocus|measurement|feedback|qubit|gate|noise|detail|error|ion|quantum|information
10.1103/PhysRevA.96.032341,trapped ion|tolerance|qubit|code|quantum|error|code|fault|syndrome|measurement|qubit|stabilizer|error|qubit|pauli|error|qubit|pauli|error|qubit|error|datum|qubit|situation|error|qubit|pauli|error|error|rate|noise|pauli|symmetric|depolarize|error|anisotropic|error|anisotropic|control|error|qubit|gate|qubit|qubit|syndrome|measurement|fault|tolerance|anisotropic|error|error|fault|tolerance|error|flag|qubit|error|qubit|code|noise|fault|protocol
10.1007/s00340-017-6806-8,polarisation|photon|frequency|conversion|ion|wavelength|telecom|band|polarisation|frequency|conversion|photon|level|light|ion|transition|qubit|telecom|band|photon|fiber|photon|efficiency|photon|noise|rate|telecom|conversion|polarisation|qubit|ion|signal|noise|ratio|combination|future|trappedion|converter|observation|entanglement|ion|photon|fiber|order|magnitude|state|art
10.1088/1361-6455/aa60df,quantum system|trapped ion|trapped ion|state|disentanglement|disentanglement|loss|correlation|noise|qubit|state|level|jayne|cumme|interaction|spinor|structure|tool|quantum|correlation|qubit|state|qubit|quantum|number|momentum|projection|direction|field|degeneracy|ion|level|profile|entanglement|state|vacuum|noise|emission|qubit|entanglement|state|robustness|state|entanglement|content|noise|evolution|transition|quantum|decay|regime|noise|state|discord
10.1088/2058-9565/aa771a,trapped ion|quantum|structure|sense|field|construction|qubit|drive|field|noise|power|fluctuation|field|qubit|subspace|controller|noise|scheme|ion|ensemble|ion|ion|dipole|transition|type|ion|ion|error|account|coherence|qubit|order|magnitude|coherence|state|qubit|task|field|range|mhz|improvement|order|magnitude|sensitivity|addition|microwave|scheme|ion|structure|ion|scheme|sense|frequency|field|ghz|level
10.1103/PhysRevApplied.8.064004,quantum error correction|trapped ion|code|quantum|memory|quantum|memory|multiqubit|device|code|error|noise|bit|phase|flip|rate|code|code|range|parameter|noise|noise|fact|code|stabilizer|code|complexity|code|code|noise|increase|complexity|comparison|error|qubit|experiment
10.1038/ncomms15305,quantum device|quantum device|trapped ion|quantum|sense|qubit|size|roadblock|quantum|technology|effort|tomography|reconstruction|state|state|art|quantum|mitigate|state|datum|tomography|qubit|colour|code|architecture|pauli|basis|measurement|set|repetition|regime|sense|state|eigenvalue|rank|estimate|noise|reconstruction|eigenvector|eigenvector|matrix|information|state
10.1038/s41586-018-0450-2,quantum computing|quantum dot|quantum bit|trapped ion|neutral atom|quantum simulation|quantum simulation|quantum simulation|structure|atom|atom|challenge|science|technology|number|platform|state|photon|qubit|environment|structure|hundred|qubit|quantum|gas|realization|lattice|hundred|atom|array|microtrap|tweezer|control|dimension|dimension|atom|control|number|range|assembly|defect|array|atom|tweezer|arrange|atom|atom|plane|plane|array|target|structure|geometry|prospect|ten|qubit|space|hundred|qubit|reach|technology
10.1103/PhysRevA.97.042317,trapped ion|trapped ion|trapped ion|quantum simulation|quantum simulation|quantum simulation|quantum simulation|analog|dicke|analog|dicke|laser|interaction|ion|regime|matter|couple|mode|mode|simulation|qubit|dicke|field|regime|jayne|behavior|couple|regime|wave|approximation|qubit|dicke|regime|qubit|anisotropic|dicke|regime|couple|regime|agreement|ion|laboratory|future|technology|formalism|avenue|spin|dicke
10.1103/PhysRevA.97.013825,trapped ion|trapped ion|phase|transition|quantum|rabi|quantum|rabi|qrm|order|phase|transition|dpt|transition|interplay|qubit|oscillator|couple|oscillator|state|number|excitation|dpt|number|component|universality|class|qrm|qrm|bath|exponent|function|qrm|couple|rate|dissipation|range|thank|controllability|ourwork|possibility|dynamic|phase|transition
10.1103/PhysRevA.98.052334,quantum computer|quantum computer|quantum computer|quantum computer|quantum state|quantum system|quantum system|trapped ion|trapped ion|renyi|entropy|site|fermi|hubbard|simulation|term|measurement|renyi|entropy|ground|state|site|fermi|hubbard|qubit|extraction|characteristic|swap|gate|copy|state|measurement|entanglement|qubit|insight|body|computer
10.1038/s41586-018-0668-z,quantum computing|quantum error correction|trapped ion|bell state|multi|readout|species|ion|register|potential|scale|quantum|information|process|realization|detection|error|measurement|correlation|qubit|correction|task|crosstalk|control|gate|need|qubit|world|detection|reinitialization|state|readout|number|photon|probability|light|error|qubit|recoil|heating|ion|motion|measurement|correlation|beryllium|ion|microwave|qubit|qubit|calcium|ion|feedback|qubit|subspace|class|state|multiqubit|species|gate|information|register|qubit|ancilla|readout|crosstalk|datum|qubit|heating|ion|motion|detection|ion|light|calcium|ion|cool|element|setup|control|sequence|process|feedback|control|tool|ion|quantum|state|control|entanglement|quantum
