DOI,Institutions
10.1103/PhysRevX.9.031045,"Delft Univ Technol,Element Six"
10.1088/1361-6641/ab516a,"Univ Waterloo,Indian Inst Technol"
10.1021/jacs.8b06733,"Tohoku Univ,Univ Firenze,Univ Torino,Res Area Firenze,Nankai Univ"
10.1103/PhysRevX.8.021046,"Univ Sherbrooke,Sandia Natl Labs,McGill Univ,Canadian Inst Adv Res,Univ Copenhagen"
10.1038/s41467-019-13416-7,"Univ New South Wales,Aalto Univ,Keio Univ,HRL Labs LLC,NIST,IQM Finland Oy,Univ Sydney"
10.1103/PhysRevA.104.032409,"Univ Sci & Technol China,Univ Calif Los Angeles,Suzhou Univ"
10.3390/photonics9090617,"Istanbul Univ,Tokyo Int Univ,CERN,Istanbul Tech Univ,Bogazici Univ,Isik Univ"
10.1103/PhysRevB.82.075304,"Natl Res Council Canada,Univ Sherbrooke"
10.1103/PhysRevA.87.062337,"Yanbian Univ,Dalian Univ Technol,Chungbuk Natl Univ"
10.1063/1.5042501,"Univ Basel,Univ Twente,Eindhoven Univ Technol,Delft Univ Technol"
10.1103/PhysRevB.97.155412,"Wroclaw Univ Sci & Technol,AGH Univ Sci & Technol"
10.1103/PhysRevB.100.035304,"Virginia Tech,Princeton Univ"
10.1038/s41467-020-17211-7,"Delft Univ Technol,QuTech,Netherlands Org Appl Sci Res TNO"
10.1103/PhysRevA.105.052438,"Univ Illinois,Purdue Univ"
10.1038/s41534-018-0105-z,"RIKEN,JST,Tohoku Univ,Univ Paris Diderot,Tokyo City Univ,Nagoya Univ,Keio Univ,Tokyo Inst Technol,Univ Tokyo"
10.1103/PhysRevLett.122.100501,"MIT,Univ Calif Berkeley,Lawrence Berkeley Natl Lab"
10.1126/sciadv.adp6442,"Delft Univ Technol,Netherlands Org Appl Sci Res TNO,Element Six Innovat,Fraunhofer Inst Laser Technol ILT,Rhein Westfal TH Aachen,TOPTICA Photon AG,AIT Austrian Inst Technol Gmbh"
10.1038/s41534-022-00615-2,"Forschungszentrum Julich,Rhein Westfal TH Aachen"
10.1038/s41534-024-00924-8,"Ludwig Maximilians Univ Munchen,SUNY Buffalo"
10.1103/PhysRevLett.118.216802,"City Univ Hong Kong,Univ Maryland,Virginia Tech"
10.1088/0268-1242/26/5/055004,"JST,Univ Tokyo,Tokyo City Univ,NTT Corp,RIKEN"
10.1103/PhysRevApplied.19.044039,"Univ Strathclyde,Univ New South Wales,Nexus,Natl Phys Lab"
10.1103/PhysRevLett.117.170501,"Univ Sci & Technol China,Louisiana State Univ,MIT"
10.1038/s41567-024-02614-w,"UNSW,Diraq,Sandia Natl Labs,Keio Univ,Leibniz Inst Kristallzuchtung,Vitcon Projectconsult GmbH,Simon Fraser Univ,Univ Sydney,Quantum Mot Technol Ltd,Swiss Fed Inst Technol"
10.1038/s41467-024-54989-2,"Zhejiang Univ,Westlake Univ,Westlake Inst Adv Study,Chinese Acad Sci,Univ Chinese Acad Sci,CIQTEK Co Ltd"
10.35848/1347-4065/acb4f8,"Teikyo Univ,Univ Panamericana"
10.1103/PhysRevA.96.052321,"McGill Univ,Univ Konstanz,Canadian Inst Adv Res,Univ Copenhagen"
10.1038/s41586-021-04292-7,"UNSW Sydney,Univ Technol Sydney,Ain Shams Univ,Sandia Natl Labs,Keio Univ,Univ Melbourne,Delft Univ Technol,Univ Copenhagen,Univ Grenoble Napes"
10.1038/s41467-018-03578-1,"Univ Melbourne,Melbourne Ctr Nanofabricat,Univ Basel"
10.1038/s41467-018-02982-x,"Univ New South Wales,Univ Melbourne"
10.1021/jacs.5b11641,"Univ Oxford,Kyoto Univ"
10.1103/PhysRevA.89.032305,"UCL,Univ Cambridge"
10.1103/PhysRevA.97.042324,"City Univ Hong Kong,Southern Univ Sci & Technol,Shenzhen Key Lab Quantum Sci & Engn"
10.1088/1367-2630/12/11/113019,"Univ Munich,Univ Regensburg,Tech Univ Munich"
10.1103/PhysRevB.96.180408,"Florida State Univ,Natl High Magnet Field Lab,Aix Marseille Univ"
10.1103/PhysRevB.109.035157,"Univ New South Wales,UNSW Sydney"
10.1103/PhysRevA.82.052339,"Univ Basque Country,Basque Fdn Sci,So Illinois Univ,Univ Hong Kong,Beijing Inst Technol"
10.1063/5.0036520,"Univ Basel,IBM Res Zurich,Helmholtz Zentrum Berlin Mat & Energie"
10.1021/nl402744s,"Naval Res Lab,Sotera Def Solut"
10.1038/s41467-017-01905-6,"Delft Univ Technol,Univ New South Wales"
10.1063/1.4984745,"CNRS,Univ Grenoble Alpes,Ruhr Univ Bochum"
10.1103/PhysRevB.87.081410,"Univ Basque Country,Basque Fdn Sci IKERBASQUE"
10.1002/adma.202405006,"Univ Melbourne,Univ Technol Sydney,UNSW,Helmholtz Zent Dresden Rossendorf HZDR,RMIT Univ,Leibniz Inst Oberflachenmodifizierung e V"
10.1103/PhysRevLett.121.183603,"CALTECH,Univ Chicago,NIST"
10.1103/PhysRevB.82.155312,"Univ Maryland,Polish Acad Sci,SUNY Buffalo"
10.1103/PhysRevB.90.045308,"SUNY Buffalo,Univ Wisconsin"
10.1103/PhysRevA.89.062318,"Natl Quantum Informat Ctr Gdansk,Univ Gdansk,Wroclaw Univ Technol,Adam Mickiewicz Univ,ICFO Inst Ciencies Foton,Gdansk Univ Technol"
10.1038/NNANO.2014.216,"Univ New S Wales,Univ Twente,Keio Univ"
10.1103/PhysRevA.98.052348,"Forschungszentrum Julich,Rhein Westfal TH Aachen,Univ Groningen"
10.1002/adma.202208557,"Univ New South Wales,Diraq"
10.1103/PhysRevApplied.19.064046,"Linkoping Univ,Max Planck Inst Phys Komplexer Syst,Eotvos Lorand Univ,MTA ELTE Lendulet Momentum NewQubit Res Grp"
10.1103/PhysRevLett.112.010502,"CNRS,Univ Grenoble 1,Univ Paris 11,ENS Cachan"
10.35848/1882-0786/ac7030,"Gunma Univ,Natl Inst Quantum Sci & Technol,Natl Inst Mat Sci,Univ Tsukuba"
10.1103/PhysRevX.12.031028,"Univ Chicago,Univ Glasgow,MIT,Northwestern Univ,Ctr Mol Engn,Argonne Natl Lab"
10.1103/PhysRevLett.117.027402,"Tech Univ Munich,Los Alamos Natl Lab,Stanford Univ"
10.1103/PhysRevLett.112.050502,"Tech Univ Dortmund,Ctr Brasileiro Pesquisas Fis"
10.1021/acsnano.3c06668,"UNSW Sydney,Univ New South Wales"
10.1002/adma.202312736,"UNSW Sydney,Univ New South Wales"
10.1103/PhysRevB.97.235409,"Harvard Univ,Univ Sydney"
10.1103/PRXQuantum.4.010329,"Univ Grenoble Alpes,Ruhr Univ Bochum"
10.1063/1.4704561,"Univ Calif Berkeley,Ilmenau Univ Technol,Univ Oxford,Princeton Univ"
10.1021/acs.nanolett.2c00358,"Ecole Polytech Fed Lausanne EPFL,Swiss Fed Inst Technol"
10.1002/chem.201804165,"Univ Glasgow,Tulane Univ,Cardiff Univ"
10.1038/ncomms3017,"Univ New S Wales,Sandia Natl Labs"
10.1103/PhysRevA.93.062511,"NIST,Army Res Lab,Georgia Tech Res Inst,Univ Stellenbosch,CSIR,Univ Sydney"
10.1038/s41586-019-1566-8,"Univ Rochester,Purdue Univ"
10.1021/acs.jpcc.4c07265,"Univ Zaragoza,CSIC,UPV,Fdn ARAID,IMDEA Nanociencia"
10.1103/PhysRevApplied.5.034011,"Univ Oxford,Univ Cambridge,Univ Paris Diderot"
10.1038/s41467-020-20424-5,"UNSW Sydney,Univ Melbourne,Keio Univ"
10.1038/srep11321,"Yanbian Univ,Harbin Inst Technol"
10.1063/1.5021491,"Univ Melbourne,Melbourne Ctr Nanofabricat"
10.1103/PhysRevA.98.062340,"Univ Isfahan,Inst Res Fundamental Sci IPM"
10.1103/PhysRevB.88.165102,"Univ Calif Berkeley,Lawrence Livermore Natl Lab"
10.1103/PhysRevLett.117.167401,"Polytech Montreal,Univ Joseph Fourier"
10.1103/PhysRevB.98.214307,"Univ Firenze,CNR,MIT"
10.1103/PhysRevMaterials.8.066201,"Univ Basel,Swiss Nanosci Inst"
10.1038/NPHYS2881,"Delft Univ Technol,Element Six Ltd,Ames Lab,Iowa State Univ"
10.1063/1.4945736,"Univ New S Wales,Hitachi Cambridge Lab,Univ Grenoble Alpes,CEA"
10.1109/JSSC.2023.3237603,"Delft Univ Technol,QuTech,Univ Pisa,Kavli Inst Nanosci,NXP Semicond,Ecole Polytech Fed Lausanne EPFL"
10.1021/acs.jpclett.8b01813,"Univ Valencia,Max Planck Inst Struct & Dynam Matter"
10.1088/0953-4075/48/11/115302,"Univ Basque Country UPV EHU,Samarkand Agr Inst,Samarkand State Univ,IKERBASQUE Basque Fdn Sci"
10.1103/PhysRevLett.108.206811,"Univ Konstanz,Eotvos Lorand Univ,Harvard Univ,Univ Copenhagen"
10.1103/PhysRevB.94.161302,"Univ New South Wales,Keio Univ,Univ Melbourne,Simon Fraser Univ,Univ Queensland,Delft Univ Technol,AMOLF"
10.1103/PhysRevA.87.052315,"Univ Dusseldorf,Max Planck Inst Sci Light,Univ Erlangen Nurnberg,Johannes Gutenberg Univ Mainz"
10.1103/PhysRevB.94.205309,"Univ St Andrews,Ist Italiano Tecnol"
10.35848/1347-4065/ad27bd,"Tokyo Inst Technol,Kobe Univ"
10.1038/s41534-020-0276-2,"Forschungszentrum Julich,Rhein Westfal TH Aachen,Univ Regensburg,Tokyo City Univ,Leibniz Inst Kristallzuchtung IKZ,Polish Acad Sci"
10.1088/1674-1056/acf208,"Chinese Acad Sci,Univ Chinese Acad Sci"
10.1103/PhysRevA.82.062120,"Natl Tsing Hua Univ,Acad Sinica,Natl Ctr Theoret Sci"
10.1007/s10909-023-03033-6,"Okinawa Inst Sci & Technol,Univ Konstanz"
10.1103/PhysRevB.95.205420,"Univ Konstanz,Univ Chicago"
10.1209/0295-5075/110/33001,"Univ Valencia,Univ Dublin Trinity Coll"
10.1103/PhysRevB.94.125204,"Princeton Univ,Lawrence Berkeley Natl Lab,Univ Calif Berkeley,Keio Univ"
10.35848/1347-4065/abd533,"Osaka Univ,Ruhr Univ Bochum"
10.1063/5.0145278,"Univ Oxford,Northwestern Univ"
10.1103/PhysRevLett.120.213603,"TU Wien,Harvard Univ,CALTECH,Natl Univ Singapore"
10.1103/PhysRevLett.121.060401,"Univ Ulm,Element Six,Univ Melbourne"
10.1116/6.0000549,"Natl Inst Stand & Technol,Univ Maryland,Sci Syst & Applicat Inc"
10.1103/PhysRevLett.122.190503,"Ulm Univ,Univ Paris 13,PSL Res Univ"
10.1063/5.0118391,"NTT Corp,Univ Tokyo,VTT Tech Res Ctr Finland"
10.1088/1367-2630/ac430c,"Southern Univ Sci & Technol,Int Quantum Acad,Univ Buffalo SUNY"
10.1103/PhysRevLett.105.266603,"Univ Basel,Univ Regensburg"
10.1103/PhysRevA.86.042329,"Dartmouth Coll,Rhein Westfal TH Aachen"
10.1103/PhysRevB.110.115413,"AGH Univ Krakow,Univ Basel"
10.1038/s41524-024-01361-z,"HUN REN Wigner Res Ctr Phys,MTA ELTE Lendulet Momentum NewQubit Res Grp,Budapest Univ Technol & Econ,Univ Texas Austin,Linkoping Univ,Tech Univ Munich,MTA WFK Lendulet Momentum Semicond Nanostruct Res,Eotvos Lorand Univ"
10.1038/s41467-019-13495-6,"Wigner Res Ctr Phys,Linkoping Univ,Argonne Natl Lab,Univ Chicago,IBM TJ Watson Res Ctr,Natl Univ Sci & Technol MISIS,Budapest Univ Technol & Econ"
10.1038/s41598-021-95562-x,"Forschungszentrum Julich,Rhein Westfal TH Aachen,Univ Regensburg"
10.1103/PhysRevLett.106.110504,"Univ Oxford,Princeton Univ,Heriot Watt Univ"
10.1103/PhysRevApplied.18.064040,"Univ Copenhagen,QDevil"
10.1021/acs.nanolett.2c04049,"Tohoku Univ,Natl Inst Technol KOSEN,Josai Univ,Nankai Univ"
10.1038/s41534-021-00377-3,"Seoul Natl Univ,Delft Univ Technol,UCL"
10.1063/5.0088840,"Osaka Univ,Kyushu Univ"
10.1038/s41565-019-0443-9,"Univ Grenoble Alpes,CEA"
10.1103/PhysRevLett.126.017701,"Univ Rochester,Purdue Univ,Univ Buffalo"
10.1021/acs.jpca.2c04730,"Univ Chicago,Argonne Natl Lab"
10.1103/PhysRevLett.108.187401,"Univ Michigan,USN,Univ Calif San Diego"
10.1103/PhysRevApplied.15.044042,"Univ Sci & Technol China,Chinese Acad Sci,Southern Univ Sci & Technol,SUNY Buffalo,Univ Calif Los Angeles,Origin Quantum Comp Co Ltd"
10.1007/s00723-016-0857-6,"Univ Manchester,Univ Illinois"
10.1063/5.0039521,"Teikyo Univ,RIKEN"
10.1103/PhysRevLett.110.167402,"Univ Stuttgart,Hungarian Acad Sci,Budapest Univ Technol & Econ,Univ Ulm,Max Planck Inst Solid State Res"
10.1103/PhysRevA.100.022343,"Austrian Acad Sci,Univ Innsbruck,Max Planck Inst Quantum Opt,Harvard Univ"
10.1038/NNANO.2014.211,"Univ New S Wales,Keio Univ,Univ Melbourne"
10.21468/SciPostPhys.17.1.004,"Univ Firenze,MIT,Abdus Salam Int Ctr Theoret Phys,INFN,SISSA,Univ Trieste,Consiglio Nazl Ric CNR INO"
10.1016/j.chaos.2017.03.029,"Abdus Salam Int Ctr Theoret Phys,Al Imam Mohammad Ibn Saud Islamic Univ IMSIU"
10.1103/PhysRevB.110.045419,"Univ Autonoma Madrid,TU Wien,Austrian Acad Sci,Nord Quant,Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Bayer Akad Wissensch,Tech Univ Munich,Munich Ctr Quantum Sci & Technol MCQST"
10.1002/qute.202300316,"Univ New South Wales,Univ Melbourne,Diraq,Keio Univ"
10.1038/s41467-019-09194-x,"Univ Copenhagen,Univ Sydney,Purdue Univ"
10.1063/1.4875909,"RIKEN,Purdue Univ,Univ Tokyo"
10.1021/acs.nanolett.3c04301,"MIT,Sandia Natl Labs,MITRE Corp,US Army,Univ Arizona"
10.1209/0295-5075/130/17003,"Renmin Univ China,Univ Chinese Acad Sci,Univ Sci & Technol China"
10.1103/PhysRevB.100.165305,"Univ Rochester,HRL Labs LLC"
10.1103/PhysRevLett.121.123604,"RIKEN,Univ Autonoma Madrid,Univ Michigan"
10.1016/j.physleta.2017.01.052,"Chungbuk Natl Univ,Korea Inst Sci & Technol,Natl Secur Res Inst"
10.1021/jacs.6b05574,"Univ Firenze,Univ Torino"
10.1021/acs.nanolett.3c03349,"Delft Univ Technol,QuTech,Netherlands Org Appl Sci Res TNO"
10.1103/PhysRevB.107.035302,"Forschungszentrum Julich GmbH,Rhein Westfal TH Aachen,Univ Konstanz"
10.1016/j.commatsci.2016.12.032,"East China Normal Univ,Chinese Acad Sci"
10.1038/NNANO.2016.114,"Univ Basel,Ruhr Univ Bochum"
10.1063/1.4705287,"Purdue Univ,USN,Univ Duisburg Essen"
10.1103/PhysRevB.91.035305,"Univ Hong Kong,Shenzhen Univ"
10.1103/PhysRevB.94.155407,"AGH Univ Sci & Technol,Univ Basel"
10.1038/s41467-018-06039-x,"Univ New South Wales,Delft Univ Technol,Keio Univ,HRL Labs LLC,UCL"
10.1002/qute.202100002,"Tech Univ Berlin,Ruhr Univ Bochum,Univ Bremen,Tech Univ Munich,Univ Paderborn"
10.3390/molecules24244582,"Int Tomog Ctr SB RAS,Novosibirsk State Univ,Russian Acad Sci"
10.1002/chem.202301771,"Nanjing Univ,Gannan Normal Univ,Chinese Acad Sci"
10.1103/PhysRevLett.112.236801,"UNSW Australia,Univ Fed Rio de Janeiro,Univ Wisconsin,Univ Melbourne"
10.1103/PhysRevApplied.17.034047,"Univ Grenoble Alpes,CEA"
10.1103/PhysRevA.110.012417,"Budapest Univ Technol & Econ,HUN REN Wigner Res Ctr Phys,HUN REN BME Quantum Dynam & Correlat Res Grp"
10.1557/s43577-021-00139-8,"Sandia Natl Labs,Univ Maryland,Zyvex Labs"
10.1103/PhysRevLett.128.213602,"Harvard Univ,AWS Ctr Quantum Comp,Univ Hamburg,Hamburg Ctr Ultrafast Imaging,Hebrew Univ Jerusalem"
10.1103/PhysRevB.109.155164,"Jozef Stefan Inst,Univ Ljubljana"
10.1103/PRXQuantum.2.010353,"UCL,Quantum Mot Technol,CEA,Hitachi Cambridge Lab,Univ Grenoble Alpes"
10.1364/OE.525337,"RMIT Univ,Univ Padua,Ulm Univ"
10.1103/PhysRevB.92.161403,"Chinese Acad Sci,Chinese Univ Hong Kong,Univ Sci & Technol China,UCL,Univ Oxford"
10.1002/adma.202300472,"Univ Parma,INFN,Consorzio Interuniv Nazl Sci & Tecnol Mat INSTM,Univ Florence,Free Univ Berlin,Weizmann Inst Sci,Northwestern Univ"
10.3390/magnetochemistry9020053,"Univ Tennessee,Univ Illinois,Univ Valencia"
10.1038/ncomms4371,"Univ Stuttgart,SCOPE,ISI Fdn,Univ Ulm,Univ Leipzig,Tech Univ Munich"
10.1016/j.carbon.2019.10.068,"Chinese Acad Sci,Peking Univ,Inner Mongolia Univ"
10.1103/PhysRevB.92.165201,"UCL,Univ Oxford,Princeton Univ,Inst Crystal Growth,Vitcon Projectconsult GmbH,Simon Fraser Univ"
10.1103/PhysRevLett.108.086802,"Harvard Univ,Polish Acad Sci,Univ Calif Santa Barbara"
10.1002/anie.201706181,"KIT,Univ Grenoble Alpes,Univ Strasbourg"
10.1103/PhysRevLett.113.246801,"Ctr Excellence Quantum Computat & Commun Technol,Univ New South Wales Australia,Purdue Univ,Univ Melbourne"
10.1063/5.0179921,"Linkoping Univ,Univ Florida,Washington State Univ"
10.1103/PhysRevLett.124.163604,"Harvard Univ,Austrian Acad Sci,Univ Innsbruck,Max Planck Inst Quantum Opt,ICFO Inst Ciencies Foton"
10.1140/epjb/e2011-20072-7,"Hunan Normal Univ,Hunan Inst Sci & Technol"
10.1038/s41598-017-12217-6,"RIKEN,Univ Tokyo,JST,Slovak Acad Sci,Univ Basel,Ruhr Univ Bochum"
10.1021/acs.nanolett.3c01511,"MIT,Sandia Natl Labs,MITRE Corp,Univ Arizona"
10.1063/1.4959153,"UNSW Australia,Univ Queensland,Delft Univ Technol,Simon Fraser Univ,FOM Inst AMOLF"
10.1103/PhysRevB.96.195424,"Univ Maryland,City Univ Hong Kong,Virginia Tech"
10.1103/PhysRevLett.126.250505,"Harvard Univ,Amazon Quantum Solut Lab,AWS Ctr Quantum Comp,IAV GmbH"
10.1038/NNANO.2016.170,"Univ Copenhagen,Virginia Tech,Univ Maryland,Polish Acad Sci,Niels Bohr Int Acad,Purdue Univ"
10.1038/s41534-023-00796-4,"Univ Exeter,Hitachi Europe Ltd"
10.1038/s41534-022-00646-9,"Univ New South Wales,Univ Buffalo SUNY"
10.1103/PhysRevB.101.235133,"Delft Univ Technol,Univ Wisconsin,Intel Corp,Univ New South Wales"
10.1002/jcc.24313,"Univ Dublin Trinity Coll,Univ Valencia,Univ Paris 11"
10.1088/1367-2630/acc126,"Univ Copenhagen,Univ Grenoble Alpes"
10.1007/s11082-023-04604-3,"Mohammed V Univ Rabat,Hassan II Univ"
10.1103/PhysRevB.103.125201,"Univ Fed Campina Grande,Univ New South Wales,Univ Wisconsin,Univ Buffalo SUNY,Univ Fed Rio de Janeiro"
10.1021/ja507846k,"Northwestern Univ,Argonne Natl Lab"
10.7567/1347-4065/ab5b62,"Univ Tokyo,Osaka Univ,Ruhr Univ Bochum,Univ Electrocommun"
10.1038/srep10076,"Toshiba Co Ltd,RIKEN,Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol TNList,Univ Michigan"
10.1103/PhysRevLett.110.076401,"Univ Maryland,Hong Kong Univ Sci & Technol,Tsinghua Univ,MIT"
10.1103/PhysRevLett.118.177702,"Univ Copenhagen,Polish Acad Sci,Niels Bohr Int Acad,Purdue Univ"
10.1103/PRXQuantum.3.010339,"Univ Chicago,Argonne Natl Lab"
10.1016/j.optcom.2014.02.019,"Ocean Univ China,Qingdao Technol Univ"
10.1103/PhysRevLett.122.096801,"Univ Sheffield,Univ Warsaw"
10.1103/PhysRevApplied.17.064043,"Fuzhou Univ,Univ Buffalo"
10.1103/PhysRevLett.109.140403,"Univ Maryland,Polish Acad Sci"
10.1103/PhysRevA.86.062309,"Princeton Univ,Sandia Natl Labs,Tsinghua Univ"
10.1038/s41534-022-00552-0,"Univ Saarland,Tokyo Inst Technol,Natl Inst Mat Sci,Ruhr Univ Bochum,Element Six Global Innovat Ctr"
10.1103/PhysRevB.90.241203,"Beijing Computat Sci Res Ctr,Univ Stuttgart,Univ Sci & Technol China"
10.1103/PhysRevX.12.041008,"UNSW Sydney,Ctr Excellence Quantum Computat & Commun Technol,Keio Univ,Univ Melbourne"
10.1002/chem.202101922,"Univ Valencia,Peking Univ"
10.1038/ncomms1034,"Univ Copenhagen,Univ Lancaster,Univ Gothenburg,BI Verkin Inst Low Temp Phys & Engn,Heriot Watt Univ,Konkuk Univ,CNRS"
10.1088/1367-2630/15/1/013041,"Univ Melbourne,Harvard Univ"
10.1038/NPHYS1679,"Harvard Smithsonian Ctr Astrophys,Harvard Univ,Yale Univ,Austrian Acad Sci,Univ Innsbruck"
10.1038/s41567-021-01344-7,"Univ Cambridge,Univ Sheffield,Univ Cote dAzur"
10.1103/PhysRevLett.123.090404,"Univ Vienna,Austrian Acad Sci"
10.1021/acs.nanolett.8b03921,"Univ Stuttgart,Max Planck Inst Struct & Dynam Matter,Max Planck Inst Solid State Res,Univ Firenze,Synchrotron SOLEIL"
10.1209/0295-5075/104/47005,"Univ Strasbourg,Univ Ferhat Abbas Setif 1"
10.1038/s41467-022-35048-0,"Univ Texas Dallas,Incheon Natl Univ,Univ Calif Santa Cruz,Univ Calif SantaCruz,Univ Washington"
10.1063/5.0004454,"Linkoping Univ,Univ Chicago,Univ Stuttgart,IQST,Max Planck Inst Solid State Res,Argonne Natl Lab"
10.1364/OE.482008,"Simon Fraser Univ,Photonic Inc,Univ Montreal,Leibniz Inst Kristallzuchtung,Vitcon Projectconsult GmbH"
10.1103/PhysRevB.105.174412,"Harvard Univ,Dept Phys,Harvard Smithsonian Ctr Astrophys,Stanford Univ,Inst Theoret Phys"
10.1021/acsami.8b00427,"Japan Adv Inst Sci & Technol,Natl Inst Adv Ind Sci & Technol,Hitachi Europe Ltd"
10.1103/PhysRevMaterials.5.074602,"Univ Chicago,Argonne Natl Lab"
10.1103/PRXQuantum.2.020347,"Univ Konstanz,Princeton Univ"
10.1063/5.0055630,"NIST,Univ Maryland"
10.1021/jacs.7b12170,"Peking Univ,Univ Oxford"
10.1140/epjb/e2013-40677-x,"Univ Bergen,Stockholm Univ,Tampere Univ Technol"
10.1038/ncomms3053,"Univ Hong Kong,Beijing Inst Technol,Carnegie Mellon Univ,Univ Washington"
10.1021/jacs.3c04021,"Univ Freiburg,Univ Strasbourg"
10.1021/acs.nanolett.2c03161,"Univ Florence,Univ Fed Parana,Univ Roma La Sapienza,Univ Rome,CNR"
10.1021/acs.jpcc.1c03549,"Naval Res Lab,Univ Vienna,Northwest Univ,Oak Ridge Natl Lab"
10.1038/s42005-019-0262-1,"Natl Res Council Canada,Tohoku Univ,Sandia Natl Labs"
10.1007/s11128-021-03063-7,"Indian Inst Technol,Univ Pittsburgh"
10.1103/PhysRevA.101.032320,"Univ Waterloo,Canadian Inst Adv Res,Perimeter Inst Theoret Phys"
10.1103/PhysRevA.101.052302,"South China Normal Univ,City Univ Hong Kong"
10.1103/PhysRevX.5.031024,"UCL,Univ New S Wales,CEA Grenoble,Hitachi Cambridge Lab"
10.1103/PhysRevA.81.044304,"Nanjing Univ,Hubei Normal Univ,Chinese Acad Sci"
10.1038/s41467-022-35458-0,"Delft Univ Technol,Univ Wisconsin,Ecole Polytech Montreal,QuTech,Netherlands Org Appl Sci Res TNO,Univ New South Wales"
10.1103/PhysRevA.101.022329,"Univ Cambridge,Hitachi Cambridge Lab,MIT"
10.1038/s41534-018-0075-1,"Purdue Univ,Delft Univ Technol,AGH Univ Sci & Technol,Univ Wisconsin"
10.1021/acs.nanolett.5b04356,"Hitachi Cambridge Lab,B Verkin Inst Low Temp Phys & Engn,V Karazin Kharkov Natl Univ,RIKEN,CEA Grenoble,Univ Cambridge,Univ Michigan"
10.1039/d1nr02877d,"Univ Strasbourg,CNRS"
10.1021/jacs.6b08467,"Northwestern Univ,Argonne Natl Lab"
10.1103/PhysRevB.100.035416,"Rhein Westfal TH Aachen,JARA,Forschungszentrum Julich"
10.1103/PhysRevB.90.060404,"Aix Marseille Univ,Florida State Univ,Univ Stuttgart,Univ Grenoble Alpes,CNRS"
10.1038/srep17013,"SUNY Buffalo,Jilin Univ"
10.1103/PhysRevB.92.075302,"RIKEN,Slovak Acad Sci,Univ Basel,Delft Univ Technol"
10.1007/s00723-019-01125-9,"RAS,Novosibirsk State Univ,Osaka City Univ"
10.1103/PRXQuantum.4.040343,"Univ Cambridge,Univ Twente,Univ Oxford"
10.1038/s41534-020-0247-7,"Univ Chicago,Argonne Natl Lab,Sandia Natl Labs"
10.1038/s41534-023-00717-5,"Univ Copenhagen,Ruhr Univ Bochum,Univ PSL,Univ Cambridge"
10.1103/PhysRevB.82.045311,"Univ Regensburg,Slovak Acad Sci,Univ Arizona"
10.1038/s41567-023-02238-6,"Tokyo Inst Technol,RIKEN,Slovak Acad Sci,Univ Basel"
10.1103/PhysRevA.107.052411,"AF Res Lab,SUNY Polytech Inst,Univ Camerino,Al Farabi Kazakh Natl Univ,Politecn Bari,INFN,Univ Nacl Autonoma Mexico,Univ Roma La Sapienza"
10.1103/PhysRevB.105.165201,"Univ Tsukuba,Natl Inst Mat Sci,Bruker Japan KK,Sumitomo Elect Ind Ltd,Natl Inst Quantum Sci & Technol,Ulm Univ,Univ Stuttgart"
10.1103/PhysRevB.89.115438,"Univ Basel,RIKEN"
10.1039/d4sc03290j,"Univ Fed Parana,Univ Florence,Univ Turin,Inst Chem Organometall Cpds ICCOM CNR"
10.1126/sciadv.aat9199,"UNSW,Univ Grenoble Alpes,CEA"
10.1038/s41534-024-00826-9,"Delft Univ Technol,QuTech & Netherlands Org Appl Sci Res TNO,Catalan Inst Nanosci & Nanotechnol ICN2,BIST,ICREA"
10.1038/nmat4959,"Univ Sheffield,LUMS,IFW Dresden,Paul Drude Inst Festkorperelekt,Leibniz Univ Hannover"
10.1103/PhysRevApplied.19.054029,"MIT,Univ Arizona,Tech Univ Denmark,Univ Massachusetts,Brookhaven Natl Lab"
10.1088/2058-9565/ac107f,"Indian Inst Sci Educ & Res Thiruvananthapuram,Sandia Natl Labs"
10.1142/S0219749910006435,"Keio Univ,Stanford Univ,Res Org Informat & Syst,Univ Melbourne"
10.1103/PhysRevB.81.161305,"JST CREST,AIST,Tohoku Univ"
10.1103/PhysRevB.103.L081404,"Rhein Westfal TH Aachen,Forschungszentrum Julich,AMO GmbH,Natl Inst Mat Sci"
10.1063/PT.3.5290,"Univ Illinois,Univ Chicago,Argonne Natl Lab Lemont"
10.1103/PhysRevMaterials.5.014601,"Univ Melbourne,Silicon Quantum Comp,Univ New South Wales Sydney,Univ New South Wales"
10.1038/NMAT4704,"Univ Basel,Univ Lyon 1,Ruhr Univ Bochum"
10.1038/s41467-024-50667-5,"Harvard Univ,Univ Chicago,Univ Tokyo,Argonne Natl Lab"
10.1140/epjd/e2015-60223-4,"Univ Elect Sci & Technol China,Expt Middle Sch Chengdu Econ & Technol Dev Zone"
10.1039/d3nh00573a,"Ecole Polytech Fed Lausanne EPFL,Solid State Lab,CSIC,BIST,ICREA,St Petersburg State Univ"
10.1038/s41563-024-01887-z,"Univ Cambridge,Univ Manchester,Hitachi Europe Ltd,Univ Technol Sydney,Australian Natl Univ"
10.1103/PhysRevB.97.241401,"Purdue Univ,Univ New South Wales,Delft Univ Technol"
