,gate,quantum dot,electron,noise,silicon,hole,field,fidelity,charge,couple,state,control,photon,center,interaction,valley,defect,device,readout,measurement,coherence,relaxation,frequency,semiconductor,orbit,entanglement,temperature,exchange,donor,array,error,diamond,energy,material,phase,information,resonator,resonance,technology,property,scale,cavity,split,transition,platform,vacancy,dot,ion,protocol,level,pulse,decoherence,molecule,triplet,quantum computing,structure,interface,dynamic,microwave,metal,phonon,mode,order,density,surface,singlet,parameter,range,scheme,quantum computer,experiment,architecture,manipulation,environment,transport,factor,candidate,heterostructure,potential,pair,circuit,source,process,chip,symmetry,band,strain,excitation,nanowire,atom,challenge,crystal,transfer,regime,signal,number,simulation,memory,ground,quantum processor,mechanism,network,power,fluctuation,rate,polarization
entanglement,0.20408635496126942,0.1805729727702351,0.1882759672167467,0.08327623614723059,0.15570922604107965,0.06347447411219333,0.15070131653723612,0.2409410158546408,0.10477140826850224,0.20377902800294231,0.32681089676527647,0.1520527897281464,0.30828853895547786,0.1491987733615888,0.22349991964409627,0.03489492817268092,0.08393455655887991,0.11149097926574919,0.08992854437229385,0.13607633524148824,0.15971159647371067,0.012269245987824175,0.12423280546754911,0.135381903394124,0.1164602942449915,1.0,0.04981602045910107,0.1831712785674624,0.08693598163686228,0.06423467455163846,0.11034745181364906,0.2055509585652431,0.05342173039633603,0.07387271390337455,0.18795756473936914,0.22179630927318644,0.08628387846605372,0.06256112470898544,0.12859317059045125,0.09133879102047433,0.1329371226319772,0.20356413280434144,0.05677329558036596,0.06068300796911037,0.20106631878715567,0.126208714810706,0.10096697184856479,0.06688065554064604,0.16217697081587665,0.07167277238512448,0.09065968278232492,0.1733949958515889,0.03277807748610648,0.07432120279078286,0.2085370823632848,0.07057846732405855,0.1095890410958904,0.12846934910327693,0.11034745181364906,0.014630143399516321,0.04778184825674966,0.1395223079123588,0.06788876862855839,0.0413802944301184,0.04965635331614208,0.09833423245831942,0.1364697046915518,0.15215349135496975,0.22709318232146383,0.0821917808219178,0.1586309804830985,0.16908118021611915,0.10084738520012282,0.16484141641835312,0.04916711622915971,0.0857931115186548,0.10403657528544939,0.034144411881334824,0.12008168332644199,0.2027212135198458,0.046507435970786264,0.09863068845940283,0.22084642778083513,0.08360081942580755,0.06978985634536183,0.06094983797364218,0.0,0.06828882376266965,0.024404766228169002,0.10967253752026672,0.13208985165908618,0.05016049165548453,0.09620723036050562,0.11525415451442608,0.0,0.12245181297676165,0.07258583814244267,0.18741582819745836,0.044237395520380876,0.11704114719613057,0.03156365013686852,0.16299398843414564,0.08723732043170229,0.06828882376266965,0.1306545086563968,0.12641888767038473
temperature,0.20286095141521776,0.17174345831077648,0.35414412348741425,0.14132524929026846,0.21517402008629546,0.1292644282570314,0.22965310148074036,0.1627226246273366,0.2078228220555138,0.19381480220168779,0.32132721935074715,0.2322392253422361,0.12011921742488675,0.20033416898825335,0.17416564062442189,0.05075913250845873,0.2034892318891199,0.2664350846284844,0.21490634926828778,0.26863342688686287,0.2387742869042296,0.16954826953743127,0.2015639335885056,0.18534614582851092,0.07623287158626796,0.04981602045910107,1.0,0.04099169746008971,0.047422310806400934,0.10278129747613764,0.08025723539051281,0.1588438233722127,0.17873008824606015,0.2763187794351024,0.14646873128709506,0.2210620341247937,0.07530655685082074,0.2199242816767569,0.24461064680430553,0.21405857708859372,0.1636241825202865,0.026919095102908276,0.0825840139015334,0.1853694994663316,0.20606309884829838,0.19276604008043324,0.06425534669347775,0.15809049856948187,0.10812410118025789,0.16507391112851752,0.0659380473395787,0.14551452744044777,0.17879963496303788,0.09729871876449238,0.19717349391709238,0.23955260109169452,0.1295216531936628,0.12146880610816266,0.1404501619333974,0.1808920127862341,0.18534614582851092,0.11275168191528971,0.15635874246635187,0.2207073973239102,0.14446302370292305,0.05959987832101263,0.14437281887133477,0.18727643676692468,0.07226101216384172,0.10959524501002237,0.15974933105107683,0.1127271680152467,0.10478243557698858,0.10899223022085147,0.1430397079704303,0.09359778363072513,0.2270017415356663,0.07450111597299125,0.10480449271555034,0.07372097807744857,0.1578523546814056,0.09223131928520184,0.13385389700323522,0.14592969098721403,0.10151826501691746,0.08865932856383654,0.10219250343291217,0.13658537928381728,0.07099970268936748,0.0398831804222513,0.13100561589443793,0.10944726824041053,0.111956569275048,0.06286946134619315,0.14446302370292305,0.12864353016574787,0.19005368014798513,0.12267912301642961,0.09652341781316803,0.08512565307587486,0.19513179222588486,0.08891084489487741,0.16496718065249089,0.06208426331082604,0.10558537785999174,0.1182165609358651
exchange,0.335869707825144,0.24288192799195837,0.2203675858870787,0.20938142159739226,0.19219074787981882,0.06528839556196349,0.12548261415538253,0.24782643054930448,0.20573409746509064,0.31440368684203357,0.19920013657664046,0.15639802961619603,0.11324948425594497,0.035414412348741424,0.32019963439159266,0.07178425360775541,0.04316658473017156,0.17201561551404668,0.026428128154374075,0.08997750843398591,0.14602284751823827,0.0,0.17693034738587657,0.188398055086813,0.07187304059729781,0.1831712785674624,0.04099169746008971,1.0,0.15648564190346356,0.1453547048490574,0.19862652384370802,0.026428128154374075,0.09890707100936806,0.05427413408548635,0.13809204416652687,0.18588746998031022,0.14199940537873496,0.08579859361170492,0.09157015435010396,0.07307144138023557,0.10518160820563628,0.1522773975253762,0.08759357437106757,0.0,0.19741167132302312,0.025963080785400414,0.1947231058905031,0.05159393703675823,0.15291057030852148,0.12286829679574762,0.13987572123604708,0.05487696486095817,0.05057217374241736,0.2140462608328655,0.1608723630219467,0.08469463434140657,0.04227029505402979,0.07928438446312222,0.11350087076783316,0.0300964632714423,0.0,0.14350946197048195,0.06982883816574215,0.07093804422989572,0.05107539184552492,0.23600347746461436,0.1148478741483052,0.12038585308576921,0.14598929061844595,0.08454059010805957,0.08785764965929087,0.07246376811594203,0.07409237074573118,0.06165531606864755,0.08428695623736226,0.058829891119392866,0.0802572353905128,0.017560081436822507,0.13586460707963324,0.10425720702853737,0.047836487323493986,0.057971014492753624,0.11357879791107997,0.06879191604901097,0.035892126803877704,0.031345806221467494,0.02064600347538335,0.10536048862093504,0.0,0.09400555777286816,0.11116195124697266,0.034395958024505485,0.13853918633234386,0.17782168978975482,0.034050261230349946,0.083967426956286,0.04479608200736647,0.019277164398874676,0.06066876735910535,0.13543408472149035,0.03246565023717827,0.020956487115397715,0.035892126803877704,0.12292057005775756,0.07466013667894413,0.07430376167671371
donor,0.1403131898273123,0.06611394640818899,0.22661152915482607,0.058722021951470346,0.24704540308830142,0.02014148736276902,0.10247140529578343,0.1638311134589076,0.12089337844487381,0.1989612735477269,0.1056228508068972,0.060311042068856666,0.0698749919138808,0.05462677805469223,0.17730043730392656,0.0,0.04438967616184753,0.12634967392981725,0.10191355689269696,0.09252695079309475,0.11262021805899669,0.038932321452190444,0.07580980435789035,0.1137147065368355,0.03695475350695748,0.08693598163686228,0.047422310806400934,0.15648564190346356,1.0,0.061148134135618176,0.15319083833634298,0.020382711378539392,0.08475793795260131,0.03348716954670953,0.06390214842634574,0.10426606151978682,0.054758567819339354,0.16543055566182172,0.06277648205743445,0.03220365580549492,0.1297942162146668,0.08808303292720551,0.04503773491110449,0.05776712868787001,0.10150258834900477,0.040048086573163666,0.10012021643290916,0.23875114908478096,0.04288450139351179,0.018952451089472584,0.11986582537134603,0.04232389556904849,0.15601529024770314,0.0,0.13234444452945737,0.09331541849264238,0.04346799081843114,0.040765422757078784,0.10942202738310212,0.046423834544262965,0.0,0.02459594839716409,0.07180738370457213,0.06565321642986127,0.07878385971583353,0.02600254837461719,0.07873466591789562,0.018569533817705187,0.022518867455552247,0.13040397245529342,0.05808023194967748,0.04471018340098959,0.06857254813237416,0.11887925859136851,0.0,0.06805888885393986,0.12379689211803457,0.0,0.09525969852639353,0.1608168802256692,0.02459594839716409,0.08942036680197918,0.07786464290438089,0.07958371636159366,0.05536365323582665,0.04835094770297237,0.0318464877649241,0.0,0.0,0.2610066557545837,0.05715581911583612,0.1061116218154582,0.09158437663089954,0.045715032088249445,0.02626128657194451,0.06475993376645184,0.13819603191146362,0.05947010334500526,0.0467908270895731,0.09284766908852593,0.12519577145903357,0.0,0.08304547985373997,0.05417289784878865,0.04606534397048787,0.02865341275306264
array,0.3253758190777366,0.30612559463031697,0.24354502621919322,0.16487490694389803,0.24094652885781953,0.0714336335150686,0.15479180749901003,0.26631095346149797,0.16078479833730053,0.191109321345586,0.23270676533253493,0.2638083301117459,0.061954517984990666,0.043053084890961754,0.11977376638261471,0.081813448945636,0.05247735352883857,0.2315238693899141,0.12048192771084337,0.20965478975759363,0.24963621225921107,0.09205136748895579,0.18820650027825275,0.21658684555830673,0.03276585625368606,0.06423467455163846,0.10278129747613764,0.1453547048490574,0.061148134135618176,1.0,0.14229426304616102,0.04819277108433735,0.12024072240843034,0.10886821022488967,0.050363296516587906,0.17719063758784287,0.06473542883509861,0.09778577480814292,0.1577051432906036,0.06662437889414859,0.278114289765229,0.0,0.10648697361300041,0.06829214125028425,0.2057075688421074,0.04734473821324611,0.2485598756195421,0.09408365141973458,0.17744279014685382,0.08962214298964417,0.11336404025302714,0.03752639502927206,0.061480282880654366,0.06970037479386301,0.2249072820587287,0.08825378564286603,0.07708160946196616,0.10843373493975904,0.09055089466573883,0.13720532498711294,0.029874047663214724,0.05815452560225793,0.11672442685764152,0.10348673676084438,0.06209204205650663,0.09222042432098154,0.1047148946005848,0.09878783399072132,0.10648697361300041,0.11562241419294925,0.08010600624655544,0.23785315338936666,0.05404418567349641,0.0702693668861158,0.07685035360081796,0.09386887057185046,0.09756823110194697,0.04803228855050661,0.1464004809566896,0.07921553131555974,0.11630905120451586,0.05285625630874815,0.10355778842507526,0.14112547712960188,0.016362689789127197,0.057160357890695214,0.0,0.03202152570033774,0.04577486071231739,0.15428067663158054,0.15766205641489647,0.031361217139911524,0.14436106547701633,0.08106627851024462,0.09313806308475994,0.19139754063396272,0.13614580855202113,0.017576348305930706,0.06914498447041853,0.2058079874806694,0.07400304898842877,0.05732251526015126,0.049088069367381595,0.12808610280135097,0.04084374256560634,0.08468496511259617
error,0.3082481011975449,0.19580898360256077,0.21572774865200242,0.2888254470937228,0.2900556010849425,0.025565499628245683,0.166196077492123,0.38990643368252725,0.1150870675296872,0.11048653555575495,0.2193817272381392,0.22965760608731264,0.08869201403169857,0.046225016352102424,0.12056070554260304,0.07027283689263066,0.02817180849095055,0.14433756729740643,0.1940376314265832,0.19574007317156783,0.12507979573107608,0.07412493166611012,0.1250925583244189,0.20848759720736484,0.011726625745504865,0.11034745181364906,0.08025723539051281,0.19862652384370802,0.15319083833634298,0.14229426304616102,1.0,0.07761505257063328,0.10758287072798381,0.03187883565316691,0.14870296936986566,0.15715902787873062,0.06950480468569159,0.0734930919740164,0.08964214570007953,0.04087595596566439,0.22652742317891236,0.09316949906249124,0.05716619504750295,0.04888237167378443,0.20245779780388534,0.07624928516630233,0.1652067845269884,0.016835875742536848,0.21773242158072692,0.10825317547305482,0.16735967034880075,0.06715191366878169,0.04950737714883372,0.1496710850223124,0.22047927592204922,0.05922242120989178,0.013793431476706133,0.06467921047552774,0.06944444444444445,0.014731391274719742,0.032075014954979206,0.046829290579084706,0.14811028418867703,0.08333333333333333,0.08333333333333333,0.18152704954572363,0.17489072743236767,0.08249579113843054,0.24295632895188754,0.22069490362729813,0.08600780775702334,0.1276884796138123,0.014506471329641486,0.060357164028345685,0.03300491809922248,0.04319342127906801,0.10475656017578482,0.0,0.08463889584616803,0.06804138174397717,0.09365858115816941,0.14187608845979144,0.09883324222148017,0.08417937871268423,0.017568209223157664,0.030685820596610777,0.0,0.08595177052156612,0.0,0.036810508691615514,0.18136906252750293,0.0,0.11624763874381928,0.1015452993074904,0.13333333333333333,0.13699915608779775,0.19002923751652298,0.03774256780481986,0.07423923386456233,0.2209708691207961,0.06356417261637282,0.10257624248277727,0.08784104611578832,0.13752283283450578,0.21926450482675727,0.0909241209316635
diamond,0.1275983604226418,0.04559317366834508,0.12786113876507643,0.12148677353760907,0.13872678934238095,0.011905605585844766,0.18844220043357743,0.11298040449881731,0.03572995518606678,0.19845967985887777,0.2951402877388248,0.21389864603655076,0.23749231894246423,0.710375900700869,0.18714650997283547,0.0,0.2886254444086121,0.13443321448446624,0.060240963855421686,0.12761595898288308,0.18306655565675478,0.08054494655283631,0.2061309288761816,0.07468511915803681,0.06553171250737212,0.2055509585652431,0.1588438233722127,0.026428128154374075,0.020382711378539392,0.04819277108433735,0.07761505257063328,1.0,0.11022066220772782,0.11876532024533418,0.07554494477488186,0.26963792676410875,0.04855157162632396,0.17601439465465726,0.17625868956008636,0.18083759985554615,0.14385221884408397,0.1909077869876714,0.10648697361300041,0.20487642375085274,0.23142101494737083,0.6391539658788226,0.011836184553311528,0.09408365141973458,0.13941933511538515,0.10082491086334969,0.09919353522139875,0.0875615884016348,0.030740141440327183,0.06970037479386301,0.04889288740407146,0.07722206243750777,0.14131628401360463,0.08433734939759036,0.07761505257063328,0.04116159749613388,0.25392940513732515,0.11630905120451586,0.05305655766256433,0.12935842095105549,0.09313806308475994,0.0,0.08144491802267707,0.12074068598865938,0.15973046041950062,0.05138773964131078,0.14876829731503152,0.06607032038593519,0.06755523209187052,0.12648486039500845,0.061480282880654366,0.02681967730624299,0.12196028887743371,0.0,0.1351389054984827,0.031686212526223896,0.0872317884033869,0.07928438446312222,0.25314126059462844,0.07840304284977882,0.06545075915650879,0.10003062630871662,0.1505953222995711,0.11207533995118209,0.022887430356158697,0.05142689221052685,0.16892363187310336,0.09408365141973458,0.05413539955388112,0.08106627851024462,0.0776150525706333,0.0637991802113209,0.05445832342080846,0.2109161796711685,0.13828996894083706,0.09604372749097904,0.0,0.21018255595388793,0.09817613873476319,0.06404305140067548,0.13614580855202113,0.0508109790675577
energy,0.22815604348817975,0.29251218826177167,0.27343962911259,0.1948557158514987,0.2611100650620274,0.16832508230603463,0.268664197703787,0.14765433214708534,0.2377228244833743,0.2445214355357672,0.33042402402159543,0.189751484523952,0.10305080798590893,0.18798015443535113,0.24280339448222923,0.20412414523193148,0.18548520670059354,0.22360679774997896,0.13026078260913287,0.1364576478442026,0.19377278632539327,0.12440333788202981,0.18633899812498247,0.20497289793748072,0.1816681048781899,0.05342173039633603,0.17873008824606015,0.09890707100936806,0.08475793795260131,0.12024072240843034,0.10758287072798381,0.11022066220772782,1.0,0.21400807927407775,0.12565617248750865,0.2370626212018676,0.08075728530872482,0.15451751155018442,0.2160246899469287,0.2532990347445214,0.1674915971459578,0.043301270189221926,0.30996520993903337,0.22718473369882594,0.17107978455366032,0.1378123654176776,0.1673435865786085,0.10432810619146021,0.10540925533894599,0.33541019662496846,0.023570226039551584,0.07282190812544191,0.1278274981412284,0.10434125154603786,0.1870475139818022,0.17431926281167376,0.14958084510974087,0.170341023411943,0.11834115780078219,0.1711632992203644,0.12422599874998831,0.14509525002200233,0.13237584555341397,0.19364916731037085,0.07745966692414834,0.08947924869885988,0.2128810749219505,0.21908902300206642,0.08856148855400953,0.11752780687193926,0.19986408425205623,0.1318760946791574,0.06741998624632421,0.14025737466365532,0.11504474832710557,0.1449824144422779,0.12171612389003691,0.15978709238739225,0.12175615550562022,0.1449377260910507,0.08463889584616803,0.16484511834894677,0.12440333788202981,0.03912303982179758,0.1224744871391589,0.2376913442707642,0.1252448582170299,0.15978709238739225,0.13324272283470417,0.09979654098963518,0.10302443927398634,0.09128709291752769,0.09004503377814962,0.10112997936948631,0.06454972243679029,0.1379548169928529,0.12455047375590554,0.04385290096535146,0.3105295017040594,0.11410886614690961,0.04923659639173309,0.015891043154093204,0.1632993161855452,0.25299622961337104,0.12455047375590554,0.1267731382092775
material,0.19915223531847326,0.23006827159733717,0.24007503517457057,0.14256648712805026,0.2159214189026772,0.16625966565214856,0.24325361466280152,0.11932572594698602,0.17610440215602338,0.19321684711513756,0.29839505185845466,0.22842197292586422,0.21205486042986696,0.18567356211855693,0.19677874781299154,0.1478542704000105,0.2694253358806515,0.3190244086606678,0.049485550102222574,0.179711009953208,0.19823065593880668,0.24575371749615985,0.15460413650478516,0.2208630521496931,0.15252311936211538,0.07387271390337455,0.2763187794351024,0.05427413408548635,0.03348716954670953,0.10886821022488967,0.03187883565316691,0.11876532024533418,0.21400807927407775,1.0,0.09308574042571363,0.24048224741556146,0.1196495412667539,0.16868694244915797,0.16765098418171126,0.2971017571861746,0.11816886263655174,0.09979654098963518,0.142146555473226,0.19634744970862503,0.23938913600545458,0.1652902132731847,0.058337722331712236,0.16745293215252313,0.09370425713316365,0.0920262717290388,0.05820252464746485,0.09247931220856656,0.1641367041336902,0.13741458973797513,0.10442525008757397,0.226553019927932,0.12663893812007065,0.10886821022488967,0.11688906406161201,0.21414653823351515,0.17178237389420573,0.14331487278000374,0.12203477116564715,0.15939417826583457,0.14026687687393444,0.13888490349773785,0.1051344691334946,0.18935062328016078,0.05467175210508692,0.13719218296340988,0.1222072251047286,0.09769344135387542,0.08879028776160358,0.15008105677896785,0.10100720254380936,0.1542190695643821,0.21038958142240088,0.1841308470325446,0.20352057569828932,0.0650724007869192,0.07165743639000187,0.16282240225645905,0.13232892480562453,0.03864298434288996,0.09408908116364305,0.12912612658201336,0.13917155995028474,0.10521762687573977,0.09400555777286816,0.0844902832960428,0.19426964043927616,0.23185790605733972,0.02964671496466347,0.11098785970200448,0.08926073982886737,0.17818884212705502,0.12302218920543587,0.14438269394140335,0.1135996960984995,0.10143783390008612,0.10942299786241162,0.07848026822466853,0.08064778385455118,0.052608813437869884,0.11183835382312352,0.12521758066945235
phase,0.24002133617819923,0.1837798099145989,0.18452258126297555,0.19043751565387806,0.1526050761565522,0.12441815044835987,0.15473019268614044,0.16866980208001864,0.11201752589062737,0.13058391764244626,0.22539329856371762,0.1341193796387018,0.11869889261316631,0.11248031766646188,0.14081420869666894,0.08549819600709618,0.05484084971070817,0.11707322644771176,0.06295412064573488,0.19051939705278706,0.15652765711214212,0.07214791053658227,0.16858544608470494,0.16390251702679645,0.12555245297128953,0.18795756473936914,0.14646873128709506,0.13809204416652687,0.06390214842634574,0.050363296516587906,0.14870296936986566,0.07554494477488186,0.12565617248750865,0.09308574042571363,1.0,0.17712010693022207,0.11838926601105422,0.12262786789699316,0.15511334686589626,0.09946433500242821,0.10022072867228946,0.054410718758250876,0.06955186050933215,0.08326256191221613,0.1433148727800037,0.07421560439929402,0.14843120879858804,0.06554735253444621,0.13245323570650439,0.10536590380294057,0.1777046633277277,0.09150522248280037,0.06424925662032356,0.07283956834350813,0.17372281285407365,0.09222859518214328,0.040276621015579106,0.17627153780805765,0.1892583246525563,0.028676966733820218,0.031219527052723135,0.1215474250925528,0.08871382443754448,0.0675922588044844,0.11355499479153378,0.08031157077540445,0.18238514365717406,0.17206180040292132,0.1808348373242636,0.12082986304673732,0.15546858380135545,0.06904602208326344,0.07059781184061313,0.058747349544604664,0.09637388493048533,0.05605518546712105,0.07647191129018725,0.0,0.10591900946051636,0.18212319909644353,0.0911605688194146,0.0966644309165688,0.1322711693170675,0.06554735253444621,0.06839855680567694,0.1045358459406623,0.0,0.0501955861057691,0.09567297464698797,0.05374307729250139,0.08238145180262384,0.06554735253444621,0.056573571480353566,0.15531518604934888,0.16222142113076254,0.06667259338283311,0.12804983847550624,0.146943671674129,0.043355498476206004,0.12904635030219097,0.046401616866730944,0.09984038297885896,0.051298917604257706,0.13385489628205094,0.04268327949183541,0.05309942440535915
information,0.2733259889926686,0.24155765482307062,0.30367210732708544,0.17200999512715917,0.238104683248436,0.14464256647712906,0.30984440560908577,0.2580097519208789,0.17135025777833177,0.3337012997690939,0.4318800483647613,0.3054587785113827,0.2641026449525397,0.3028223935679619,0.36378630304222814,0.07323922906700686,0.22649922752709992,0.22445173323232404,0.20030245988190934,0.2622892514674707,0.3086066999241838,0.2060104810498419,0.18911252417021343,0.2531051459853867,0.2025299670494246,0.22179630927318644,0.2210620341247937,0.18588746998031022,0.10426606151978682,0.17719063758784287,0.15715902787873062,0.26963792676410875,0.2370626212018676,0.24048224741556146,0.17712010693022207,1.0,0.1448775526000364,0.26261286571944514,0.2906591794880899,0.23735083701214135,0.21462701107409732,0.21085096176877577,0.1361813099296391,0.24745111998669267,0.34527935082963707,0.2270513090498057,0.21191455511315196,0.17045229868344483,0.24313226954193232,0.1790838297066415,0.1993421034805062,0.23995393326679468,0.14742059239963684,0.1693595680103625,0.2376021166033075,0.25394337341429096,0.1807229186670408,0.21571034141128698,0.19024513901109497,0.14914576134801424,0.18147161410273005,0.16733510413373293,0.14248835968536733,0.19024513901109497,0.09925833339709303,0.11793647391970949,0.1934328923228974,0.21757734596651487,0.17873796928265132,0.10679081557597865,0.16830069266853706,0.1182920263511065,0.1987045671361038,0.2156742543610284,0.14742059239963684,0.10289536823709178,0.241752606629461,0.07166400775380034,0.25203347226782336,0.22287124708010464,0.12085313076325155,0.15208974816570836,0.6106739259691742,0.07018624063435965,0.15694120514358612,0.13706205351037995,0.13240525061790773,0.19451659247460096,0.08780905704445412,0.14249624002492958,0.21602869051527715,0.17045229868344483,0.18461675012894146,0.1814259091242687,0.13896166675593025,0.13870274068284674,0.12187744420455962,0.17982069016479355,0.18569533817705186,0.14914576134801424,0.1324947505909924,0.1466142749996625,0.1360157111244413,0.0819017231472004,0.12187744420455962,0.19493949692028945
resonator,0.17139779254776524,0.2187267615160678,0.1472149476197155,0.08159417072102745,0.15692308852981465,0.06396930210072013,0.16272443449653284,0.10840148207519447,0.10798790603174875,0.236962648003931,0.16772892513626184,0.12450599503432087,0.2912736225634433,0.04337361989746802,0.15083186924714037,0.0,0.035245368842512066,0.1906109340524679,0.1780224292965212,0.14693265599349026,0.05588772925123699,0.046368350080138974,0.24077170617153842,0.12038585308576921,0.07335511488571662,0.08628387846605372,0.07530655685082074,0.14199940537873496,0.054758567819339354,0.06473542883509861,0.06950480468569159,0.04855157162632396,0.08075728530872482,0.1196495412667539,0.11838926601105422,0.1448775526000364,1.0,0.10508138749854676,0.11215007691282604,0.07670903406482969,0.12882063521457252,0.18650096164806276,0.08939981748151894,0.06115607452367585,0.115132824764626,0.0,0.06359630007488934,0.04212627318711346,0.034050261230349946,0.07524115817860574,0.0761386987626881,0.03360514063549748,0.0412920069507667,0.13107603009779917,0.1182165609358651,0.014818474149146235,0.06902710277284298,0.032367714417549306,0.3649002245998808,0.055290733558086426,0.040128617695256406,0.17576247754451407,0.08552251141872595,0.017376201171422898,0.10425720702853739,0.1238760208523001,0.07814408047409083,0.14744195615489714,0.08939981748151894,0.10354065415926447,0.1076032058327355,0.1774992567234187,0.09074425108007847,0.03775601607455176,0.10323001737691674,0.09006450929125251,0.08191219786383175,0.021506619680967013,0.06050890208160516,0.08512565307587486,0.25387913423096475,0.07099970268936748,0.12364893354703727,0.14744195615489714,0.0439586982263858,0.05758592311406532,0.0,0.06451985904290104,0.09223131928520185,0.0230265649529252,0.06050890208160516,0.02106313659355673,0.024239308278185982,0.21778620259218834,0.18766297265136728,0.0685591170191061,0.018287923898986376,0.02360960823249428,0.018575940419178427,0.16587220067425928,0.07952427724875442,0.05133270023393453,0.1538554437923503,0.043013239361934026,0.05486377169695913,0.022750787759664503
resonance,0.2433698250171367,0.20088113523692452,0.38544964466377263,0.15494494670022804,0.24889134708717225,0.16426846010152707,0.33319904205010165,0.12444643621621104,0.1522458799016245,0.2923198963016232,0.23954233022320556,0.2604072481720555,0.15085093654628073,0.24459979523511427,0.21872478497294676,0.10624254305194611,0.191662969499982,0.20003306604965967,0.11734292976977151,0.16276214592677427,0.22287124708010467,0.24281045302822787,0.3127789760049224,0.14547859349066158,0.1595609251227426,0.06256112470898544,0.2199242816767569,0.08579859361170492,0.16543055566182172,0.09778577480814292,0.0734930919740164,0.17601439465465726,0.15451751155018442,0.16868694244915797,0.12262786789699316,0.26261286571944514,0.10508138749854676,1.0,0.18070158058105026,0.2394697169073161,0.17123863624791164,0.1267731382092775,0.12964074471043288,0.19399589841579265,0.19478290326359252,0.23055616708169396,0.09606506961737249,0.22908106449636376,0.09258200997725514,0.13638618139749523,0.16101529717988267,0.12182898077463453,0.19959498361736527,0.06788442333021306,0.12698412698412698,0.18802535827258873,0.1042685411816424,0.09778577480814292,0.26247532847863003,0.14476650603589652,0.19397145798754878,0.1061988488107183,0.22392170204248077,0.06299407883487121,0.16378460497066513,0.03742405942825599,0.14164817491751838,0.14253932901995967,0.12964074471043288,0.09384168706347816,0.22291128503014113,0.0643489452087787,0.18641964690526788,0.09125145477722064,0.03742405942825599,0.13060462968966785,0.11878277418329972,0.051978745039030036,0.11882184103986772,0.07715167498104596,0.07079923254047886,0.11797306621609427,0.1307440900921227,0.10181380644282834,0.15936381457791915,0.09278520008522946,0.13750477455423168,0.1559362351170901,0.018575940419178427,0.09739145163179626,0.09140141618451364,0.21635433869101023,0.043937477516374675,0.15352206215727945,0.16378460497066513,0.062136976600120006,0.1546984936307524,0.05706139900145506,0.13468700594029479,0.07795119555779044,0.10811249552346708,0.09304842103984708,0.1460834966964259,0.025989372519515018,0.19889806323953876,0.12371791482634838
technology,0.2603550441891784,0.23570818844623034,0.30472470011002206,0.18040133829088645,0.29233788877539224,0.15583874449479593,0.19691498217271744,0.236120511080456,0.1513108912434696,0.19808500236372004,0.3015430142742511,0.2690034743238686,0.2862195279934687,0.2569099983510709,0.16715322113422815,0.02519763153394848,0.18182745801939793,0.29327786272050055,0.2226425552337933,0.14739110533215524,0.24346971907218834,0.1063154867907501,0.20701966780270625,0.2990284090483535,0.11773438808867127,0.12859317059045125,0.24461064680430553,0.09157015435010396,0.06277648205743445,0.1577051432906036,0.08964214570007953,0.17625868956008636,0.2160246899469287,0.16765098418171126,0.15511334686589626,0.2906591794880899,0.11215007691282604,0.18070158058105026,1.0,0.2491661712206803,0.2953658803442565,0.18708286933869706,0.11273900848248332,0.17527682734987296,0.270581384641083,0.236951850387359,0.10936239248647338,0.1207363221040738,0.10734900802433864,0.23289712627804457,0.09819805060619657,0.12520854588603067,0.13017979379106648,0.11806816745380026,0.2183477432021024,0.1868706368604627,0.19783564706223267,0.10204450448215527,0.1693240529890391,0.1690308509457033,0.16101529717988267,0.11194341570991126,0.1470674622452851,0.12948309934455932,0.10757057484009543,0.0828416869579514,0.11646202337777575,0.16903085094570333,0.11273900848248332,0.21761921176845594,0.1674155020019323,0.21366369348357592,0.09362816758985389,0.12985309660494151,0.09467621366623018,0.16520324111288018,0.19720265943665385,0.09862273454430759,0.1907641932953064,0.08539125638299666,0.23508117299081363,0.14244246232238394,0.13289435848843761,0.1811044831561107,0.11338934190276817,0.09902674083052385,0.14494275891311212,0.09862273454430759,0.017622684421256033,0.0791945516022682,0.2081063926857888,0.16903085094570333,0.06947125179709106,0.09362816758985389,0.14342743312012723,0.13754606108107537,0.15724272550828775,0.12179969144117252,0.10647942749999,0.19015970731391624,0.12535663410560174,0.1912592130593624,0.2141798680385621,0.09862273454430759,0.08386278693775347,0.10432810619146021
